114	199
82	90
114	107
147	220
113	191
133	194
98	100
122	122
134	183
128	174
104	149
118	188
151	220
77	40
91	92
145	188
82	30
107	62
90	127
66	81
109	117
81	34
145	220
87	163
156	165
121	187
81	48
72	73
116	171
99	121
125	159
106	96
117	72
110	185
111	210
105	177
100	160
112	113
97	147
114	206
99	154
124	220
88	65
82	61
105	126
126	193
103	106
113	182
100	136
117	184
121	180
104	173
102	147
118	166
111	135
115	148
119	134
93	85
108	154
92	107
112	180
118	121
88	68
122	132
115	135
94	60
137	177
116	129
120	178
86	29
115	146
131	220
149	186
104	134
104	119
124	164
95	67
87	171
143	140
111	147
103	131
112	124
128	109
107	121
95	77
92	77
73	34
109	136
114	138
97	100
85	51
77	62
131	124
124	164
107	175
122	220
79	118
122	185
121	166
109	92
