99	146
117	173
109	77
103	176
102	97
81	92
124	203
72	61
100	167
93	108
95	96
138	200
86	43
67	88
85	40
105	156
97	115
124	139
107	152
140	164
138	207
136	142
104	155
135	192
111	183
76	50
121	200
104	197
137	176
108	178
124	204
89	126
86	62
117	115
99	63
112	145
109	207
99	68
121	139
96	80
90	61
106	155
130	153
125	153
100	127
85	40
81	78
97	128
118	182
83	42
95	79
106	154
97	102
112	201
97	183
110	147
126	153
121	189
98	86
110	104
134	203
86	102
102	66
91	120
126	160
102	162
90	115
105	46
112	182
122	153
110	193
121	153
101	102
119	193
109	123
84	133
118	206
122	207
125	133
118	136
87	40
122	197
146	220
113	98
104	109
112	144
113	156
111	179
128	151
97	71
152	220
142	192
91	90
130	220
125	189
112	122
111	115
118	186
113	92
78	56
