102	90
93	99
132	147
119	133
81	62
134	179
109	136
112	81
90	82
106	139
91	163
98	112
94	101
133	155
120	173
115	177
112	84
124	157
101	81
101	147
136	193
110	126
93	61
84	90
72	43
97	112
87	80
134	203
117	124
130	169
151	218
92	145
139	196
139	190
84	72
94	119
107	119
133	182
136	220
129	218
113	85
101	144
100	122
97	92
73	37
115	142
106	91
107	133
87	61
115	200
67	80
122	179
109	163
150	205
77	133
148	210
67	30
81	24
74	98
118	127
116	133
119	178
81	68
118	151
108	118
106	114
114	156
91	121
107	132
139	192
136	173
104	81
135	200
137	218
104	96
108	124
87	94
112	184
130	220
126	171
95	112
144	174
98	125
107	52
87	106
120	169
94	88
119	163
99	109
106	112
75	21
99	135
112	136
108	116
152	169
121	157
94	112
134	134
107	156
89	101
