119	166
120	203
86	64
76	33
119	159
112	127
114	67
126	115
87	58
129	178
123	220
128	139
124	141
109	106
104	74
130	218
131	163
85	49
124	134
129	146
101	158
85	136
104	116
101	157
93	76
125	157
129	160
121	134
88	103
102	122
110	111
102	201
113	130
119	139
112	139
104	149
129	107
130	116
89	101
99	161
94	26
90	152
84	129
131	145
67	36
106	88
136	176
130	141
95	73
93	66
135	201
89	132
113	116
125	134
121	129
90	76
131	208
119	173
118	143
135	156
128	151
92	99
90	95
111	133
75	96
115	108
114	123
104	127
112	159
118	158
103	80
131	220
93	104
81	47
133	171
135	151
108	160
87	87
138	193
94	110
101	70
142	149
75	46
101	81
106	117
112	145
95	136
105	55
149	201
119	138
105	69
127	120
85	154
98	137
98	97
143	169
103	149
101	83
104	116
65	42
