128	99
82	92
107	95
111	157
134	197
123	128
104	178
102	120
127	199
78	37
103	79
87	131
97	168
133	156
110	132
160	183
125	187
100	135
90	99
107	149
95	140
110	119
150	220
135	207
100	120
98	96
116	107
123	177
110	166
120	179
94	68
126	133
110	135
131	217
101	83
127	143
124	174
62	31
132	180
146	193
99	127
153	205
110	115
123	175
127	106
84	82
114	114
83	84
112	147
116	155
109	180
99	85
97	121
128	209
82	65
103	103
111	179
106	154
113	140
115	139
95	87
88	111
90	55
106	114
99	175
118	144
119	166
118	117
91	72
106	118
124	209
139	206
99	128
115	133
117	127
114	91
123	135
128	166
151	165
138	198
106	176
134	189
104	172
91	111
86	21
127	210
101	102
111	107
121	203
103	161
126	109
100	145
131	159
98	137
139	220
121	169
112	127
109	138
94	106
127	179
