113	103
113	139
96	120
111	187
108	144
110	93
102	134
122	162
112	190
74	14
94	107
120	88
138	207
117	146
106	76
150	142
139	145
93	128
106	143
90	64
131	214
125	143
122	155
104	64
140	176
76	96
104	146
122	161
114	152
107	126
102	69
112	145
87	73
117	115
108	130
154	167
69	21
98	102
117	194
114	86
160	220
83	84
122	184
87	49
127	214
141	202
99	40
116	164
122	181
82	140
123	218
111	110
88	78
111	180
100	134
118	145
130	164
130	161
133	175
140	163
67	79
112	195
115	133
117	158
105	131
139	206
83	86
91	78
114	182
133	200
133	207
122	144
107	125
143	166
127	206
100	114
93	96
92	47
108	107
109	126
129	155
121	136
119	112
84	77
73	110
108	97
101	91
130	204
147	220
96	66
107	170
106	119
119	169
106	124
99	71
103	90
113	116
91	74
113	165
118	130
