108	98
107	122
90	107
117	66
137	199
128	177
108	163
97	85
124	181
77	62
93	124
116	197
69	91
146	164
69	46
110	159
110	121
120	172
121	180
107	149
118	191
153	198
93	81
113	173
111	194
69	56
118	101
136	200
94	79
109	138
89	108
118	175
149	193
142	150
126	180
138	218
132	203
140	220
98	119
121	166
95	110
133	85
155	176
119	128
105	94
107	157
130	151
98	110
111	104
127	167
116	146
95	92
98	67
88	96
140	220
115	144
130	125
107	144
106	103
104	118
92	102
151	175
125	194
110	97
88	79
98	109
56	21
123	155
92	72
88	103
92	101
96	105
105	146
118	119
87	66
107	151
104	92
86	91
116	187
115	184
127	177
112	144
134	179
94	95
106	126
62	65
85	63
123	116
116	146
82	46
120	166
90	75
116	152
99	88
99	139
128	120
107	141
125	220
107	146
107	75
