91	76
142	218
106	114
103	75
105	158
100	73
127	194
77	67
116	124
102	92
107	83
139	153
121	147
98	121
78	76
101	138
119	187
97	105
163	197
86	105
105	90
89	89
128	187
87	98
111	138
77	19
123	107
115	192
127	167
117	158
106	151
96	76
97	118
123	144
106	131
107	174
82	37
126	175
87	76
109	140
125	181
121	180
109	106
105	164
85	65
103	113
83	88
107	141
95	112
84	100
96	103
117	160
129	200
106	86
92	47
135	162
142	200
113	194
97	91
93	148
116	108
106	129
115	150
134	220
87	163
101	117
112	178
145	195
145	206
127	140
98	109
109	160
112	84
97	84
118	194
127	162
124	159
78	42
114	134
110	150
113	157
120	173
140	206
129	186
142	124
115	163
121	134
83	93
111	144
71	48
97	127
88	115
96	94
132	177
73	68
134	206
89	75
157	204
135	149
91	108
