Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	4	8	9	13	15	16	19	23	27	3	7	10	12	20	24	30	31	33	36	0	0	52	1549	7410	6779	0	483	0	12	2	6	0	
2	7	10	15	18	20	21	22	25	38	1	5	11	12	16	19	26	31	33	39	0	1	61	103	0	17116	0	6	10	0	1	1	0	
7	12	19	21	25	26	32	33	38	39	0	5	9	14	15	17	22	24	34	36	0	2	21	0	95633	148	486	0	0	2	1	1	0	
0	6	8	16	27	28	29	31	33	34	4	7	10	12	18	19	20	21	30	32	3	3	73	0	13533	154	0	204	15	2	1	0	0	
9	11	17	18	21	23	24	26	28	37	0	1	4	7	8	12	16	20	31	36	2	0	83	1801	0	13554	227	0	0	19	2	1	0	
3	4	8	10	12	23	24	31	37	39	0	2	5	19	21	22	28	30	34	38	3	1	87	75	0	0	0	0	291	5	1	1	0	
0	1	5	10	16	25	26	36	37	39	6	7	9	12	15	18	29	30	31	35	1	2	42	68	0	355	115	85	0	0	0	1	0	
1	4	5	7	13	20	26	33	34	36	0	10	16	21	22	25	27	30	37	38	1	3	10	229	345	0	85	39	7	2	0	1	0	
3	9	14	18	22	24	33	34	35	36	5	6	7	10	12	17	25	27	29	30	2	0	60	1093	0	416	197	0	40	4	1	0	0	
0	1	7	12	13	21	23	25	29	31	2	4	15	16	17	22	27	32	35	38	2	1	34	616	0	0	318	252	0	0	2	0	0	
0	9	12	13	14	16	18	22	31	32	2	4	6	7	20	21	24	28	35	39	0	2	86	271	0	234	90	0	0	0	1	0	0	
3	11	13	14	18	20	25	27	28	29	5	6	7	8	15	16	17	21	23	30	0	3	59	907	49413	0	882	1396	158	4	2	1	0	
1	7	8	10	13	15	28	33	36	37	0	3	5	6	16	22	23	27	30	35	0	0	29	978	8710	246	200	0	58	6	0	0	0	
3	9	13	15	16	26	29	32	34	36	0	2	10	12	14	18	25	31	33	37	0	1	43	74	0	59505	362	463	23	0	2	1	0	
2	9	15	16	18	21	27	29	36	37	1	4	11	17	22	23	24	32	38	39	3	2	60	72	0	191	0	2296	12	3	0	1	0	
0	4	12	14	16	17	21	29	31	39	7	8	20	23	27	30	33	35	36	38	2	3	49	182	516	403	127	82	0	0	2	1	0	
7	12	15	17	21	27	31	35	36	37	0	1	5	11	20	22	24	29	34	38	3	0	48	1351	159	0	11305	362	7	0	2	1	0	
