Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
14	17	20	21	24	27	32	36	37	38	5	8	11	15	18	23	25	29	30	33	3	0	51	1679	658	382	1107	5	0	7	2	8	0	
7	8	14	18	21	23	26	28	29	31	0	4	16	20	22	24	27	30	35	38	3	1	81	239	140	0	32647	8	133	2	0	1	0	
11	14	16	20	24	26	35	36	37	38	2	5	6	12	15	17	18	21	25	27	0	2	10	1280	2092	2071	2233	306	29	3	1	1	0	
11	14	15	18	20	22	27	30	37	38	8	9	10	13	17	25	32	33	35	36	3	3	73	415	16671	0	835	150	0	9	2	1	0	
5	8	11	12	16	18	21	24	25	39	0	1	3	6	9	10	13	17	22	27	3	0	27	1559	19226	183	100	0	308	11	1	1	0	
1	12	14	15	17	22	24	26	37	38	3	6	10	13	16	23	30	31	33	35	3	1	50	0	211	302	537	0	3	1	2	0	0	
8	10	15	16	18	23	25	28	34	36	2	6	12	19	20	21	27	29	35	39	1	2	118	234	6027	0	27048	608	130	0	1	1	0	
0	1	4	10	12	23	32	34	35	39	7	8	14	16	21	22	25	26	31	38	2	3	69	149	0	530	458	303	19	0	1	1	0	
0	2	5	6	10	17	20	22	35	36	3	15	16	23	26	27	28	30	32	33	1	0	16	651	175	0	87	4	0	1	1	0	0	
6	8	9	11	14	22	25	29	30	38	1	2	3	20	24	28	33	34	35	36	0	1	52	111	1985	236	2294	0	86	0	1	0	0	
0	2	5	7	11	13	18	28	33	37	4	10	17	20	22	27	31	36	38	39	1	2	68	252	6528	0	17242	0	101	4	2	0	0	
3	8	12	18	19	25	28	29	32	33	0	4	10	13	14	17	20	23	26	27	2	3	90	106	1911	0	385	0	31	3	0	0	0	
2	7	12	16	22	29	30	31	32	39	1	3	6	10	15	24	25	27	34	35	3	0	81	592	0	364	138	0	46	2	2	1	0	
2	3	12	13	14	15	22	28	31	38	0	6	9	11	17	24	30	35	37	39	3	1	58	83	0	361	374	90	12	0	3	0	0	
1	6	12	13	20	21	23	25	26	36	4	8	14	15	18	24	27	29	33	38	2	2	70	268	121	0	237	293	0	0	0	1	0	
0	7	8	12	14	15	30	32	34	39	5	9	10	23	24	25	26	28	35	36	3	3	84	355	98	0	751	281	20	6	3	1	0	
0	14	18	19	23	25	26	33	37	38	2	4	5	6	9	20	28	29	35	36	2	0	62	771	14383	426	6333	0	14	2	0	0	0	
