Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
5	10	11	18	20	22	28	34	36	37	0	6	8	9	15	17	26	29	38	39	0	0	107	992	276	0	628	103	31	318	1	0	0	
4	5	7	9	13	17	18	23	29	39	2	6	8	11	16	21	24	30	33	36	1	1	101	166	13751	114	256	140	0	13	2	0	0	
0	1	4	5	14	16	21	22	26	35	7	8	13	15	19	20	23	36	37	38	1	2	55	127	0	327	0	1020	16	3	1	6	0	
1	3	5	6	16	17	18	22	27	30	8	10	11	12	13	19	24	33	34	38	2	3	21	75	0	901	533	179	17	5	0	0	0	
5	6	12	14	20	23	24	27	36	39	1	2	4	7	13	25	28	29	30	32	2	0	70	1294	212	85	120	0	17	2	0	0	0	
3	6	17	18	25	31	32	36	37	38	11	14	15	20	21	23	24	28	29	30	3	1	96	289	0	514	0	7	64	0	1	3	0	
1	10	16	20	24	25	31	32	35	38	2	4	11	17	19	22	27	30	36	39	3	2	63	233	211	2264	372	292	0	4	1	1	0	
7	21	22	26	28	35	36	37	38	39	2	5	8	14	18	23	24	25	30	33	0	3	46	330	23650	0	1290	1222	46	3	1	1	0	
7	8	12	17	19	21	24	32	34	37	2	3	5	9	13	25	27	31	33	39	0	0	94	937	0	30086	0	526	26	0	2	1	0	
3	5	6	13	23	26	31	33	34	35	1	17	19	20	22	28	30	32	37	38	0	1	19	85	7273	78	0	6	7	2	1	1	0	
4	7	10	12	14	15	22	23	31	36	0	2	11	13	16	25	27	29	32	34	3	2	5	88	72	44	108	0	112	0	1	0	0	
11	14	18	23	26	30	32	33	34	36	1	2	4	9	12	15	16	21	27	28	0	3	49	290	177	124	49	0	16	2	1	1	0	
6	13	14	23	31	32	33	34	38	39	2	3	9	11	19	20	24	26	29	37	1	0	65	1159	11048	0	0	968	6	8	2	1	0	
4	7	9	16	18	26	30	32	35	37	1	6	11	13	20	21	25	28	29	33	0	1	77	0	14324	5996	541	506	92	5	1	1	0	
1	7	10	11	15	16	26	29	36	39	0	3	4	5	8	13	20	21	34	37	2	2	59	170	448	961	0	8	0	30	0	2	0	
0	1	3	6	16	17	22	24	33	38	7	9	14	20	21	23	26	29	36	37	0	3	89	284	0	26101	659	654	0	3	1	2	0	
0	8	10	15	20	26	29	34	35	36	2	3	5	6	7	12	14	21	28	39	1	0	61	840	1096	128	266	190	12	0	0	1	0	
0	2	6	20	24	30	32	33	35	37	1	7	13	26	27	28	31	34	38	39	0	1	22	582	5123	1584	653	6	0	5	1	1	0	
0	1	3	8	16	21	28	33	37	38	2	6	7	10	11	13	23	34	35	36	2	2	36	141	197	214	0	430	28	2	0	1	0	
12	14	20	21	22	25	29	32	33	34	6	7	10	17	27	28	30	31	36	38	3	3	82	133	0	617	0	0	0	4	1	0	0	
9	10	11	16	17	24	28	34	37	39	0	1	5	6	25	26	29	35	36	38	0	0	88	679	0	206	47180	4	0	1	2	1	0	
3	8	10	11	12	19	22	29	36	38	1	2	5	6	14	27	28	30	32	35	2	1	68	160	0	20264	0	10	0	8	3	1	0	
10	13	15	17	22	24	27	31	35	39	0	1	2	6	12	18	23	26	28	38	2	2	78	656	718	1680	317	0	91	11	0	3	0	
8	9	10	22	31	34	35	36	38	39	4	6	11	14	15	17	18	19	30	37	0	3	40	0	0	2873	1028863	8	0	69	1	1	0	
1	3	4	15	17	18	29	32	36	38	2	6	9	12	19	22	23	24	37	39	3	0	78	977	4725	356	0	0	124	1	0	0	0	
13	15	16	20	21	28	29	33	38	39	2	3	4	5	12	19	23	24	27	36	3	1	93	331	455	204	932	4	20	0	1	0	0	
1	3	5	6	19	22	27	30	33	34	0	2	11	12	13	18	25	28	29	39	3	2	62	321	72	83	183	0	38	0	2	0	0	
4	8	13	17	21	25	26	30	35	39	1	3	5	11	15	18	31	32	36	37	0	3	37	177	173	128	0	7	0	4	0	1	0	
1	10	11	20	22	25	29	30	34	39	0	5	7	12	17	18	26	27	31	32	3	0	75	2412	21198	0	0	125	0	4	1	1	0	
2	4	7	11	19	21	27	33	37	39	1	3	6	8	9	20	22	24	30	36	2	1	73	209	2196	0	163	517	0	7	2	1	0	
2	3	7	9	14	15	30	32	33	38	0	4	5	13	20	22	23	29	35	36	1	2	70	1500	921	54027	279	0	27	3	1	0	0	
0	10	13	15	16	30	31	34	37	38	1	2	4	14	18	20	22	27	28	36	2	3	41	674	21965	439	667	156	22	3	1	1	0	
0	5	9	17	24	28	32	35	36	38	8	13	18	19	22	23	29	31	34	39	3	0	109	1366	282	268	0	6	0	4	1	1	0	
0	2	7	13	17	22	23	26	27	38	1	3	6	11	15	18	21	28	34	36	1	1	33	186	6043	0	194	78	9	4	0	0	0	
3	6	10	11	13	16	28	31	36	37	1	2	9	12	14	17	20	24	34	38	0	2	78	105	123	0	0	5	14	3	1	0	0	
6	16	17	18	20	29	33	34	35	36	0	4	7	9	13	19	21	27	31	38	0	3	102	159	0	50768	983	0	31	1	0	0	0	
3	5	7	14	15	20	26	27	30	33	8	9	19	21	22	25	28	31	32	38	3	0	77	512	422	0	58	151	13	2	0	1	0	
3	18	21	23	24	26	27	31	35	37	1	5	7	9	13	15	16	28	33	38	1	1	25	0	353	432	1327	8	111	3	1	1	0	
9	12	17	18	22	23	28	32	36	38	2	3	4	6	13	19	20	21	25	33	2	2	77	192	128	127	381	1	0	9	0	0	0	
0	1	4	9	13	14	18	26	27	34	7	11	16	20	21	24	25	36	37	38	2	3	62	160	0	0	179	0	0	1	2	1	0	
1	7	8	10	13	18	23	24	29	32	0	3	5	6	9	12	22	28	34	37	1	0	67	774	18647	0	0	304	41	4	0	1	0	
0	7	8	12	13	17	20	25	31	32	4	6	14	15	19	21	22	27	28	38	3	1	39	0	156	0	270	6	0	6	2	1	0	
4	9	10	11	15	24	25	28	33	36	1	12	16	17	20	29	34	37	38	39	2	2	93	176	567	63	181	104	0	4	1	0	0	
