Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
43	28	15	34	10	0	7	13	2	1	4	3	0	2	0	2	3	0	0	1	0	4	4	4	4	0	0	1	0	50
51	17	22	30	23	7	0	0	3	5	2	0	1	0	1	2	3	1	0	0	1	4	3	4	3	1	0	0	0	51
22	16	54	28	4	3	21	2	1	3	2	4	1	0	2	1	0	0	3	1	1	4	4	4	4	1	0	0	0	70
26	35	22	37	11	5	14	0	2	4	2	2	1	2	0	1	1	0	1	2	1	4	4	4	4	0	0	0	1	54
44	15	38	23	11	0	6	13	2	1	3	4	2	0	2	0	1	0	1	2	1	4	4	3	4	0	0	1	0	94
37	36	26	21	2	21	4	3	1	2	4	3	1	2	1	0	2	1	0	1	0	4	4	3	4	0	0	0	1	86
35	10	36	39	11	7	10	2	3	4	1	2	1	0	1	2	2	0	1	1	1	4	3	4	4	0	1	0	0	62
28	8	28	56	0	2	4	24	3	2	1	4	1	0	1	2	1	0	1	2	0	4	4	4	3	0	0	1	0	34
38	40	13	29	12	0	7	11	4	1	3	2	1	2	0	1	2	1	0	1	0	4	4	4	4	0	1	0	0	67
31	27	25	37	4	2	13	11	2	4	3	1	0	2	0	2	2	0	2	0	0	4	4	4	4	1	0	0	0	56
37	27	22	34	14	0	3	13	2	2	4	2	1	1	1	1	2	1	0	1	0	4	4	4	4	0	0	1	0	74
19	45	23	33	2	10	3	15	2	2	3	3	0	2	1	1	1	2	0	1	0	4	4	4	4	0	1	0	0	55
18	56	29	17	3	6	11	10	3	2	2	3	0	2	2	0	1	2	0	1	1	4	4	4	4	0	0	1	0	60
27	30	42	21	10	0	14	6	2	3	2	3	0	1	2	1	2	1	1	0	1	4	4	4	4	0	0	0	1	65
26	30	34	30	0	15	0	15	0	3	3	4	0	2	2	0	1	0	1	2	0	3	4	4	4	0	0	0	1	47
37	27	14	42	18	10	2	0	3	6	1	0	2	0	0	2	0	2	0	2	1	4	3	4	3	1	0	0	0	17
35	13	19	53	11	4	2	13	2	2	3	3	2	0	1	1	1	0	0	3	1	4	4	4	3	0	0	0	1	68
12	28	51	29	7	11	2	10	4	1	3	2	0	2	2	0	0	0	2	2	0	4	4	4	4	1	0	0	0	76
40	18	43	19	15	10	5	0	5	1	2	2	3	0	1	0	0	1	2	1	1	4	4	4	4	0	1	0	0	101
7	38	23	52	2	10	3	15	1	3	3	3	0	0	0	4	0	3	1	0	0	4	4	4	4	0	1	0	0	32
34	32	5	49	0	13	0	17	1	3	2	4	1	2	0	1	2	0	0	2	0	4	4	4	4	0	0	1	0	36
30	28	38	24	0	4	21	5	1	2	3	4	1	1	1	1	1	1	2	0	1	4	4	3	4	1	0	0	0	55
32	37	23	28	17	13	0	0	3	3	3	1	0	3	0	1	2	0	1	1	0	4	4	4	3	0	0	0	1	47
32	12	24	52	0	7	2	21	0	5	2	3	1	0	1	2	1	0	0	3	0	3	3	4	4	0	0	1	0	29
