Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
12	46	25	37	7	21	0	2	2	3	3	2	0	2	2	0	0	1	0	3	0	4	4	4	4	1	0	0	0	52
22	31	20	47	16	10	4	0	4	3	2	1	1	1	0	2	0	1	1	2	1	3	4	4	4	0	1	0	0	67
29	42	20	29	10	11	2	7	1	2	3	4	1	2	0	1	1	2	1	0	0	4	4	3	4	1	0	0	0	33
38	34	23	25	0	18	0	12	2	4	2	2	2	2	0	0	1	0	1	2	0	4	4	4	4	0	0	1	0	65
7	35	34	44	0	23	3	4	3	3	2	2	0	1	1	2	0	2	1	1	0	4	4	4	4	0	0	1	0	40
8	16	58	38	2	3	21	4	3	2	4	1	0	0	2	2	0	1	3	0	1	4	4	4	4	0	0	1	0	90
17	31	42	30	4	10	14	2	2	1	5	2	0	0	2	2	1	2	1	0	1	4	4	4	4	0	0	0	1	87
48	26	16	30	24	6	0	0	4	3	2	1	1	1	1	1	3	0	0	1	1	4	4	4	4	0	0	0	1	81
31	28	31	30	15	2	13	0	4	2	3	1	1	1	1	1	1	1	1	1	1	3	4	4	4	0	0	0	1	85
27	41	37	15	5	21	4	0	3	2	1	4	2	2	0	0	0	1	2	1	0	4	4	4	4	1	0	0	0	57
37	22	27	34	14	3	2	11	4	2	3	1	1	1	0	2	2	0	2	0	0	3	4	4	4	1	0	0	0	91
10	39	37	34	7	0	10	13	3	2	3	2	0	2	1	1	0	1	2	1	0	4	4	4	4	0	1	0	0	61
30	33	45	12	18	0	12	0	4	2	4	0	1	1	2	0	1	1	1	1	1	4	4	4	3	0	0	1	0	106
32	37	43	8	4	14	12	0	2	2	3	3	1	2	1	0	1	0	3	0	0	4	4	4	3	0	1	0	0	81
27	27	20	46	4	12	3	11	2	4	3	1	1	0	1	2	0	2	0	2	0	4	4	4	4	1	0	0	0	49
33	35	19	33	11	6	0	13	4	2	0	4	1	2	0	1	2	0	1	1	1	4	4	3	3	0	1	0	0	46
