Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
29	22	19	50	3	0	6	21	2	1	4	3	1	1	0	2	1	0	1	2	0	4	4	4	4	0	0	1	0	26
29	34	34	23	11	3	6	10	2	1	3	4	2	1	1	0	0	2	1	1	1	4	4	4	4	1	0	0	0	49
29	35	19	37	14	12	4	0	3	2	3	2	1	1	0	2	1	2	0	1	1	4	4	4	4	0	0	0	1	59
43	15	28	34	25	2	0	3	3	3	2	2	1	1	0	2	2	0	2	0	1	4	4	4	4	1	0	0	0	54
22	40	28	30	0	23	0	7	1	4	2	3	0	1	2	1	1	2	0	1	0	4	4	4	4	0	1	0	0	57
25	37	47	11	9	11	10	0	3	3	3	1	0	3	1	0	1	0	3	0	0	4	4	4	4	1	0	0	0	55
25	42	41	12	2	11	13	4	4	2	2	2	1	2	1	0	1	1	2	0	0	4	4	4	3	0	0	1	0	63
60	17	16	27	12	11	0	7	2	2	2	4	2	1	0	1	3	0	1	0	0	4	4	4	4	0	0	1	0	73
35	19	48	18	7	2	10	11	2	4	1	3	1	0	2	1	1	1	2	0	0	4	4	4	3	0	0	0	1	73
27	21	34	38	4	5	21	0	2	3	3	2	1	0	2	1	0	1	1	2	1	4	4	4	4	0	0	0	1	89
51	33	2	34	10	15	0	5	1	4	3	2	1	2	0	1	3	0	0	1	0	4	4	4	4	0	1	0	0	30
29	26	27	38	0	10	6	14	3	2	2	3	0	1	1	2	2	1	0	1	0	4	4	4	4	1	0	0	0	54
42	7	51	20	2	4	21	3	2	3	3	2	1	0	2	1	2	0	2	0	1	4	4	4	4	0	1	0	0	97
26	39	40	15	13	0	13	4	4	1	3	2	1	1	2	0	1	2	1	0	1	4	4	4	4	0	0	1	0	69
54	26	19	21	21	0	2	7	2	2	2	4	1	2	1	0	3	0	0	1	1	4	4	4	3	0	0	1	0	57
31	12	43	34	16	4	10	0	5	2	3	0	1	0	2	1	1	0	1	2	1	4	4	4	3	0	0	0	1	101
53	41	20	6	28	0	2	0	5	1	2	2	2	2	0	0	2	1	1	0	1	3	4	4	4	0	1	0	0	69
35	35	27	23	21	5	0	4	3	3	1	3	2	1	1	0	1	1	1	1	1	4	4	4	4	0	0	1	0	70
10	49	39	22	2	0	13	15	2	1	3	4	0	2	1	1	0	2	2	0	0	4	4	4	4	1	0	0	0	50
40	32	41	7	0	5	25	0	0	2	3	5	1	1	2	0	2	1	1	0	1	3	4	4	3	0	0	0	1	66
31	23	35	31	7	0	11	12	4	0	4	2	2	0	1	1	0	1	2	1	1	4	3	4	4	0	0	0	1	79
35	34	24	27	20	10	0	0	4	2	2	2	1	2	0	1	1	1	1	1	1	4	4	4	4	0	1	0	0	72
20	37	46	17	11	10	4	5	3	2	2	3	1	1	2	0	0	2	1	1	1	4	4	4	4	1	0	0	0	70
30	31	21	38	2	24	4	0	4	4	1	1	1	1	0	2	1	1	1	1	0	3	4	4	4	0	1	0	0	43
32	40	23	25	14	4	2	10	4	1	3	2	1	2	1	0	1	0	1	2	1	4	4	4	4	1	0	0	0	94
33	19	29	39	4	15	0	11	2	3	3	2	2	0	0	2	0	1	2	1	0	4	4	4	4	0	0	1	0	60
33	38	12	37	11	14	2	3	3	2	3	2	2	1	0	1	0	1	1	2	1	4	4	3	4	0	1	0	0	59
21	34	37	28	0	15	3	12	0	2	3	5	1	1	1	1	0	1	2	1	0	3	4	4	4	0	0	1	0	35
34	9	40	37	12	3	0	15	5	1	2	2	0	0	2	2	3	0	1	0	0	4	4	4	4	0	0	0	1	106
16	42	26	36	3	11	2	14	2	2	2	4	1	2	1	0	0	1	1	2	0	4	4	4	4	0	0	0	1	51
18	33	48	21	3	2	14	11	3	1	3	3	1	1	1	1	0	1	3	0	0	4	4	4	4	0	0	1	0	76
37	19	31	33	3	10	2	15	2	4	2	2	2	0	1	1	1	1	1	1	0	4	4	4	4	1	0	0	0	63
48	18	11	43	14	2	0	14	3	2	1	4	1	1	0	2	3	0	0	1	0	4	4	4	3	1	0	0	0	59
19	42	32	27	11	5	14	0	2	2	3	3	1	1	1	1	0	2	1	1	1	4	4	4	4	0	0	0	1	61
37	11	45	27	10	2	18	0	2	1	4	3	1	0	2	1	2	0	1	1	1	4	4	4	4	0	1	0	0	98
26	40	16	38	0	12	4	14	1	3	1	5	0	2	0	2	2	1	0	1	0	4	4	4	3	1	0	0	0	14
32	30	29	29	0	13	15	2	1	4	3	2	1	0	2	1	1	2	0	1	1	4	3	4	4	0	0	1	0	54
37	27	26	30	0	4	5	21	1	2	4	3	2	1	0	1	1	1	1	1	0	4	4	4	4	1	0	0	0	76
30	35	29	26	0	14	6	10	1	4	3	2	2	1	1	0	0	1	1	2	0	4	4	3	4	0	0	0	1	72
39	21	50	10	0	3	23	4	0	3	4	3	1	1	2	0	2	0	2	0	1	3	4	4	4	0	1	0	0	89
15	33	46	26	10	0	15	5	3	2	2	3	0	2	2	0	1	0	2	1	1	3	4	4	4	0	1	0	0	69
28	10	59	23	21	2	3	4	3	3	2	2	1	0	3	0	1	0	2	1	1	4	4	4	4	0	0	1	0	99
15	31	39	35	0	3	14	13	1	1	5	3	0	0	1	3	0	2	2	0	0	4	3	4	3	0	0	1	0	83
27	24	34	35	2	10	3	15	2	3	1	4	1	0	2	1	1	2	0	1	0	4	3	4	4	1	0	0	0	64
5	47	43	25	2	11	4	13	3	3	2	2	0	2	2	0	0	2	1	1	0	4	3	4	4	0	0	0	1	26
30	30	35	25	4	2	11	13	1	3	2	4	0	1	3	0	2	1	0	1	1	4	4	4	4	0	1	0	0	60
28	21	44	27	13	0	0	17	3	2	1	4	1	1	2	0	1	0	2	1	1	4	4	4	4	0	0	0	1	59
27	35	17	41	17	0	10	3	4	1	3	2	1	0	0	3	1	2	1	0	1	4	4	4	4	1	0	0	0	51
16	39	19	46	14	4	2	10	4	2	1	3	1	2	0	1	0	1	1	2	1	4	4	4	4	0	1	0	0	31
35	24	21	40	2	3	0	25	2	2	1	5	1	1	1	1	1	0	1	2	0	4	4	4	4	0	1	0	0	68
32	31	35	22	11	0	9	10	1	2	4	3	1	2	1	0	1	0	1	2	1	4	4	4	4	0	0	1	0	58
19	19	47	35	0	6	14	10	1	3	3	3	0	1	2	1	1	0	2	1	1	4	4	4	4	0	0	1	0	72
44	27	16	33	14	0	2	14	3	2	3	2	2	1	0	1	1	1	1	1	1	4	4	4	4	1	0	0	0	55
46	30	16	28	17	10	3	0	4	3	2	1	3	1	0	0	0	1	1	2	1	4	4	4	4	0	0	0	1	61
40	20	33	27	3	16	0	11	3	5	1	1	1	0	2	1	2	1	0	1	0	4	4	4	4	0	0	1	0	60
21	36	39	24	4	13	0	13	1	4	1	4	0	1	2	1	1	2	1	0	0	3	4	4	4	0	1	0	0	6
20	49	25	26	9	11	0	10	3	3	1	3	0	2	1	1	0	2	1	1	0	4	4	4	4	1	0	0	0	51
23	27	36	34	4	0	15	11	4	1	4	1	1	0	1	2	0	1	2	1	0	4	4	4	4	0	0	1	0	68
43	26	19	32	11	0	6	13	2	1	3	4	3	1	0	0	1	1	0	2	1	4	4	4	4	0	0	0	1	93
42	32	30	16	16	0	14	0	3	2	2	3	2	1	1	0	1	1	1	1	1	3	4	4	4	0	1	0	0	67
32	18	17	53	4	12	0	14	4	2	1	3	1	0	0	3	1	1	1	1	0	4	4	4	4	0	0	0	1	44
30	31	16	43	4	14	10	2	3	2	4	1	0	2	0	2	2	0	1	1	0	4	4	4	4	1	0	0	0	30
24	25	47	24	7	2	21	0	4	1	4	1	0	1	2	1	1	1	2	0	1	4	4	4	4	0	0	1	0	76
32	24	25	39	4	13	13	0	2	3	3	2	1	0	1	2	1	1	1	1	1	4	4	4	4	0	1	0	0	46
20	25	27	48	0	5	15	10	2	3	2	3	0	1	1	2	2	0	0	2	1	4	4	4	4	1	0	0	0	63
30	33	37	20	14	10	6	0	3	1	5	1	1	1	1	1	1	1	2	0	1	4	4	3	4	0	0	0	1	120
23	20	43	34	11	5	0	14	2	5	0	3	1	1	2	0	0	0	1	3	1	4	3	3	3	0	1	0	0	25
34	18	32	36	0	3	4	23	3	1	3	3	1	0	1	2	1	1	1	1	0	3	4	4	4	0	0	0	1	72
50	14	28	28	2	14	14	0	1	4	3	2	1	0	1	2	3	1	0	0	1	4	4	4	4	0	0	1	0	68
20	38	36	26	6	11	0	13	4	2	0	4	1	1	1	1	0	1	2	1	0	4	4	3	4	1	0	0	0	63
37	13	45	25	24	0	0	6	4	3	0	3	1	0	2	1	2	1	1	0	1	4	3	3	4	0	0	1	0	94
41	22	30	27	0	15	13	2	1	3	4	2	3	1	0	0	0	0	2	2	0	4	4	4	4	1	0	0	0	87
19	39	35	27	10	11	0	9	2	2	2	4	0	3	0	1	1	0	3	0	0	4	4	4	4	0	1	0	0	78
26	36	24	34	14	12	4	0	2	4	3	1	1	1	1	1	1	2	0	1	1	4	4	4	4	0	0	1	0	45
25	20	29	46	15	0	11	4	3	2	3	2	0	1	1	2	2	0	1	1	1	3	3	4	4	0	1	0	0	95
36	49	15	20	21	0	5	4	5	1	3	1	2	1	0	1	1	3	0	0	1	2	4	4	4	0	0	0	1	108
48	22	30	20	0	17	3	10	0	4	3	3	3	1	0	0	0	0	2	2	0	3	3	4	4	0	0	0	1	72
36	21	39	24	23	0	3	4	4	1	2	3	1	0	2	1	2	1	1	0	1	4	4	4	4	0	0	1	0	92
35	36	9	40	4	10	0	16	2	2	1	5	1	2	0	1	1	1	0	2	0	4	4	4	4	0	0	0	1	30
26	17	53	24	0	15	0	15	1	4	2	3	0	0	3	1	2	1	1	0	0	4	4	4	4	1	0	0	0	56
29	17	45	29	0	6	11	13	1	4	1	4	0	1	2	1	2	0	1	1	1	4	4	4	4	0	0	0	1	38
36	55	5	24	13	4	3	10	3	1	3	3	2	2	0	0	1	2	0	1	1	3	4	4	4	1	0	0	0	41
22	25	46	27	5	10	11	4	3	1	3	3	0	1	2	1	1	1	1	1	1	4	4	4	4	0	1	0	0	90
