Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
13	30	60	17	10	0	13	7	3	3	2	2	0	0	4	0	1	2	1	0	1	4	4	4	4	1	0	0	0	73
20	34	26	40	0	2	0	28	3	2	1	4	0	2	1	1	1	0	1	2	0	4	4	4	4	0	0	1	0	15
22	13	29	56	6	0	24	0	4	1	5	0	1	0	1	2	0	0	1	3	1	4	4	3	3	0	0	1	0	58
29	21	42	28	0	11	14	5	0	5	2	3	1	1	1	1	1	0	2	1	0	3	4	4	4	0	0	0	1	68
19	30	32	39	2	25	0	3	2	5	1	2	1	1	1	1	0	1	1	2	0	3	3	4	4	1	0	0	0	19
12	52	23	33	5	10	4	11	2	2	3	3	0	2	1	1	0	3	0	1	0	4	4	4	4	0	1	0	0	29
35	32	25	28	13	0	2	15	3	3	1	3	0	2	1	1	2	0	1	1	0	4	4	4	3	1	0	0	0	72
41	20	37	22	2	0	18	10	2	3	3	2	1	1	2	0	2	0	0	2	1	4	4	4	4	0	0	1	0	77
14	40	22	44	4	2	13	11	1	4	2	3	0	2	0	2	0	1	1	2	0	4	4	4	4	0	1	0	0	21
35	28	26	31	10	11	6	3	4	2	2	2	1	2	0	1	2	0	1	1	0	4	4	4	4	0	1	0	0	57
25	18	30	47	0	3	4	23	0	2	4	4	1	0	2	1	1	0	0	3	0	3	4	3	4	0	0	0	1	39
41	18	27	34	4	3	10	13	2	3	2	3	1	0	1	2	2	1	1	0	0	4	4	4	4	0	0	1	0	57
29	29	36	26	10	0	4	16	3	1	1	5	0	2	1	1	2	0	1	1	0	3	4	4	4	0	0	1	0	66
21	35	30	34	0	10	9	11	0	1	6	3	1	0	1	2	0	3	0	1	0	3	4	4	4	1	0	0	0	60
20	42	30	28	2	4	11	13	3	1	3	3	0	2	2	0	1	1	0	2	1	4	4	4	4	0	0	0	1	50
27	20	36	37	0	10	14	6	1	1	6	2	1	0	3	0	0	2	0	2	1	4	4	4	4	0	0	0	1	98
32	37	16	35	3	6	11	10	2	4	2	2	1	1	1	1	0	2	0	2	1	4	4	4	4	1	0	0	0	28
23	30	15	52	2	7	0	21	3	2	0	5	1	1	1	1	1	0	0	3	0	4	4	3	4	0	1	0	0	60
30	39	29	22	19	11	0	0	6	2	1	1	1	1	1	1	1	2	1	0	0	4	4	4	4	0	1	0	0	91
37	36	36	11	2	21	4	3	2	3	3	2	1	1	2	0	1	2	1	0	0	4	4	4	4	0	0	0	1	69
44	12	42	22	14	0	14	2	2	2	2	4	3	0	1	0	0	0	2	2	1	4	4	4	4	1	0	0	0	110
23	42	32	23	2	13	15	0	2	3	3	2	1	1	1	1	0	2	1	1	1	3	4	4	4	0	0	1	0	41
46	22	12	40	10	0	9	11	2	2	4	2	1	1	0	2	3	0	0	1	0	4	4	4	4	0	0	0	1	67
26	37	33	24	2	10	14	4	1	5	2	2	1	0	2	1	1	3	0	0	1	4	4	4	4	0	0	1	0	61
17	46	37	20	0	4	21	5	2	1	4	3	0	2	1	1	1	1	2	0	1	4	4	3	4	0	1	0	0	64
32	44	8	36	11	13	4	2	2	2	3	3	2	1	0	1	0	2	0	2	1	4	4	4	4	0	0	0	1	36
53	31	9	27	11	13	4	2	2	3	4	1	2	1	0	1	2	1	0	1	1	4	4	4	4	1	0	0	0	95
