Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
22	35	26	37	0	0	12	18	1	1	4	4	0	2	0	2	1	1	2	0	0	4	4	4	4	0	0	1	0	18
31	12	29	48	4	2	14	10	2	1	5	2	1	0	1	2	1	0	1	2	1	4	4	4	4	0	0	1	0	83
29	31	14	46	0	11	5	14	1	3	2	4	0	2	0	2	2	0	0	2	0	4	4	3	4	1	0	0	0	15
31	40	20	29	0	11	0	19	2	2	0	6	1	2	1	0	1	1	0	2	0	4	4	3	4	1	0	0	0	39
14	16	45	45	0	13	17	0	3	3	4	0	0	1	0	3	1	0	3	0	0	4	4	4	3	0	0	0	1	60
39	18	43	20	14	0	11	5	2	2	3	3	1	1	2	0	2	0	1	1	1	4	4	3	4	0	1	0	0	84
30	48	24	18	3	23	0	4	2	4	0	4	2	2	0	0	0	2	1	1	0	4	4	3	4	1	0	0	0	70
34	22	36	28	14	0	14	2	4	2	2	2	1	1	0	2	2	0	2	0	1	3	4	4	4	0	0	1	0	92
31	37	26	26	11	0	2	17	1	2	3	4	2	2	0	0	0	1	2	1	1	4	4	4	3	0	0	0	1	37
47	6	37	30	23	4	0	3	3	2	2	3	2	0	1	1	2	0	1	1	1	3	4	4	4	0	1	0	0	106
31	34	19	36	10	4	2	14	4	2	1	3	1	0	0	3	1	2	1	0	0	4	4	4	4	1	0	0	0	71
18	37	31	34	4	0	12	14	3	0	3	4	1	1	0	2	0	2	2	0	0	4	3	4	4	0	0	0	1	33
36	25	45	14	0	20	10	0	2	4	2	2	2	1	1	0	1	0	3	0	0	4	4	4	4	0	0	1	0	89
13	41	36	30	4	0	13	13	1	2	3	4	0	2	2	0	0	1	1	2	1	4	4	3	4	0	1	0	0	50
7	30	44	39	0	19	0	11	2	4	2	2	0	0	2	2	0	1	2	1	0	4	4	4	4	0	0	0	1	27
29	17	41	33	4	3	10	13	4	1	2	3	2	1	0	1	0	0	3	1	0	4	4	4	4	0	0	1	0	64
3	47	32	38	0	2	13	15	3	1	2	4	0	2	0	2	0	1	2	1	0	4	4	4	4	1	0	0	0	25
41	34	5	40	7	11	0	12	2	2	3	3	2	1	0	1	1	1	0	2	0	4	4	4	4	0	0	0	1	63
27	47	24	22	5	11	0	14	4	2	1	3	2	2	0	0	0	2	1	1	0	4	4	4	4	1	0	0	0	44
39	42	20	19	11	12	0	7	1	2	1	6	2	1	1	0	1	2	0	1	1	3	4	4	4	0	1	0	0	51
13	27	45	35	11	0	16	3	3	3	3	1	1	2	1	0	0	0	2	2	1	4	4	4	4	0	1	0	0	51
16	32	30	42	0	0	13	17	2	0	5	3	0	1	2	1	1	1	0	2	1	4	3	4	4	1	0	0	0	68
15	20	41	44	2	14	14	0	4	3	2	1	0	0	3	1	0	1	0	3	1	4	4	4	4	0	0	1	0	81
29	24	35	32	2	4	14	10	2	2	4	2	1	1	2	0	1	0	1	2	1	4	4	4	4	0	0	0	1	84
37	34	14	35	4	21	2	3	2	5	1	2	0	2	0	2	2	1	0	1	0	4	4	4	3	0	0	1	0	33
43	17	26	34	3	2	4	21	1	3	3	3	1	0	1	2	2	1	0	1	0	4	4	4	4	0	0	0	1	52
23	8	41	48	0	5	14	11	0	3	3	4	1	0	0	3	1	0	2	1	0	3	4	4	4	1	0	0	0	56
24	7	43	46	12	0	11	7	3	2	2	3	0	0	2	2	2	0	1	1	1	4	4	4	4	0	1	0	0	69
46	30	30	14	24	4	0	2	3	2	1	4	2	2	0	0	1	0	2	1	1	4	4	4	4	0	1	0	0	54
25	17	17	61	4	5	10	11	1	4	4	1	0	0	0	4	1	1	1	1	0	4	4	4	4	1	0	0	0	64
57	21	19	23	0	13	0	17	1	3	1	5	3	1	0	0	2	0	1	1	0	4	4	4	4	0	0	1	0	80
19	38	24	39	14	12	0	4	3	3	1	3	1	2	0	1	0	1	1	2	1	4	4	4	4	0	0	0	1	42
24	38	26	32	2	3	14	11	3	2	2	3	1	1	0	2	0	2	2	0	0	4	4	4	4	0	0	1	0	43
39	5	29	47	2	3	11	14	2	2	3	3	1	0	2	1	2	0	0	2	1	4	4	4	4	0	0	0	1	83
44	31	20	25	23	3	0	4	4	3	1	2	2	1	1	0	2	1	0	1	1	3	3	4	4	0	1	0	0	97
31	14	26	49	14	10	4	2	3	5	1	1	1	0	0	3	1	1	1	1	1	4	4	4	4	1	0	0	0	33
37	24	48	11	11	0	12	7	2	3	3	2	1	2	1	0	1	0	3	0	1	4	4	4	3	0	0	1	0	106
30	32	24	34	4	24	2	0	2	4	2	2	0	1	1	2	2	1	0	1	0	4	3	4	4	0	0	0	1	55
23	42	28	27	5	4	10	11	3	3	2	2	1	2	0	1	0	1	2	1	0	4	4	4	4	1	0	0	0	52
18	30	24	48	7	0	0	23	4	2	1	3	0	2	0	2	0	0	2	2	0	4	4	4	4	1	0	0	0	16
39	33	19	29	17	13	0	0	4	2	1	3	0	1	1	2	3	1	0	0	0	4	3	4	3	0	1	0	0	61
30	28	23	39	0	26	4	0	2	5	1	2	1	1	0	2	1	1	1	1	0	4	3	4	4	0	1	0	0	39
31	27	34	28	11	7	12	0	2	2	2	4	2	0	0	2	0	1	3	0	1	4	4	4	4	0	0	1	0	53
28	55	13	24	5	21	4	0	5	2	2	1	1	2	0	1	1	3	0	0	0	4	4	4	4	0	0	1	0	63
15	46	39	20	2	21	4	3	3	4	2	1	0	2	1	1	0	2	2	0	0	4	4	4	4	0	0	0	1	37
32	13	50	25	13	0	14	3	3	2	3	2	2	0	1	1	0	1	3	0	1	4	4	4	4	0	0	0	1	94
22	19	48	31	10	4	13	3	3	3	3	1	0	0	2	2	1	1	2	0	1	4	4	4	4	1	0	0	0	82
35	20	38	27	17	3	10	0	3	2	3	2	2	1	1	0	0	0	2	2	1	4	4	4	4	1	0	0	0	70
27	37	37	19	2	13	15	0	2	3	2	3	2	1	1	0	0	1	2	1	1	4	4	4	4	0	1	0	0	47
25	19	55	21	0	15	10	5	2	3	1	4	2	1	1	0	0	0	3	1	0	4	4	4	4	0	0	1	0	63
50	27	24	19	11	15	0	4	2	4	1	3	3	0	0	1	1	1	2	0	1	4	4	4	4	0	1	0	0	72
19	45	13	43	0	21	4	5	2	2	4	2	1	3	0	0	0	1	0	3	0	4	4	4	4	0	0	1	0	44
28	21	47	24	0	3	27	0	0	3	5	2	0	1	2	1	2	0	1	1	1	3	4	3	4	0	1	0	0	80
17	28	29	46	0	21	0	9	1	5	1	3	1	1	1	1	0	1	1	2	0	4	4	4	4	0	0	0	1	45
11	42	31	36	4	24	2	0	4	4	2	0	0	1	1	2	0	2	1	1	0	4	4	4	3	0	0	1	0	22
37	29	6	48	16	0	0	14	4	1	2	3	1	1	0	2	1	1	0	2	1	3	4	4	4	0	0	0	1	50
33	26	31	30	5	10	0	15	3	2	3	2	2	0	1	1	0	2	2	0	0	4	4	4	4	0	0	0	1	91
41	24	19	36	10	4	2	14	2	4	1	3	1	0	0	3	2	1	1	0	0	4	4	4	4	1	0	0	0	49
44	18	15	43	4	0	13	13	1	3	4	2	1	0	0	3	2	1	1	0	0	4	4	4	4	1	0	0	0	75
24	14	42	40	4	3	12	11	2	4	2	2	0	1	1	2	1	0	2	1	0	4	4	4	4	0	1	0	0	59
19	23	50	28	2	0	24	4	3	1	4	2	0	1	3	0	1	0	1	2	1	4	4	3	4	1	0	0	0	79
22	32	33	33	0	15	15	0	2	4	3	1	0	1	2	1	1	1	0	2	1	4	3	4	4	0	1	0	0	50
20	56	13	31	2	14	4	10	4	2	1	3	0	3	0	1	1	1	0	2	0	4	4	4	4	0	1	0	0	53
21	20	32	47	17	0	13	0	5	1	4	0	1	1	0	2	0	0	2	2	1	4	4	4	3	0	0	1	0	43
41	33	38	8	17	11	0	2	3	4	1	2	2	2	0	0	1	0	3	0	0	4	4	4	4	0	0	1	0	65
35	35	35	15	0	10	17	3	2	3	4	1	1	1	2	0	2	1	0	1	1	4	4	4	4	0	0	0	1	77
26	30	37	27	0	12	11	7	2	4	1	3	0	1	2	1	2	1	1	0	1	3	4	4	4	0	0	1	0	57
33	14	32	41	11	2	4	13	2	4	2	2	2	0	1	1	0	1	1	2	1	4	4	4	4	0	0	0	1	64
34	42	24	20	0	2	10	18	1	3	3	3	1	1	1	1	1	2	1	0	0	4	4	3	4	0	0	0	1	69
47	35	21	17	13	15	2	0	3	3	4	0	2	1	1	0	2	1	0	1	0	4	4	4	3	1	0	0	0	70
17	22	40	41	2	3	10	15	2	2	3	3	0	0	1	3	1	1	2	0	0	3	4	3	4	1	0	0	0	24
37	23	45	15	10	4	16	0	1	3	4	2	1	1	2	0	2	0	1	1	1	4	4	4	4	0	1	0	0	90
30	16	44	30	13	2	11	4	4	2	3	1	0	0	2	2	2	0	2	0	1	4	4	3	4	0	1	0	0	71
