Mode: 18 #Games: 1000 Notes: u1-Half
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
30	33	39	18	10	2	15	3	3	2	2	3	0	1	3	0	2	1	0	1	1	4	4	4	4	0	0	1	0	61
26	37	17	40	4	11	15	0	4	1	4	1	0	2	0	2	2	1	1	0	0	4	4	4	4	0	0	1	0	65
13	37	28	42	3	0	10	17	2	2	2	4	0	2	1	1	0	1	1	2	0	4	3	4	4	1	0	0	0	26
19	33	36	32	2	10	7	11	2	2	4	2	0	1	1	2	1	2	1	0	0	4	3	4	4	0	0	0	1	52
42	42	9	27	10	15	3	2	3	3	1	3	1	2	0	1	2	1	0	1	0	4	4	4	4	0	1	0	0	47
19	28	44	29	0	5	14	11	3	3	2	2	1	1	0	2	0	1	3	0	0	4	4	4	4	1	0	0	0	44
26	31	41	22	13	0	13	4	2	3	3	2	1	0	2	1	1	2	1	0	1	4	4	4	4	0	0	1	0	57
22	23	39	36	5	4	21	0	2	3	4	1	0	1	2	1	1	0	1	2	1	4	3	4	4	0	0	0	1	71
53	33	22	12	10	6	11	3	2	4	2	2	3	0	1	0	2	2	0	0	1	4	4	4	4	0	0	0	1	80
25	52	15	28	0	10	2	18	1	1	5	3	1	1	1	1	1	3	0	0	0	4	4	4	4	0	1	0	0	73
56	26	16	22	15	12	3	0	3	3	3	1	2	0	1	1	2	2	0	0	1	3	4	4	4	0	0	1	0	66
14	32	47	27	5	10	11	4	4	1	1	4	0	1	2	1	0	1	2	1	1	3	4	4	4	1	0	0	0	81
45	32	15	28	15	2	10	3	3	3	2	2	2	2	0	0	1	0	1	2	1	3	3	4	3	0	1	0	0	75
26	32	31	31	10	3	4	13	2	3	1	4	1	1	1	1	1	1	1	1	0	3	3	4	4	1	0	0	0	41
20	39	31	30	3	13	10	4	2	4	1	3	0	2	1	1	1	1	1	1	0	4	4	4	4	1	0	0	0	18
33	37	46	4	3	21	6	0	2	4	2	2	2	1	1	0	0	2	2	0	0	4	3	4	4	0	1	0	0	65
38	22	31	29	0	7	0	23	2	3	2	3	1	0	2	1	2	1	0	1	0	4	4	4	3	0	1	0	0	66
49	39	15	17	2	11	4	13	2	1	4	3	1	3	0	0	3	0	0	1	0	4	4	4	4	0	0	1	0	49
32	22	26	40	0	3	6	21	1	1	4	4	1	1	0	2	1	0	2	1	0	4	4	3	4	0	0	1	0	62
40	17	32	31	11	0	3	16	2	2	2	4	2	1	1	0	1	0	1	2	1	4	4	4	4	0	0	0	1	69
37	37	16	30	0	14	11	5	1	4	2	3	1	1	1	1	2	2	0	0	1	4	4	4	4	0	0	0	1	47
38	22	29	31	18	0	0	12	3	3	1	3	2	0	1	1	0	2	1	1	1	4	4	4	3	0	0	1	0	64
24	26	19	51	6	10	3	11	4	1	2	3	0	0	1	3	1	2	0	1	0	4	3	4	4	1	0	0	0	55
38	26	40	16	11	3	6	10	4	1	2	3	2	0	2	0	1	1	1	1	1	3	4	4	4	0	0	0	1	92
41	13	16	50	15	2	3	10	3	3	2	2	2	0	0	2	1	0	1	2	1	4	4	4	4	0	0	0	1	62
32	11	37	40	6	3	10	11	4	2	2	2	1	0	1	2	1	0	2	1	0	3	4	4	4	1	0	0	0	88
26	19	41	34	0	11	10	9	2	3	1	4	1	1	0	2	1	0	3	0	0	4	4	4	4	1	0	0	0	55
12	57	21	30	4	23	0	3	3	4	2	1	0	3	1	0	0	2	0	2	0	4	4	3	4	0	1	0	0	44
12	21	22	65	6	0	10	14	5	0	3	2	0	1	0	3	0	1	1	2	0	4	3	4	4	1	0	0	0	30
31	21	37	31	13	10	3	4	4	2	1	3	2	0	1	1	0	1	2	1	1	3	3	4	4	0	1	0	0	66
36	16	37	31	11	0	16	3	2	1	4	3	2	0	0	2	1	1	2	0	1	4	3	4	4	0	1	0	0	56
22	49	15	34	10	4	3	13	2	2	2	4	0	3	0	1	1	1	1	1	0	4	4	4	3	0	0	1	0	36
34	30	37	19	0	3	27	0	1	1	5	3	2	1	1	0	1	1	1	1	1	4	4	3	4	0	0	1	0	63
29	26	36	29	0	21	6	3	3	4	2	1	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	53
44	18	39	19	10	11	7	2	2	1	4	3	1	1	1	1	3	0	1	0	0	4	3	4	4	0	0	0	1	78
11	38	20	51	0	13	2	15	1	4	2	3	0	1	1	2	0	2	0	2	0	4	4	4	4	0	0	0	1	29
21	42	31	26	13	7	10	0	3	3	2	2	1	1	1	1	0	2	1	1	1	4	4	4	4	0	0	0	1	70
17	27	49	27	0	3	27	0	1	2	5	2	0	1	2	1	1	1	1	1	1	4	4	4	4	1	0	0	0	76
27	32	21	40	0	11	4	15	2	2	1	5	0	2	1	1	2	0	0	2	0	4	4	4	4	1	0	0	0	63
40	40	16	24	13	15	2	0	3	4	2	1	0	3	0	1	3	0	1	0	0	4	4	4	4	0	1	0	0	47
34	30	25	31	6	3	0	21	2	1	3	4	1	0	2	1	1	2	0	1	0	4	4	4	4	0	1	0	0	66
30	35	28	27	14	14	2	0	4	4	1	1	1	1	1	1	1	1	1	1	0	3	4	4	4	1	0	0	0	97
40	21	41	18	11	6	13	0	3	2	3	2	2	1	1	0	1	0	2	1	1	3	3	4	4	0	1	0	0	70
29	48	24	19	25	2	3	0	4	2	2	2	1	2	0	1	1	2	1	0	1	4	4	4	4	0	0	1	0	44
18	43	28	31	3	0	0	27	2	0	3	5	0	3	0	1	1	0	2	1	0	4	3	4	4	0	0	1	0	13
