Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	3	13	16	18	20	24	33	37	38	4	5	6	7	15	30	31	34	36	39	3	0	97	173	1065	0	337	17	0	1	6	0	0	
0	5	10	18	20	25	27	28	35	38	7	9	13	16	17	21	22	24	26	39	3	1	64	10	0	50	9	351	16	0	0	0	0	
0	2	5	7	22	23	25	26	27	35	3	8	13	14	21	24	33	34	36	39	0	2	22	340	0	19429	540	120	15	0	0	0	0	
2	11	13	14	17	30	31	32	34	37	6	8	10	15	18	23	24	28	29	35	3	3	50	84	94	7522	189	198	15	0	0	0	0	
3	10	14	17	18	21	25	27	32	35	0	1	2	16	20	23	29	36	37	38	0	0	32	218	88	13	4	0	2	0	0	0	0	
0	1	14	15	20	21	24	27	32	35	4	6	7	12	13	17	18	23	28	31	0	1	30	0	0	0	62	21	0	0	0	0	0	
1	4	12	13	15	16	26	27	31	33	0	5	6	7	29	30	32	34	35	39	0	2	64	48	0	60	87	491	34	1	0	0	0	
1	9	13	17	18	21	26	27	29	32	4	5	8	16	20	28	30	33	38	39	3	3	100	92	1329	0	172	4	0	2	0	0	0	
2	6	12	13	14	24	25	28	30	36	11	15	16	17	22	23	29	31	32	35	3	0	21	49	68	161	0	0	0	1	0	0	0	
1	7	8	10	22	27	28	30	37	38	5	6	9	11	16	18	23	29	31	34	2	1	75	78	34	0	87	92	2	0	0	0	0	
3	4	6	8	9	14	23	25	34	35	0	5	7	12	15	18	20	21	32	38	2	2	29	0	2543	149	87	40	0	0	0	0	0	
1	9	15	18	27	29	33	36	37	39	0	5	6	7	16	19	21	22	28	32	3	3	72	14	0	822	12	0	2	0	0	0	0	
3	4	9	14	21	29	32	35	36	39	1	5	8	13	18	19	22	24	25	30	3	0	106	108	0	0	20	5	0	0	0	0	0	
0	2	3	16	18	19	24	25	26	36	1	4	7	12	13	17	20	23	32	35	2	1	31	31	101	0	51	0	0	0	0	0	0	
1	5	8	9	11	15	27	31	35	38	6	7	10	12	16	22	25	29	32	33	3	2	79	48	160	38	103	0	19	0	0	0	0	
1	10	11	12	13	22	23	31	37	38	2	4	5	14	15	24	26	27	29	35	0	3	26	0	0	83	1288	0	3	0	0	0	0	
0	3	6	15	24	30	32	35	38	39	4	7	9	11	14	16	25	26	27	28	2	0	99	1553	3898	1224	112	1	10	1	0	0	0	
6	9	12	14	23	24	33	34	38	39	5	7	11	13	17	26	27	28	36	37	1	1	64	16	59	499	73	0	0	0	0	0	0	
11	14	19	20	25	27	30	31	32	34	3	4	6	9	13	15	18	23	33	36	3	2	58	14	24	0	9	13	17	0	0	0	0	
0	1	2	12	17	21	23	28	29	31	5	7	9	14	18	24	25	30	34	39	3	3	68	50	0	0	94	0	0	0	0	0	0	
