Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	3	4	11	12	15	18	22	28	31	6	7	10	21	24	30	32	35	38	39	0	0	39	130	0	0	26	1	11	314	0	0	0	
0	10	11	16	27	30	31	34	37	39	2	5	18	24	25	26	28	32	33	38	2	1	64	0	3074	283	180	0	7	2	0	0	0	
7	8	10	12	19	22	26	27	28	36	0	3	5	13	16	17	23	29	31	39	1	2	104	47	0	4159	662	0	32	0	0	0	0	
4	6	7	8	18	24	27	36	38	39	2	5	11	12	13	14	15	30	32	34	3	3	67	13	0	0	139	1	7	1	0	0	0	
4	7	9	10	14	17	26	30	35	38	0	3	6	8	15	20	23	25	28	33	1	0	19	121	39	711	0	0	3	2	6	0	0	
1	3	4	15	16	23	29	30	31	33	6	9	10	17	22	25	28	35	38	39	1	1	59	3	0	14	0	96	0	7	0	0	0	
0	3	6	7	8	19	23	24	27	32	11	13	15	18	22	25	26	36	37	39	1	2	74	132	5758	0	6772	85	11	0	0	0	0	
4	9	12	14	18	22	29	32	33	39	5	6	7	11	16	19	20	23	25	35	2	3	64	2	1	27	0	1	0	0	0	0	0	
0	4	7	8	10	17	22	23	27	37	2	3	5	11	13	14	21	24	31	35	2	0	4	227	0	0	1	0	0	1	0	0	0	
3	8	9	15	16	17	21	32	35	39	4	11	12	13	18	20	24	25	33	34	3	1	75	30	51	0	113	119	1	0	0	0	0	
2	3	11	16	20	26	30	32	36	39	4	7	10	18	19	23	25	29	34	35	1	2	50	50	3	8	0	28	0	7	0	0	0	
6	9	11	13	15	19	25	26	30	31	3	4	5	16	28	29	32	34	36	37	0	3	74	12	0	21	0	0	0	2	0	0	0	
3	6	11	18	20	25	28	31	34	38	1	2	8	9	21	24	26	27	33	37	3	0	71	90	0	25293	0	165	28	0	0	0	0	
1	3	7	13	21	25	26	30	31	32	0	4	5	11	12	14	17	27	36	37	2	1	17	19	68	14	0	0	2	0	0	0	0	
2	5	14	17	24	30	32	33	34	38	0	9	15	16	18	21	26	28	35	36	0	2	34	34	0	0	63	555	0	0	0	0	0	
1	11	13	15	18	28	31	32	34	35	3	5	6	8	12	16	20	21	29	37	2	3	73	0	134	38	118	52	0	1	0	0	0	
1	3	12	13	15	17	22	25	27	35	0	10	16	19	20	28	30	32	36	38	2	0	44	174	130	6	161	13	0	2	0	0	0	
5	11	14	15	18	19	34	35	36	38	4	7	12	17	20	24	32	33	37	39	2	1	20	249	138	90	117	0	0	0	0	0	0	
0	7	14	16	18	20	23	24	27	38	4	10	15	17	21	22	31	33	37	39	2	2	64	27	55	28	112	0	0	0	0	0	0	
3	7	10	12	16	18	20	32	35	37	1	4	11	14	21	22	23	26	27	33	1	3	20	53	14	39	507	66	2	0	0	0	0	
8	11	12	15	17	26	31	32	38	39	0	3	6	10	16	19	20	21	28	36	2	0	66	147	845	0	551	598	0	2	0	0	0	
3	6	7	9	12	13	17	20	30	32	0	2	8	15	23	31	34	36	37	39	0	1	63	87	0	34	165	0	0	0	0	0	0	
3	12	15	18	23	27	30	31	34	35	0	2	5	6	13	16	19	24	36	39	3	2	88	0	146	63	3	0	5	1	0	0	0	
1	5	7	9	11	13	16	20	21	22	2	10	14	18	19	25	26	27	32	33	1	3	74	98	28	1061	9	22	0	0	0	0	0	
0	1	2	6	13	25	30	31	33	38	5	7	9	12	15	22	24	27	28	32	3	0	86	215	4	44	105	0	177	0	0	0	0	
9	10	12	18	20	27	33	35	37	39	1	4	6	13	17	21	23	29	32	34	0	1	82	43	41	0	14	0	22	2	0	0	0	
0	5	13	15	19	24	25	28	33	39	2	4	6	10	11	18	20	26	35	37	3	2	17	101	59	33	0	1	1	0	0	0	0	
2	5	9	14	18	21	26	27	29	37	3	11	12	17	22	24	30	31	34	35	2	3	86	56	40	833	0	1	33	1	0	0	0	
3	8	22	23	24	29	31	32	34	38	0	4	6	11	13	20	25	33	36	39	3	0	41	113	167	4330	10	0	1	2	0	0	0	
1	2	8	10	11	16	27	36	37	38	0	5	7	12	15	21	22	23	25	31	3	1	35	7	6	43	1955	0	5	0	0	0	0	
4	18	20	21	24	30	33	35	38	39	1	9	14	15	17	23	27	28	29	36	0	2	85	744	187	0	382	196	11	0	0	0	0	
0	1	6	7	9	15	17	25	31	35	2	4	5	13	14	18	19	21	28	29	1	3	61	10	0	7768	0	222	7	0	0	0	0	
0	3	5	13	14	15	19	24	26	35	2	4	9	10	16	22	27	28	29	37	1	0	44	165	0	0	50	253	9	1	0	0	0	
0	4	17	25	27	31	32	34	36	39	5	12	14	15	20	23	24	30	35	37	1	1	59	14	8	0	5812	143	0	0	0	0	0	
6	7	15	18	22	25	29	31	35	37	3	11	12	13	20	24	26	27	28	36	2	2	91	10	0	10	0	214	19	10	0	0	0	
4	7	8	12	25	30	31	33	34	35	1	2	3	11	13	15	16	22	23	36	1	3	13	0	5739	5	16	41	0	0	0	0	0	
6	12	14	22	24	30	34	36	38	39	2	3	11	13	15	18	21	25	32	37	0	0	21	491	0	112	0	0	10	1	0	0	0	
1	4	9	12	13	19	28	34	36	39	0	2	3	7	29	31	32	33	35	38	2	1	21	5	5781	0	95	214	3	1	0	1	0	
5	7	8	17	18	25	27	31	35	38	1	10	12	21	24	26	30	32	34	36	1	2	34	20	0	5930	41	0	20	0	0	0	0	
3	7	8	17	21	25	31	33	35	38	1	13	14	19	20	22	29	34	37	39	3	3	93	196	78	0	1412	153	0	1	0	0	0	
1	3	15	18	20	24	25	29	33	36	0	2	5	10	17	19	21	31	32	39	1	0	93	122	0	1610	0	91	6	1	0	0	0	
3	5	9	16	17	19	27	36	37	39	0	4	7	8	11	13	20	21	26	31	2	1	55	34	230	0	15258	1	16	3	0	0	0	
4	5	8	13	15	18	22	24	26	35	0	2	6	7	10	19	20	21	25	36	2	2	73	80	14	0	22	4	0	0	0	0	0	
4	8	11	19	20	23	26	34	36	37	7	10	13	24	27	28	29	30	31	39	2	3	59	26	65	0	13	0	3	0	0	0	0	
4	5	8	17	19	24	28	31	35	36	1	2	3	9	11	12	14	18	20	39	0	0	74	297	20	0	5018	187	9	0	0	0	0	
0	1	4	5	11	12	18	23	27	33	6	10	15	19	21	24	28	31	32	39	0	1	77	25	25	1	57	0	0	0	0	0	0	
3	7	10	12	13	15	21	28	29	32	0	1	4	8	11	16	20	27	30	37	3	2	17	19	0	40	9	0	0	0	0	0	0	
0	12	14	21	27	28	30	33	34	39	2	3	4	8	15	17	20	24	36	37	1	3	64	0	399	16970	0	723	8	0	0	0	0	
10	12	15	20	23	28	29	32	33	36	0	5	9	13	19	21	25	30	31	38	0	0	51	103	48	88	91	124	2	1	0	0	0	
1	4	12	17	18	26	27	29	33	37	0	2	7	9	13	14	15	22	25	36	1	1	88	34	2792	0	874	24	1	0	0	0	0	
2	6	14	15	16	23	24	26	27	36	0	5	10	11	22	25	31	33	34	37	0	2	7	0	16	1419	328	2	11	0	0	0	0	
5	6	7	11	12	13	22	23	30	36	0	3	8	14	16	18	20	28	33	34	3	3	17	0	0	77	29	0	0	0	0	0	0	
7	10	12	14	15	17	19	22	23	25	2	8	9	13	16	18	30	32	34	36	2	0	27	1004	6284	371	122	102	0	15	0	0	0	
0	4	7	9	11	18	21	26	30	34	3	5	12	13	14	20	29	33	36	39	3	1	41	26	30	35	0	351	0	0	0	0	0	
3	4	16	18	23	25	30	32	33	39	0	1	2	6	10	13	26	35	37	38	0	2	66	31	0	4102	0	0	23	0	0	0	0	
0	2	5	12	16	21	31	32	35	39	1	3	4	6	10	15	26	28	29	37	1	3	50	25	62	35	0	116	21	1	0	0	0	
3	6	11	13	14	23	24	26	36	38	0	2	5	9	17	19	21	29	30	35	2	0	60	98	30	0	1766	0	0	1	0	0	0	
9	10	13	15	18	19	26	30	32	38	3	6	8	21	22	24	25	31	35	37	3	1	15	67	0	123	119	0	0	12	0	0	0	
0	5	13	18	20	24	26	28	34	39	4	6	7	12	17	22	29	30	35	38	0	2	94	16	0	2956	299	41	15	0	0	0	0	
2	7	9	12	18	23	31	32	37	38	3	4	6	8	15	19	25	28	30	35	1	3	94	45	0	4272	61	29	0	6	0	0	0	
5	6	13	14	15	16	20	26	32	33	0	4	11	19	21	24	28	29	31	35	3	0	13	102	0	20	12	0	0	0	0	0	0	
2	5	9	17	18	23	26	27	29	38	3	7	8	11	15	21	22	31	33	39	0	1	90	0	6992	0	1157	91	6	1	0	0	0	
6	7	10	14	21	25	26	30	38	39	5	9	15	17	18	22	29	33	35	37	0	2	56	38	12	104	14	5	0	0	0	0	0	
1	3	10	11	12	19	31	32	33	36	7	16	20	24	26	29	30	35	37	39	1	3	50	7	91	196	202	1	0	0	0	0	0	
3	13	18	20	22	25	30	32	36	39	2	5	6	10	12	15	19	26	33	34	2	0	36	461	419	86	0	32	0	0	0	0	0	
0	1	2	12	14	18	20	29	30	34	7	10	11	13	16	19	35	37	38	39	3	1	103	277	0	242	24	17	6	0	0	0	0	
2	10	14	15	27	28	30	33	35	39	3	9	16	17	19	20	21	24	36	37	2	2	89	31	0	15579	48	0	8	1	0	0	0	
0	6	7	10	11	18	25	26	27	30	2	8	9	14	15	19	21	22	31	33	1	3	76	25	17	17	0	0	5	4	0	0	0	
1	3	13	16	20	30	31	32	37	38	2	8	9	17	22	23	24	27	29	39	0	0	68	54	47	0	5399	93	48	0	0	0	0	
0	5	6	7	18	27	28	29	32	39	4	8	9	15	17	22	25	30	33	38	0	1	118	2	104	15	19	0	10	0	0	0	0	
0	2	4	7	11	17	26	30	31	39	6	15	19	21	23	24	25	32	33	36	1	2	51	51	8	0	509	0	11	0	0	0	0	
0	2	4	7	12	14	15	17	19	25	6	8	10	21	26	31	32	34	36	39	1	3	59	0	39788	597	246	389	30	0	0	0	0	
4	18	25	28	32	33	35	36	37	38	3	9	10	11	12	14	15	16	34	39	0	0	61	970	10816	0	2212	206	2	0	0	0	0	
6	11	17	20	21	24	25	26	36	38	1	3	4	7	19	28	32	33	37	39	1	1	31	67	101	131	0	1	292	4	0	0	0	
4	5	8	10	13	16	18	23	25	36	0	15	22	24	26	28	29	30	31	33	2	2	60	71	0	389	146	241	0	0	0	0	0	
7	11	14	22	23	25	26	28	29	31	0	5	8	10	12	13	15	20	27	30	3	3	20	62	0	1337	164	0	9	1	0	0	0	
3	13	16	17	18	22	27	29	30	31	0	4	5	8	12	14	15	20	23	35	0	0	51	442	74	17	16	0	15	0	0	0	0	
2	4	6	15	16	26	27	28	34	37	10	11	19	21	23	31	32	33	35	36	1	1	19	25	70	0	36	0	0	0	0	0	0	
7	8	11	13	16	24	31	32	36	37	1	2	10	14	15	17	21	25	30	38	3	2	54	75	0	9024	345	0	22	0	0	0	0	
0	2	6	7	15	16	21	23	30	37	4	5	9	13	17	20	24	25	36	39	1	3	3	86	13	1	25	0	0	0	0	0	0	
2	3	5	7	14	15	17	23	33	35	9	11	13	19	21	24	28	29	30	38	2	0	53	59	29	6	0	152	0	0	0	0	0	
1	7	11	12	16	19	22	24	34	38	9	10	13	17	18	26	27	29	35	37	1	1	118	26	0	9	20	586	6	0	0	0	0	
2	10	11	14	20	26	31	32	36	38	0	1	5	8	17	22	25	28	30	37	0	2	27	61	28	19	0	246	1	0	0	0	0	
0	1	8	9	13	15	19	26	30	32	3	4	5	10	11	14	20	25	28	34	1	3	55	0	1200	114	0	394	14	1	0	0	0	
0	1	3	4	7	9	24	25	31	34	8	12	16	26	27	33	36	37	38	39	2	0	29	837	253	119	401	144	33	0	0	0	0	
1	5	14	16	20	22	23	24	34	39	2	4	9	10	12	21	25	31	32	37	0	1	42	10	27	4	0	14	0	0	0	0	0	
2	15	18	24	27	28	31	32	35	38	3	6	9	10	11	13	19	29	30	33	1	2	109	49	158	89	14	0	18	0	0	0	0	
1	6	9	10	12	15	17	19	27	32	0	7	8	18	22	29	30	33	36	37	2	3	73	64	48	0	377	0	11	1	0	0	0	
3	9	10	14	17	30	33	35	37	39	7	12	19	22	24	25	27	28	31	34	3	0	78	865	137	12	184	150	24	2	0	0	0	
2	5	6	13	24	30	31	33	36	38	1	7	8	10	12	17	19	22	27	28	1	1	46	39	20	0	3882	0	4	3	0	0	0	
2	4	5	6	12	16	18	23	33	34	0	1	3	8	9	14	20	25	26	31	2	2	5	31	0	0	17	52	0	0	0	0	0	
2	3	4	12	16	17	23	26	28	32	0	5	6	13	14	24	27	31	36	38	3	3	0	0	0	0	0	24	0	0	0	0	0	
1	6	11	13	14	20	21	29	31	32	3	10	12	22	26	30	34	35	37	38	3	0	56	40	0	112	18	0	0	0	0	0	0	
2	5	7	14	22	26	29	34	37	39	1	4	9	13	16	18	21	23	25	32	0	1	102	12	104	178	134	0	13	2	0	0	0	
2	11	14	15	25	26	31	33	34	36	0	4	8	12	13	18	20	29	38	39	2	2	26	0	162	0	44	20	2	2	0	0	0	
0	4	9	17	22	24	27	30	35	38	10	14	16	18	20	21	25	26	29	31	1	3	66	0	7974	686	645	494	0	0	0	0	0	
5	12	15	16	24	26	29	31	32	36	2	4	9	13	14	23	28	30	35	38	1	0	48	111	1391	387	0	373	2	0	0	0	0	
0	4	11	19	22	24	29	31	32	36	1	2	7	9	15	16	23	33	37	38	0	1	84	11	0	46	18	9	0	0	0	0	0	
1	5	7	10	12	15	22	24	30	38	0	2	6	11	14	17	20	23	28	39	3	2	24	23	62	2	0	9	0	0	0	0	0	
6	11	15	18	20	22	23	27	31	33	3	5	7	9	12	16	21	24	35	39	2	3	37	126	11	4	9	30	0	1	0	0	0	
