Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	14	15	18	19	23	24	29	31	34	3	6	8	17	20	22	25	28	32	36	0	0	56	283	305	338	0	68	4	0	0	0	0	
3	10	11	19	20	21	22	27	32	37	6	9	14	16	18	23	24	30	34	39	3	1	72	6	5	0	0	18	1	0	0	0	0	
5	6	10	14	20	24	30	34	35	38	1	2	8	9	21	22	26	29	33	37	2	2	58	8	14	10	0	109	56	0	0	0	0	
0	5	6	7	8	10	28	32	34	37	1	9	12	16	19	27	29	33	36	39	0	3	79	29	242	230	0	60	8	0	0	0	0	
1	4	5	6	15	21	25	35	36	38	0	8	9	10	16	18	19	22	30	39	0	0	84	94	0	2855	11	8	0	3	0	3	0	
3	8	16	17	18	19	21	28	35	37	0	1	4	7	14	20	29	33	34	38	3	1	75	13	219	2347	0	12	0	0	0	0	0	
0	1	3	5	8	11	21	30	34	39	4	7	15	22	23	29	31	33	36	37	1	2	21	98	0	204	15	0	2	0	0	0	0	
1	7	8	23	24	25	26	30	33	35	4	9	10	11	14	15	18	19	20	36	3	3	33	32	188	17	1896	26	0	4	0	0	0	
0	2	5	6	8	9	12	21	23	36	3	4	16	19	22	30	32	34	38	39	2	0	30	194	140	0	5676	0	18	0	3	0	0	
1	3	6	8	16	17	30	31	34	35	0	7	10	12	18	20	22	32	33	38	1	1	33	244	122	74	17	0	45	0	0	1	0	
2	3	4	8	11	12	21	30	33	36	0	7	10	15	23	25	27	28	32	39	1	2	15	42	29	20	0	0	0	0	0	0	0	
3	7	10	11	15	16	32	33	35	36	1	6	8	18	20	21	23	26	27	30	1	3	68	82	16	0	135	1	4	2	0	0	0	
7	9	19	23	24	25	26	27	34	36	2	3	5	11	20	21	30	35	38	39	0	0	36	421	21211	0	25754	1	15	2	0	0	0	
