Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
5	6	8	15	18	21	24	28	34	37	0	1	11	16	23	25	30	32	36	38	1	0	41	145	77	26	0	1	331	0	1	0	0	
2	6	15	19	25	27	29	33	37	38	4	5	10	12	16	18	28	30	32	34	1	1	64	17	3	0	37	50	12	4	0	6	0	
0	3	8	10	13	19	20	23	26	39	1	9	24	25	28	29	32	33	34	35	0	2	55	28	28	48	0	3	7	6	0	0	0	
5	8	10	11	17	19	20	21	22	28	1	2	4	7	14	23	26	35	36	38	1	3	57	116	32	202	151	52	38	0	0	0	0	
1	6	7	12	18	23	24	28	29	35	0	8	10	14	25	27	30	32	34	37	1	0	16	164	14	0	18	0	1	0	0	0	0	
0	8	15	16	18	20	27	32	34	39	3	5	6	14	19	22	25	26	30	35	0	1	29	22	42	0	10581	50	14	0	0	0	0	
1	5	8	14	18	20	27	32	36	37	0	6	7	9	26	30	31	33	34	35	3	2	71	11	219	92	82	0	49	1	0	0	0	
3	12	14	15	17	18	23	29	32	38	2	6	21	22	25	26	31	33	34	39	0	3	33	12	283	0	78	697	0	4	0	0	0	
1	5	7	15	19	22	25	27	31	35	6	14	16	20	29	30	34	36	37	39	3	0	108	114	18	34	0	16	0	0	0	0	0	
1	4	6	9	18	23	27	31	34	37	2	8	10	11	14	15	20	28	35	36	1	1	43	27	6	0	0	1	3	0	0	0	0	
0	1	9	13	16	18	29	31	33	39	7	11	12	17	21	23	24	35	37	38	2	2	41	0	8261	92	112	49	12	1	0	0	0	
3	4	5	14	15	16	20	25	37	39	8	10	11	12	17	22	29	31	32	33	2	3	48	6	12	0	12	149	0	5	0	0	0	
6	9	11	16	17	21	25	29	32	36	1	2	4	8	18	22	28	31	33	38	2	0	53	99	9	0	89	34	0	1	0	0	0	
0	1	3	8	15	23	24	28	30	36	2	7	9	14	16	25	33	34	35	39	1	1	18	48	80	0	0	39	3	0	0	0	0	
1	2	12	14	17	29	32	35	36	39	0	11	13	18	21	23	25	28	33	37	0	2	34	15	656	0	0	21	3	0	0	0	0	
2	4	12	13	25	27	31	33	35	36	0	3	8	9	17	21	22	28	32	37	2	3	9	1	0	1462	0	145	4	0	0	0	0	
3	9	17	22	26	28	29	30	31	37	0	6	7	13	18	20	24	33	38	39	3	0	114	241	0	1310	0	1	47	2	0	0	0	
4	8	12	13	25	26	28	37	38	39	0	3	6	20	21	22	24	30	33	36	0	1	45	0	0	11	0	1	5	0	0	0	0	
0	4	5	6	13	20	22	25	26	32	7	10	12	17	18	28	29	35	37	39	2	2	79	0	107	56	277	570	3	0	0	0	0	
11	12	13	18	19	22	28	30	31	37	4	9	15	20	23	24	27	32	33	38	1	3	83	135	1735	79	671	0	13	1	0	0	0	
6	11	15	18	23	25	26	28	30	35	1	3	16	17	21	24	29	34	38	39	2	0	88	247	3823	16	71	0	12	1	0	0	0	
3	4	6	11	22	23	26	28	33	37	7	8	9	12	13	14	16	20	29	38	2	1	66	99	43	0	1973	2221	11	0	0	0	0	
1	3	10	11	19	21	22	31	37	38	4	5	6	16	17	20	23	28	30	33	3	2	63	0	0	5	9	78	4	0	0	0	0	
