Mode: 18 #Games: 1000 Notes: u1-4Trick-5
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
37	25	30	28	23	7	0	0	5	3	0	2	2	1	0	1	1	0	2	1	1	4	4	3	4	0	0	1	0	83
16	32	31	41	0	2	11	17	2	1	2	5	0	1	1	2	1	1	1	1	1	4	4	4	4	1	0	0	0	25
18	22	29	51	11	2	0	17	2	2	2	4	1	1	0	2	0	0	2	2	1	4	4	4	4	0	0	0	1	37
25	39	24	32	16	11	0	3	5	1	3	1	0	3	1	0	1	0	1	2	0	4	4	3	4	0	1	0	0	69
10	48	25	37	2	15	13	0	3	3	4	0	0	2	0	2	0	1	2	1	0	4	4	4	3	1	0	0	0	39
27	40	30	23	0	16	10	4	1	5	3	1	1	2	0	1	1	1	2	0	0	4	4	3	4	0	0	1	0	45
53	22	24	21	11	6	10	3	2	4	3	1	3	0	1	0	1	1	1	1	1	4	4	4	4	0	0	0	1	105
23	42	28	27	4	12	11	3	1	3	3	3	1	1	1	1	0	2	1	1	1	4	4	3	3	0	1	0	0	34
46	33	13	28	10	18	0	2	1	5	2	2	1	2	0	1	3	0	1	0	0	4	4	3	4	1	0	0	0	27
15	46	30	29	0	10	3	17	2	2	3	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	38
18	43	30	29	0	16	3	11	2	3	2	3	1	1	1	1	0	2	1	1	0	4	4	4	3	0	0	0	1	49
20	47	9	44	0	21	2	7	1	2	3	4	1	2	0	1	0	2	0	2	0	4	4	3	4	0	1	0	0	27
18	28	44	30	0	15	13	2	1	5	2	2	0	2	2	0	1	0	1	2	0	4	4	4	4	1	0	0	0	61
19	37	20	44	0	2	4	24	1	2	3	4	1	1	0	2	0	2	1	1	0	4	4	4	4	0	0	1	0	11
29	27	26	38	16	0	0	14	3	2	1	4	0	1	2	1	1	1	0	2	0	4	4	4	3	0	1	0	0	41
30	22	26	42	3	4	12	11	2	3	3	2	1	0	1	2	1	1	1	1	0	4	4	4	3	1	0	0	0	72
25	41	31	23	10	13	7	0	3	3	2	2	0	2	2	0	2	1	0	1	0	3	4	4	4	0	1	0	0	83
24	20	42	34	4	0	23	3	3	2	4	1	0	1	2	1	1	0	1	2	1	4	4	4	4	0	0	1	0	88
26	49	27	18	0	12	14	4	2	3	3	2	1	1	2	0	1	3	0	0	1	4	4	3	4	0	0	1	0	94
14	28	41	37	2	14	0	14	4	2	0	4	0	1	2	1	0	1	1	2	0	4	4	3	4	0	0	0	1	42
18	39	30	33	3	15	0	12	2	5	1	2	0	3	1	0	1	0	1	2	0	4	4	4	4	0	0	0	1	49
34	20	33	33	13	0	7	10	4	1	2	3	2	1	0	1	0	0	2	2	1	3	4	4	4	0	0	0	1	63
55	16	27	22	21	3	2	4	3	2	1	4	3	0	1	0	2	0	1	1	1	3	4	4	4	1	0	0	0	98
39	35	32	14	0	6	14	10	1	3	3	3	1	2	1	0	2	0	1	1	1	4	3	4	4	0	1	0	0	41
27	45	15	33	2	14	11	3	1	3	5	1	2	0	1	1	0	3	0	1	1	4	4	4	4	0	0	1	0	65
39	27	42	12	14	0	14	2	3	1	4	2	2	0	2	0	1	2	1	0	1	3	4	3	4	0	0	1	0	102
20	46	34	20	2	10	14	4	2	2	4	2	0	1	2	1	1	3	0	0	1	4	4	4	4	0	0	0	1	67
