Mode: 21 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
5	9	13	14	16	20	21	23	26	33	1	6	8	12	15	25	27	29	30	32	0	0	28	411	0	5234	1812	0	32	11	1	1	0	
8	10	13	14	15	24	25	27	30	37	0	7	9	11	19	23	26	29	33	38	1	1	70	47	15	69	0	1	0	2	0	1	0	
1	12	15	17	19	29	33	35	36	37	2	8	9	10	11	13	16	20	22	30	0	2	75	157	46	323	1821	0	514	0	0	1	0	
3	7	9	14	23	26	34	36	37	39	0	5	12	13	21	22	25	27	28	38	1	3	35	0	3211	820	84	131	19	3	2	1	0	
0	1	7	9	19	24	31	34	35	39	2	5	10	12	17	25	27	32	33	37	3	0	105	381	5040	0	44	0	153	2	1	1	0	
2	3	6	13	17	25	31	32	35	39	5	11	12	14	18	20	23	26	29	34	0	1	40	82	1070	94	0	209	199	4	1	0	0	
7	10	11	14	28	29	32	36	38	39	0	3	5	6	12	18	21	22	23	35	3	2	91	18	0	2366	781	0	3	2	0	1	0	
4	10	12	17	18	20	23	27	37	38	1	5	6	7	9	13	21	25	33	35	3	3	18	0	5893	46	146	0	260	6	2	0	0	
5	11	12	14	15	17	19	24	28	37	4	8	18	23	26	27	30	31	33	34	0	0	50	324	0	0	278	0	299	30	3	2	0	
5	8	11	18	21	24	27	31	35	39	3	7	13	15	16	22	23	25	26	29	1	1	58	32	0	63	835	4	26	2	1	0	0	
0	4	9	10	20	22	23	27	33	39	2	12	13	16	17	18	21	29	32	38	3	2	65	52	0	6379	225	271	40	2	2	0	0	
0	11	17	24	28	29	30	32	37	38	6	7	10	18	19	23	26	31	36	39	1	3	96	87	1604	0	4644	372	134	4	8	1	0	
1	3	5	10	13	14	20	25	31	35	4	12	17	18	22	23	26	28	38	39	1	0	96	367	41	0	68	67	0	5	0	1	0	
1	9	10	12	16	17	20	30	35	36	0	6	7	8	24	27	31	32	33	34	1	1	70	0	302	33	81	55	7	2	0	1	0	
2	3	10	12	14	19	29	30	33	36	1	4	8	15	17	21	23	26	28	39	0	2	71	0	4800	239	6782	1364	45	3	2	1	0	
6	11	12	15	16	19	25	29	32	33	3	5	7	20	23	26	28	31	34	36	1	3	82	59	312	2529	0	187	52	0	2	0	0	
0	6	19	21	22	27	33	34	36	39	3	8	11	13	14	16	18	20	24	29	1	0	107	272	0	37	0	143	0	61	3	0	0	
