Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
3	8	10	12	16	17	22	23	37	39	0	13	14	18	21	24	26	27	31	36	0	0	31	412	46	362	0	3	0	33	0	1	0	
0	4	5	13	17	21	25	31	32	39	6	7	8	16	18	27	28	30	35	37	2	1	61	44	0	32	50	0	2	0	1	1	0	
0	7	8	14	19	23	26	27	29	33	2	3	5	9	10	13	17	21	34	39	0	2	104	102	6535	53	49	16	0	12	1	0	0	
0	3	9	10	12	19	27	28	30	36	2	6	11	13	14	17	21	23	31	32	0	3	44	30	20	40	0	1	0	10	1	1	0	
0	1	6	8	9	11	14	18	19	20	2	3	10	13	15	16	26	28	30	35	3	0	43	273	4519	2118	0	326	68	5	2	1	0	
3	9	11	12	17	21	28	30	34	39	0	1	4	6	7	10	13	16	25	31	2	1	51	86	69	98	0	0	0	17	1	0	0	
0	2	7	12	15	23	25	27	29	35	1	3	10	11	17	19	30	33	38	39	0	2	71	0	3748	0	259	94	46	12	2	0	0	
7	11	12	15	18	25	29	31	33	37	2	10	13	16	20	24	27	35	36	38	0	3	46	50	532	0	133	95	51	0	2	1	0	
1	7	9	18	23	25	26	31	32	35	3	4	16	19	21	24	27	29	30	34	0	0	108	147	18	0	2552	3	7	2	0	0	0	
7	8	9	10	13	20	22	30	35	39	1	2	4	6	14	15	21	24	29	32	2	1	34	45	381	39	37	0	11	0	2	0	0	
10	11	12	16	17	18	25	29	35	38	0	1	4	8	9	19	21	24	28	30	3	2	48	273	267	44	0	3	37	0	3	1	0	
1	3	5	9	11	18	20	26	29	30	4	10	12	14	16	17	24	27	33	34	3	3	55	132	1222	0	184	81	78	0	0	6	0	
5	10	11	16	19	21	28	30	34	36	2	4	7	15	18	20	22	31	32	35	2	0	59	346	62	46	0	1	223	0	1	1	0	
7	14	18	20	24	25	27	28	37	39	3	6	8	13	17	21	29	31	32	38	1	1	63	43	0	0	559	227	6	3	1	0	0	
3	5	8	9	11	20	21	22	26	28	0	2	6	14	16	25	27	29	33	37	1	2	39	0	214	158	70	127	28	4	2	1	0	
0	7	10	13	24	26	27	32	33	37	1	3	4	9	19	22	25	30	31	35	1	3	23	77	0	4072	747	0	3	1	1	0	0	
2	6	7	14	15	18	29	31	35	38	10	12	16	22	23	24	25	32	37	39	0	0	47	170	1295	37	18	0	72	3	2	0	0	
3	14	15	22	25	27	28	33	36	38	0	1	7	11	12	16	26	31	35	39	2	1	22	0	198	195	1176	94	28	0	2	1	0	
1	2	5	8	13	17	19	21	22	29	3	9	11	16	20	24	25	28	32	35	2	2	85	187	1594	167	2881	299	31	3	1	1	0	
2	7	13	25	27	28	33	34	37	38	1	5	8	12	18	19	20	22	30	36	3	3	66	75	965	0	163	1	8	0	2	0	0	
6	7	10	13	16	19	26	28	34	35	0	4	5	11	21	22	27	31	38	39	3	0	77	140	27	0	4066	265	640	13	0	3	0	
3	6	8	10	13	17	20	31	36	38	0	1	7	9	11	19	22	23	24	34	1	1	65	0	275	148	1179	0	123	4	0	1	0	
5	8	16	19	30	31	32	34	35	37	3	4	6	13	17	18	24	25	26	27	2	2	44	234	163	132	53	0	30	2	1	1	0	
2	5	9	10	16	19	28	35	37	38	7	12	14	15	20	25	26	30	31	39	1	3	93	0	6717	3965	0	19	8	0	3	1	0	
4	9	17	21	26	29	30	32	34	35	1	5	8	12	15	16	20	22	38	39	3	0	72	390	0	8567	5	49	5	0	2	1	0	
4	5	12	17	18	23	28	30	35	36	1	9	14	20	25	26	27	32	34	37	2	1	83	17	153	40	67	0	45	0	2	1	0	
6	9	12	15	18	19	20	21	25	35	1	2	4	5	10	11	13	26	37	39	0	2	70	32	0	26	40	0	0	3	2	1	0	
0	1	6	8	13	15	23	28	30	31	3	7	17	19	24	26	29	34	35	39	3	3	73	39	0	0	106	37	5	2	0	1	0	
2	5	7	10	12	21	22	27	29	34	0	8	15	16	18	19	20	25	28	37	1	0	58	252	0	67	0	329	40	6	1	1	0	
1	2	3	8	10	11	17	25	28	36	6	7	9	19	20	22	29	33	34	39	3	1	92	22	18	32	15	0	89	0	2	1	0	
6	9	12	15	17	19	30	33	36	37	2	4	5	8	21	23	26	31	35	39	2	2	59	86	65	160	115	128	5	1	1	0	0	
5	12	13	20	21	25	27	30	32	33	0	1	2	4	6	15	17	24	28	35	3	3	15	0	79	0	172	2	1	0	0	1	0	
0	1	5	12	18	21	22	25	30	31	4	9	13	15	23	26	27	29	36	38	0	0	51	168	0	888	0	15	8	0	1	1	0	
0	4	10	16	17	23	28	33	36	37	2	5	7	13	19	22	24	26	27	31	0	1	54	85	34	32	26	0	0	4	1	1	0	
