Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	1	2	3	8	14	31	35	38	39	6	7	11	15	19	22	24	26	30	37	2	0	59	171	433	0	0	141	22	5	2	1	0	
11	12	14	18	24	25	28	32	33	34	0	4	5	8	9	13	15	16	36	37	2	1	38	0	0	185	174	189	36	14	8	0	0	
0	1	3	6	12	16	18	20	29	35	2	10	15	21	31	33	34	36	37	38	3	2	76	44	33	81	37	0	0	21	2	2	0	
7	8	9	10	15	21	30	31	32	34	0	2	4	5	14	20	22	26	27	38	3	3	71	18	0	130	3141	69	25	0	2	0	0	
0	1	11	16	18	20	23	27	30	35	2	5	9	12	13	22	29	33	34	37	3	0	17	231	0	68	20	15	0	0	0	1	0	
0	5	8	17	18	20	21	23	35	37	6	13	14	24	25	27	29	31	32	33	3	1	65	11	0	1658	18	0	11	3	2	1	0	
0	4	7	10	19	27	28	34	35	37	3	6	11	12	16	22	24	25	26	33	3	2	26	60	689	0	20	22	0	5	0	1	0	
17	21	25	26	27	31	32	34	35	37	1	3	5	7	10	14	22	24	29	36	0	3	66	0	26592	4369	2874	246	25	4	1	1	0	
6	11	14	21	23	28	31	36	37	38	0	2	4	15	18	19	20	27	30	35	1	0	48	256	0	276	236	52	0	7	3	1	0	
5	14	16	17	20	23	27	30	37	39	2	6	12	15	18	21	28	29	34	36	3	1	86	68	92	714	0	0	19	0	5	1	0	
0	3	6	9	14	19	25	32	36	39	1	2	5	7	8	17	18	22	31	33	0	2	120	50	35	0	1596	0	15	3	0	1	0	
0	5	8	13	14	19	24	27	31	35	3	7	11	12	22	25	28	30	32	38	2	3	56	43	572	0	36	0	16	5	1	1	0	
1	5	10	14	18	26	30	31	35	36	3	4	12	13	15	20	21	22	24	33	3	0	35	192	15	11	0	7	2	0	1	1	0	
5	7	13	18	20	21	26	30	33	37	3	4	11	15	16	19	31	34	35	39	3	1	71	27	0	75	0	2	5	7	2	1	0	
0	8	13	17	22	26	27	30	33	36	6	7	15	21	23	28	31	32	34	35	3	2	49	41	44	0	3578	0	24	4	2	1	0	
1	2	5	6	18	21	24	30	34	38	0	3	4	11	16	17	20	23	25	27	2	3	38	102	8165	99	41	65	25	0	0	1	0	
7	9	10	12	16	18	20	22	24	36	2	4	5	6	13	15	17	32	34	39	2	0	29	281	55	47	0	67	4	0	2	0	0	
0	3	7	8	16	18	30	32	33	35	2	10	12	13	15	21	22	24	38	39	1	1	66	85	7212	268	76	101	66	13	2	0	0	
4	7	17	18	20	23	28	29	36	37	1	8	12	13	15	16	24	26	34	38	0	2	44	25	0	38	29	0	0	9	0	1	0	
1	2	3	5	6	11	12	23	31	38	7	9	16	18	19	21	28	29	32	37	3	3	52	0	113	303	0	4	0	0	2	1	0	
4	5	6	13	16	24	25	26	38	39	3	7	14	18	22	27	29	31	32	37	3	0	57	268	553	42	0	43	0	15	2	1	0	
1	5	6	10	16	17	23	24	29	38	12	15	18	20	25	26	27	30	31	37	2	1	85	44	0	17686	0	336	317	6	1	1	0	
4	5	7	8	10	22	26	29	35	39	0	2	3	9	13	14	16	20	27	36	1	2	58	38	0	153	71	0	163	5	2	1	0	
1	5	12	14	16	17	19	22	29	38	0	3	4	6	9	10	21	30	32	35	3	3	31	103	59	0	94	64	75	7	0	1	0	
0	7	15	17	18	19	24	32	34	38	6	11	13	14	21	22	28	33	36	39	3	0	89	247	0	52	0	2	41	4	1	0	0	
3	4	6	7	8	13	27	29	32	38	0	1	10	15	16	21	25	26	30	37	0	1	95	0	184	1781	0	5	0	3	2	1	0	
2	11	12	13	15	16	19	22	30	35	0	7	8	9	10	18	24	26	27	28	2	2	56	68	139	0	147	312	14	0	3	1	0	
1	7	10	12	13	15	23	28	29	30	2	5	9	14	19	22	25	26	36	37	1	3	88	59	30	75	37	0	118	0	1	1	0	
6	8	9	11	12	13	17	30	33	34	0	7	14	18	24	28	29	35	37	38	0	0	54	181	94	134	45	87	21	0	2	1	0	
0	7	8	12	19	20	26	31	33	36	2	4	5	6	10	14	18	25	29	34	1	1	62	39	45	0	88	61	0	3	0	1	0	
3	4	5	9	12	15	22	28	36	38	2	7	10	13	16	19	20	23	34	37	0	2	40	32	0	64	25	0	149	0	1	1	0	
0	11	14	16	20	23	25	28	31	35	2	4	5	6	8	9	17	21	27	36	0	3	48	46	0	1409	0	760	72	6	1	1	0	
4	6	7	17	19	27	28	31	37	38	1	2	5	12	14	25	29	32	33	39	0	0	72	160	20	0	3825	3	0	2	2	1	0	
4	6	7	10	22	23	25	34	35	36	1	3	8	12	15	16	17	26	32	38	3	1	58	62	36	0	250	46	9	0	0	2	0	
1	5	14	19	27	28	29	32	37	38	4	11	17	20	25	26	30	33	34	36	3	2	99	29	58	0	103	0	20	8	2	0	0	
11	14	15	20	24	27	28	31	33	36	0	1	6	7	9	12	17	19	21	37	1	3	66	91	63	70	76	2	14	4	1	1	0	
6	10	11	12	13	15	24	28	34	39	1	3	7	17	19	20	23	31	35	36	3	0	66	122	0	67	0	3	0	6	0	0	0	
4	13	15	17	19	23	25	29	30	37	1	5	6	12	16	20	24	26	32	35	3	1	31	73	573	0	59	0	142	8	2	1	0	
2	4	6	8	11	18	23	24	27	29	7	14	15	16	19	28	32	33	36	38	1	2	68	263	317	149	38	1	6	0	2	1	0	
2	6	8	14	18	20	24	29	33	36	1	3	4	16	22	28	30	31	38	39	0	3	67	25	29	66	43	39	0	10	1	2	0	
1	2	6	9	11	12	13	28	33	35	5	15	19	23	25	30	32	36	37	38	3	0	74	191	0	2566	0	0	10	3	2	1	0	
1	3	5	7	18	22	25	33	34	35	6	11	13	20	21	23	29	31	38	39	1	1	44	37	1554	42	0	76	0	17	1	1	0	
5	13	14	19	22	25	27	30	33	36	1	10	15	16	26	28	29	34	37	38	3	2	104	60	33	0	19	13	0	6	0	0	0	
0	3	8	10	15	16	20	24	32	33	1	9	12	14	21	25	27	29	37	38	3	3	42	0	0	34	47	0	65	2	1	0	0	
5	7	10	12	13	18	19	22	35	39	1	4	8	17	21	25	26	29	34	37	3	0	101	432	0	53	0	1	115	8	1	1	0	
0	5	8	12	17	18	22	25	33	35	1	2	9	10	14	19	26	29	30	31	0	1	107	52	0	42	50	0	36	2	1	0	0	
1	6	8	9	19	25	30	32	34	39	3	5	7	10	12	13	15	17	22	33	2	2	65	108	7816	98	0	0	30	5	1	0	0	
3	15	24	26	27	30	31	35	36	38	2	4	5	6	11	14	21	25	33	37	1	3	2	117	419	168	1170	0	0	2	1	1	0	
5	11	12	13	18	23	27	34	35	37	1	6	7	10	19	24	25	26	31	39	2	0	76	210	5226	106	145	1	27	0	1	0	0	
0	5	10	12	15	17	25	27	33	36	1	3	4	11	18	20	24	32	37	38	3	1	35	30	0	45	0	82	4	0	1	1	0	
1	6	9	14	16	17	18	34	35	37	5	7	11	12	13	15	19	20	24	29	1	2	86	316	53	37	516	0	106	3	1	0	0	
3	10	13	16	19	23	24	28	33	38	1	8	11	12	15	20	21	22	36	39	3	3	81	0	101	8028	0	0	115	3	2	1	0	
1	2	6	8	9	11	15	21	25	34	4	7	14	18	20	29	31	32	33	36	2	0	41	310	1192	1829	17	0	56	4	0	1	0	
0	4	7	11	15	18	23	29	31	35	3	5	16	17	22	27	32	36	37	38	1	1	55	47	307	0	13	31	0	1	1	1	0	
2	4	7	16	24	28	29	33	36	38	3	5	10	12	17	20	22	26	30	31	0	2	79	33	36	0	122	38	8	2	0	1	0	
1	11	13	14	15	16	21	29	30	31	0	3	8	10	18	20	23	26	27	39	2	3	55	61	94	0	56	0	1087	7	2	1	0	
2	3	4	7	17	23	24	26	28	32	6	9	10	12	13	18	19	25	34	37	0	0	68	278	77	60	0	1	20	13	1	1	0	
1	5	8	13	20	23	25	29	30	34	0	2	4	10	12	18	24	32	35	36	0	1	59	139	63	0	83	54	0	8	1	1	0	
6	9	15	20	25	29	34	37	38	39	2	11	14	16	17	18	27	33	35	36	0	2	52	81	1181	0	518	232	8	8	2	1	0	
0	1	2	4	14	16	19	22	23	38	5	7	12	13	15	25	26	28	35	37	2	3	41	0	0	0	732	59	16	5	2	1	0	
2	8	16	18	19	23	28	31	32	39	6	7	12	14	21	25	26	30	33	35	3	0	61	163	0	12	82	202	65	4	2	1	0	
2	5	8	9	14	16	19	29	37	38	3	4	7	13	18	21	23	24	27	31	3	1	55	38	1030	0	3815	30	16	2	0	1	0	
3	6	12	14	21	24	27	29	35	38	0	4	5	7	15	23	30	31	33	39	3	2	67	69	0	42	0	78	16	7	1	1	0	
6	7	8	16	17	25	26	29	31	34	1	2	3	10	13	15	22	27	35	39	3	3	35	43	428	55	223	13	0	5	1	0	0	
1	4	5	11	15	16	19	24	26	31	2	17	22	23	25	28	29	30	33	39	0	0	80	232	20	0	0	220	4	0	2	1	0	
5	13	21	24	25	31	32	35	36	38	2	3	9	10	14	15	20	26	27	28	2	1	72	0	6144	366	8171	3	44	13	1	1	0	
5	7	14	15	17	19	20	29	31	39	0	2	4	12	18	23	24	27	34	36	2	2	92	33	0	190	54	0	88	3	1	1	0	
4	8	9	13	16	28	29	33	35	37	0	5	14	15	17	20	24	27	32	39	0	3	94	24	159	0	1403	0	76	0	1	1	0	
2	7	12	17	19	21	26	27	30	34	4	8	10	13	18	20	22	29	31	38	3	0	47	293	560	0	16	0	19	2	0	1	0	
0	2	3	7	8	17	24	25	29	33	5	6	9	12	14	18	19	20	22	31	1	1	84	0	305	284	2166	0	41	1	0	1	0	
12	15	16	18	26	27	29	36	38	39	0	3	5	10	14	19	32	33	35	37	1	2	100	47	1591	0	137	3	85	2	2	1	0	
2	7	10	11	12	13	23	31	38	39	1	4	6	8	15	18	30	35	36	37	1	3	43	38	26	0	0	0	0	5	1	1	0	
1	5	7	13	19	28	31	34	37	38	0	2	4	8	11	12	15	18	24	33	3	0	56	268	140	43	0	234	84	23	0	1	0	
1	2	3	6	10	12	14	16	27	31	4	7	11	17	21	25	33	36	37	39	0	1	32	0	117	81	192	2	47	0	0	1	0	
2	6	7	12	13	15	16	17	21	37	1	5	8	11	20	24	28	30	31	34	3	2	67	0	344	7240	3553	129	21	0	2	1	0	
2	12	14	22	25	33	35	36	37	38	1	9	11	15	23	27	30	31	32	34	2	3	2	45	0	97	133	299	95	2	1	1	0	
3	7	13	14	15	16	20	25	32	38	0	4	5	6	8	12	19	23	26	37	2	0	41	176	1776	59	217	0	0	3	2	1	0	
1	2	8	14	17	22	24	26	37	39	10	11	15	16	18	20	25	28	34	36	3	1	41	152	76	0	64	75	4	0	2	1	0	
5	23	25	26	30	31	32	34	35	36	0	1	3	6	9	10	17	19	29	38	3	2	95	258	380	314	223	0	592	31	2	2	0	
0	5	10	15	20	22	24	26	33	36	6	9	21	27	28	30	32	34	35	38	2	3	74	84	0	170	39	0	17	2	2	0	0	
0	7	10	12	13	15	27	34	38	39	3	8	9	17	21	26	31	32	33	35	2	0	62	200	0	160	0	3	30	3	1	0	0	
6	11	13	20	22	24	25	26	31	33	0	4	8	12	17	21	27	29	34	39	1	1	18	58	0	35	139	0	5	2	1	1	0	
1	2	8	9	18	25	30	36	38	39	0	6	11	20	21	26	27	29	34	37	2	2	71	61	1875	0	0	3	0	5	1	1	0	
1	2	6	7	13	19	24	28	30	37	0	5	8	9	12	14	15	23	26	32	2	3	65	50	33	0	3521	4	65	4	1	1	0	
0	1	5	9	16	20	22	30	32	39	2	17	18	23	25	28	29	34	36	37	0	0	65	234	59	35	0	3	5	0	1	1	0	
6	7	10	11	19	23	26	28	33	37	1	2	3	5	18	21	27	29	30	39	2	1	69	21	16	0	15	0	19	2	1	1	0	
0	1	2	3	13	15	17	28	34	36	5	11	12	14	18	24	27	29	38	39	3	2	87	101	28	0	0	2	8	0	0	0	0	
5	10	22	23	24	25	27	31	35	38	1	6	8	15	16	17	19	20	26	39	0	3	41	69	59	0	430	248	34	8	1	1	0	
4	7	13	15	17	18	21	23	33	34	5	11	26	27	29	30	31	35	36	39	1	0	20	286	829	442	0	22	0	2	0	0	0	
2	5	6	7	9	10	13	14	31	32	0	16	22	23	26	27	28	30	36	39	3	1	29	122	0	0	926	294	0	7	1	1	0	
4	6	19	21	23	24	30	32	33	38	1	8	9	11	12	13	14	17	25	37	0	2	37	58	0	104	84	97	0	0	1	1	0	
2	3	4	6	11	16	20	29	35	37	1	8	12	15	17	18	24	28	30	31	2	3	36	43	0	11	0	0	0	7	0	1	0	
2	5	8	12	17	21	22	24	25	36	0	9	11	16	18	20	27	30	32	39	2	0	67	197	1323	85	56	48	0	6	2	1	0	
1	2	6	18	20	21	24	27	28	38	4	9	15	16	19	25	26	30	31	35	0	1	64	73	105	109	0	204	380	43	2	1	0	
0	8	9	13	18	25	27	30	38	39	1	5	6	16	19	21	22	26	33	37	3	2	92	21	16	0	689	2	0	2	0	1	0	
4	16	18	22	23	24	26	29	30	33	1	2	3	10	12	15	17	25	32	34	2	3	45	32	0	223	178	3	17	5	1	1	0	
6	9	17	18	19	21	23	24	25	30	1	7	10	11	13	14	22	29	33	35	3	0	77	270	0	4066	94	110	74	6	3	1	0	
4	6	9	14	18	24	29	31	34	38	1	5	8	12	20	27	30	32	33	35	3	1	82	58	965	0	2351	0	6	0	2	1	0	
3	7	8	10	15	16	21	27	29	38	0	9	17	22	23	25	28	30	33	37	0	2	83	50	426	0	2597	145	5	0	2	1	0	
0	5	6	14	17	28	30	32	36	39	2	7	9	11	13	16	18	20	34	38	2	3	44	70	1158	50	0	0	226	3	3	1	0	
