Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	7	8	17	23	29	30	31	35	37	1	2	5	6	10	16	18	26	28	36	3	0	64	316	1500	0	549	151	27	7	2	1	0	
3	7	8	12	17	19	25	33	36	39	5	13	16	23	26	27	30	32	35	37	3	1	66	0	4921	3095	363	470	34	6	1	1	0	
6	7	9	10	15	21	23	24	25	36	0	2	11	13	19	20	26	29	30	35	1	2	71	104	1715	0	0	4	0	2	1	1	0	
0	2	12	19	20	26	30	32	33	39	5	8	9	10	11	15	17	18	34	37	1	3	104	56	0	81	325	0	24	15	2	6	0	
0	1	4	5	9	18	26	28	29	33	2	10	13	14	17	25	27	36	37	38	1	0	71	155	8597	79	164	166	0	3	1	1	0	
2	3	5	17	21	23	25	32	36	39	9	12	14	18	19	24	29	30	35	37	0	1	17	71	44	35	0	1	0	13	2	0	0	
2	4	7	8	14	17	18	19	31	34	1	5	6	10	20	21	22	25	26	38	0	2	99	226	7038	104	50	0	86	0	1	1	0	
1	2	3	8	9	12	22	29	34	35	0	6	14	17	18	23	25	26	32	39	0	3	112	38	0	23	0	60	48	2	1	1	0	
2	4	7	9	11	14	20	27	29	30	0	3	10	12	15	18	19	21	24	28	3	0	16	292	48	0	393	176	70	3	1	1	0	
5	14	18	21	22	26	30	32	34	37	0	7	16	19	23	25	33	35	36	38	1	1	71	35	0	0	89	0	68	0	3	1	0	
3	4	10	14	17	19	21	33	35	37	0	8	11	15	20	26	27	31	34	39	3	2	44	88	0	115	5279	0	0	5	2	1	0	
3	9	10	13	15	18	25	26	28	35	2	16	17	20	21	23	27	29	30	31	1	3	81	23	0	77	113	0	438	4	1	0	0	
0	2	3	4	12	17	22	25	29	31	1	5	8	10	11	13	20	26	32	37	2	0	52	210	0	46	135	3	0	0	0	0	0	
1	13	14	18	19	26	29	30	35	39	2	5	6	15	16	20	23	27	28	37	0	1	70	53	1011	0	116	0	222	4	2	1	0	
0	7	9	10	16	22	28	32	33	37	2	3	5	6	13	19	21	27	29	36	3	2	85	80	831	56	57	0	183	0	2	0	0	
0	1	2	3	5	8	14	17	31	32	4	13	16	18	22	29	30	34	37	38	1	3	38	52	0	0	487	141	99	7	2	0	0	
0	6	9	11	12	21	25	26	27	35	4	8	13	17	18	22	32	33	36	38	1	0	21	210	0	0	140	88	53	0	1	0	0	
0	3	4	8	9	13	19	26	31	38	1	2	7	11	21	28	29	32	33	39	3	1	82	0	7586	113	86	0	61	4	2	1	0	
1	3	5	9	11	18	21	24	30	33	2	12	15	16	26	27	31	36	38	39	1	2	39	124	81	0	13661	0	29	3	1	0	0	
5	10	11	14	23	24	26	33	37	39	4	6	8	9	12	15	25	31	34	35	3	3	50	150	46	702	0	1	5	1	2	1	0	
1	3	5	9	12	13	14	26	29	35	0	7	8	10	19	20	31	33	36	37	2	0	52	126	563	23	0	0	51	17	0	3	0	
5	7	16	18	19	24	25	28	37	39	4	6	9	11	20	21	29	32	35	38	2	1	115	15	0	1632	0	97	51	0	2	2	0	
8	14	18	20	22	23	28	34	35	37	1	4	5	6	11	15	21	31	38	39	2	2	87	43	313	0	0	2	11	2	1	0	0	
1	18	23	24	27	34	36	37	38	39	0	5	7	8	10	11	14	30	31	35	1	3	30	143	3670	1013	878	48	0	7	1	0	0	
2	3	12	15	17	20	21	22	24	37	5	6	10	19	23	25	30	31	34	38	2	0	56	93	0	81	1082	3	14	4	1	0	0	
0	4	6	12	16	21	22	31	32	37	1	2	9	15	19	23	28	29	30	36	1	1	76	43	560	62	0	54	10	0	1	0	0	
0	1	2	14	18	27	30	32	35	38	3	8	16	19	20	21	22	23	25	29	0	2	26	0	0	76	0	1	1	0	1	1	0	
2	7	11	21	23	25	30	32	34	38	1	3	6	19	24	33	35	36	37	39	2	3	28	49	0	190	266	0	140	73	2	1	0	
3	5	10	12	15	19	20	33	35	39	0	8	9	16	25	26	29	32	34	38	0	0	75	215	0	699	89	0	108	4	2	1	0	
12	13	14	18	19	25	36	37	38	39	1	4	9	16	17	21	23	28	29	35	2	1	106	67	2195	0	2088	4	32	5	2	0	0	
3	4	7	15	16	23	25	27	36	39	0	1	6	8	9	12	17	29	31	34	1	2	62	41	1548	89	108	0	11	5	1	0	0	
5	13	16	17	21	23	26	31	32	33	1	3	6	9	10	14	24	27	30	37	3	3	42	43	15	0	0	64	17	2	0	0	0	
4	6	7	22	25	27	29	33	35	38	3	10	11	13	15	17	20	23	26	30	1	0	61	240	82	4748	178	193	51	3	0	0	0	
5	6	10	12	16	19	20	22	33	36	2	3	8	9	15	25	28	30	34	35	2	1	28	35	0	54	58	18	0	0	1	1	0	
1	7	12	16	18	23	25	29	30	34	3	4	11	13	14	15	31	33	37	39	3	2	86	169	26	0	50	32	120	22	3	1	0	
0	2	5	16	21	22	23	24	35	38	4	9	13	17	19	26	28	33	37	39	0	3	74	22	0	1015	185	0	24	0	0	1	0	
1	3	5	13	18	19	23	24	31	38	7	9	10	16	22	25	26	30	33	35	2	0	63	325	18	26	0	0	0	1	0	1	0	
6	12	13	14	23	26	27	30	38	39	5	9	10	15	21	22	25	28	32	37	1	1	34	0	0	0	45	0	31	0	3	1	0	
5	9	12	16	21	22	29	33	34	39	2	8	11	14	15	19	20	25	28	36	1	2	117	15	0	33	17	6	6	0	2	1	0	
4	7	12	18	19	20	25	30	33	38	1	9	15	16	27	28	29	31	32	35	3	3	93	34	357	40	0	180	4	0	1	1	0	
1	6	8	9	10	23	27	28	33	36	4	7	12	13	14	17	26	29	34	39	0	0	99	430	31	686	0	3	3	0	1	0	0	
3	11	16	20	21	28	29	30	32	39	0	1	5	6	7	12	13	14	17	37	1	1	75	84	1007	0	323	3	0	5	2	1	0	
1	5	6	14	15	16	21	22	26	34	2	3	7	13	18	20	23	32	36	37	3	2	19	23	109	23	18	21	2	0	0	0	0	
7	8	9	10	16	18	20	24	29	38	2	4	5	12	13	19	21	22	26	36	3	3	59	54	1018	0	0	133	30	4	2	1	0	
2	8	10	12	17	21	22	27	29	37	4	5	13	15	23	25	31	32	33	35	2	0	30	188	29	683	0	3	0	2	2	0	0	
2	3	6	12	19	20	29	31	33	35	1	7	10	13	15	17	21	23	25	37	0	1	69	20	36	0	2965	38	16	0	2	1	0	
18	19	21	24	25	26	27	30	32	35	0	4	5	6	8	9	10	11	12	14	3	2	26	149	0	20999	219	799	254	11	2	1	0	
1	2	3	8	25	31	32	33	36	39	5	7	12	14	16	22	23	24	29	34	1	3	18	46	10	21	11	88	2	1	1	1	0	
