Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
6	11	15	24	26	27	28	33	34	36	12	13	14	19	22	23	31	32	37	39	0	0	26	386	0	732	209	167	6	1	1	0	0	
3	11	13	15	22	25	27	30	34	39	0	12	14	17	18	23	24	28	31	33	2	1	74	0	4645	87	233	81	55	4	0	0	0	
1	3	9	17	21	22	24	31	33	35	0	7	10	11	16	18	19	27	28	34	1	2	120	0	3887	121	135	109	39	2	1	1	0	
4	5	7	13	14	17	18	22	33	34	3	6	9	11	12	15	16	24	35	37	3	3	5	74	266	21	53	2	0	0	1	0	0	
6	10	11	12	15	20	27	29	31	34	1	2	7	9	13	23	24	26	28	32	2	0	93	396	86	231	0	2	0	10	2	1	0	
1	2	4	9	12	18	25	29	35	38	3	5	15	16	19	20	26	27	34	36	2	1	107	35	0	5586	0	0	10	18	0	1	0	
2	3	5	9	11	13	20	24	25	36	12	19	22	27	28	30	31	33	34	37	1	2	17	27	0	89	36	0	48	24	1	1	0	
14	15	16	18	20	21	23	27	30	32	1	2	3	5	9	22	25	26	37	38	0	3	48	197	81	103	0	154	67	6	2	1	0	
0	4	10	14	17	19	20	21	34	36	5	6	16	18	22	23	25	27	28	35	1	0	44	227	52	141	33	36	0	0	1	1	0	
4	8	11	13	22	30	33	34	36	39	5	9	10	12	16	19	20	25	27	35	0	1	51	64	0	65	0	338	125	4	2	2	0	
0	8	18	20	23	29	30	33	34	38	2	3	5	7	13	14	16	19	28	39	1	2	100	26	0	0	2709	116	3	0	2	1	0	
1	2	5	11	12	15	21	27	34	39	9	14	16	20	23	24	31	36	37	38	3	3	56	20	43	0	85	0	3	0	2	1	0	
10	13	14	22	23	26	29	35	37	38	0	3	4	7	8	25	27	31	32	39	1	0	68	228	0	0	94	2	105	5	1	0	0	
0	6	7	8	15	17	20	25	32	39	9	16	24	27	29	33	34	35	36	38	3	1	100	74	34	58	0	159	0	8	0	1	0	
0	8	10	14	17	25	28	33	36	38	1	3	6	9	12	15	18	21	23	34	2	2	52	16	0	150	40	3	27	2	0	1	0	
10	18	19	23	24	27	28	30	32	33	1	2	5	8	9	11	14	15	16	25	1	3	75	75	64	131	0	0	22	14	2	1	0	
5	13	14	15	16	20	24	25	30	33	1	3	4	6	9	19	31	34	36	39	2	0	28	177	1703	67	0	4	107	8	1	0	0	
3	5	6	8	10	11	25	27	31	32	0	1	9	14	15	16	22	28	33	36	3	1	23	0	0	27	0	0	0	1	1	1	0	
4	7	8	25	29	31	33	34	36	37	0	11	14	17	18	23	27	30	35	38	2	2	33	185	96	295	168	114	132	12	1	0	0	
6	8	11	14	15	17	24	31	36	39	7	12	19	20	21	22	25	27	30	38	2	3	74	69	0	9576	77	95	0	0	1	6	0	
3	10	11	12	24	25	26	32	37	39	5	6	8	14	16	21	27	30	31	34	2	0	34	227	0	86	6	0	0	0	1	0	0	
3	8	11	13	19	21	25	30	34	39	0	2	7	12	17	26	27	28	35	37	0	1	57	18	70	66	0	1	76	6	1	0	0	
0	4	15	23	28	29	30	35	36	38	5	7	8	9	16	20	21	24	34	37	1	2	20	61	67	8075	0	93	18	2	0	0	0	
0	7	8	10	15	18	22	28	33	39	1	3	9	12	14	16	24	26	29	37	0	3	109	38	31	94	50	0	89	6	1	0	0	
3	4	7	21	27	28	34	35	38	39	0	1	2	6	13	15	17	26	30	37	2	0	62	331	207	110	174	180	116	5	2	1	0	
1	2	9	10	12	15	16	29	31	37	5	13	14	21	26	28	30	33	34	35	0	1	52	34	0	11098	0	438	155	7	2	1	0	
