Mode: 18 #Games: 1000 Notes: u1-3Trick-500
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
29	25	29	37	14	3	13	0	4	3	2	1	1	1	1	1	1	0	1	2	1	4	4	4	4	0	0	1	0	92
35	40	37	8	10	16	0	4	1	5	2	2	1	1	2	0	1	2	1	0	0	4	3	4	4	0	0	1	0	39
20	27	41	32	14	2	0	14	4	2	1	3	1	1	1	1	0	1	2	1	1	4	4	4	4	0	0	0	1	24
15	39	45	21	11	0	17	2	4	0	3	3	1	1	1	1	0	2	2	0	1	4	3	4	4	0	0	0	1	81
45	21	40	14	10	0	15	5	3	2	3	2	1	1	2	0	3	0	1	0	1	4	4	4	4	1	0	0	0	95
25	20	35	40	0	3	12	15	2	3	2	3	1	0	1	2	0	1	2	1	0	4	3	4	3	1	0	0	0	47
31	39	28	22	0	10	13	7	2	1	3	4	1	0	2	1	1	3	0	0	1	4	4	4	4	1	0	0	0	75
37	33	19	31	14	4	2	10	3	1	3	3	1	2	0	1	1	0	1	2	1	4	4	4	4	0	1	0	0	65
17	39	35	29	2	3	15	10	3	3	3	1	1	2	1	0	0	1	1	2	1	4	4	4	4	0	1	0	0	53
25	37	39	19	4	3	23	0	4	2	3	1	1	1	1	1	1	1	2	0	1	4	4	4	4	0	0	1	0	78
30	38	30	22	2	0	21	7	3	0	3	4	1	1	1	1	1	2	1	0	1	4	3	4	4	0	1	0	0	53
35	50	16	19	21	4	3	2	4	1	4	1	1	3	0	0	2	1	0	1	1	4	4	4	4	0	0	1	0	43
17	23	35	45	15	0	15	0	4	1	3	2	0	1	2	1	1	0	0	3	1	3	4	4	4	1	0	0	0	67
55	41	4	20	14	10	2	4	2	1	3	4	2	1	0	1	2	2	0	0	1	4	4	4	4	0	0	0	1	53
44	26	29	21	25	2	3	0	4	3	3	0	2	1	1	0	1	1	1	1	1	3	4	4	3	0	1	0	0	75
21	31	34	34	2	3	25	0	2	2	4	2	0	2	1	1	1	0	1	2	1	4	4	4	4	0	0	1	0	53
44	35	29	12	11	4	15	0	2	2	4	2	2	2	0	0	1	0	2	1	1	4	4	3	4	0	0	0	1	71
30	30	21	39	3	2	11	14	2	2	3	3	1	1	1	1	0	1	1	2	1	3	4	4	4	0	0	1	0	14
21	29	16	54	4	2	3	21	4	2	2	2	1	1	1	1	0	1	0	3	0	4	4	4	4	0	0	0	1	54
24	26	15	55	3	0	2	25	3	0	2	5	1	0	1	2	0	2	0	2	0	4	3	3	4	0	0	0	1	5
38	25	40	17	2	7	21	0	1	4	4	1	0	1	2	1	3	0	1	0	1	4	3	3	4	1	0	0	0	60
16	33	46	25	4	0	14	12	2	0	2	6	0	1	3	0	0	1	1	2	1	4	3	4	3	1	0	0	0	32
19	17	30	54	13	3	0	14	3	4	1	2	1	0	2	1	0	1	0	3	1	3	4	4	4	1	0	0	0	81
43	30	18	29	6	10	14	0	3	2	4	1	1	1	1	1	2	1	0	1	1	4	4	4	4	0	1	0	0	72
42	28	23	27	14	2	14	0	2	3	3	2	1	1	1	1	2	1	0	1	1	4	4	4	4	0	1	0	0	66
28	26	48	18	3	2	25	0	4	2	3	1	1	0	2	1	1	2	1	0	1	4	4	4	4	1	0	0	0	77
16	39	36	29	2	15	0	13	4	3	1	2	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	49
32	30	41	17	13	0	17	0	3	2	4	1	0	0	3	1	2	2	0	0	1	3	4	4	3	0	1	0	0	89
33	23	19	45	9	11	0	10	4	1	2	3	0	1	1	2	2	0	0	2	0	4	4	4	3	0	1	0	0	40
