66	37
97	49
123	108
123	103
133	85
120	92
106	77
121	91
141	82
106	92
141	99
143	91
121	59
109	68
107	77
113	68
167	117
97	53
70	26
119	88
120	80
121	103
108	76
98	93
106	77
116	84
115	93
111	56
109	51
112	77
110	78
118	73
110	77
100	77
115	57
112	82
128	96
107	83
94	91
119	92
101	67
110	79
124	79
90	47
98	42
106	67
77	23
85	45
119	106
97	75
107	67
113	108
119	76
97	70
113	63
123	87
134	90
99	70
96	48
103	79
100	59
89	78
129	116
112	92
71	63
65	33
138	113
124	93
128	75
83	61
140	100
84	86
105	68
91	39
142	103
89	68
114	76
101	64
117	64
111	83
119	90
112	89
120	79
61	29
103	59
135	92
106	49
137	117
78	58
64	48
95	52
118	88
95	69
99	97
97	54
80	55
108	68
143	100
66	61
120	58
