94	59
136	92
113	81
104	80
86	33
81	58
109	82
87	43
130	102
109	52
61	27
97	74
130	108
106	71
132	103
106	80
126	101
116	87
93	88
106	71
91	71
120	75
109	70
101	61
132	97
95	79
105	102
134	88
145	90
104	42
93	62
120	90
103	89
134	120
115	47
115	94
114	52
95	96
144	120
75	42
114	54
127	89
127	94
105	93
89	49
90	44
74	48
81	59
133	83
82	47
114	78
132	110
107	70
70	58
109	76
101	46
129	86
87	69
122	104
129	110
71	35
74	32
127	78
88	34
82	67
120	94
80	35
76	22
93	43
95	71
113	114
119	95
119	94
121	75
92	48
124	79
125	89
117	58
138	92
135	104
112	110
96	33
131	107
94	74
145	85
69	48
100	83
150	106
164	120
85	52
100	27
92	96
89	44
98	83
134	92
117	75
80	46
102	90
113	74
111	69
