Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
6	9	10	14	18	22	24	26	28	38	0	3	7	8	13	15	16	23	27	32	1	0	67	355	0	10174	438	0	0	314	1	0	0	
0	2	5	10	21	24	29	32	34	35	12	13	23	26	27	30	31	33	37	38	1	1	4	284	201	8	0	0	0	0	0	0	0	
1	4	11	17	19	25	30	32	33	37	0	5	9	18	21	22	26	28	31	39	1	2	93	54	55	0	2112	134	2	0	0	0	0	
13	14	15	22	23	25	31	33	36	38	0	2	5	7	10	11	17	30	32	39	1	3	23	52	2833	66	205	1586	8	2	3	0	0	
10	11	15	16	19	24	27	33	37	38	0	2	8	12	13	18	21	30	31	35	1	0	65	218	247	4310	69	0	38	0	0	0	0	
4	5	7	9	19	22	25	28	30	35	0	6	14	15	17	20	24	29	37	38	1	1	56	36	0	98	163	0	6	1	0	0	0	
3	6	8	10	18	26	30	33	38	39	11	12	13	15	17	19	23	25	32	37	2	2	37	48	4290	78	384	169	0	0	0	0	0	
1	2	3	11	15	20	21	32	35	37	0	4	5	8	12	14	16	19	24	33	2	3	39	14	65	23	0	0	0	0	0	2	0	
0	6	9	12	17	18	22	29	33	34	1	3	4	11	15	21	24	25	28	31	2	0	78	131	72	0	0	0	3	0	0	0	0	
9	17	19	20	22	33	34	35	36	39	1	3	4	5	13	16	24	31	32	38	2	1	32	196	0	39080	73164	2	2	0	0	0	0	
0	1	8	14	19	22	24	31	34	39	2	4	7	11	15	16	21	27	30	38	2	2	69	49	3	6	0	58	10	0	0	0	0	
6	7	9	12	15	22	25	28	32	35	11	14	17	18	19	23	24	27	38	39	1	3	94	49	890	29	0	69	0	1	0	0	0	
6	8	9	12	13	18	19	20	26	33	0	1	3	4	5	10	23	28	31	39	3	0	87	343	2586	0	0	135	8	1	0	0	0	
3	6	11	12	13	22	24	27	31	39	0	1	2	7	9	15	16	19	37	38	3	1	41	53	0	14807	104	204	0	0	0	0	0	
1	2	3	4	5	13	18	27	30	33	11	12	15	20	24	25	26	28	32	36	0	2	33	65	0	494	10	162	1	0	0	0	0	
1	6	12	13	16	18	20	25	29	39	0	2	8	9	19	26	28	30	31	37	2	3	69	0	2922	0	188	77	4	0	0	0	0	
4	7	12	14	20	23	28	31	33	37	6	11	15	16	17	19	27	30	35	38	2	0	21	170	562	48	0	60	3	0	0	0	0	
