Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
3	8	12	18	19	20	25	27	28	35	0	6	11	13	22	24	31	32	36	37	0	0	43	343	0	61	2038	0	326	0	1	0	0	
7	10	15	19	23	24	30	34	36	37	1	5	6	13	22	26	29	33	38	39	1	1	78	0	11957	1000	0	363	5	0	0	0	0	
0	3	4	5	13	20	23	30	31	33	2	12	14	19	21	25	27	29	36	39	1	2	41	41	3	0	154	51	0	0	0	0	0	
0	1	7	10	19	24	28	31	37	38	4	12	15	17	21	22	23	25	30	35	2	3	71	23	70	257	54	274	0	4	0	0	0	
0	6	19	20	26	30	33	35	36	37	1	3	10	11	14	24	25	31	32	38	1	0	22	1308	43	0	0	177	73	0	0	3	0	
1	3	7	9	19	21	26	34	35	39	0	10	12	14	18	20	25	30	36	37	3	1	66	44	0	285	78	92	0	1	0	0	0	
9	14	15	16	17	20	21	29	33	38	1	4	7	10	22	27	31	34	35	39	1	2	93	0	29951	0	244	1099	22	3	0	4	0	
10	17	18	20	22	27	30	32	33	36	1	6	13	23	24	25	26	28	31	37	3	3	68	97	155	129	982	300	0	1	0	0	0	
0	2	4	5	6	14	15	17	19	39	11	16	25	27	28	29	30	32	35	36	0	0	82	285	641	948	905	1959	175	17	0	0	0	
2	4	15	23	25	28	29	33	35	36	6	7	10	12	13	14	16	18	21	30	0	1	45	63	6	0	97	40	0	0	0	0	0	
5	7	11	12	25	26	27	31	37	38	1	2	4	10	17	19	23	28	29	36	2	2	71	47	146	0	0	0	0	0	0	0	0	
4	9	11	12	19	21	25	27	37	39	0	2	14	15	17	18	24	35	36	38	0	3	46	3	0	482	145	328	0	0	0	0	0	
9	10	13	17	25	26	31	32	33	39	0	2	4	5	7	12	15	16	22	24	3	0	44	124	0	3829	0	2	0	0	0	0	0	
3	6	7	9	11	17	22	24	33	36	0	1	12	18	21	25	26	28	37	39	1	1	56	43	52	0	917	0	5	0	0	0	0	
0	4	11	14	20	21	24	28	30	36	2	5	6	7	10	15	19	29	34	38	3	2	58	46	0	18	84	61	0	0	0	0	0	
3	15	17	19	22	25	27	31	32	36	0	1	4	9	10	11	14	20	26	30	2	3	38	56	78	0	45	0	0	0	0	0	0	
0	8	9	15	17	19	20	29	33	38	7	10	13	18	23	24	26	27	31	35	0	0	86	27	19	0	14	19	0	0	0	0	0	
