Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	5	8	12	18	20	21	24	27	36	1	6	9	11	14	19	23	25	30	34	2	0	68	526	803	0	21	0	26	2	0	0	0	
0	9	12	18	19	27	28	31	34	37	1	4	5	13	16	21	22	29	30	32	3	1	71	38	3	0	129	73	0	0	0	0	0	
2	11	14	17	19	21	27	34	37	38	7	13	15	16	22	25	32	33	36	39	3	2	30	307	25752	0	195	301	6	0	0	0	0	
1	4	5	7	9	11	13	19	30	33	2	3	6	8	17	18	22	27	34	39	2	3	43	269	1393	0	460	308	1	0	0	0	0	
7	10	12	13	19	24	26	28	31	35	0	1	5	9	14	15	17	25	29	32	3	0	45	237	14832	42	26	0	4	1	0	0	0	
4	6	11	12	13	14	30	33	35	36	8	21	22	25	26	31	34	37	38	39	2	1	10	570	191	0	8733	696	20	2	5	0	0	
1	2	3	7	13	21	23	25	28	37	0	4	9	10	15	18	19	24	38	39	1	2	79	25	17	14	23	53	0	0	0	0	0	
0	6	9	13	16	17	27	29	32	36	1	5	8	14	15	21	31	33	34	37	3	3	31	14	0	255	0	395	4	0	0	0	0	
7	9	11	13	16	17	20	26	31	36	2	3	4	8	12	18	21	22	32	35	2	0	10	182	0	232	30	0	59	0	0	1	0	
1	4	5	9	14	19	28	36	37	39	3	6	10	12	22	25	26	30	33	38	2	1	77	0	7077	1729	0	3	1	0	0	0	0	
2	4	15	16	21	23	25	34	35	37	0	3	6	9	10	13	17	18	20	24	1	2	66	43	0	5815	0	593	6	0	0	0	0	
1	4	16	18	20	26	32	33	37	38	2	6	9	10	11	21	29	31	34	36	3	3	97	44	0	2138	45	154	1	1	0	0	0	
6	8	9	13	16	17	21	22	33	34	1	2	3	7	11	19	25	26	32	37	3	0	50	160	30	62	895	0	0	0	0	0	0	
1	9	12	17	23	25	30	32	34	39	2	4	7	10	11	18	27	31	35	36	0	1	60	10	16	0	7605	0	157	2	0	0	0	
2	9	14	19	26	27	30	31	34	35	13	15	17	20	21	23	29	32	36	38	0	2	43	16	55	0	2680	249	8	0	0	0	0	
3	4	6	7	10	15	26	31	33	38	2	18	21	23	25	27	30	32	35	37	1	3	15	108	185	138	0	126	17	0	0	0	0	
3	6	8	18	21	22	24	31	32	33	7	9	14	17	19	25	27	28	30	34	0	0	58	189	1005	7	0	0	0	0	0	0	0	
1	7	11	12	14	16	25	26	34	38	0	4	5	13	17	22	27	29	35	39	0	1	60	11	0	914	0	401	1	0	0	0	0	
1	6	7	10	14	15	18	28	34	36	8	11	12	20	24	27	30	33	37	38	1	2	83	0	21437	93	62	170	0	7	0	0	0	
