Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	2	5	6	22	23	28	33	34	37	4	7	8	14	18	19	20	25	29	32	2	0	83	413	2591	619	0	38	2	0	0	0	0	
4	11	12	17	20	24	25	29	37	38	2	9	14	15	18	21	30	31	34	39	1	1	80	114	19	33	0	2	0	0	0	0	0	
11	18	22	26	27	30	31	33	36	37	0	3	5	6	14	16	17	20	35	38	3	2	95	763	54	0	51364	0	9	6	2	0	0	
0	1	2	13	17	22	29	30	33	38	11	16	18	19	20	21	23	24	26	28	1	3	64	0	0	171	0	3	10	0	0	0	0	
2	6	9	12	15	21	29	32	33	35	3	4	7	10	18	22	23	25	26	37	1	0	31	40	127	0	55	0	1	0	0	0	0	
5	6	10	16	17	24	25	29	32	38	3	11	13	21	22	23	30	31	33	37	2	1	58	98	0	194	1856	30	0	0	0	0	0	
6	7	12	15	16	20	21	23	38	39	3	5	11	17	19	24	26	27	32	37	1	2	62	7	62	23	17	0	11	0	0	0	0	
3	9	15	17	19	21	24	25	28	31	1	5	13	14	16	18	29	32	37	39	0	3	89	21	124	0	2068	1	0	0	0	0	0	
0	4	13	15	18	21	30	32	35	38	1	2	7	11	16	20	24	25	29	34	3	0	21	410	0	30	61	981	5	3	0	0	0	
3	5	7	8	19	29	30	32	34	36	4	6	9	17	20	21	23	24	27	33	2	1	106	0	14988	3441	1946	22	0	1	0	1	0	
2	3	6	10	12	22	27	29	30	31	11	13	14	17	18	25	32	36	37	39	0	2	15	36	0	67	82	441	9	1	0	0	0	
1	6	11	12	15	16	18	21	32	33	4	8	10	14	19	25	29	34	36	37	0	3	67	81	37	0	476	189	27	0	0	0	0	
3	6	9	12	14	18	22	27	30	34	1	2	8	17	19	21	26	28	32	33	1	0	60	169	56	0	29	0	2	0	0	0	0	
1	9	14	18	21	24	25	28	32	37	4	7	12	13	17	27	33	35	36	38	0	1	44	27	0	23454	0	3	16	1	0	0	0	
0	5	6	16	26	28	29	31	35	39	2	4	7	8	13	18	20	21	22	32	0	2	83	34	256	0	0	288	21	0	0	0	0	
5	8	9	14	15	21	23	26	29	31	7	12	16	17	18	24	27	28	35	38	0	3	77	67	0	335	1673	21	6	0	0	0	0	
4	9	10	11	28	29	30	32	36	39	0	3	6	12	18	23	25	26	33	38	1	0	77	55	0	0	0	2	0	2	0	0	0	
0	2	6	18	21	25	32	36	38	39	1	3	4	12	13	16	17	26	29	34	3	1	90	0	11938	71	73	0	0	1	0	0	0	
0	3	8	9	11	14	15	17	18	19	4	7	16	20	21	22	24	33	37	39	0	2	54	237	119094	37	3976	2	34	2	0	0	0	
0	2	6	8	18	25	26	29	36	37	4	11	13	15	17	19	23	24	31	39	2	3	75	53	1644	67	0	3	1	3	0	0	0	
1	2	5	14	18	20	25	28	30	34	0	6	7	9	10	12	21	26	33	38	1	0	37	133	18	0	10776	0	5	0	0	0	0	
11	15	17	18	25	28	29	30	33	35	0	1	2	3	9	12	13	23	31	32	1	1	59	75	47	58	0	3	8	1	0	0	0	
1	2	9	12	24	28	30	32	34	37	10	14	15	17	18	23	27	29	36	38	0	2	52	42	0	198	7564	0	0	2	0	0	0	
4	6	12	15	19	24	25	28	29	38	1	2	9	13	14	18	20	31	34	36	0	3	55	0	6881	1837	1685	58	0	0	0	0	0	
0	7	12	16	18	23	24	29	30	35	8	10	11	19	20	22	26	33	34	36	2	0	71	222	52	41	78	0	0	1	0	0	0	
4	5	8	10	11	13	18	32	34	39	0	7	19	22	24	26	28	30	35	38	2	1	63	325	155	159	74	68	3	0	0	0	0	
2	7	8	11	18	23	29	32	35	38	4	5	6	14	15	16	19	26	27	34	3	2	66	55	50	0	12155	1	0	0	0	0	0	
2	4	7	12	21	22	23	26	31	35	5	8	9	11	24	25	32	33	37	39	3	3	87	0	161	360	0	248	0	0	0	0	0	
0	2	3	10	15	27	28	32	33	36	7	14	18	20	21	23	25	29	30	34	3	0	63	109	47	0	14475	0	2	0	0	0	0	
5	6	10	23	26	28	36	37	38	39	7	8	9	12	13	21	22	25	29	31	0	1	72	66	3294	330	30	151	1	0	0	0	0	
0	2	7	10	11	15	21	27	33	35	6	16	17	19	23	25	34	36	37	39	2	2	14	6	0	86	57	0	1	0	0	0	0	
3	5	15	16	17	19	29	34	38	39	2	4	7	8	9	13	14	21	27	33	1	3	108	0	13251	73	626	0	1	0	0	0	0	
6	15	16	18	20	21	26	27	32	39	2	5	8	10	11	19	24	25	29	33	3	0	88	367	496	0	63	0	30	3	0	0	0	
0	3	5	11	14	16	22	24	29	35	2	6	7	8	9	10	21	30	36	38	1	1	79	0	1710	197	194	1013	0	1	0	0	0	
1	8	10	12	18	31	33	37	38	39	11	15	17	19	24	26	27	29	30	32	1	2	107	134	400	616	247	245	0	0	0	0	0	
4	5	11	14	16	20	24	26	31	34	1	2	7	17	19	21	27	30	38	39	1	3	54	14	4	205	0	35	0	0	0	0	0	
0	5	7	14	20	23	27	28	31	34	4	9	11	12	16	17	25	33	38	39	2	0	77	316	184	124	0	14	0	1	0	0	0	
1	5	7	8	13	14	27	28	34	38	4	6	11	12	17	23	26	29	32	33	0	1	82	26	17	24	0	2	0	1	0	0	0	
0	4	13	15	20	21	22	30	31	32	5	8	9	14	18	26	27	28	29	35	0	2	97	10	0	0	49	0	0	0	0	0	0	
4	6	11	12	16	20	29	33	37	39	0	9	14	15	17	19	22	27	28	32	1	3	120	53	0	2998	4236	0	0	0	0	0	0	
