Mode: 18 #Games: 1000 Notes: u1-2Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
19	41	40	20	4	12	11	3	4	2	2	2	0	1	2	1	1	2	1	0	1	4	4	4	4	0	0	1	0	56
29	22	31	38	0	5	14	11	2	3	3	2	1	0	0	3	1	1	2	0	0	4	4	4	4	1	0	0	0	83
47	21	3	49	15	2	0	13	4	1	3	2	1	1	0	2	2	0	0	2	1	4	4	4	4	1	0	0	0	57
28	5	51	36	11	0	9	10	2	1	4	3	1	0	2	1	1	0	1	2	1	4	4	3	4	0	0	1	0	89
42	38	19	21	25	2	3	0	4	2	2	2	1	2	0	1	2	0	1	1	1	4	4	4	3	0	0	0	1	75
31	30	31	28	2	0	21	7	2	1	3	4	1	1	1	1	1	1	1	1	1	4	4	4	4	0	1	0	0	77
22	25	36	37	0	11	9	10	1	4	3	2	1	1	0	2	0	1	2	1	0	4	4	4	4	0	1	0	0	34
53	10	18	39	4	0	5	21	1	3	3	3	3	0	0	1	1	0	1	2	0	4	4	4	4	0	0	0	1	60
36	35	35	14	12	15	3	0	3	2	3	2	2	2	0	0	1	0	3	0	0	4	4	4	4	0	0	1	0	59
47	36	22	15	23	0	7	0	3	1	3	3	3	1	0	0	1	2	1	0	1	4	4	4	4	0	0	1	0	77
25	12	28	55	7	2	10	11	3	3	2	2	0	0	1	3	1	0	1	2	0	4	4	4	4	1	0	0	0	49
24	37	41	18	14	12	4	0	2	2	3	3	1	0	3	0	0	3	0	1	1	4	4	4	4	0	0	0	1	46
17	32	43	28	13	0	4	13	5	0	1	4	1	1	1	1	0	1	2	1	1	4	3	4	4	0	0	0	1	82
32	27	32	29	11	7	10	2	3	3	2	2	2	0	1	1	1	2	1	0	1	4	4	4	4	0	1	0	0	85
37	34	19	30	10	3	4	13	2	3	2	3	1	1	0	2	2	1	1	0	0	4	4	4	4	0	0	1	0	60
19	46	17	38	11	12	3	4	3	2	3	2	1	1	1	1	0	2	0	2	1	4	4	4	4	1	0	0	0	72
29	31	25	35	3	4	0	23	4	2	1	3	2	1	0	1	0	1	1	2	0	4	3	4	4	0	1	0	0	42
29	9	23	59	2	4	11	13	2	2	4	2	1	0	1	2	1	0	0	3	1	4	4	4	4	0	0	0	1	68
10	32	32	46	4	24	2	0	3	4	2	1	0	1	2	1	0	1	0	3	0	4	3	4	4	1	0	0	0	44
34	20	38	28	4	0	14	12	2	0	3	5	2	1	1	0	0	0	2	2	1	4	3	4	4	1	0	0	0	101
46	20	33	21	14	6	10	0	2	3	2	3	3	0	0	1	0	1	3	0	1	4	4	4	4	0	1	0	0	81
43	17	37	23	16	0	11	3	5	0	3	2	1	1	1	1	2	0	2	0	1	3	3	4	4	0	0	1	0	56
43	10	25	42	14	6	10	0	4	4	1	1	2	0	0	2	1	0	2	1	1	4	4	4	3	0	1	0	0	56
24	29	33	34	6	0	13	11	3	1	3	3	0	1	1	2	1	1	1	1	0	3	4	4	4	1	0	0	0	84
14	37	36	33	0	13	0	17	2	3	0	5	0	2	2	0	0	1	1	2	0	4	4	3	4	0	0	1	0	27
31	28	38	23	13	2	0	15	3	1	3	3	0	1	2	1	2	1	1	0	0	4	4	4	4	0	0	0	1	85
29	33	51	7	11	6	13	0	4	2	2	2	2	1	1	0	0	1	3	0	1	3	4	4	4	0	0	1	0	98
27	43	18	32	0	11	9	10	1	4	3	2	1	3	0	0	1	1	0	2	0	4	4	4	3	0	0	0	1	8
31	20	33	36	11	16	3	0	2	4	2	2	1	0	1	2	1	1	1	1	1	4	4	4	4	0	1	0	0	27
26	35	19	40	11	4	2	13	2	3	2	3	1	1	0	2	0	2	1	1	1	4	3	4	4	0	0	0	1	27
26	21	52	21	3	0	13	14	3	2	2	3	1	1	2	0	0	1	2	1	1	4	4	4	4	1	0	0	0	100
35	17	42	26	14	3	13	0	3	4	3	0	1	0	2	1	2	1	1	0	1	4	4	4	3	1	0	0	0	83
21	32	38	29	0	4	0	26	1	1	2	6	0	1	2	1	1	1	1	1	0	4	4	4	4	0	0	1	0	42
49	12	23	36	0	2	3	25	2	2	2	4	2	0	0	2	2	0	1	1	0	4	4	4	4	1	0	0	0	48
17	50	24	29	10	4	5	11	2	2	3	3	0	2	0	2	1	2	1	0	0	4	3	4	4	0	1	0	0	49
14	51	32	23	0	13	13	4	2	3	3	2	1	1	1	1	0	3	1	0	0	4	4	4	4	0	0	0	1	61
46	7	41	26	11	7	10	2	2	4	2	2	1	0	2	1	3	0	1	0	1	4	4	4	4	0	1	0	0	88
25	34	32	29	13	0	2	15	3	0	3	4	0	1	2	1	2	2	0	0	0	4	3	3	4	0	1	0	0	98
12	44	41	23	0	0	14	16	4	1	2	3	0	2	1	1	0	2	2	0	0	4	4	4	4	0	0	1	0	65
48	13	28	31	14	0	12	4	2	2	3	3	3	0	0	1	1	0	2	1	1	4	4	4	4	0	0	1	0	75
