Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	5	6	7	12	21	26	29	31	38	2	8	9	11	13	16	20	24	28	30	1	0	65	100	0	616	25	7	0	1	0	0	0	
1	6	12	13	17	18	23	25	28	32	4	8	9	14	15	16	20	21	24	30	1	1	84	23	28	13	3	0	7	0	0	0	0	
3	17	18	20	23	24	28	31	33	34	1	2	5	12	13	14	25	29	32	38	1	2	82	11	80	10	0	9	0	1	0	0	0	
2	6	7	16	22	27	28	33	35	38	1	3	5	9	13	21	29	30	31	34	2	3	56	9	292	5	1	0	10	0	1	0	0	
0	1	5	7	9	12	17	19	28	33	4	8	11	14	15	18	24	29	35	36	2	0	70	134	2	0	15	2	10	0	0	0	0	
5	6	7	9	11	13	18	23	27	33	2	4	8	16	20	22	24	25	28	34	3	1	32	3	23	0	0	3	0	11	5	0	0	
5	8	11	15	20	21	28	32	35	39	4	7	14	16	17	19	22	31	36	37	2	2	102	30	0	1256	17	3	13	0	2	0	0	
0	2	3	6	13	19	21	26	28	34	1	11	12	16	27	30	31	35	36	39	2	3	70	0	697	18	3	6	1	0	0	0	0	
3	6	10	15	17	28	30	31	32	36	5	8	9	14	18	23	27	33	34	35	3	0	56	7	0	4	1	0	0	1	0	0	0	
2	4	6	9	13	23	25	28	29	33	3	5	8	18	20	21	26	30	35	38	1	1	27	1	29	0	26	0	7	0	0	0	0	
10	11	14	16	20	22	32	34	35	37	3	7	9	15	18	23	24	28	29	36	3	2	58	11	13	22	46	96	19	1	0	0	0	
0	7	11	17	21	22	29	31	38	39	2	3	4	6	12	13	20	27	28	35	0	3	60	7	6	4	0	0	0	0	0	0	0	
9	11	19	24	29	30	32	34	37	38	0	3	5	8	13	15	16	20	35	36	0	0	66	82	1325	18	25	0	134	1	0	0	0	
5	9	10	12	18	20	22	23	30	39	1	4	7	8	13	21	29	35	36	38	2	1	72	3	0	0	0	6	1	0	0	0	0	
4	8	13	15	18	19	20	28	30	31	2	3	6	21	26	27	29	32	34	36	0	2	95	8	0	707	0	25	0	4	0	0	0	
