Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	2	7	13	14	15	16	22	25	39	0	3	4	8	27	29	31	35	36	37	0	0	78	76	607	0	24	0	8	1	0	0	0	
3	10	12	13	21	23	28	30	32	37	1	2	4	15	17	20	24	33	35	36	3	1	28	10	13	138	0	0	0	0	0	0	0	
1	2	3	4	15	26	31	34	35	39	5	6	7	13	17	23	25	27	28	30	3	2	56	0	213	0	1527	37	7	2	0	0	0	
12	13	14	17	19	25	29	37	38	39	0	2	4	8	15	21	22	24	28	32	3	3	75	2	41	14	27	0	0	2	0	0	0	
0	3	4	8	16	22	24	25	27	33	1	7	9	10	11	14	17	21	30	32	0	0	79	111	0	36	644	0	44	3	0	0	0	
2	9	11	15	21	26	30	31	36	39	0	1	14	16	19	22	24	25	28	37	0	1	46	5	0	36	0	0	0	1	0	0	0	
2	19	21	22	26	30	33	34	35	38	1	4	6	9	11	16	25	31	36	37	2	2	48	33	13	0	38	5	3	3	0	0	0	
2	4	5	8	10	17	22	25	27	39	1	6	11	12	18	20	30	31	32	34	0	3	90	9	13	0	417	0	43	0	0	0	0	
0	2	6	11	16	20	26	37	38	39	3	4	14	22	25	31	33	34	35	36	2	0	5	11	7	0	1	0	7	1	0	5	0	
1	2	3	6	9	16	19	24	26	34	5	7	12	21	23	25	32	33	35	39	1	1	34	5	0	3273	7	7	21	0	0	0	0	
0	10	11	13	18	20	27	31	34	37	2	4	5	9	14	19	23	25	30	33	1	2	59	24	0	1	42	0	0	0	0	0	0	
1	3	4	8	14	15	18	25	31	35	0	2	5	10	11	23	24	29	34	36	1	3	43	2	0	5	10	2	1	0	0	0	0	
3	5	14	18	21	24	30	32	34	36	0	2	11	12	17	19	23	33	35	37	3	0	65	34	0	20	0	0	2	2	0	0	0	
0	3	7	8	11	14	31	33	37	39	4	5	18	21	22	23	25	28	30	32	3	1	27	33	23	82	48	10	6	0	0	0	0	
2	5	13	16	18	25	29	30	32	35	0	4	6	7	9	10	17	26	28	37	0	2	78	3	133	6	1	5	0	3	0	0	0	
0	2	3	14	15	22	25	30	31	35	4	10	13	17	24	27	28	29	34	36	0	3	40	3	15	0	0	0	2	0	0	0	0	
