Mode: 18 #Games: 1000 Notes: u1-3Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
47	23	15	35	25	3	0	2	4	3	2	1	2	0	1	1	1	1	0	2	1	4	4	4	4	0	0	1	0	93
27	17	41	35	0	13	11	6	0	5	2	3	1	0	2	1	1	1	1	1	1	3	4	4	4	0	0	1	0	40
47	24	23	26	25	2	3	0	4	2	1	3	2	2	0	0	1	0	1	2	1	4	4	4	4	0	0	0	1	58
16	25	19	60	13	4	2	11	2	1	4	3	0	1	0	3	1	0	1	2	0	4	4	4	4	1	0	0	0	27
14	25	43	38	4	3	12	11	3	2	4	1	0	1	1	2	0	0	3	1	0	4	4	4	4	0	1	0	0	53
47	36	31	6	2	21	4	3	2	4	2	2	3	1	0	0	0	2	2	0	0	4	3	4	4	1	0	0	0	20
30	25	37	28	0	13	13	4	2	3	2	3	1	1	1	1	1	1	2	0	0	4	3	4	4	0	1	0	0	40
12	41	36	31	3	0	13	14	2	1	3	4	0	2	2	0	0	1	1	2	1	4	4	4	3	0	0	0	1	34
29	40	18	33	11	7	12	0	1	5	3	1	1	1	0	2	1	2	1	0	1	4	4	4	4	0	0	1	0	48
25	16	51	28	10	2	18	0	3	4	3	0	0	1	3	0	2	0	0	2	1	4	3	4	3	0	0	1	0	55
44	42	18	16	2	14	11	3	2	2	3	3	2	1	1	0	1	2	0	1	1	4	4	4	4	1	0	0	0	47
5	44	30	41	3	21	6	0	2	2	4	2	0	1	2	1	0	2	0	2	0	4	4	4	4	0	0	0	1	57
29	29	31	31	13	13	4	0	3	2	1	4	0	1	2	1	2	1	0	1	0	3	3	4	4	0	0	0	1	54
16	47	28	29	0	10	13	7	0	2	2	6	0	0	2	2	0	4	0	0	1	3	4	4	4	0	1	0	0	25
44	26	16	34	13	14	3	0	2	3	2	3	2	0	0	2	1	2	1	0	1	3	4	4	4	1	0	0	0	74
28	16	50	26	0	4	14	12	3	1	3	3	2	0	1	1	0	0	3	1	1	4	4	4	4	0	0	1	0	85
27	27	52	14	4	13	3	10	1	2	3	4	0	1	3	0	2	0	1	1	0	4	4	4	4	1	0	0	0	75
21	32	42	25	0	14	12	4	1	5	2	2	0	2	1	1	1	0	2	1	0	4	3	4	4	0	1	0	0	38
23	36	44	17	0	14	11	5	2	3	1	4	1	2	1	0	1	1	2	0	1	4	4	4	4	0	0	0	1	44
26	36	38	20	0	16	3	11	1	4	3	2	2	1	0	1	0	1	3	0	0	4	4	4	3	1	0	0	0	63
38	26	7	49	10	4	2	14	2	3	2	3	0	0	0	4	3	1	0	0	0	4	4	4	4	0	0	1	0	37
32	32	21	35	13	14	3	0	3	3	3	1	2	0	1	1	0	2	0	2	1	3	4	4	4	0	1	0	0	80
16	28	29	47	7	11	0	12	4	2	2	2	0	2	1	1	0	0	1	3	0	4	4	4	4	0	0	0	1	28
18	37	37	28	2	13	15	0	4	2	3	1	0	0	2	2	1	3	0	0	1	4	4	4	4	1	0	0	0	77
63	20	30	7	27	3	0	0	5	2	0	3	3	0	1	0	2	1	1	0	1	4	4	3	4	0	1	0	0	120
32	19	35	34	17	0	10	3	4	2	1	3	2	1	0	1	0	0	2	2	1	4	4	4	4	0	1	0	0	63
17	32	35	36	0	19	11	0	1	5	3	1	1	0	2	1	0	2	1	1	1	4	4	3	4	0	0	1	0	55
37	45	22	16	15	12	3	0	4	2	1	3	3	1	0	0	0	2	1	1	1	4	4	3	4	0	0	1	0	69
26	13	41	40	12	0	14	4	3	1	3	3	0	0	1	3	2	0	2	0	1	4	4	4	4	1	0	0	0	66
21	36	33	30	13	3	4	10	2	2	3	3	1	1	1	1	0	2	1	1	1	4	4	4	4	0	1	0	0	55
19	25	22	54	0	0	6	24	1	2	4	3	1	0	1	2	0	2	0	2	0	4	4	4	3	0	0	0	1	51
39	18	27	36	18	2	0	10	5	3	1	1	2	1	1	0	1	0	1	2	1	3	4	4	4	0	0	0	1	81
21	38	37	24	0	20	10	0	1	6	2	1	0	2	1	1	1	0	2	1	0	4	3	4	4	0	0	1	0	27
18	38	30	34	2	7	11	10	2	3	3	2	1	1	2	0	0	2	0	2	1	4	4	4	4	0	0	0	1	30
6	22	55	37	6	0	24	0	4	2	3	1	0	0	3	1	0	2	1	1	1	4	4	3	4	1	0	0	0	120
25	31	31	33	0	3	11	16	0	2	3	5	1	1	2	0	1	1	0	2	1	3	4	4	4	1	0	0	0	51
36	44	23	17	0	2	18	10	1	1	4	4	1	2	1	0	1	2	0	1	1	4	4	4	4	0	0	1	0	45
