Mode: 18 #Games: 1000 Notes: u1-3Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
41	31	25	23	11	3	14	2	2	3	3	2	3	0	1	0	0	2	1	1	1	4	4	4	4	0	0	1	0	96
36	18	32	34	23	3	4	0	5	1	3	1	2	0	2	0	1	1	0	2	1	4	4	4	4	0	0	0	1	107
40	12	31	37	10	9	0	11	1	6	0	3	0	0	1	3	3	0	1	0	0	4	3	3	4	0	0	1	0	41
30	28	30	32	14	2	0	14	3	2	1	4	0	2	0	2	2	0	2	0	0	4	4	4	4	1	0	0	0	57
20	29	46	25	10	4	3	13	3	2	1	4	0	1	2	1	1	1	1	1	0	4	3	4	4	1	0	0	0	91
25	38	21	36	4	21	3	2	2	2	4	2	1	2	0	1	0	1	1	2	0	4	4	4	4	0	0	0	1	44
31	28	33	28	14	4	0	12	4	2	1	3	2	1	1	0	0	1	1	2	1	4	4	4	4	0	1	0	0	82
22	31	27	40	10	3	6	11	4	1	3	2	0	1	1	2	1	1	1	1	0	4	4	4	4	0	0	1	0	40
36	41	17	26	3	17	0	10	1	4	3	2	0	3	0	1	2	0	1	1	0	4	3	3	4	1	0	0	0	21
25	40	45	10	13	14	3	0	4	3	1	2	1	1	2	0	1	2	1	0	1	4	4	4	4	0	0	0	1	91
30	19	45	26	4	5	21	0	1	4	3	2	0	1	2	1	2	0	1	1	1	4	4	4	4	0	1	0	0	76
44	27	26	23	4	11	12	3	1	1	4	4	1	1	1	1	2	1	1	0	0	4	4	3	3	1	0	0	0	96
39	14	51	16	4	0	12	14	2	3	2	3	1	0	2	1	2	0	2	0	0	4	4	4	4	1	0	0	0	93
39	25	23	33	21	0	4	5	4	0	3	3	1	1	0	2	2	1	1	0	1	4	3	4	4	0	0	1	0	83
37	17	24	42	15	11	4	0	5	2	2	1	2	1	0	1	1	0	1	2	0	4	4	4	4	0	1	0	0	54
30	18	46	26	14	4	12	0	2	3	2	3	1	1	0	2	0	0	4	0	1	4	3	4	3	0	1	0	0	68
11	14	32	63	2	11	7	10	2	4	3	1	0	1	1	2	0	0	1	3	0	4	4	4	4	0	0	1	0	27
18	50	23	29	0	23	3	4	3	4	1	2	1	1	0	2	0	3	1	0	0	4	3	4	4	0	0	0	1	9
46	17	14	43	4	11	3	12	1	4	2	3	2	1	0	1	2	0	0	2	0	4	4	3	4	0	1	0	0	15
16	30	26	48	2	4	24	0	2	3	5	0	0	1	1	2	1	1	1	1	1	4	3	3	3	0	0	1	0	52
48	33	8	31	24	4	2	0	3	2	5	0	1	2	0	1	3	0	0	1	1	4	4	3	3	0	0	1	0	75
12	28	24	56	0	7	13	10	2	4	3	1	0	0	2	2	0	1	0	3	1	3	3	4	4	0	0	0	1	69
37	21	41	21	0	0	23	7	1	1	5	3	2	0	1	1	1	1	2	0	1	4	4	4	4	0	0	0	1	90
37	6	57	20	2	3	21	4	3	1	3	3	1	0	3	0	1	0	2	1	1	4	4	4	4	0	0	0	1	120
32	38	16	34	3	4	13	10	2	3	3	2	1	1	1	1	1	2	0	1	1	4	4	4	4	1	0	0	0	30
22	42	24	32	13	13	0	4	3	3	1	3	1	1	2	0	0	2	0	2	1	4	4	4	4	0	1	0	0	47
26	46	15	33	10	15	3	2	3	2	3	2	0	3	0	1	2	0	0	2	0	4	4	4	4	1	0	0	0	31
44	19	17	40	21	4	2	3	2	5	1	2	1	1	1	1	2	0	0	2	1	4	4	4	4	1	0	0	0	78
29	46	30	15	13	14	3	0	2	4	3	1	1	2	1	0	0	2	1	1	1	4	4	4	4	0	1	0	0	54
26	26	25	43	23	3	4	0	3	4	3	0	1	1	1	1	1	0	0	3	1	4	4	4	3	1	0	0	0	64
33	27	44	16	10	2	4	14	3	2	2	3	1	1	1	1	2	0	2	0	0	4	4	4	4	0	1	0	0	62
27	10	57	26	0	3	15	12	3	3	2	2	1	0	2	1	1	0	2	1	1	4	4	4	4	0	0	1	0	83
27	32	18	43	5	0	0	25	4	2	1	3	0	2	0	2	2	0	1	1	0	4	4	4	3	0	1	0	0	41
35	26	20	39	13	6	0	11	4	3	1	2	0	1	1	2	3	0	0	1	0	3	3	4	4	0	0	1	0	77
10	47	31	32	3	11	2	14	4	2	2	2	0	3	1	0	0	1	1	2	0	4	3	4	3	0	0	1	0	38
17	29	34	40	7	13	10	0	2	3	3	2	0	2	1	1	1	0	1	2	0	4	3	3	4	0	0	1	0	67
39	34	17	30	11	5	14	0	3	2	4	1	2	1	0	1	1	1	1	1	1	4	3	4	4	0	0	0	1	68
35	37	25	23	2	13	15	0	1	4	3	2	2	0	1	1	0	2	1	1	1	4	3	4	4	0	0	0	1	57
31	23	20	46	11	13	2	4	2	4	2	2	1	0	1	2	1	1	0	2	1	4	3	4	4	0	0	0	1	37
21	30	34	35	4	12	3	11	2	4	2	2	1	1	1	1	0	1	1	2	0	4	4	4	4	0	0	0	1	57
25	25	49	21	4	13	11	2	2	2	2	4	1	0	2	1	1	1	2	0	1	4	4	4	4	1	0	0	0	68
65	18	8	29	11	0	5	14	1	3	3	3	3	1	0	0	3	0	0	1	1	4	4	4	4	1	0	0	0	54
26	39	21	34	0	3	14	13	1	2	5	2	1	1	0	2	1	2	1	0	0	4	4	3	4	1	0	0	0	69
44	23	27	26	11	6	3	10	1	3	4	2	2	1	1	0	1	0	1	2	1	4	4	4	4	0	1	0	0	57
33	23	35	29	13	0	14	3	4	2	2	2	1	1	1	1	2	0	1	1	1	4	4	4	4	1	0	0	0	74
32	28	35	25	3	10	15	2	3	1	3	3	1	0	2	1	1	2	0	1	1	4	4	4	4	0	1	0	0	84
28	26	27	39	11	2	14	3	2	2	4	2	1	1	0	2	1	1	2	0	1	4	4	4	4	0	0	1	0	83
32	37	15	36	0	2	3	25	0	4	3	3	2	1	0	1	0	2	1	1	0	3	4	4	4	0	1	0	0	61
38	23	30	29	14	14	0	2	4	3	1	2	2	0	1	1	1	1	1	1	1	4	4	4	4	0	1	0	0	88
14	24	47	35	0	4	23	3	1	3	3	3	0	1	2	1	1	0	2	1	1	4	4	4	4	0	0	1	0	71
14	27	35	44	5	11	10	4	4	3	2	1	0	2	0	2	0	0	3	1	0	4	4	4	4	0	0	1	0	45
24	46	19	31	3	21	0	6	1	3	1	5	0	1	1	2	1	3	0	0	0	4	4	4	4	0	0	0	1	0
9	27	41	43	4	11	13	2	3	2	3	2	0	1	2	1	0	1	1	2	0	4	4	3	4	0	0	0	1	70
10	30	43	37	4	26	0	0	1	5	2	2	0	1	2	1	0	1	1	2	0	4	4	4	4	0	0	0	1	41
44	25	19	32	0	5	11	14	1	4	3	2	2	0	1	1	1	2	0	1	1	4	3	4	4	1	0	0	0	65
14	50	9	47	4	13	0	13	3	2	0	5	0	3	0	1	1	0	0	3	0	4	4	3	4	1	0	0	0	4
29	27	37	27	4	13	2	11	2	2	4	2	2	0	1	1	0	2	1	1	0	4	3	4	4	1	0	0	0	80
30	37	19	34	0	6	11	13	0	3	3	4	1	1	1	1	1	2	0	1	1	2	4	4	4	0	0	1	0	34
42	27	33	18	7	10	11	2	3	3	2	2	2	0	2	0	1	2	0	1	1	4	4	4	4	0	1	0	0	81
24	54	19	23	9	21	0	0	4	4	1	1	0	2	1	1	1	3	0	0	0	3	3	4	4	0	1	0	0	53
29	31	30	30	11	3	0	16	3	1	3	3	2	1	1	0	0	1	1	2	1	4	4	4	4	0	0	1	0	54
39	29	39	13	11	10	7	2	2	2	4	2	2	0	2	0	1	2	1	0	1	4	4	4	4	0	0	0	1	104
31	30	29	30	11	3	12	4	3	2	3	2	1	1	1	1	1	1	1	1	1	4	4	4	4	0	0	1	0	79
56	23	20	21	7	0	11	12	3	1	3	3	2	1	1	0	2	1	0	1	1	4	4	4	4	0	0	0	1	71
30	27	20	43	3	23	0	4	1	5	2	2	1	1	0	2	1	1	1	1	0	4	4	4	4	0	0	0	1	36
51	34	19	16	0	5	11	14	0	4	1	5	3	0	1	0	1	2	0	1	1	3	4	4	4	0	1	0	0	79
34	22	36	28	3	4	10	13	2	3	2	3	0	1	1	2	2	0	2	0	0	4	4	4	4	0	0	1	0	65
17	11	59	33	4	3	21	2	3	3	2	2	1	0	2	1	0	0	3	1	1	4	4	4	4	1	0	0	0	68
38	49	29	4	10	4	16	0	2	1	3	4	2	1	1	0	1	3	0	0	1	4	4	4	4	0	0	0	1	59
35	30	33	22	10	11	5	4	3	1	4	2	1	1	2	0	2	1	0	1	0	4	4	4	4	1	0	0	0	83
46	28	25	21	3	13	4	10	2	3	3	2	1	2	1	0	3	0	0	1	0	4	4	4	4	0	1	0	0	56
31	10	34	45	10	5	15	0	1	3	4	2	1	0	2	1	2	0	0	2	1	4	4	4	4	0	1	0	0	93
18	29	23	50	13	11	6	0	5	2	3	0	0	2	1	1	1	0	0	3	0	4	4	4	3	1	0	0	0	31
23	46	24	27	12	0	7	11	3	1	4	2	0	3	0	1	1	1	1	1	0	4	4	3	4	0	0	1	0	63
44	32	23	21	21	2	3	4	5	2	2	1	2	1	1	0	2	1	0	1	1	3	4	4	4	0	0	1	0	120
9	36	25	50	3	14	2	11	1	2	4	3	0	1	1	2	0	1	1	2	0	4	4	4	4	1	0	0	0	49
29	31	28	32	13	0	2	15	4	1	1	4	0	1	1	2	2	1	1	0	0	4	4	4	4	0	0	0	1	50
33	58	12	17	0	14	4	12	0	3	4	3	1	3	0	0	2	1	0	1	0	3	4	4	4	0	1	0	0	52
53	32	15	20	25	0	5	0	4	1	5	0	2	1	0	1	2	1	1	0	1	3	4	4	3	0	1	0	0	109
33	41	17	29	0	17	3	10	1	5	2	2	0	3	1	0	2	0	0	2	0	4	4	4	4	0	0	0	1	26
28	18	45	29	4	0	24	2	3	1	3	3	1	0	2	1	0	1	2	1	1	4	4	4	4	0	0	1	0	85
28	22	59	11	0	2	24	4	1	2	4	3	1	1	2	0	1	0	3	0	1	4	4	4	4	0	0	1	0	97
33	24	33	30	23	4	3	0	4	2	2	2	1	0	1	2	2	1	1	0	1	4	4	3	4	0	0	0	1	102
17	32	39	32	4	13	2	11	3	3	2	2	0	1	2	1	1	1	1	1	0	4	3	4	4	1	0	0	0	43
33	23	28	36	12	11	0	7	3	4	1	2	1	1	1	1	2	0	1	1	0	4	4	4	4	1	0	0	0	55
17	23	42	38	0	9	11	10	2	4	3	1	0	1	2	1	1	0	1	2	1	4	4	4	4	0	1	0	0	55
11	50	34	25	6	0	21	3	3	1	5	1	0	2	2	0	0	2	1	1	1	4	4	3	4	0	1	0	0	79
24	22	41	33	21	3	4	2	3	2	3	2	1	1	1	1	1	0	2	1	1	4	4	4	4	1	0	0	0	58
28	31	6	55	14	16	0	0	3	5	1	1	1	0	0	3	1	2	0	1	1	4	3	4	4	0	0	1	0	16
36	30	38	16	21	3	4	2	4	3	2	1	1	1	1	1	1	1	2	0	1	4	4	4	4	0	1	0	0	76
42	22	33	23	4	5	10	11	2	4	2	2	1	1	1	1	2	0	2	0	0	4	3	4	4	0	0	0	1	56
38	24	27	31	14	11	3	2	2	2	1	5	1	1	0	2	1	1	2	0	0	4	4	4	4	0	0	1	0	34
31	21	28	40	3	4	0	23	1	1	3	5	0	1	1	2	2	0	1	1	0	4	4	4	3	0	0	0	1	30
32	27	23	38	7	13	0	10	4	3	1	2	1	1	1	1	1	1	1	1	0	2	4	4	4	0	0	1	0	89
30	40	35	15	0	15	3	12	0	3	3	4	1	1	2	0	1	2	0	1	0	3	4	4	4	0	0	0	1	61
51	20	42	7	13	0	13	4	3	2	2	3	2	0	2	0	2	1	1	0	1	4	4	4	4	1	0	0	0	89
59	34	15	12	21	0	9	0	2	1	5	2	4	0	0	0	1	3	0	0	1	4	4	3	4	0	0	0	1	104
5	43	39	33	2	10	0	18	2	2	2	4	0	0	2	2	0	3	1	0	0	4	4	4	4	0	1	0	0	53
15	38	37	30	0	21	7	2	0	4	3	3	1	1	2	0	0	2	0	2	0	3	4	4	4	1	0	0	0	58
25	6	60	29	0	0	15	15	1	3	2	4	1	0	3	0	1	0	2	1	1	4	4	4	3	0	0	1	0	39
