Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
45	31	29	15	21	0	2	7	5	2	1	2	2	1	1	0	2	1	1	0	1	4	4	4	4	1	0	0	0	72
27	31	32	30	3	4	10	13	2	3	2	3	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	65
12	61	15	32	10	0	9	11	2	1	5	2	0	3	0	1	1	2	0	1	0	4	4	4	4	0	0	0	1	43
39	10	45	26	10	5	4	11	1	5	1	3	1	0	2	1	2	0	1	1	0	4	4	4	4	0	1	0	0	67
28	32	37	23	0	19	0	11	0	5	2	3	1	1	1	1	1	1	2	0	0	3	4	4	4	1	0	0	0	37
42	50	8	20	5	15	0	10	4	2	2	2	2	2	0	0	1	2	0	1	0	4	4	4	3	0	0	1	0	60
8	38	52	22	4	14	12	0	3	3	3	1	0	2	1	1	0	1	3	0	0	4	4	4	4	1	0	0	0	48
25	39	22	34	2	11	0	17	3	2	0	5	0	3	1	0	2	0	0	2	0	4	4	3	4	0	1	0	0	33
39	54	9	18	13	11	0	6	3	1	4	2	2	2	0	0	1	3	0	0	0	4	4	4	4	0	0	1	0	68
34	16	50	20	25	3	2	0	3	2	1	4	1	1	2	0	1	0	2	1	1	4	4	4	4	0	0	0	1	106
20	43	27	30	4	2	11	13	3	1	4	2	1	1	2	0	0	2	0	2	1	4	4	3	4	0	1	0	0	83
45	13	28	34	14	0	4	12	2	2	2	4	2	1	1	0	2	0	0	2	1	4	4	4	4	0	0	0	1	82
37	25	26	32	4	0	16	10	1	1	5	3	1	2	1	0	1	0	1	2	1	4	4	3	4	0	0	1	0	66
41	22	16	41	21	4	3	2	3	2	3	2	2	1	0	1	1	0	1	2	1	3	4	4	4	0	0	1	0	79
43	17	31	29	4	13	11	2	1	4	3	2	1	0	2	1	2	1	0	1	1	4	4	4	4	1	0	0	0	78
36	21	11	52	2	4	3	21	1	3	3	3	2	0	0	2	0	1	0	3	0	4	4	4	4	0	0	0	1	47
50	18	20	32	13	2	0	15	2	2	0	6	2	0	0	2	2	1	1	0	0	4	4	3	3	0	1	0	0	48
28	20	38	34	2	4	0	24	2	2	2	4	1	0	2	1	1	1	1	1	0	3	4	4	4	0	0	0	1	41
25	28	40	27	0	11	13	6	3	3	2	2	1	2	0	1	1	0	3	0	0	4	4	4	4	0	0	1	0	48
16	38	25	41	3	27	0	0	2	5	2	1	1	1	1	1	0	1	1	2	0	4	4	4	4	1	0	0	0	47
22	17	53	28	3	2	25	0	3	3	4	0	0	1	3	0	1	0	1	2	1	4	4	3	3	1	0	0	0	82
43	26	23	28	18	0	10	2	3	1	5	1	2	1	1	0	1	1	1	1	1	4	4	3	4	0	1	0	0	105
18	40	20	42	13	4	2	11	2	3	3	2	0	2	1	1	1	1	0	2	0	4	4	4	4	0	0	1	0	50
19	37	18	46	0	3	0	27	2	2	1	5	0	2	1	1	1	1	0	2	0	4	4	4	3	0	0	0	1	25
16	27	59	18	10	5	15	0	4	2	2	2	0	1	2	1	1	0	3	0	1	4	4	4	4	0	0	0	1	95
44	37	25	14	0	12	11	7	2	4	1	3	2	1	1	0	1	2	1	0	1	3	4	4	4	0	1	0	0	69
30	20	37	33	11	5	0	14	2	2	2	4	2	0	2	0	0	1	1	2	1	4	4	4	4	0	0	1	0	69
46	27	27	20	0	2	15	13	2	2	3	3	3	0	1	0	1	1	1	1	1	4	4	4	4	1	0	0	0	101
12	21	37	50	2	11	4	13	3	3	2	2	0	1	1	2	0	0	2	2	0	4	4	4	4	0	1	0	0	46
34	43	18	25	2	7	10	11	1	3	3	3	0	3	0	1	2	0	1	1	0	4	4	4	4	1	0	0	0	28
47	30	27	16	10	11	3	6	2	3	2	3	1	2	1	0	2	0	1	1	0	4	4	4	4	0	0	1	0	80
38	19	33	30	3	13	10	4	2	4	2	2	1	1	1	1	2	0	1	1	0	4	4	3	4	0	1	0	0	69
34	22	29	35	21	2	7	0	4	1	4	1	1	1	1	1	2	0	0	2	1	4	4	4	4	0	0	0	1	84
37	25	15	43	0	3	11	16	0	2	4	4	1	1	1	1	2	0	0	2	1	3	4	4	4	0	0	0	1	74
33	54	10	23	16	0	4	10	4	1	4	1	2	2	0	0	0	3	0	1	1	4	4	4	4	0	0	1	0	66
25	42	23	30	11	17	2	0	4	3	1	2	2	1	1	0	0	2	1	1	1	4	4	4	4	1	0	0	0	65
23	30	27	40	0	21	2	7	1	4	2	3	0	1	2	1	1	1	0	2	0	4	4	3	3	1	0	0	0	39
29	41	34	16	4	14	2	10	3	4	2	1	1	1	2	0	1	2	0	1	0	4	4	4	4	0	1	0	0	76
16	34	14	56	6	24	0	0	2	4	3	1	0	1	0	3	0	2	1	1	0	4	4	4	4	0	1	0	0	17
19	45	23	33	0	21	3	6	2	3	2	3	1	1	1	1	0	3	0	1	0	4	4	4	4	0	0	1	0	44
14	41	31	34	0	12	0	18	1	4	2	3	0	1	1	2	1	2	1	0	0	4	4	4	4	0	0	1	0	52
53	10	30	27	14	4	12	0	2	3	3	2	3	0	1	0	1	0	1	2	1	4	4	4	4	0	0	0	1	92
30	20	40	30	4	3	10	13	2	1	4	3	2	0	1	1	0	1	2	1	0	4	4	4	4	0	0	0	1	104
11	47	25	37	2	14	0	14	2	2	2	4	0	1	1	2	0	3	0	1	0	4	4	4	4	1	0	0	0	26
23	18	25	54	20	10	0	0	4	4	0	2	1	0	1	2	0	1	1	2	1	4	4	3	4	0	1	0	0	36
28	43	18	31	0	2	0	28	0	2	2	6	2	1	0	1	0	2	1	1	0	3	4	4	3	1	0	0	0	29
20	26	43	31	3	0	12	15	2	2	3	3	1	1	1	1	0	1	2	1	0	4	4	4	4	1	0	0	0	90
21	24	37	38	3	4	11	12	2	4	2	2	0	1	3	0	1	0	0	3	1	4	4	4	4	0	0	1	0	60
31	23	33	33	11	0	16	3	2	2	5	1	2	0	0	2	0	2	2	0	1	4	4	3	4	0	0	0	1	66
33	45	25	17	13	13	0	4	2	3	1	4	1	2	1	0	1	2	1	0	1	4	4	4	4	0	1	0	0	53
38	26	26	30	0	20	10	0	2	4	3	1	1	1	1	1	2	0	1	1	0	4	4	4	4	0	1	0	0	83
34	23	20	43	0	4	12	14	1	4	2	3	0	1	0	3	3	0	1	0	0	4	4	4	4	0	0	0	1	24
27	32	25	36	11	2	4	13	3	2	1	4	1	1	1	1	1	1	0	2	1	4	3	4	3	0	0	1	0	67
37	20	32	31	11	0	19	0	3	0	6	1	3	0	1	0	0	1	1	2	1	4	3	4	4	0	0	1	0	120
43	28	28	21	10	13	3	4	2	3	2	3	2	2	0	0	1	0	2	1	0	4	4	4	4	0	0	0	1	47
52	15	17	36	15	12	3	0	2	4	3	1	3	0	0	1	1	1	1	1	1	4	4	4	4	0	0	0	1	74
21	43	26	30	4	21	0	5	3	2	2	3	1	1	2	0	0	2	0	2	0	4	4	4	3	1	0	0	0	61
39	19	48	14	13	3	14	0	3	3	4	0	2	0	2	0	1	1	2	0	1	4	3	4	3	1	0	0	0	111
15	63	21	21	3	11	2	14	2	1	3	4	0	3	1	0	1	2	0	1	0	4	4	4	4	0	1	0	0	43
11	32	40	37	0	2	15	13	3	1	3	3	0	1	2	1	0	1	1	2	1	4	4	4	4	1	0	0	0	40
34	43	13	30	6	13	0	11	2	4	1	3	2	0	0	2	0	4	0	0	0	4	4	4	4	0	1	0	0	51
37	20	21	42	2	11	3	14	2	3	3	2	2	1	0	1	1	0	1	2	0	4	4	4	4	0	0	1	0	64
50	18	24	28	15	10	3	2	3	2	4	1	3	0	1	0	1	1	0	2	1	4	4	4	3	0	0	1	0	113
