Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
46	22	24	28	15	3	12	0	4	2	4	0	3	0	0	1	0	1	2	1	1	4	4	4	3	0	0	1	0	68
38	23	44	15	13	0	13	4	3	1	2	4	2	1	1	0	1	1	2	0	1	4	4	4	4	0	0	0	1	79
38	20	31	31	15	0	3	12	3	3	2	2	2	0	2	0	1	1	0	2	1	3	4	4	3	1	0	0	0	97
61	9	18	32	21	3	0	6	3	4	1	2	3	0	0	1	2	0	1	1	1	4	4	4	4	0	1	0	0	81
51	25	22	22	25	3	0	2	4	3	1	2	2	2	0	0	2	0	0	2	1	4	4	4	4	0	0	1	0	58
40	3	29	48	13	0	17	0	3	1	3	3	2	0	0	2	1	0	1	2	1	4	4	4	4	0	0	0	1	66
35	15	54	16	3	6	21	0	2	3	5	0	2	0	1	1	0	0	4	0	1	4	4	4	3	0	0	1	0	97
38	44	12	26	10	13	0	7	1	4	2	3	1	3	0	0	2	0	1	1	0	4	4	3	4	1	0	0	0	61
46	29	19	26	11	12	0	7	1	4	2	3	3	0	0	1	1	2	1	0	1	4	3	4	4	0	0	0	1	57
23	31	28	38	4	13	0	13	3	2	2	3	1	1	1	1	0	1	1	2	0	3	4	4	4	1	0	0	0	61
19	34	41	26	6	13	11	0	2	5	1	2	1	1	1	1	0	1	2	1	1	4	4	4	4	0	1	0	0	35
13	30	42	35	0	2	13	15	2	3	3	2	0	1	2	1	1	1	1	1	0	4	4	4	4	0	1	0	0	85
28	19	37	36	0	4	23	3	1	2	4	3	1	1	2	0	1	0	1	2	1	4	4	3	4	1	0	0	0	114
26	35	21	38	2	10	14	4	1	5	3	1	0	1	1	2	2	2	0	0	1	4	4	4	4	1	0	0	0	44
22	26	34	38	2	10	4	14	3	2	3	2	0	1	2	1	1	1	0	2	0	4	4	4	4	0	1	0	0	73
47	16	22	35	15	3	12	0	3	2	4	1	3	0	0	1	0	1	1	2	1	4	4	4	4	0	0	1	0	89
15	29	36	40	5	10	4	11	5	2	2	1	0	0	2	2	0	2	1	1	0	3	4	4	4	0	0	1	0	68
35	33	14	38	10	3	4	13	1	2	4	3	1	0	0	3	2	2	0	0	0	4	4	3	4	0	0	0	1	51
38	2	43	37	25	0	2	3	4	2	2	2	2	0	2	0	1	0	1	2	1	4	4	4	4	0	1	0	0	103
28	19	11	62	12	4	0	14	4	2	2	2	1	1	0	2	1	0	0	3	0	4	4	4	4	0	0	0	1	48
36	31	11	42	13	3	0	14	2	2	3	3	1	1	1	1	1	1	0	2	1	4	4	4	4	0	0	1	0	74
30	7	16	67	6	3	0	21	2	4	1	3	1	0	1	2	0	0	0	4	0	4	4	4	4	1	0	0	0	30
24	36	30	30	10	11	2	7	4	2	2	2	0	3	1	0	2	0	1	1	0	4	4	4	4	0	1	0	0	66
14	34	41	31	0	17	13	0	1	3	5	1	1	1	1	1	0	1	2	1	1	4	4	3	4	0	0	1	0	71
39	27	23	31	7	10	2	11	4	3	2	1	2	0	1	1	1	2	0	1	0	4	4	4	4	1	0	0	0	45
18	40	34	28	3	13	10	4	3	2	3	2	1	1	1	1	0	2	2	0	0	4	4	4	4	0	0	1	0	62
