Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
32	34	34	20	17	0	11	2	3	1	2	4	1	1	1	1	1	2	1	0	1	4	4	4	4	0	0	1	0	91
29	22	39	30	2	0	21	7	1	2	5	2	1	1	1	1	1	0	2	1	1	4	4	4	4	1	0	0	0	86
41	20	29	30	16	0	10	4	3	2	3	2	2	1	1	0	1	0	1	2	1	4	4	4	4	0	0	0	1	66
9	49	30	32	6	11	0	13	4	1	2	3	0	2	2	0	0	2	0	2	0	4	4	4	4	0	1	0	0	59
31	43	29	17	14	2	0	14	5	2	0	3	1	2	1	0	1	1	1	1	1	4	4	3	3	0	0	1	0	47
25	10	45	40	4	3	12	11	3	2	3	2	1	0	2	1	1	0	1	2	0	4	4	4	4	0	0	0	1	109
40	33	18	29	24	2	0	4	3	2	2	3	1	2	1	0	2	0	0	2	1	4	3	4	3	1	0	0	0	55
46	26	24	24	11	7	0	12	2	3	3	2	3	1	0	0	1	0	2	1	1	3	4	4	3	1	0	0	0	104
21	39	40	20	0	0	16	14	3	1	3	3	0	2	1	1	1	1	2	0	0	4	4	4	4	1	0	0	0	80
27	37	25	31	12	11	4	3	2	5	1	2	0	2	1	1	2	1	0	1	0	4	4	4	4	0	1	0	0	49
20	37	24	39	3	0	6	21	4	1	2	3	1	1	0	2	0	2	1	1	0	4	4	4	4	0	1	0	0	61
53	24	43	0	0	15	15	0	2	4	2	2	3	0	1	0	1	1	2	0	1	4	4	4	4	0	1	0	0	90
43	13	9	55	21	0	6	3	4	1	3	2	1	1	0	2	2	0	0	2	1	4	4	4	4	0	0	1	0	66
23	39	42	16	6	0	24	0	3	1	4	2	1	2	1	0	0	1	2	1	1	4	4	4	4	0	0	0	1	61
41	25	30	24	10	20	0	0	4	5	1	0	1	1	1	1	2	0	1	1	0	4	4	4	3	0	0	1	0	79
22	20	36	42	0	3	15	12	2	3	2	3	0	1	2	1	1	0	1	2	1	3	4	3	3	0	0	1	0	54
24	38	27	31	11	2	17	0	1	4	5	0	1	3	0	0	1	0	1	2	1	4	4	3	3	0	0	0	1	68
32	58	18	12	0	10	15	5	1	2	3	4	1	2	1	0	1	3	0	0	1	4	3	4	4	0	0	1	0	21
19	55	32	14	4	21	0	5	2	3	1	4	0	3	1	0	1	2	1	0	0	3	4	4	3	1	0	0	0	47
41	21	45	13	7	13	10	0	2	4	1	3	1	1	2	0	2	0	2	0	0	4	4	4	4	0	1	0	0	80
27	21	28	44	4	2	3	21	2	3	3	2	1	1	0	2	0	0	2	2	0	4	4	4	4	0	0	1	0	59
36	24	26	34	0	14	4	12	1	3	3	3	2	1	0	1	1	0	2	1	0	4	4	3	4	1	0	0	0	26
20	29	40	31	13	3	14	0	2	4	3	1	1	1	0	2	0	1	3	0	1	3	4	3	4	0	0	0	1	80
44	52	16	8	24	4	0	2	3	2	0	5	1	2	1	0	2	2	0	0	1	3	4	3	4	0	0	0	1	65
39	44	25	12	18	10	0	2	4	2	2	2	1	2	1	0	1	1	1	1	1	3	4	4	4	0	1	0	0	106
42	31	26	21	14	10	2	4	4	2	2	2	2	0	1	1	1	2	1	0	1	4	4	4	4	1	0	0	0	73
25	32	24	39	3	0	10	17	1	3	1	5	0	1	0	3	1	1	2	0	0	4	4	4	4	0	1	0	0	23
32	22	13	53	3	0	6	21	1	3	2	4	2	0	0	2	0	2	0	2	0	4	4	4	4	0	0	1	0	51
29	47	23	21	7	12	0	11	2	4	1	3	1	1	1	1	0	3	0	1	0	4	4	4	4	1	0	0	0	21
35	12	23	50	11	4	0	15	3	1	2	4	1	0	1	2	2	0	0	2	1	4	4	4	4	0	0	0	1	70
30	35	29	26	13	15	2	0	4	2	2	2	1	2	1	0	1	0	1	2	0	4	4	4	4	0	1	0	0	73
10	51	38	21	4	16	10	0	3	3	1	3	0	2	2	0	0	2	1	1	0	4	4	4	4	0	0	1	0	26
27	35	21	37	11	0	13	6	2	2	4	2	2	2	0	0	0	1	1	2	1	4	4	4	4	1	0	0	0	93
47	24	15	34	3	12	4	11	1	2	5	2	2	0	1	1	1	2	0	1	0	4	4	3	4	0	1	0	0	55
13	51	24	32	0	10	7	13	2	2	4	2	1	1	0	2	0	3	1	0	0	4	4	4	4	0	0	1	0	65
36	32	21	31	11	0	2	17	2	2	3	3	3	1	0	0	0	1	1	2	1	4	4	4	4	0	0	0	1	61
18	17	57	28	15	0	0	15	3	2	0	5	0	1	2	1	1	0	3	0	0	4	4	3	4	0	0	0	1	95
33	20	14	53	0	14	2	14	0	4	3	3	1	0	0	3	1	1	1	1	0	3	4	4	4	0	0	0	1	43
30	22	34	34	6	11	0	13	2	2	3	3	1	1	2	0	1	0	1	2	0	4	4	4	4	1	0	0	0	73
34	48	16	22	17	3	0	10	4	2	1	3	2	2	0	0	0	2	1	1	1	4	4	4	4	1	0	0	0	57
31	20	47	22	0	7	21	2	1	5	3	1	0	1	3	0	2	0	1	1	1	4	4	4	4	0	0	1	0	57
39	34	36	11	26	0	0	4	5	1	1	3	2	2	0	0	1	1	2	0	1	4	4	4	4	1	0	0	0	83
