Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
42	20	33	25	2	4	24	0	2	3	4	1	1	0	1	2	2	1	1	0	1	4	4	4	4	0	0	1	0	75
36	27	26	31	5	0	4	21	3	3	1	3	1	2	0	1	1	0	1	2	0	4	4	4	4	1	0	0	0	37
23	20	46	31	6	14	0	10	3	4	0	3	0	1	2	1	1	0	2	1	0	4	4	3	4	0	0	1	0	55
31	23	15	51	11	5	0	14	2	2	2	4	1	0	1	2	1	1	0	2	1	4	4	4	4	0	0	0	1	39
29	21	28	42	12	0	0	18	4	2	0	4	1	0	1	2	1	1	1	1	0	4	4	3	4	0	1	0	0	79
21	61	31	7	10	11	4	5	4	2	1	3	0	3	1	0	1	2	1	0	0	4	4	4	4	1	0	0	0	64
51	20	16	33	17	0	2	11	5	2	2	1	2	1	0	1	2	0	1	1	0	4	4	4	4	0	1	0	0	82
38	14	32	36	10	2	3	15	1	2	3	4	1	0	2	1	2	1	0	1	0	4	4	4	4	0	0	1	0	86
7	42	26	45	0	6	0	24	0	2	3	5	0	0	2	2	0	2	0	2	0	3	4	4	4	0	0	1	0	40
43	27	16	34	16	0	14	0	3	1	4	2	1	1	1	1	2	1	0	1	1	4	4	4	4	0	0	0	1	76
40	53	12	15	10	14	4	2	2	3	4	1	0	4	0	0	3	0	0	1	0	4	4	4	4	1	0	0	0	34
42	31	18	29	11	0	2	17	1	1	3	5	3	1	0	0	0	1	1	2	1	4	4	4	4	1	0	0	0	42
12	33	36	39	2	0	18	10	2	3	4	1	0	3	1	0	0	0	1	3	1	4	4	4	4	0	0	0	1	48
40	19	25	36	13	0	4	13	3	1	3	3	2	1	0	1	1	0	1	2	1	4	4	4	4	0	1	0	0	74
30	18	43	29	6	3	10	11	3	3	3	1	1	1	1	1	0	0	3	1	0	3	3	4	4	0	1	0	0	78
37	33	24	26	15	0	13	2	3	1	3	3	2	1	0	1	0	2	1	1	1	4	4	3	3	0	0	1	0	78
18	34	38	30	13	4	10	3	3	2	4	1	1	1	1	1	0	1	2	1	1	4	4	4	4	1	0	0	0	81
26	39	27	28	0	4	13	13	1	3	2	4	2	1	0	1	0	2	1	1	0	4	3	4	4	0	0	1	0	26
24	40	11	45	0	17	0	13	1	5	1	3	1	0	0	3	1	2	0	1	0	4	3	4	4	0	0	0	1	45
39	34	29	18	10	17	0	3	2	4	1	3	2	1	0	1	1	1	2	0	0	4	4	4	4	0	1	0	0	78
45	21	30	24	11	6	10	3	2	3	3	2	2	0	1	1	1	1	1	1	1	4	3	3	4	1	0	0	0	41
8	48	23	41	0	20	0	10	1	5	2	2	0	2	0	2	0	1	2	1	0	4	4	4	4	0	0	1	0	14
18	41	51	10	2	11	17	0	2	3	4	1	1	3	0	0	0	0	4	0	0	4	4	4	4	0	1	0	0	83
45	33	14	28	10	3	4	13	3	1	2	4	2	1	0	1	2	1	0	1	0	4	4	4	3	0	0	0	1	58
16	39	29	36	0	0	7	23	1	1	3	5	1	2	0	1	0	1	2	1	0	4	4	4	3	0	0	0	1	68
40	18	37	25	10	0	2	18	2	1	2	5	1	1	1	1	2	0	2	0	0	4	4	4	3	0	0	0	1	87
15	40	41	24	0	4	16	10	1	2	4	3	0	2	2	0	1	1	1	1	1	4	4	4	4	0	0	1	0	35
48	11	23	38	14	0	16	0	2	3	5	0	2	0	1	1	2	0	0	2	1	4	4	3	3	0	0	0	1	103
27	42	25	26	21	0	6	3	4	0	4	2	1	2	1	0	1	1	0	2	1	4	3	4	4	1	0	0	0	49
31	38	28	23	16	0	0	14	3	1	3	3	0	2	1	1	2	1	1	0	0	4	4	4	4	0	1	0	0	61
20	15	43	42	15	0	15	0	5	1	3	1	0	1	2	1	1	0	1	2	1	3	4	4	4	1	0	0	0	107
37	24	31	28	13	0	0	17	3	1	2	4	1	0	2	1	2	2	0	0	0	4	4	4	4	0	0	1	0	92
16	29	52	23	0	3	25	2	3	2	3	2	0	1	3	0	1	1	1	1	1	4	4	4	4	0	0	0	1	75
31	39	21	29	0	23	7	0	2	3	3	2	1	1	1	1	1	2	0	1	0	4	4	4	4	0	1	0	0	80
35	23	45	17	12	14	0	4	4	2	2	2	1	1	2	0	1	0	2	1	0	4	4	4	4	1	0	0	0	97
26	25	36	33	0	14	3	13	1	3	3	3	1	1	1	1	0	1	2	1	0	4	4	4	4	0	0	1	0	41
10	39	27	44	2	14	0	14	5	2	1	2	0	2	2	0	0	0	0	4	0	3	4	4	4	1	0	0	0	61
29	24	29	38	3	12	4	11	3	3	2	2	2	0	1	1	0	2	0	2	0	4	4	4	4	1	0	0	0	53
12	22	53	33	0	2	21	7	2	2	3	3	0	0	2	2	1	1	2	0	1	4	4	4	4	0	1	0	0	64
14	31	36	39	4	11	12	3	2	2	3	3	0	1	2	1	0	1	1	2	0	4	4	3	4	0	0	0	1	64
31	34	49	6	4	13	13	0	2	4	3	1	0	2	2	0	2	0	2	0	0	4	4	4	4	0	1	0	0	86
35	42	10	33	12	15	0	3	3	2	2	3	1	1	0	2	2	2	0	0	0	4	4	4	4	0	0	1	0	42
15	42	29	34	6	11	0	13	2	5	0	3	0	2	1	1	0	2	1	1	0	4	3	3	4	1	0	0	0	23
26	40	28	26	0	11	16	3	0	3	4	3	1	3	0	0	0	0	2	2	0	3	4	4	4	0	0	1	0	65
48	26	23	23	4	10	13	3	1	3	3	3	1	1	1	1	3	1	0	0	1	4	4	4	4	0	0	0	1	75
31	36	31	22	5	10	4	11	2	3	2	3	2	1	0	1	0	2	2	0	0	4	4	4	4	0	0	0	1	51
22	33	55	10	3	0	21	6	2	1	2	5	1	1	2	0	0	1	3	0	1	4	4	4	4	1	0	0	0	65
15	46	39	20	2	21	3	4	2	4	2	2	1	2	1	0	0	2	1	1	0	4	3	4	4	0	1	0	0	27
28	19	20	53	4	10	3	13	2	2	3	3	1	0	1	2	1	1	0	2	0	4	4	4	4	1	0	0	0	51
22	36	28	34	5	0	10	15	3	1	2	4	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	53
26	25	49	20	2	10	11	7	1	2	3	4	2	0	2	0	0	1	2	1	1	4	4	4	4	0	1	0	0	74
26	41	37	16	10	13	4	3	1	4	2	3	0	3	1	0	2	0	1	1	0	3	3	4	4	0	0	1	0	36
40	25	31	24	4	5	21	0	2	3	3	2	2	0	1	1	1	1	1	1	1	4	4	4	4	0	0	0	1	72
40	44	21	15	23	0	0	7	4	0	2	4	2	2	0	0	1	2	1	0	1	4	3	4	3	0	1	0	0	67
31	28	38	23	10	4	16	0	1	2	5	2	0	0	3	1	2	1	0	1	1	4	3	4	3	1	0	0	0	98
35	16	27	42	0	0	13	17	2	3	2	3	1	1	0	2	2	0	1	1	0	4	3	4	4	0	1	0	0	49
28	25	37	30	11	6	13	0	2	3	4	1	1	1	2	0	1	0	1	2	1	4	4	4	4	0	0	1	0	84
26	38	28	28	16	11	3	0	6	2	2	0	0	3	0	1	2	0	1	1	0	3	4	4	3	0	0	0	1	85
24	34	22	40	0	11	0	19	1	2	2	5	1	2	0	1	1	0	1	2	0	4	4	4	4	0	1	0	0	18
49	18	37	16	7	0	10	13	2	2	2	4	3	0	0	1	0	1	3	0	0	4	4	4	3	0	0	1	0	80
47	25	18	30	25	0	3	2	3	0	3	4	2	0	0	2	1	2	1	0	1	4	3	4	4	0	0	1	0	52
26	26	39	29	3	21	2	4	3	3	2	2	1	1	1	1	0	1	2	1	0	4	4	4	4	0	0	0	1	53
31	40	25	24	2	14	10	4	2	2	4	2	2	2	0	0	0	1	2	1	0	4	4	3	4	1	0	0	0	85
33	36	15	36	11	0	13	6	2	1	5	2	1	3	0	0	1	0	1	2	1	4	4	3	4	0	1	0	0	52
28	43	28	21	0	17	3	10	1	4	3	2	1	1	2	0	1	2	0	1	0	4	4	3	4	1	0	0	0	49
24	35	34	27	2	24	0	4	1	5	1	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	0	1	29
24	28	37	31	0	7	13	10	1	3	4	2	2	0	1	1	0	1	1	2	1	4	4	3	3	0	0	0	1	48
44	25	32	19	14	10	6	0	3	3	2	2	2	1	1	0	1	1	1	1	1	3	4	4	4	0	1	0	0	65
24	46	22	28	14	10	4	2	3	3	2	2	1	2	1	0	1	2	0	1	1	4	4	4	4	1	0	0	0	38
30	17	38	35	15	0	4	11	3	2	3	2	0	1	0	3	2	0	2	0	0	4	4	3	4	0	0	1	0	54
29	33	39	19	0	28	2	0	1	5	1	3	1	1	1	1	1	1	2	0	0	4	3	4	4	0	0	1	0	40
45	45	21	9	0	13	17	0	1	2	5	2	2	1	1	0	2	2	0	0	1	4	4	4	4	1	0	0	0	88
7	49	17	47	0	15	4	11	2	4	1	3	0	1	1	2	0	2	0	2	0	4	4	4	4	0	0	0	1	17
38	27	29	26	14	14	2	0	3	3	3	1	3	0	0	1	0	2	2	0	1	4	4	4	4	0	1	0	0	77
48	21	36	15	12	0	18	0	2	2	4	2	1	0	2	1	3	1	0	0	1	4	4	4	4	0	1	0	0	113
24	39	31	26	0	2	4	24	2	2	3	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	0	1	0	62
21	51	17	31	15	4	11	0	3	1	4	2	0	2	1	1	1	2	0	1	1	4	4	3	4	0	0	0	1	75
31	25	29	35	2	7	21	0	2	4	4	0	2	0	1	1	0	1	1	2	1	4	4	4	3	1	0	0	0	61
27	39	24	30	16	14	0	0	4	2	2	2	1	1	0	2	1	1	2	0	0	3	4	4	4	0	0	0	1	84
40	28	35	17	10	16	0	4	2	3	1	4	0	1	3	0	3	0	0	1	0	4	4	4	4	1	0	0	0	71
26	57	26	11	10	11	7	2	3	1	4	2	0	3	1	0	2	2	0	0	0	4	4	4	3	0	1	0	0	72
31	15	36	38	17	0	13	0	3	1	3	3	2	0	1	1	0	0	2	2	1	4	4	3	4	0	1	0	0	73
21	13	15	71	14	0	3	13	4	1	3	2	0	1	0	3	1	0	0	3	0	4	4	4	4	0	0	1	0	48
10	29	29	52	5	11	0	14	3	2	3	2	0	1	1	2	0	1	1	2	0	4	4	4	4	0	0	1	0	63
29	19	37	35	5	0	21	4	2	1	3	4	1	0	2	1	1	1	1	1	1	4	4	4	4	0	0	0	1	73
15	57	22	26	3	15	2	10	3	3	2	2	0	4	0	0	1	0	1	2	0	4	4	4	4	0	0	0	1	2
36	15	20	49	7	11	0	12	3	2	2	3	0	1	0	3	2	0	1	1	0	3	4	4	4	0	0	1	0	20
