Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
26	31	37	26	11	0	4	15	4	0	2	4	1	2	1	0	1	0	2	1	1	4	3	4	4	1	0	0	0	61
22	38	34	26	10	16	4	0	2	5	1	2	0	3	1	0	1	0	1	2	0	4	4	4	4	0	0	1	0	33
35	24	48	13	4	11	12	3	1	1	5	3	0	2	2	0	2	0	2	0	0	4	4	3	4	0	1	0	0	67
18	49	28	25	10	15	0	5	3	3	2	2	0	3	0	1	1	1	2	0	0	4	4	4	4	1	0	0	0	35
10	38	34	38	7	0	10	13	2	3	1	4	0	2	0	2	0	1	2	1	0	4	4	3	3	0	0	0	1	26
31	60	21	8	10	13	7	0	4	2	4	0	0	4	0	0	2	1	1	0	0	4	4	4	3	0	0	1	0	63
28	43	41	8	0	14	13	3	1	3	3	3	2	0	2	0	0	3	1	0	1	4	4	4	3	0	0	1	0	81
29	39	27	25	0	10	17	3	2	2	4	2	2	1	1	0	0	1	1	2	1	4	4	3	4	0	0	0	1	65
27	44	17	32	2	13	0	15	1	4	3	2	1	1	0	2	1	2	1	0	0	3	4	4	4	0	0	0	1	39
42	40	33	5	10	4	11	5	3	2	2	3	0	2	2	0	4	0	0	0	1	4	4	4	4	1	0	0	0	73
42	38	32	8	11	10	7	2	2	2	2	4	1	2	1	0	2	1	1	0	1	4	3	4	3	1	0	0	0	55
3	25	49	43	0	0	18	12	1	0	4	5	0	1	2	1	0	0	1	3	1	4	3	3	3	1	0	0	0	31
52	29	17	22	21	0	3	6	3	3	2	2	2	2	0	0	2	0	1	1	1	4	3	4	4	0	1	0	0	74
36	21	37	26	23	3	0	4	3	3	2	2	1	1	1	1	2	0	2	0	1	4	4	4	4	0	1	0	0	93
24	32	27	37	13	2	0	15	3	2	0	5	0	1	2	1	1	1	0	2	0	4	4	3	3	0	1	0	0	46
8	33	35	44	3	27	0	0	3	5	1	1	0	1	2	1	0	1	0	3	0	3	4	3	4	0	0	1	0	67
35	39	34	12	2	11	13	4	1	3	5	1	0	3	1	0	2	0	2	0	0	4	4	4	4	0	1	0	0	56
18	28	23	51	4	11	0	15	3	3	0	4	1	1	0	2	0	1	1	2	0	3	4	3	4	0	0	1	0	45
20	18	49	33	11	0	3	16	2	2	3	3	1	0	2	1	0	1	2	1	1	4	4	4	3	0	0	0	1	64
28	56	9	27	13	0	2	15	2	3	2	3	1	2	0	1	1	3	0	0	0	4	4	4	4	0	0	1	0	13
17	33	27	43	10	15	0	5	2	3	1	4	0	2	1	1	1	0	1	2	0	4	4	3	4	0	0	0	1	14
35	42	14	29	7	11	10	2	2	3	3	2	1	2	0	1	0	2	1	1	0	4	4	4	4	1	0	0	0	62
39	29	22	30	21	0	4	5	3	2	2	3	1	0	1	2	2	2	0	0	1	3	3	4	3	0	0	1	0	68
17	23	39	41	10	17	3	0	1	6	2	1	0	1	1	2	1	0	2	1	0	4	4	4	4	0	0	0	1	33
24	42	13	41	11	10	0	9	3	3	1	3	1	2	0	1	1	2	0	1	1	4	4	4	3	0	1	0	0	35
27	39	25	29	4	10	14	2	4	3	2	1	1	0	2	1	1	3	0	0	1	4	4	4	4	0	0	0	1	69
50	26	6	38	10	2	0	18	2	3	1	4	2	1	0	1	2	1	0	1	0	4	4	4	4	0	0	1	0	47
38	13	37	32	23	0	0	7	3	4	1	2	1	0	1	2	2	0	2	0	1	4	4	3	4	1	0	0	0	44
25	32	18	45	0	18	2	10	2	3	3	2	1	2	0	1	1	0	0	3	0	4	4	4	4	1	0	0	0	36
30	52	15	23	15	3	10	2	4	2	2	2	2	1	0	1	0	3	1	0	1	4	4	4	4	0	0	0	1	68
31	31	38	20	17	2	11	0	4	2	2	2	1	2	1	0	1	0	2	1	1	4	4	4	4	0	1	0	0	77
25	61	19	15	0	21	2	7	1	2	3	4	1	2	1	0	1	3	0	0	0	4	4	4	4	1	0	0	0	33
7	33	59	21	0	2	21	7	1	3	2	4	0	2	1	1	0	0	4	0	1	4	4	4	3	0	1	0	0	47
26	13	38	43	10	5	11	4	3	3	2	2	1	0	2	1	1	0	1	2	1	3	4	4	4	1	0	0	0	85
36	25	49	10	13	4	13	0	3	2	2	3	1	1	2	0	1	1	2	0	1	4	4	4	4	0	0	1	0	66
24	25	37	34	11	3	16	0	2	1	3	4	2	0	1	1	0	1	1	2	1	4	4	4	4	0	1	0	0	69
34	48	25	13	7	21	2	0	4	2	3	1	1	2	0	1	1	2	1	0	0	4	4	4	4	0	0	1	0	46
35	52	2	31	4	24	2	0	3	3	4	0	1	3	0	0	1	1	0	2	0	4	4	3	3	0	0	1	0	37
17	55	23	25	0	21	5	4	1	5	2	2	0	3	1	0	1	2	0	1	0	4	3	4	4	0	0	0	1	7
42	33	11	34	14	10	4	2	3	3	3	1	2	0	0	2	1	3	0	0	1	4	4	3	3	0	1	0	0	62
21	45	21	33	12	4	0	14	4	2	2	2	0	2	1	1	1	1	1	1	0	3	4	4	4	0	0	0	1	66
23	25	35	37	2	4	3	21	2	3	2	3	0	1	2	1	1	0	1	2	0	4	4	4	4	1	0	0	0	56
13	27	25	55	7	11	10	2	4	2	2	2	0	2	0	2	0	0	2	2	0	4	4	4	4	0	0	0	1	63
31	4	38	47	0	0	15	15	2	1	4	3	1	0	1	2	1	0	2	1	0	4	4	4	4	0	1	0	0	89
42	28	38	12	11	5	14	0	3	2	4	1	2	1	1	0	1	1	2	0	1	4	4	4	4	0	0	1	0	81
21	23	22	54	11	0	6	13	2	2	3	3	1	1	1	1	0	1	0	3	1	4	4	4	4	1	0	0	0	42
