Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
14	34	25	47	0	13	6	11	2	3	2	3	0	1	0	3	1	2	1	0	0	4	4	4	4	0	0	1	0	41
22	59	19	20	10	13	3	4	2	3	2	3	0	4	0	0	1	1	1	1	0	4	4	4	4	1	0	0	0	10
33	22	37	28	10	5	15	0	2	2	5	1	0	0	3	1	2	1	0	1	1	4	4	3	4	0	0	1	0	110
36	38	37	9	0	30	0	0	1	5	2	2	2	1	1	0	1	1	2	0	0	4	4	3	4	1	0	0	0	43
42	16	31	31	14	0	3	13	3	1	3	3	1	0	2	1	2	1	0	1	0	4	4	4	4	0	0	0	1	75
37	45	26	12	14	11	5	0	3	1	4	2	0	3	1	0	2	1	0	1	0	4	4	4	4	0	0	0	1	75
49	27	30	14	17	0	13	0	5	0	3	2	2	1	1	0	2	1	1	0	1	4	3	4	4	0	1	0	0	92
35	19	18	48	3	14	13	0	3	2	4	1	2	0	1	1	1	1	0	2	1	4	4	4	4	0	0	1	0	98
55	6	39	20	10	3	17	0	2	4	3	1	3	0	1	0	2	0	1	1	1	4	4	4	4	1	0	0	0	73
38	32	21	29	10	18	2	0	2	5	1	2	0	1	1	2	3	1	0	0	0	4	4	4	4	1	0	0	0	25
12	51	27	30	4	24	0	2	4	3	1	2	0	1	2	1	0	3	0	1	0	3	4	4	4	0	0	0	1	63
61	30	15	14	23	0	0	7	4	1	3	2	3	1	0	0	2	1	1	0	1	4	4	4	4	0	1	0	0	99
32	27	41	20	12	11	0	7	2	4	0	4	1	1	2	0	1	1	1	1	0	4	4	3	4	0	1	0	0	58
71	10	12	27	24	4	2	0	3	3	3	1	3	0	0	1	3	0	0	1	1	4	4	4	4	1	0	0	0	91
27	26	33	34	5	11	10	4	3	3	2	2	0	1	1	2	1	1	2	0	0	4	4	4	4	0	1	0	0	70
30	27	28	35	4	5	0	21	1	4	2	3	1	0	1	2	1	1	1	1	0	4	4	4	4	0	0	1	0	62
16	49	31	24	0	11	15	4	1	3	3	3	0	3	0	1	1	1	2	0	0	4	4	4	4	0	0	1	0	19
45	37	8	30	10	15	2	3	2	3	2	3	1	2	0	1	3	0	0	1	0	4	4	3	4	0	0	0	1	46
39	9	21	51	13	4	3	10	2	3	3	2	2	0	0	2	1	0	1	2	1	4	4	4	4	0	1	0	0	78
40	30	21	29	10	17	3	0	2	6	1	1	1	2	1	0	2	0	0	2	0	4	4	4	4	0	0	0	1	36
33	21	42	24	2	3	14	11	2	3	3	2	1	0	1	2	1	1	2	0	0	4	4	4	4	1	0	0	0	81
33	45	30	12	11	10	9	0	2	2	4	2	1	2	1	0	1	2	1	0	1	4	4	3	4	0	1	0	0	78
16	46	29	29	0	21	6	3	1	3	4	2	0	2	0	2	1	1	2	0	0	4	4	4	4	0	0	1	0	29
30	22	27	41	3	0	0	27	2	2	1	5	1	1	1	1	1	0	1	2	0	4	4	4	4	1	0	0	0	27
29	43	21	27	13	13	0	4	4	2	3	1	1	2	1	0	1	1	1	1	0	4	4	3	4	0	0	1	0	88
21	27	33	39	3	12	4	11	1	3	2	4	0	1	1	2	1	1	1	1	0	4	4	4	4	0	0	1	0	28
19	42	8	51	4	11	3	12	2	3	3	2	0	2	0	2	1	1	0	2	0	3	3	4	4	0	0	0	1	11
28	34	26	32	0	10	5	15	1	2	3	4	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	0	1	73
19	30	45	26	0	9	11	10	1	6	1	2	1	0	3	0	0	1	1	2	1	4	3	4	3	0	1	0	0	42
40	31	16	33	13	17	0	0	4	5	1	0	3	0	0	1	0	2	1	1	1	4	4	4	3	0	0	1	0	70
36	17	44	23	13	11	0	6	4	2	1	3	0	1	2	1	2	0	2	0	0	4	4	4	4	0	0	0	1	88
19	35	37	29	3	15	10	2	1	4	3	2	0	1	2	1	1	1	1	1	0	4	4	4	4	1	0	0	0	72
18	24	59	19	4	0	26	0	3	2	4	1	0	1	3	0	1	1	1	1	1	4	4	4	4	1	0	0	0	80
28	32	25	35	10	4	5	11	2	2	3	3	0	1	0	3	2	1	1	0	0	4	4	4	4	0	1	0	0	56
24	30	38	28	4	10	14	2	1	3	4	2	0	1	1	2	1	1	2	0	1	4	4	4	4	1	0	0	0	38
43	13	48	16	0	2	14	14	2	2	2	4	3	0	0	1	1	0	3	0	0	4	4	4	3	0	0	1	0	67
29	9	46	36	16	0	4	10	3	3	1	3	1	0	2	1	0	0	2	2	1	4	4	4	4	0	1	0	0	74
35	39	31	15	10	4	13	3	2	2	2	4	2	1	1	0	1	2	1	0	1	4	4	4	3	0	0	1	0	73
20	39	15	46	2	11	0	17	2	2	3	3	1	2	1	0	0	1	0	3	0	3	4	4	4	0	0	0	1	64
27	39	23	31	4	2	13	11	1	3	2	4	1	1	0	2	1	2	1	0	0	4	4	4	3	0	1	0	0	25
39	14	40	27	0	6	10	14	1	4	2	3	2	0	1	1	1	0	2	1	0	4	4	4	4	0	0	0	1	65
38	30	26	26	12	4	14	0	3	2	3	2	1	2	1	0	2	0	0	2	1	4	4	4	4	0	0	0	1	81
29	53	34	4	14	10	2	4	3	1	3	3	1	2	1	0	1	2	1	0	1	4	4	4	4	1	0	0	0	65
19	42	34	25	0	7	13	10	2	3	2	3	1	1	2	0	0	2	0	2	1	4	4	4	3	0	0	1	0	52
46	20	29	25	11	3	16	0	3	2	4	1	3	0	1	0	1	0	1	2	1	4	4	4	4	0	1	0	0	110
51	10	23	36	12	0	4	14	3	1	3	3	1	0	0	3	3	0	1	0	0	4	4	4	4	1	0	0	0	75
21	51	33	15	4	21	0	5	2	2	2	4	0	3	1	0	1	1	2	0	0	4	4	4	4	0	0	0	1	44
43	31	19	27	21	2	7	0	2	1	4	3	2	2	0	0	1	0	1	2	1	4	4	4	4	0	1	0	0	65
33	35	16	36	16	0	3	11	4	1	2	3	1	1	0	2	1	2	0	1	0	3	4	4	4	1	0	0	0	62
17	12	39	52	3	0	6	21	3	1	3	3	1	0	1	2	0	0	2	2	0	4	4	4	4	0	0	1	0	78
35	28	33	24	14	0	14	2	4	2	2	2	1	1	1	1	2	1	1	0	1	3	4	4	4	0	0	1	0	83
