Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
15	25	34	46	4	11	10	5	3	2	2	3	1	1	1	1	0	0	2	2	0	4	4	4	3	0	0	1	0	88
45	22	29	24	14	4	12	0	3	2	3	2	3	1	0	0	0	0	2	2	1	3	4	3	4	0	0	1	0	114
31	31	17	41	14	4	0	12	4	1	3	2	2	0	1	1	0	2	0	2	1	4	3	4	4	1	0	0	0	75
30	34	27	29	0	3	14	13	2	2	2	4	2	1	0	1	0	2	1	1	0	3	4	4	4	0	0	0	1	67
34	28	30	28	6	14	0	10	3	3	1	3	1	1	1	1	1	1	1	1	0	3	4	4	4	0	1	0	0	84
22	30	30	38	3	11	16	0	4	1	4	1	1	2	0	1	0	0	2	2	0	4	4	4	4	0	0	0	1	58
11	34	38	37	5	14	0	11	3	3	1	3	0	0	2	2	0	2	1	1	0	4	4	4	4	1	0	0	0	47
20	13	52	35	0	10	15	5	1	4	2	3	1	0	1	2	0	1	3	0	1	4	4	4	3	0	0	1	0	40
28	28	26	38	2	0	7	21	2	2	3	3	2	1	0	1	0	1	1	2	0	4	4	4	4	1	0	0	0	75
24	39	19	38	0	14	6	10	2	2	4	2	1	3	0	0	1	0	0	3	0	4	4	4	4	0	0	0	1	40
13	36	35	36	4	0	24	2	3	0	4	3	0	2	2	0	0	0	1	3	1	4	3	4	4	0	1	0	0	58
23	21	36	40	0	10	5	15	0	3	4	3	1	0	1	2	0	1	2	1	0	3	4	4	4	0	0	1	0	65
24	38	29	29	3	0	13	14	3	0	3	4	1	1	2	0	0	2	0	2	1	4	3	4	3	1	0	0	0	76
23	35	32	30	0	3	14	13	1	2	3	4	1	1	1	1	1	1	1	1	0	4	4	4	3	0	0	0	1	38
20	26	45	29	4	0	21	5	3	2	3	2	0	1	2	1	1	1	1	1	1	3	4	4	4	1	0	0	0	55
28	22	26	44	4	0	2	24	1	2	3	4	2	0	1	1	0	1	1	2	0	4	4	3	4	0	1	0	0	29
