Mode: 18 #Games: 1000 Notes: u1-Deep
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
16	31	36	37	7	12	11	0	2	3	3	2	0	1	2	1	0	1	1	2	1	4	3	4	4	0	0	1	0	60
48	26	20	26	14	16	0	0	4	3	1	2	1	1	1	1	3	0	0	1	0	4	4	4	4	1	0	0	0	53
35	26	39	20	14	3	13	0	3	1	4	2	1	1	2	0	1	1	1	1	1	4	4	4	4	0	1	0	0	86
25	33	12	50	6	0	3	21	4	1	3	2	0	1	0	3	1	2	0	1	0	4	4	4	4	1	0	0	0	48
37	27	18	38	17	13	0	0	4	4	0	2	1	1	0	2	2	1	0	1	1	4	4	3	4	0	1	0	0	58
46	20	12	42	15	5	0	10	3	3	1	3	2	0	0	2	1	1	1	1	1	4	4	4	3	0	0	1	0	55
32	16	32	40	3	0	10	17	1	0	4	5	1	1	0	2	1	0	2	1	0	4	3	4	3	0	0	1	0	58
36	18	29	37	11	4	2	13	2	2	3	3	2	0	1	1	1	0	1	2	1	4	4	4	4	0	0	1	0	60
10	55	21	34	3	25	2	0	3	4	2	1	0	2	1	1	0	2	0	2	0	4	4	4	4	0	0	0	1	0
34	26	43	17	18	2	0	10	3	2	1	4	1	1	2	0	1	1	1	1	1	4	4	4	4	0	0	0	1	95
24	23	48	25	5	0	0	25	3	2	1	4	1	1	1	1	0	0	3	1	0	4	3	4	4	0	0	0	1	92
18	42	30	30	0	21	9	0	1	3	5	1	0	1	1	2	1	2	1	0	0	4	3	4	4	1	0	0	0	30
27	29	30	34	0	21	2	7	1	3	3	3	2	1	1	0	0	1	1	2	0	4	4	3	4	1	0	0	0	71
31	21	36	32	0	4	13	13	1	2	5	2	1	1	0	2	1	0	3	0	0	4	4	4	4	0	0	0	1	78
39	17	64	0	10	3	17	0	3	3	3	1	0	0	4	0	3	0	1	0	1	4	3	4	4	0	1	0	0	120
29	25	34	32	12	4	11	3	4	1	2	3	0	0	2	2	2	1	1	0	1	4	4	4	4	0	1	0	0	87
33	42	19	26	2	0	15	13	2	1	3	4	1	2	1	0	1	1	0	2	1	4	4	4	4	1	0	0	0	40
31	52	18	19	3	10	11	6	2	3	2	3	1	1	1	1	1	3	0	0	1	4	4	4	4	0	0	1	0	48
34	24	21	41	0	10	17	3	1	3	4	2	2	0	1	1	0	2	0	2	1	4	4	4	4	1	0	0	0	85
37	11	32	40	21	4	0	5	4	2	2	2	2	0	1	1	1	0	1	2	1	4	4	4	4	0	0	0	1	83
44	38	11	27	14	14	2	0	3	3	3	1	2	1	0	1	1	2	0	1	1	4	3	4	4	0	1	0	0	35
33	21	29	37	14	2	14	0	4	1	4	1	1	0	2	1	1	1	0	2	1	4	4	4	4	0	0	1	0	92
9	40	55	16	3	17	10	0	4	3	1	2	0	2	1	1	0	0	4	0	0	4	4	4	4	0	0	1	0	66
21	27	32	40	0	17	2	11	0	7	2	1	1	0	1	2	0	2	1	1	0	3	4	4	4	0	1	0	0	19
32	27	41	20	2	0	10	18	2	1	2	5	1	1	1	1	1	1	2	0	0	4	4	3	3	0	0	0	1	83
39	9	38	34	10	4	5	11	3	3	2	2	1	0	1	2	1	0	2	1	0	4	4	4	4	1	0	0	0	88
41	32	24	23	7	13	0	10	2	5	0	3	1	1	2	0	2	1	0	1	0	3	4	3	4	0	0	0	1	90
21	26	43	30	3	14	11	2	3	3	2	2	0	0	3	1	1	2	0	1	1	4	4	3	4	0	1	0	0	46
24	20	47	29	10	0	7	13	5	0	3	2	1	0	2	1	1	1	1	1	0	4	3	4	4	1	0	0	0	96
