Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
2	6	8	11	12	19	21	23	31	33	1	7	9	10	14	16	17	34	35	39	1	0	87	1268	0	959	328	438	0	6	8	0	0	
4	7	17	21	22	23	34	35	36	38	0	2	6	12	13	19	20	26	31	39	2	1	18	85	0	938	4251	0	0	0	1	0	0	
0	6	8	15	19	20	24	26	37	38	3	7	9	16	22	25	27	30	31	35	3	2	66	53	0	23378	363	575	11	1	0	0	0	
2	5	9	15	23	30	36	37	38	39	1	3	6	8	13	16	19	28	31	35	2	3	37	425	181	0	1428	5	18	0	1	0	0	
2	4	5	13	14	17	23	24	29	31	1	8	10	16	20	25	27	30	34	35	2	0	32	646	557	176	833	340	0	2	1	0	0	
1	12	14	23	24	25	27	28	36	39	4	8	10	11	16	26	29	30	34	37	1	1	72	211	713	246	0	492	0	2	0	0	0	
4	5	6	8	16	22	25	28	29	35	0	2	11	13	18	19	26	33	34	38	3	2	72	0	25912	10126	0	412	0	3	1	0	0	
9	13	19	22	24	25	28	34	35	38	0	3	5	10	14	18	21	31	33	39	2	3	78	124	6334	63	222	0	131	15	1	0	0	
7	9	10	11	12	24	27	28	30	35	0	6	14	17	18	21	31	32	34	38	3	0	66	322	3563	0	190	0	51	0	1	0	0	
0	2	5	6	8	11	19	25	38	39	7	9	10	14	17	18	30	31	33	35	0	1	103	139	0	30604	17	6	0	3	1	0	0	
1	7	13	18	19	22	27	29	31	37	0	4	8	11	14	15	16	28	30	34	3	2	53	321	768	0	287	3	19	1	0	0	0	
3	16	22	24	25	26	28	32	33	35	1	4	5	8	10	12	17	21	34	36	3	3	73	423	0	34713	0	0	175	7	1	0	0	
3	4	7	10	11	13	16	35	36	38	1	2	5	9	18	23	26	29	34	39	3	0	74	1233	446	1709	462	0	12	3	1	0	0	
1	3	9	16	18	23	28	31	32	33	17	19	21	22	27	29	34	35	36	38	3	1	96	131	165	0	0	5	6	1	0	0	0	
4	13	14	18	22	24	26	30	34	37	5	9	11	15	20	21	25	32	38	39	0	2	39	351	102	290	0	0	6	0	0	0	0	
1	2	7	9	19	25	26	30	34	35	0	3	6	12	13	17	27	31	32	33	1	3	39	178	189	2361	271	206	0	0	2	0	0	
3	11	12	14	21	23	25	29	33	35	0	2	4	5	8	22	24	28	34	36	3	0	32	741	0	490	0	0	18	2	0	0	0	
2	4	7	9	16	17	23	30	32	36	1	5	6	10	11	13	26	28	29	39	2	1	49	179	91	0	668	3	0	2	1	0	0	
