Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	3	5	6	7	17	19	29	30	31	11	12	14	15	21	23	24	25	33	34	1	0	107	874	616	0	43735	438	0	10	1	0	0	
3	12	14	15	23	24	25	33	38	39	2	6	8	16	17	19	30	35	36	37	1	1	103	65	320	0	0	2321	296	1	7	0	0	
4	10	11	16	18	20	21	27	33	36	13	15	17	22	28	29	31	37	38	39	2	2	66	214	744	0	148	0	6	1	0	0	0	
2	4	8	10	13	17	19	25	26	34	3	5	6	15	16	18	20	24	37	38	2	3	31	334	3965	212	0	7	33	2	1	0	0	
2	10	15	18	25	27	30	32	33	39	3	5	12	14	16	21	22	23	36	38	2	0	32	1024	286	0	752	7	7	5	1	0	0	
3	5	8	11	15	16	26	27	29	30	6	10	13	24	31	32	33	34	35	36	2	1	46	123	2305	0	464	7	0	5	1	1	0	
5	6	7	8	9	12	13	26	28	29	4	14	16	17	20	24	25	34	36	39	2	2	90	0	0	577	34774	4	12	2	1	0	0	
0	2	5	10	14	24	25	26	35	39	3	6	11	15	16	20	21	28	34	36	2	3	40	118	1953	62	0	0	10	2	1	0	0	
1	5	10	14	15	20	26	36	37	39	6	8	9	11	19	28	29	31	32	33	3	0	120	484	0	250	233	42	2	0	0	0	0	
2	6	7	10	12	13	21	24	31	38	0	1	4	5	9	16	18	23	29	34	0	1	82	94	0	768	243	0	1	3	0	0	0	
2	8	11	14	18	20	26	27	28	39	4	5	7	10	15	16	17	19	30	37	2	2	67	0	23818	13678	805	3	122	0	1	0	0	
1	5	9	13	18	23	26	28	29	30	6	10	14	15	19	20	21	25	33	39	3	3	77	708	0	413	1026	3	17	2	0	1	0	
0	5	11	13	16	22	31	33	34	38	2	15	18	19	20	21	25	27	30	32	1	0	61	841	84	0	676	8	25	1	0	0	0	
0	8	14	16	20	22	29	31	32	37	1	2	4	6	10	15	18	25	27	34	0	1	48	293	0	262	0	6	4	0	0	1	0	
1	2	4	5	6	11	14	18	26	27	7	10	12	13	15	22	23	24	36	39	2	2	24	331	45	69	18	0	1	0	0	0	0	
0	9	13	15	20	24	29	33	37	39	5	6	10	12	17	18	22	25	27	31	2	3	89	200	2204	177	0	817	6	1	0	0	0	
2	9	12	20	27	28	33	34	35	36	0	3	4	5	7	16	21	23	25	30	1	0	17	1503	177	0	1222	689	6	1	0	0	0	
0	1	7	14	19	20	21	26	36	38	3	6	8	11	12	13	15	17	29	34	0	1	89	75	0	125	0	6	0	2	0	0	0	
1	4	10	12	16	17	21	26	30	32	2	3	13	19	22	23	24	33	34	39	3	2	50	223	8538	131	4245	0	35	2	1	0	0	
1	4	6	12	20	24	25	29	36	38	0	3	15	17	23	26	27	28	34	37	0	3	59	163	166	0	433	271	14	2	0	0	0	
7	8	13	18	21	28	29	33	38	39	2	6	9	10	11	19	23	25	27	30	3	0	97	619	0	685	34398	0	23	1	0	0	0	
3	6	8	9	13	16	24	30	34	36	4	7	12	19	25	29	33	37	38	39	3	1	89	345	11830	859	0	1038	0	1	1	0	0	
4	11	13	16	19	25	26	28	33	39	1	2	5	9	10	15	22	24	27	37	3	2	42	298	223	5769	218	99	0	0	2	0	0	
0	2	4	9	11	13	25	26	27	35	3	5	6	18	20	24	28	31	33	34	0	3	95	87	398	2142	365	222	0	0	1	0	0	
