Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
3	15	20	23	25	28	30	31	35	38	2	7	12	13	16	17	19	24	37	39	3	0	109	3411	47952	222	701	1449	350	2	1	0	0	
12	13	20	21	23	26	27	28	37	38	0	1	4	6	16	19	30	33	35	36	2	1	69	141	0	1832	4225	6	19	5	1	0	0	
13	16	17	20	21	26	33	35	37	39	0	6	12	18	22	23	24	31	36	38	3	2	66	336	451	694	482	2	0	0	0	0	0	
4	6	7	12	13	22	23	24	28	39	3	9	15	16	18	25	27	31	34	35	3	3	52	0	8623	2148	376	0	2	0	0	0	0	
1	3	4	5	7	20	28	35	38	39	13	15	18	19	21	24	26	31	34	36	1	0	64	1808	0	1571	1482	2429	15	1	0	0	0	
7	8	10	16	19	20	21	30	35	38	0	1	13	14	18	23	28	29	33	34	2	1	102	483	0	10030	0	71	3	1	0	0	0	
4	8	9	11	17	26	27	28	31	37	1	10	12	15	19	22	23	25	35	39	2	2	89	282	2812	99	0	246	7	0	0	0	0	
0	1	7	9	14	17	27	28	31	38	5	6	8	10	15	20	21	23	36	37	3	3	50	82	0	313	3014	6	0	3	1	6	0	
8	10	14	15	23	27	29	31	35	39	0	3	5	6	16	24	30	33	34	36	1	0	42	348	40980	116	0	2204	215	0	1	0	0	
0	13	14	15	18	23	24	25	26	33	1	8	12	22	29	31	32	34	35	37	2	1	87	252	10897	71	0	77	0	2	0	0	0	
0	4	7	8	12	16	25	26	30	36	2	3	5	11	13	14	15	19	35	37	3	2	20	124	239	0	220	0	192	1	0	0	0	
4	14	20	22	28	31	32	37	38	39	2	7	11	15	19	21	24	26	30	34	1	3	46	0	41343	687	0	171	3	0	1	0	0	
0	3	5	13	14	19	21	25	32	34	2	10	15	17	20	22	27	28	29	35	0	0	37	682	0	510	327	0	1	0	0	0	0	
4	8	10	11	18	27	29	31	36	38	3	5	13	16	19	20	21	22	23	34	3	1	94	126	133	0	134	4303	262	2	0	0	0	
2	5	10	17	24	25	28	29	36	39	6	8	9	16	22	23	27	30	31	34	0	2	61	206	0	34504	795	0	5	0	1	0	0	
1	5	10	12	13	24	30	31	34	38	2	7	8	14	19	26	28	33	35	36	0	3	69	0	706	15967	130	382	5	0	0	0	0	
4	8	11	12	17	24	26	29	34	37	3	13	14	15	19	21	22	25	35	36	0	0	14	757	0	24124	326	537	35	2	0	0	0	
0	4	5	8	10	18	24	27	32	36	1	6	7	13	19	22	23	28	31	34	2	1	61	130	6404	118	0	877	9	1	0	0	0	
0	1	4	5	16	17	18	28	32	37	2	3	6	9	11	23	27	31	34	38	1	2	41	0	14383	967	388	0	25	2	0	0	0	
1	2	8	9	15	17	20	25	29	31	5	6	7	11	13	14	21	27	33	34	0	3	61	177	10600	636	214	2	0	2	0	0	0	
