Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
3	4	11	18	19	22	25	28	34	39	2	5	6	12	23	24	26	30	31	37	2	0	64	821	426	0	8220	0	33	2	0	1	0	
2	5	13	14	15	21	26	28	30	36	0	6	10	12	19	20	27	29	35	37	2	1	57	107	3096	0	61	0	3	0	1	0	0	
11	13	21	24	25	33	35	36	38	39	1	3	10	12	14	18	22	26	27	29	3	2	88	1124	4241	3189	1554	2918	62	14	2	0	0	
5	8	17	18	27	28	29	33	35	38	0	1	10	13	15	19	26	31	32	37	0	3	69	61	1366	0	4194	0	7	0	1	0	0	
0	1	3	8	10	12	15	16	27	38	2	5	11	13	17	23	25	29	30	35	3	0	28	1549	0	9602	1644	314	10	5	1	0	0	
2	10	16	17	18	25	26	28	34	35	0	1	4	8	21	29	30	31	32	36	2	1	79	318	5491	130	0	811	4	1	0	0	0	
1	2	3	4	16	18	19	30	31	32	6	14	20	21	22	26	27	29	35	36	3	2	10	818	1332	0	0	0	2	0	0	0	0	
3	7	12	24	26	27	32	33	38	39	1	2	4	18	20	28	29	31	34	35	3	3	62	197	4988	0	309	0	0	1	1	0	0	
0	4	7	11	24	27	30	35	37	39	2	3	6	10	14	16	17	25	26	36	1	0	72	785	329	0	213	124	0	3	0	1	0	
2	3	4	13	17	21	31	33	36	39	7	9	10	15	19	27	28	29	30	38	3	1	101	67	0	13184	0	0	0	2	1	0	0	
2	5	9	16	17	27	28	32	35	37	4	6	7	8	11	13	14	19	24	31	1	2	105	74	0	32824	0	1490	387	2	0	0	0	
6	14	17	18	20	21	24	34	35	39	0	1	10	12	16	22	27	28	29	36	0	3	42	862	3861	70	0	402	11	2	0	0	0	
7	10	11	15	17	26	28	31	35	37	0	2	3	9	14	16	19	22	32	33	1	0	81	682	0	510	183	309	0	3	0	0	0	
1	4	13	18	19	22	26	30	35	37	3	5	6	10	16	17	23	31	33	36	1	1	36	121	2121	0	14822	0	8	0	1	6	0	
5	9	11	14	15	17	21	24	31	33	0	2	6	10	22	23	26	28	30	38	2	2	61	940	12828	280	0	183	0	13	1	0	0	
3	7	11	13	16	17	18	24	34	38	4	5	8	12	14	20	25	26	30	37	1	3	45	456	339	259	6889	0	8	1	0	0	0	
3	5	7	11	18	20	27	29	31	33	1	6	12	15	16	19	23	32	35	37	2	0	74	631	0	554	357	292	8	0	0	0	0	
1	8	10	11	15	18	19	23	29	39	5	6	12	13	21	22	24	25	33	37	0	1	79	187	295	0	29308	1178	54	0	1	2	0	
1	7	9	13	21	26	28	29	33	37	2	3	6	14	17	25	27	31	34	39	1	2	44	178	0	923	103568	4	0	2	12	0	0	
6	8	9	10	17	21	23	31	32	37	3	4	5	7	22	25	27	30	36	38	3	3	68	150	0	0	75	2	0	4	0	0	0	
4	7	10	12	16	20	28	30	35	38	1	5	8	11	14	19	21	24	29	32	1	0	80	1091	0	863	309	3	5	0	0	0	0	
0	6	10	11	19	22	29	30	34	39	1	2	7	8	17	18	28	32	35	36	3	1	103	146	1818	0	735	0	14	1	0	0	0	
2	4	9	10	13	15	25	29	30	39	1	16	17	18	19	20	23	28	31	37	1	2	114	104	126	0	176	239	0	1	0	0	0	
5	11	16	22	25	26	31	36	37	38	0	6	14	19	20	21	24	29	32	34	0	3	58	254	10531	0	0	523	11	1	0	0	0	
0	1	3	4	5	15	18	20	37	39	2	7	9	11	16	17	19	21	22	29	1	0	113	1305	319	1008	725	553	0	11	1	0	0	
4	5	11	13	23	26	32	34	36	39	1	6	10	15	18	21	22	30	37	38	3	1	78	200	0	545	29543	0	20	3	0	0	0	
6	10	12	14	24	25	31	33	34	35	1	3	5	9	16	18	23	27	32	38	3	2	75	186	355	0	753	148	0	0	0	0	0	
4	9	14	17	19	21	25	32	34	39	0	3	5	7	8	11	12	16	36	38	1	3	120	247	96	69	0	7	34	0	0	0	0	
0	1	2	3	4	6	18	20	32	38	7	10	11	15	24	26	29	33	34	39	2	0	46	419	5582	30	0	246	4	1	0	0	0	
8	15	18	19	20	23	25	29	36	37	7	9	12	13	16	21	22	26	27	39	2	1	85	118	3964	0	198	46	2	1	0	0	0	
3	4	6	10	12	13	23	26	27	30	7	9	14	16	20	21	22	25	29	31	3	2	0	105	652	283	143	0	17	2	0	0	0	
9	10	14	22	25	26	27	31	34	38	2	7	11	12	13	16	17	28	29	36	1	3	81	401	168	567	244	245	0	0	1	0	0	
6	11	13	15	16	18	22	23	24	30	1	2	8	21	27	28	31	32	36	38	0	0	47	1188	0	61879	0	668	11	1	0	0	0	
0	8	11	14	15	17	28	34	35	37	1	2	13	18	25	26	27	32	36	39	0	1	61	258	0	22997	25901	638	0	3	0	0	0	
7	8	14	18	19	21	27	28	33	36	4	5	6	16	17	22	23	25	29	30	1	2	71	112	3852	138	0	900	30	1	0	0	0	
0	1	2	11	13	17	18	32	33	37	3	5	7	9	10	16	31	34	35	36	2	3	0	0	0	231	1296	990	18	0	0	0	0	
6	9	14	20	22	23	31	32	36	38	4	8	10	13	15	19	21	28	37	39	1	0	69	1671	109	3617	0	0	0	3	0	0	0	
1	4	7	16	23	26	28	29	30	39	2	6	8	9	18	20	21	25	27	33	1	1	58	0	389	29188	0	1343	22	3	1	0	0	
0	13	25	27	28	30	31	32	36	38	2	3	5	9	14	18	23	29	33	34	2	2	68	247	5352	0	809	263	24	2	1	0	0	
3	4	12	18	20	23	24	27	31	32	1	5	9	13	15	17	19	25	26	33	1	3	61	0	0	258	692	161	0	0	1	0	0	
2	7	12	13	15	16	17	22	27	31	0	4	5	8	11	19	20	28	30	39	0	0	74	618	104	0	0	1362	0	7	1	0	0	
0	5	7	12	13	17	23	25	26	38	2	10	11	19	22	27	29	31	36	39	0	1	41	0	42247	114	0	1474	17	0	1	0	0	
2	5	14	15	19	21	29	31	32	36	1	7	9	12	25	26	27	28	30	33	0	2	73	153	0	249	61	0	31	1	1	0	0	
0	4	8	9	26	29	30	31	34	39	3	11	13	21	22	23	24	27	35	37	0	3	51	281	305	0	1107	6	83	0	1	0	0	
4	7	16	17	20	21	27	29	37	39	5	8	9	10	14	23	26	28	32	33	1	0	76	642	0	17545	0	217	19	2	0	0	0	
3	5	7	9	12	14	16	17	20	23	1	2	4	11	18	21	28	33	38	39	3	1	90	568	5948	247	0	819	8	0	0	0	0	
9	10	11	12	14	20	23	24	30	35	4	7	13	16	21	25	26	27	31	36	2	2	44	103	42	0	0	0	2	0	0	0	0	
3	7	11	19	20	23	25	26	33	38	4	9	13	16	17	27	30	32	36	39	2	3	73	234	241	0	157	0	6	1	0	0	0	
2	4	16	26	29	31	34	35	37	39	3	9	10	17	21	22	24	25	30	33	0	0	67	1463	0	533	7418	41	0	11	1	0	0	
5	9	12	21	26	28	29	32	35	36	1	4	6	7	15	16	23	27	31	34	1	1	20	0	477	707	391	3	0	12	0	0	0	
2	4	9	10	16	21	26	29	35	39	0	3	6	19	20	23	27	30	34	37	2	2	78	131	88	0	1219	157	40	0	1	0	0	
10	11	15	20	24	25	27	28	36	39	0	2	4	7	8	19	30	32	33	35	0	3	74	517	304	277	1472	1063	40	2	0	0	0	
0	6	8	14	15	16	21	22	24	26	1	5	12	19	20	23	25	27	29	31	3	0	36	2617	14410	1619	2053	740	0	0	1	0	0	
1	5	8	14	20	25	28	31	38	39	2	10	15	19	22	29	33	34	36	37	0	1	69	259	4149	395	0	1961	65	3	0	0	0	
3	9	12	13	16	18	23	27	31	34	11	17	19	25	26	28	29	30	33	39	2	2	114	279	277	225	64	64	0	9	0	0	0	
3	9	10	11	15	25	26	27	38	39	2	5	6	8	17	18	19	23	24	29	1	3	116	87	583	0	72503	7	60	10	0	0	0	
0	4	5	8	11	20	26	31	36	37	3	12	13	19	23	24	25	29	35	39	3	0	54	1482	7486	463	0	1118	0	1	0	1	0	
0	3	4	6	10	16	25	36	37	38	7	9	12	13	14	19	21	23	29	31	0	1	78	0	749	22078	472	2	0	2	0	0	0	
0	13	14	16	17	18	26	29	30	36	1	5	10	11	19	22	31	35	38	39	3	2	111	474	0	1202	3429	4	261	0	1	0	0	
0	3	7	8	9	10	19	21	30	34	1	4	11	15	18	20	22	26	31	37	3	3	50	0	950	60308	0	2258	42	0	1	0	0	
1	3	9	13	14	17	22	33	35	36	6	8	11	16	18	24	25	28	29	39	1	0	63	943	929	557	186	86	0	0	0	0	0	
0	1	10	12	14	18	22	25	26	30	2	7	9	16	17	19	32	33	35	38	0	1	86	402	7024	232	0	0	25	2	0	0	0	
9	12	13	15	17	18	22	27	29	31	0	1	2	4	7	14	16	24	25	33	3	2	35	0	94026	482	1002	0	11	0	1	0	0	
0	5	6	11	16	19	22	31	34	35	3	13	14	17	20	27	28	36	37	38	0	3	42	915	707	0	398	86	35	2	0	1	0	
1	6	8	11	13	25	26	36	37	38	7	9	14	16	18	22	32	34	35	39	0	0	85	1082	2754	0	479	0	41	2	0	1	0	
0	1	2	4	10	21	24	25	35	38	3	6	8	9	13	15	17	30	34	37	1	1	19	340	900	522	0	68	18	0	1	0	0	
2	3	8	10	14	16	33	35	36	38	0	9	13	18	19	26	29	31	34	37	0	2	93	742	10094	0	455	865	33	0	1	0	0	
3	4	5	6	9	14	21	29	33	38	7	8	12	15	19	22	24	25	26	39	2	3	108	129	0	25530	0	6	18	1	1	0	0	
2	4	5	7	9	20	21	31	34	39	0	3	8	13	17	22	28	30	35	36	0	0	69	927	1159	1303	24856	2898	50	6	1	0	0	
4	7	8	15	17	20	22	24	25	28	1	2	14	16	21	29	30	35	36	38	3	1	68	567	42876	977	0	7	7	3	1	0	0	
0	1	4	5	14	25	27	29	31	32	7	10	11	13	15	23	24	30	35	37	3	2	14	0	0	0	102	227	1	1	0	0	0	
0	3	11	15	17	22	25	29	33	34	2	8	10	14	21	24	27	28	37	39	1	3	40	143	2196	0	99	0	2	2	0	0	0	
5	6	9	12	14	18	22	25	29	30	0	1	10	11	13	15	21	31	34	35	0	0	18	664	1061	16191	0	534	7	1	1	0	0	
1	10	12	13	19	20	21	23	35	39	3	6	8	11	14	15	30	34	36	38	1	1	89	0	820	24001	54	656	4	0	2	0	0	
1	4	9	12	14	19	21	28	32	37	6	11	18	22	25	26	29	31	33	36	3	2	80	731	6013	508	0	174	0	3	1	0	0	
0	5	13	15	16	17	18	22	26	32	6	8	9	11	14	19	28	33	35	36	3	3	26	631	5688	3315	0	210	0	2	1	0	0	
3	6	10	11	12	18	19	24	36	38	0	2	5	8	9	14	20	23	28	33	0	0	91	875	12174	195	0	112	0	7	1	0	0	
2	6	9	13	16	18	22	27	33	38	0	3	4	10	26	28	29	30	35	36	0	1	66	264	0	468	99	74	0	1	0	0	0	
3	6	8	10	17	25	26	36	37	39	11	18	19	23	28	31	32	33	34	35	2	2	55	106	0	523	60	0	1	2	0	0	0	
0	2	5	7	8	14	33	36	37	39	4	10	13	16	19	22	25	27	29	35	1	3	74	1336	0	971	1179	794	20	0	1	0	0	
1	2	4	15	18	20	22	26	28	36	0	3	8	10	13	14	19	25	30	33	0	0	87	683	5810	108	0	244	0	1	0	0	0	
1	5	14	21	29	32	33	36	38	39	8	10	13	17	19	22	24	25	35	37	3	1	79	300	0	308	1247	803	17	4	1	0	0	
1	3	8	9	10	17	32	34	37	38	2	5	6	11	12	16	20	25	30	35	1	2	56	918	291	0	753	948	23	1	0	0	0	
