Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
7	10	11	14	15	16	22	23	28	34	0	1	3	9	13	18	19	20	31	33	2	0	16	1585	0	593	850	7	0	6	1	0	0	
0	2	16	17	19	30	32	34	35	37	3	5	9	10	13	14	20	23	28	31	2	1	43	1326	427	314	349	144	7	0	0	0	0	
3	5	6	12	13	20	23	26	31	34	10	14	16	18	19	22	33	35	36	38	2	2	55	293	59	0	312	2	0	0	0	0	0	
1	2	5	6	12	16	19	21	33	38	0	3	9	10	11	14	15	18	24	37	1	3	108	254	0	795	563	856	24	3	8	0	0	
3	4	5	11	14	19	26	29	32	39	2	6	7	9	13	22	23	24	30	31	1	0	69	688	2310	649	3941	0	12	1	0	0	0	
0	3	5	6	8	10	13	30	33	38	9	15	16	21	24	25	27	29	31	34	2	1	78	232	0	773	1472	760	17	0	0	1	0	
2	9	16	17	19	27	33	36	38	39	8	11	20	21	24	25	26	29	30	37	0	2	65	0	12657	9684	0	656	14	4	1	0	0	
9	12	15	26	29	30	32	35	37	38	0	6	8	13	14	19	22	25	33	36	1	3	97	1541	18887	324	0	7	0	16	1	0	0	
0	3	4	11	13	23	26	30	35	37	6	7	9	15	16	17	24	27	28	38	0	0	21	496	0	0	627	0	9	2	0	0	0	
1	2	3	8	9	13	19	24	25	37	4	10	11	18	23	28	29	32	35	39	0	1	68	195	0	245	8157	65	0	3	0	0	0	
0	2	8	19	20	23	27	28	30	32	12	13	17	18	21	25	26	31	35	38	1	2	74	238	602	1240	0	8	0	0	1	0	0	
1	3	13	16	23	25	28	31	34	39	4	8	11	14	19	20	29	33	36	38	1	3	91	226	1252	95	201	135	0	0	1	0	0	
0	1	4	11	17	20	27	28	32	35	8	9	14	15	18	21	26	30	36	37	1	0	54	1372	1966	273	152	117	0	2	1	0	0	
2	5	7	14	20	21	24	30	35	37	0	3	6	9	17	25	26	31	33	39	2	1	58	73	0	238	168	0	13	0	1	0	0	
2	6	7	12	16	18	24	27	30	34	0	1	3	4	5	9	13	21	25	37	2	2	19	99	68	0	77994	972	0	14	1	0	0	
2	4	8	10	20	25	26	28	31	36	11	12	15	16	17	21	24	33	35	37	2	3	74	319	0	842	457	3	17	8	1	0	0	
7	11	12	13	16	19	21	23	28	29	8	9	10	20	24	25	30	31	37	38	0	0	87	1623	6892	601	0	4767	37	6	1	0	0	
3	6	8	10	14	21	22	29	33	36	0	4	7	11	12	20	25	30	37	38	0	1	36	144	0	214	0	619	3	0	0	0	0	
6	7	16	19	23	24	25	30	31	38	1	2	9	13	15	17	22	26	28	35	0	2	61	49	50	193	0	0	3	0	1	0	0	
1	3	4	10	24	26	28	30	36	38	7	9	12	13	15	22	31	32	34	35	3	3	77	143	8527	191	43	0	0	1	1	0	0	
5	6	7	8	9	17	19	22	28	36	3	4	11	13	18	23	25	29	31	35	3	0	49	2200	14551	3480	0	8	0	18	1	0	0	
5	10	14	15	22	23	27	32	33	37	0	2	12	13	19	20	25	29	31	35	2	1	52	0	10708	123	259	0	5	2	0	1	0	
0	10	12	16	18	21	25	28	33	39	5	6	8	17	19	27	35	36	37	38	1	2	51	68	775	395	20270	0	52	2	1	0	0	
1	7	13	20	23	24	27	31	33	36	0	2	3	4	21	25	26	28	30	34	0	3	12	0	394	221	0	718	66	8	1	0	0	
