43	20	22	35	3	0	4	3	1	1	0	2	2	0	1	1	50
28	41	20	31	1	4	2	3	1	2	0	1	1	1	1	1	18
41	18	24	37	2	3	1	4	2	0	1	1	1	1	0	2	66
35	37	18	30	2	2	2	4	1	1	1	1	2	1	0	1	45
25	27	32	36	1	3	5	1	1	1	0	2	0	1	2	1	51
41	29	22	28	3	1	3	3	2	0	0	2	1	2	1	0	57
52	32	18	18	4	3	1	2	2	1	1	0	2	1	0	1	92
38	24	34	24	3	2	3	2	1	1	1	1	1	1	1	1	74
20	44	24	32	2	3	1	4	1	2	1	0	0	2	0	2	50
20	20	47	33	1	4	3	2	1	1	1	1	0	0	3	1	55
42	35	20	23	2	2	3	3	2	1	1	0	1	2	0	1	49
10	53	27	30	2	4	2	2	0	3	0	1	0	2	1	1	47
14	40	20	46	2	3	4	1	0	2	0	2	1	1	0	2	11
34	49	9	28	3	0	6	1	1	3	0	0	1	1	0	2	120
15	25	50	30	2	3	4	1	0	1	2	1	1	0	2	1	67
42	34	9	35	1	3	3	3	2	1	0	1	2	1	0	1	83
29	41	26	24	3	3	2	2	1	2	0	1	0	1	2	1	54
30	50	27	13	3	2	3	2	0	3	1	0	2	1	1	0	67
15	29	46	30	2	2	3	3	0	1	3	0	1	0	1	2	67
48	19	21	32	3	3	2	2	3	0	0	1	1	1	1	1	54
20	55	21	24	3	3	2	2	0	3	0	1	1	1	1	1	52
16	33	50	21	4	2	4	0	1	2	0	1	0	0	4	0	49
27	33	30	30	3	3	1	3	1	0	2	1	1	2	0	1	54
34	30	25	31	2	2	2	4	2	1	1	0	0	1	1	2	58
9	39	21	51	2	1	5	2	0	2	0	2	0	1	1	2	59
27	48	12	33	1	3	4	2	0	2	0	2	2	2	0	0	2
46	23	6	45	1	3	2	4	2	1	0	1	1	1	0	2	42
23	25	31	41	4	0	3	3	0	2	2	0	1	0	0	3	79
39	34	28	19	2	3	2	3	2	1	0	1	1	1	2	0	70
15	39	38	28	3	2	2	3	0	2	1	1	1	1	1	1	47
15	42	42	21	2	4	3	1	0	3	1	0	1	0	2	1	70
26	20	40	34	4	3	2	1	1	0	2	1	1	1	1	1	84
33	28	32	27	2	3	4	1	1	1	1	1	1	1	1	1	76
31	20	51	18	2	1	4	3	2	1	1	0	0	0	4	0	103
34	18	41	27	4	2	1	3	1	1	1	1	1	0	2	1	76
36	2	50	32	3	3	2	2	0	0	2	2	3	0	1	0	44
15	36	26	43	2	3	3	2	0	2	0	2	0	1	2	1	34
18	26	40	36	3	3	2	2	0	1	1	2	1	0	2	1	29
32	35	36	17	3	3	2	2	0	2	1	1	2	0	2	0	70
31	34	36	19	3	2	3	2	1	2	0	1	1	1	2	0	31
33	29	33	25	2	5	1	2	0	0	2	2	2	2	0	0	40
12	34	39	35	2	5	2	1	0	1	2	1	0	1	1	2	49
37	39	20	24	0	3	3	4	2	0	1	1	1	3	0	0	49
23	36	14	47	2	3	2	3	1	2	0	1	1	1	0	2	32
39	26	28	27	3	4	1	2	2	0	2	0	1	2	0	1	80
7	41	53	19	2	3	4	1	0	2	2	0	0	1	2	1	91
39	27	4	50	4	3	3	0	1	1	0	2	2	0	0	2	51
54	27	33	6	5	1	1	3	2	1	1	0	2	1	1	0	73
20	21	25	54	1	4	2	3	1	1	1	1	0	0	1	3	49
32	31	21	36	4	2	2	2	1	1	0	2	1	2	1	0	37
12	24	54	30	1	3	3	3	0	1	3	0	0	1	1	2	74
61	21	25	13	1	4	1	4	2	0	1	1	3	1	0	0	47
3	33	38	46	3	3	1	3	0	1	1	2	0	1	2	1	39
17	28	41	34	3	2	1	4	1	1	1	1	0	1	2	1	45
27	38	20	35	4	2	3	1	1	1	1	1	1	1	0	2	89
16	37	25	42	4	2	1	3	0	1	0	3	1	1	2	0	18
24	30	53	13	3	2	4	1	1	0	2	1	0	2	2	0	90
36	21	31	32	4	3	1	2	1	1	1	1	2	0	1	1	65
47	6	29	38	3	2	0	5	1	0	2	1	2	0	0	2	60
28	13	44	35	4	3	2	1	1	0	1	2	1	0	3	0	60
29	32	9	50	3	1	2	4	0	1	0	3	2	1	0	1	6
10	35	51	24	1	3	3	3	0	1	3	0	1	2	1	0	78
20	25	26	49	5	2	1	2	0	1	1	2	1	1	0	2	73
40	38	13	29	3	3	0	4	1	1	0	2	2	2	0	0	53
18	16	44	42	2	5	3	0	1	0	2	1	0	1	1	2	46
34	29	42	15	3	2	4	1	1	1	2	0	1	1	2	0	99
22	52	12	34	2	1	3	4	0	3	0	1	2	1	0	1	31
38	28	29	25	3	2	1	4	1	1	2	0	2	1	0	1	73
36	25	28	31	2	1	4	3	1	2	0	1	1	0	2	1	43
28	30	32	30	2	2	6	0	0	1	2	1	1	1	1	1	101
43	25	26	26	2	3	3	2	2	1	0	1	1	1	1	1	77
27	27	22	44	3	2	1	4	1	0	1	2	1	1	0	2	30
21	53	33	13	2	4	2	2	1	2	1	0	0	2	1	1	45
33	26	29	32	2	2	1	5	1	0	1	2	1	2	1	0	31
13	26	49	32	1	4	2	3	0	0	2	2	0	1	2	1	28
29	28	39	24	3	2	0	5	1	1	1	1	0	1	2	1	56
55	39	8	18	3	1	2	4	2	2	0	0	3	1	0	0	43
28	6	54	32	1	4	3	2	1	0	2	1	1	0	2	1	67
26	26	35	33	2	2	3	3	0	1	1	2	2	1	1	0	68
49	12	18	41	2	4	1	3	2	0	1	1	2	0	0	2	71
10	17	38	55	3	2	2	3	0	0	1	3	0	1	2	1	32
31	39	21	29	2	3	3	2	0	1	1	2	2	2	0	0	50
32	33	16	39	4	3	3	0	2	0	0	2	0	2	1	1	58
23	22	37	38	2	4	3	1	0	1	2	1	1	0	1	2	58
41	9	33	37	1	3	4	2	1	0	1	2	2	0	1	1	73
38	16	31	35	2	3	4	1	1	0	2	1	2	1	0	1	103
31	30	18	41	3	3	4	0	1	1	1	1	1	1	0	2	64
18	25	45	32	2	2	4	2	0	0	2	2	1	1	1	1	83
44	33	11	32	4	3	0	3	1	2	0	1	3	0	0	1	46
34	20	32	34	3	2	0	5	2	1	0	1	0	0	3	1	74
26	39	27	28	1	4	4	1	1	1	1	1	1	2	0	1	51
60	16	32	12	2	2	1	5	3	0	1	0	2	1	1	0	85
25	42	31	22	3	3	2	2	1	0	1	2	1	2	1	0	68
36	28	16	40	4	2	1	3	2	1	0	1	1	1	0	2	90
42	10	31	37	1	3	4	2	2	0	1	1	1	0	1	2	86
30	30	35	25	3	3	4	0	1	0	2	1	1	2	1	0	95
20	16	38	46	4	4	1	1	1	0	2	1	0	1	1	2	53
47	33	11	29	2	4	2	2	2	0	1	1	2	1	0	1	73
14	58	23	25	3	4	2	1	0	3	0	1	1	2	1	0	28
31	28	20	41	3	3	2	2	1	0	1	2	1	2	0	1	57
15	37	15	53	4	2	1	3	0	1	0	3	1	2	0	1	19
42	19	35	24	2	4	1	3	2	0	1	1	1	1	2	0	64
34	25	25	36	4	3	2	1	1	1	0	2	2	0	2	0	29
23	39	44	14	3	1	3	3	1	2	1	0	1	1	2	0	47
27	30	53	10	3	3	2	2	1	1	2	0	1	1	2	0	82
27	34	21	38	5	2	3	0	1	1	1	1	1	1	0	2	62
38	27	31	24	2	3	3	2	0	2	1	1	3	0	0	1	42
17	34	35	34	3	3	2	2	0	1	1	2	1	1	2	0	44
35	23	34	28	3	3	3	1	2	0	1	1	1	1	1	1	92
25	32	27	36	3	2	2	3	0	1	2	1	1	1	0	2	60
31	55	24	10	2	4	2	2	2	2	0	0	0	3	1	0	56
39	14	34	33	3	3	3	1	1	1	0	2	2	0	2	0	64
38	19	31	32	1	2	4	3	2	0	2	0	1	1	0	2	91
35	41	16	28	2	2	2	4	3	0	1	0	0	3	0	1	74
50	46	10	14	5	3	1	1	2	2	0	0	2	1	0	1	68
31	40	15	34	3	0	2	5	1	2	0	1	1	1	1	1	44
14	35	50	21	4	2	2	2	0	1	2	1	0	1	2	1	91
36	16	33	35	1	2	4	3	1	0	1	2	2	1	1	0	69
25	35	31	29	3	4	1	2	1	1	1	1	0	2	1	1	65
15	27	30	48	2	3	3	2	0	1	1	2	0	1	1	2	51
4	22	39	55	2	2	1	5	0	1	0	3	0	0	3	1	6
25	37	14	44	4	0	3	3	1	1	0	2	0	2	0	2	27
26	23	30	41	1	5	1	3	1	1	0	2	0	1	2	1	0
13	58	23	26	2	2	2	4	0	3	0	1	0	2	1	1	15
22	29	29	40	3	1	4	2	1	2	0	1	0	0	2	2	94
39	22	41	18	2	1	3	4	1	1	2	0	2	0	1	1	91
51	17	38	14	3	1	3	3	2	1	1	0	2	0	2	0	84
24	33	33	30	3	1	4	2	1	1	0	2	1	1	2	0	51
14	24	43	39	3	1	3	3	0	1	3	0	1	1	0	2	80
41	7	29	43	4	4	1	1	1	0	2	1	2	0	0	2	94
35	36	17	32	1	3	3	3	0	2	1	1	2	1	0	1	43
18	48	24	30	3	2	3	2	0	3	1	0	1	1	0	2	84
35	43	12	30	2	2	2	4	1	2	0	1	1	1	1	1	30
38	27	28	27	3	2	3	2	1	0	1	2	2	1	1	0	55
36	19	38	27	1	3	2	4	2	1	1	0	1	0	1	2	83
24	20	27	49	1	4	2	3	2	1	1	0	0	0	1	3	61
14	27	18	61	3	1	2	4	0	1	0	3	0	1	1	2	18
29	25	17	49	2	3	3	2	1	1	0	2	1	1	0	2	27
39	15	19	47	1	2	5	2	2	0	0	2	0	1	1	2	87
26	28	39	27	3	0	2	5	1	1	1	1	0	1	2	1	45
4	41	44	31	1	3	3	3	0	0	2	2	0	3	1	0	46
41	34	23	22	0	2	4	4	2	1	0	1	1	2	1	0	63
35	21	29	35	2	1	4	3	2	0	1	1	1	1	1	1	59
38	30	27	25	2	3	2	3	2	1	1	0	1	1	1	1	53
32	30	19	39	2	2	3	3	2	0	0	2	0	2	1	1	63
35	31	18	36	1	4	2	3	1	1	0	2	1	1	1	1	53
31	18	33	38	4	2	1	3	2	0	0	2	0	1	2	1	76
38	15	47	20	2	2	2	4	1	1	1	1	2	0	2	0	51
9	40	40	31	3	3	0	4	0	2	2	0	0	1	1	2	31
37	15	39	29	2	3	2	3	2	0	1	1	0	1	2	1	84
33	40	6	41	2	1	4	3	1	0	0	3	1	3	0	0	54
16	54	34	16	1	3	4	2	0	3	0	1	0	1	3	0	38
27	31	45	17	0	2	4	4	0	2	1	1	2	0	2	0	73
42	43	16	19	3	2	2	3	2	2	0	0	1	1	1	1	64
47	17	16	40	1	5	2	2	2	1	0	1	1	0	1	2	33
22	42	39	17	2	3	3	2	0	2	1	1	1	1	2	0	51
27	47	15	31	2	2	4	2	0	3	0	1	2	1	0	1	10
37	21	42	20	4	2	1	3	1	0	2	1	1	1	2	0	106
20	48	24	28	2	3	2	3	1	2	1	0	0	2	1	1	28
31	20	27	42	1	4	2	3	0	1	2	1	2	0	0	2	47
19	25	54	22	1	4	3	2	1	0	3	0	0	1	1	2	87
20	31	35	34	2	1	4	3	1	1	0	2	0	1	2	1	40
31	18	25	46	1	2	5	2	1	0	0	3	1	1	1	1	74
33	17	27	43	4	3	2	1	2	0	1	1	0	1	1	2	82
28	26	32	34	3	3	1	3	2	0	1	1	0	2	1	1	62
42	40	25	13	3	3	3	1	2	2	0	0	1	1	2	0	66
22	39	40	19	2	3	3	2	1	1	2	0	0	2	1	1	66
41	20	44	15	2	4	1	3	2	1	1	0	1	0	2	1	44
19	27	47	27	3	1	4	2	0	0	3	1	1	1	1	1	92
12	30	37	41	2	3	2	3	0	1	1	2	0	1	2	1	28
20	32	28	40	4	4	1	1	1	1	1	1	0	1	1	2	59
47	44	16	13	1	3	4	2	3	1	0	0	0	3	1	0	89
42	32	23	23	5	1	1	3	1	1	1	1	2	1	1	0	67
20	53	32	15	4	3	2	1	1	1	2	0	0	3	1	0	51
34	23	33	30	1	0	4	5	2	0	1	1	1	1	1	1	68
41	18	21	40	3	3	2	2	1	1	1	1	3	0	0	1	59
37	15	36	32	3	2	3	2	1	1	1	1	2	0	2	0	68
40	26	38	16	2	3	4	1	2	1	1	0	1	0	2	1	98
21	32	20	47	2	3	3	2	1	1	1	1	0	1	0	3	69
38	14	16	52	3	1	5	1	2	0	0	2	0	1	1	2	79
10	40	39	31	4	4	2	0	0	1	2	1	0	2	1	1	49
18	51	26	25	1	2	2	5	1	1	1	1	0	3	0	1	24
52	16	33	19	4	2	3	1	2	0	1	1	2	1	1	0	95
47	25	35	13	3	1	3	3	2	1	1	0	2	1	1	0	88
9	6	58	47	3	2	3	2	0	0	2	2	0	0	3	1	82
24	27	37	32	3	2	2	3	1	0	1	2	0	2	2	0	79
23	40	34	23	6	2	2	0	0	2	1	1	2	1	1	0	44
27	39	28	26	5	1	1	3	0	2	0	2	1	1	2	0	56
19	37	35	29	1	4	3	2	1	2	1	0	0	1	1	2	31
15	24	54	27	2	4	3	1	1	1	1	1	0	0	3	1	53
30	40	21	29	3	3	1	3	2	0	1	1	0	3	0	1	67
24	43	33	20	3	4	3	0	1	0	3	0	0	3	0	1	67
24	12	39	45	2	3	1	4	1	0	1	2	0	0	2	2	57
27	39	36	18	1	3	2	4	2	1	1	0	0	2	1	1	72
36	30	21	33	1	1	3	5	1	1	1	1	2	1	0	1	41
45	37	24	14	2	3	2	3	1	2	1	0	2	1	0	1	48
26	44	24	26	4	3	2	1	1	2	0	1	1	1	2	0	66
45	13	26	36	2	4	1	3	1	0	2	1	3	0	0	1	48
42	23	4	51	3	2	2	3	1	1	0	2	2	0	0	2	9
44	27	22	27	2	1	3	4	1	0	1	2	2	2	0	0	27
26	16	32	46	3	3	2	2	1	0	2	1	0	0	1	3	57
13	46	37	24	3	3	4	0	0	2	1	1	0	2	2	0	51
20	40	39	21	2	2	2	4	1	2	1	0	0	1	2	1	28
35	31	35	19	3	3	3	1	1	2	1	0	2	0	1	1	73
24	19	28	49	3	3	2	2	1	0	1	2	1	1	1	1	40
37	32	40	11	3	3	3	1	1	1	2	0	2	1	1	0	97
21	20	52	27	2	3	3	2	0	1	2	1	1	0	2	1	64
42	39	29	10	4	1	3	2	1	2	1	0	2	1	1	0	120
18	41	50	11	2	1	4	3	1	2	1	0	0	1	3	0	76
51	17	32	20	1	3	2	4	3	0	1	0	1	1	1	1	91
30	38	15	37	2	3	3	2	0	2	0	2	2	1	1	0	60
19	31	31	39	4	1	4	1	1	1	2	0	0	1	0	3	74
19	23	49	29	2	3	2	3	1	1	1	1	0	0	3	1	75
26	41	34	19	2	3	2	3	1	0	2	1	1	3	0	0	90
44	40	19	17	1	4	1	4	1	3	0	0	2	0	1	1	54
23	35	27	35	4	3	1	2	1	1	2	0	0	1	0	3	64
24	27	14	55	1	2	5	2	1	0	0	3	0	2	0	2	37
9	43	36	32	1	2	4	3	0	1	2	1	0	2	1	1	34
34	22	34	30	3	2	1	4	1	1	1	1	2	0	1	1	59
29	37	32	22	2	3	2	3	1	1	2	0	0	1	1	2	69
34	12	36	38	5	2	1	2	2	0	1	1	0	1	1	2	91
18	15	39	48	0	4	4	2	0	0	1	3	0	1	2	1	45
49	21	30	20	1	2	2	5	3	1	0	0	1	1	1	1	67
36	17	8	59	5	1	2	2	2	0	0	2	0	1	0	3	76
29	45	25	21	5	2	1	2	0	2	2	0	2	1	0	1	51
37	28	25	30	3	2	3	2	1	1	1	1	2	0	1	1	73
31	17	21	51	1	2	3	4	1	0	1	2	0	1	1	2	64
18	46	45	11	4	1	2	3	1	2	1	0	0	1	3	0	94
48	19	35	18	2	2	5	1	1	0	2	1	3	1	0	0	99
35	30	23	32	4	1	4	1	1	1	1	1	2	1	0	1	92
28	26	54	12	1	5	3	1	2	0	2	0	0	1	2	1	93
41	16	40	23	3	3	4	0	1	1	2	0	2	0	1	1	76
23	26	36	35	1	3	3	3	1	0	2	1	0	1	1	2	34
40	32	4	44	4	2	3	1	1	1	0	2	2	1	0	1	36
11	44	33	32	4	2	1	3	0	2	1	1	0	1	2	1	69
47	24	31	18	3	2	3	2	2	1	1	0	2	0	1	1	56
33	39	27	21	2	2	1	5	1	1	1	1	1	2	1	0	56
43	30	9	38	2	3	3	2	2	1	0	1	1	1	0	2	60
33	39	30	18	3	1	2	4	2	2	0	0	0	1	2	1	70
16	35	37	32	2	5	2	1	0	2	1	1	1	0	2	1	29
8	46	30	36	1	0	4	5	0	1	1	2	0	2	1	1	42
25	33	32	30	0	1	5	4	0	1	2	1	2	1	0	1	80
32	28	36	24	2	5	2	1	2	1	0	1	0	1	3	0	54
46	13	41	20	3	2	4	1	3	0	1	0	1	0	2	1	108
25	30	16	49	4	4	0	2	1	1	1	1	0	1	0	3	48
42	23	38	17	3	3	0	4	1	0	3	0	2	2	0	0	93
25	15	35	45	2	3	3	2	0	1	2	1	1	0	0	3	34
18	10	51	41	4	3	1	2	1	0	2	1	0	0	2	2	94
33	31	22	34	3	3	2	2	1	2	0	1	1	0	1	2	50
30	30	35	25	4	2	4	0	1	2	1	0	1	0	1	2	54
29	22	42	27	1	1	4	4	0	1	2	1	2	0	1	1	89
13	51	16	40	2	2	3	3	0	3	1	0	0	1	0	3	22
33	36	29	22	4	2	4	0	0	2	1	1	2	1	1	0	50
12	23	45	40	2	4	2	2	0	0	1	3	0	2	2	0	53
33	26	46	15	3	2	3	2	0	1	2	1	2	0	2	0	90
25	31	43	21	3	1	4	2	1	2	1	0	1	0	2	1	86
40	16	20	44	2	6	0	2	1	1	1	1	2	0	0	2	31
43	35	32	10	4	3	0	3	3	0	1	0	0	3	1	0	105
41	51	21	7	2	2	2	4	1	3	0	0	2	1	1	0	57
9	26	50	35	2	1	3	4	0	0	2	2	0	2	2	0	58
20	44	24	32	5	1	2	2	0	0	2	2	1	3	0	0	71
31	43	17	29	2	3	1	4	1	1	0	2	1	2	1	0	12
16	45	39	20	1	4	3	2	1	2	1	0	0	1	2	1	53
24	28	31	37	2	2	2	4	1	1	0	2	0	1	2	1	18
19	39	41	21	2	2	4	2	0	1	2	1	1	2	1	0	74
22	37	26	35	2	3	4	1	0	3	0	1	2	0	1	1	32
25	24	32	39	2	4	3	1	1	1	1	1	1	0	1	2	45
21	19	34	46	0	4	4	2	0	1	1	2	1	0	1	2	61
27	42	32	19	1	3	2	4	0	3	0	1	2	0	2	0	25
38	37	36	9	2	3	2	3	0	2	2	0	3	1	0	0	79
30	31	41	18	2	2	1	5	1	0	2	1	1	2	1	0	45
22	21	45	32	3	3	3	1	0	1	2	1	1	1	1	1	47
18	27	26	49	3	1	3	3	0	1	1	2	0	1	1	2	36
21	49	15	35	3	1	4	2	1	0	0	3	0	4	0	0	32
12	28	60	20	4	2	2	2	0	0	4	0	0	2	1	1	114
42	28	33	17	2	3	3	2	1	1	1	1	2	0	2	0	49
31	49	27	13	0	2	3	5	2	2	0	0	0	2	2	0	46
21	31	19	49	3	2	2	3	1	1	1	1	0	1	0	3	32
43	26	11	40	1	5	4	0	2	0	0	2	1	2	0	1	51
30	14	60	16	3	3	1	3	1	0	3	0	1	1	2	0	108
29	28	48	15	3	3	1	3	2	1	1	0	0	1	3	0	81
28	20	34	38	2	2	3	3	0	1	1	2	2	0	1	1	65
22	40	31	27	3	1	4	2	0	3	0	1	1	0	2	1	56
29	62	10	19	2	3	2	3	1	3	0	0	1	2	0	1	16
17	32	26	45	2	3	3	2	0	0	1	3	1	2	1	0	55
36	23	47	14	1	3	3	3	1	0	3	0	2	1	0	1	91
32	16	40	32	3	5	2	0	0	1	1	2	2	0	2	0	48
21	26	49	24	2	4	2	2	0	0	3	1	1	1	1	1	44
15	16	39	50	2	4	3	1	1	0	1	2	0	1	1	2	40
39	26	34	21	4	2	1	3	1	1	1	1	2	0	1	1	48
22	40	34	24	4	1	3	2	0	2	2	0	1	1	0	2	80
15	50	25	30	4	4	1	1	0	3	0	1	0	1	2	1	51
50	11	21	38	4	1	3	2	2	0	1	1	2	0	0	2	120
