Mode: 20 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
4	5	10	11	12	15	16	18	23	25	3	6	7	13	19	20	21	26	31	34	3	2	0
2	4	7	11	16	23	27	29	31	38	12	13	14	17	18	28	33	35	36	39	2	3	84
3	4	6	10	12	15	16	20	28	32	2	13	23	27	29	30	31	34	38	39	2	3	59
6	9	10	11	12	24	27	32	37	38	0	1	2	5	13	14	26	30	33	39	0	3	74
0	3	4	6	10	22	23	24	28	34	2	8	12	13	14	16	17	19	27	32	0	0	52
1	5	7	11	14	17	24	26	27	39	2	10	16	22	30	31	32	33	35	38	3	0	51
5	7	11	12	14	15	16	23	27	34	0	2	4	9	13	18	19	20	29	37	2	2	71
4	7	10	14	17	18	19	31	35	36	5	8	9	13	21	22	25	28	30	33	1	0	64
0	10	11	13	15	19	21	31	32	33	1	8	12	14	16	27	28	30	36	37	3	1	25
3	4	6	9	11	12	13	16	28	31	10	14	18	20	21	23	26	27	35	39	2	1	58
1	5	12	13	19	20	21	25	27	33	0	7	10	17	23	28	29	31	32	38	3	3	69
4	9	14	15	19	23	25	29	32	37	0	1	3	6	17	20	27	30	31	34	1	2	66
1	9	10	17	22	23	30	32	35	36	2	8	12	14	15	19	21	28	34	39	2	1	68
8	9	10	11	15	19	22	31	37	39	1	12	14	16	18	20	23	24	28	36	2	2	88
1	2	7	17	18	25	29	33	36	37	3	8	11	12	14	16	19	24	31	38	3	3	107
0	5	7	8	10	15	16	20	22	31	3	6	11	13	14	21	23	24	25	35	3	0	0
0	8	9	10	11	15	16	21	32	35	3	7	17	19	20	22	26	33	34	39	2	3	54
1	14	19	24	25	26	33	35	38	39	4	6	8	10	13	15	16	17	21	29	3	2	49
0	3	12	13	16	19	24	27	28	33	1	2	5	6	20	23	31	32	35	38	0	0	60
0	8	10	18	19	26	29	33	34	37	3	5	13	15	16	24	25	27	32	38	0	0	53
2	3	12	20	24	25	28	34	36	37	0	11	13	14	16	19	26	29	32	39	2	1	84
3	7	16	17	18	26	27	35	37	39	0	6	8	12	13	20	24	30	32	33	1	1	48
0	11	15	16	20	23	25	30	33	39	2	3	4	7	8	12	21	26	36	37	1	2	18
6	11	17	19	23	25	26	35	36	37	0	7	8	10	18	21	28	29	31	32	0	1	81
1	2	4	19	24	25	28	31	35	39	11	14	17	21	23	29	30	32	33	37	3	3	76
4	5	9	10	13	17	19	21	22	25	2	6	11	12	14	16	18	23	32	34	1	2	94
0	4	5	18	20	27	34	35	36	37	10	11	21	22	24	29	30	31	32	39	0	3	45
5	6	7	8	12	17	29	30	34	36	3	11	18	23	24	25	31	32	33	35	3	0	64
2	3	4	5	10	13	14	27	33	34	15	22	24	25	28	29	35	36	38	39	2	3	109
2	9	13	16	17	22	27	29	32	37	0	1	8	10	14	18	21	24	35	36	3	1	45
1	7	11	16	18	24	29	34	35	39	0	8	20	23	26	27	28	31	37	38	0	0	71
3	11	13	18	19	23	33	34	38	39	0	4	7	10	14	15	16	25	31	32	2	2	77
3	4	6	11	14	33	35	37	38	39	8	9	10	15	19	21	29	31	32	34	2	2	85
3	5	6	15	17	28	29	30	35	36	0	1	2	18	20	22	24	26	31	32	3	1	40
0	9	11	12	14	16	18	19	22	26	6	7	13	21	27	28	29	32	33	35	1	0	120
2	4	12	16	17	18	20	26	34	37	3	5	13	15	23	27	28	29	31	35	3	3	37
3	5	7	10	11	27	29	33	35	37	4	12	15	19	20	25	26	30	34	36	0	3	28
1	2	9	12	15	20	25	33	38	39	0	8	10	11	16	19	21	22	29	31	0	0	92
0	8	9	15	16	17	20	21	24	34	1	3	4	22	23	25	29	32	38	39	3	1	84
6	12	16	21	22	23	27	34	36	39	8	18	19	20	24	26	29	31	33	35	3	0	76
1	7	15	18	26	27	28	30	37	38	4	9	11	13	19	20	23	24	33	34	3	1	69
3	16	19	20	26	27	28	30	32	35	0	5	6	7	11	13	14	21	24	33	3	2	29
2	4	10	18	21	25	32	34	36	39	6	11	16	19	20	23	31	33	35	37	3	2	68
8	12	13	14	17	19	23	25	31	36	3	4	15	20	26	27	29	34	35	39	0	1	19
3	8	13	16	20	21	23	28	30	34	0	1	10	11	17	22	24	25	29	31	0	3	0
2	9	13	21	25	26	28	30	31	38	6	7	15	16	18	19	20	22	23	39	1	2	87
0	13	16	17	18	22	30	32	34	35	4	6	7	11	12	14	15	23	33	37	2	2	0
0	2	4	7	13	14	21	30	32	39	10	22	23	27	28	29	31	34	35	36	2	3	99
2	6	8	14	15	17	20	25	34	37	0	4	12	16	18	24	30	35	38	39	1	3	61
5	8	10	21	23	24	25	29	30	39	0	3	6	7	11	12	13	19	28	36	0	0	95
1	7	9	14	16	17	22	23	25	37	2	5	6	11	18	20	24	27	28	38	2	3	66
3	4	9	14	18	24	29	35	36	39	2	7	12	15	17	22	26	28	32	38	1	0	73
1	8	12	15	20	23	26	28	30	32	0	4	5	6	9	13	18	27	34	38	2	0	56
0	5	9	15	17	22	23	27	33	38	2	10	12	19	29	30	32	34	37	39	1	0	98
1	5	9	10	13	17	28	29	35	36	2	3	8	22	23	30	33	34	38	39	1	1	79
8	9	10	18	19	21	25	26	28	32	1	2	13	15	17	20	23	33	34	37	3	1	47
1	4	9	12	19	21	23	24	27	38	2	3	5	17	18	22	28	29	34	36	3	1	60
1	6	7	15	17	19	25	26	28	33	2	4	11	12	13	21	24	29	35	37	2	2	79
0	3	5	6	17	19	20	27	30	33	1	7	8	9	12	18	21	25	36	37	2	1	50
4	14	17	19	20	22	26	30	37	38	0	3	7	9	11	12	13	23	25	32	2	3	66
1	2	3	8	9	11	22	23	25	31	0	4	6	14	16	18	19	33	35	39	2	2	68
0	1	3	13	21	28	31	34	36	39	2	4	8	14	16	17	18	20	27	32	2	2	62
5	7	9	13	26	28	33	35	36	37	2	4	10	16	17	19	20	21	22	38	0	2	66
9	12	13	17	21	22	25	26	36	39	1	4	8	11	15	16	19	23	24	33	0	0	80
3	5	6	10	15	16	20	22	25	36	1	7	17	19	23	27	29	31	38	39	3	3	54
2	5	7	13	14	20	21	22	31	38	0	3	4	6	8	9	10	28	32	33	3	3	10
0	5	13	15	16	25	26	27	35	39	1	6	7	14	19	24	29	31	33	38	1	3	66
5	7	10	12	13	19	21	25	35	36	1	6	17	18	20	27	28	30	33	38	2	1	37
2	4	8	11	17	20	26	34	35	36	1	7	9	14	15	22	24	28	29	30	2	0	80
4	11	13	15	16	20	22	30	38	39	2	7	14	21	26	27	31	33	35	36	2	0	58
1	5	11	16	21	23	26	33	35	36	2	4	7	9	12	20	24	27	29	39	3	0	40
2	12	16	26	27	28	30	33	36	39	4	5	6	7	13	14	18	31	35	37	0	1	62
2	16	20	24	25	29	30	34	36	37	1	3	5	9	12	13	17	22	27	38	2	1	45
2	13	20	24	25	27	28	29	35	39	5	7	9	10	11	14	18	26	32	38	0	2	81
3	9	22	23	25	26	28	31	33	39	0	1	2	4	5	6	15	17	32	36	2	1	73
11	12	20	23	27	28	29	30	31	36	0	1	7	14	16	18	25	34	35	38	2	2	64
1	6	13	17	18	21	24	25	33	34	0	2	3	4	5	10	12	26	32	39	1	2	23
4	5	6	7	19	20	25	33	37	38	2	12	14	15	16	23	27	31	35	36	2	3	30
0	4	18	27	28	30	31	34	36	39	5	6	7	10	13	14	16	17	32	35	1	2	25
5	8	16	22	25	28	30	32	36	37	0	1	3	10	11	18	26	27	33	39	0	3	39
9	13	16	20	24	25	29	32	35	36	2	4	6	10	11	12	21	26	28	30	3	3	23
0	3	4	13	14	22	25	28	29	37	5	6	10	11	15	20	21	30	32	33	2	0	21
1	2	4	8	15	24	29	31	37	38	0	7	19	21	25	28	30	33	34	35	0	0	92
3	7	10	13	14	19	21	22	25	29	2	5	8	9	15	17	18	20	23	24	2	0	107
0	1	8	9	21	30	31	33	34	36	4	7	10	12	17	18	20	23	29	32	1	1	55
0	17	22	25	29	32	33	35	36	38	2	3	4	7	8	9	10	13	19	37	3	3	81
1	2	4	5	18	24	25	28	32	35	3	7	11	12	14	20	23	27	34	38	0	1	18
3	6	9	15	16	21	23	29	33	37	1	8	10	12	18	26	30	32	36	39	2	2	48
7	11	18	23	25	26	27	30	31	34	2	4	6	9	17	19	28	29	35	38	2	1	97
1	9	13	21	22	27	28	31	36	38	7	8	10	14	18	19	24	25	26	29	1	0	101
0	2	4	5	9	14	15	25	28	38	3	7	8	11	18	23	26	27	29	32	3	3	78
0	1	2	3	4	6	14	18	22	37	5	13	16	19	20	23	24	30	31	32	0	0	58
0	3	5	6	8	10	15	20	27	35	2	4	12	23	24	28	31	32	33	37	1	2	8
2	3	8	10	13	16	22	23	24	25	0	5	9	14	15	32	34	36	37	38	0	2	109
1	7	10	22	25	26	28	36	38	39	3	4	9	11	17	29	33	34	35	37	3	1	87
0	3	8	13	19	23	24	29	30	34	2	6	7	10	15	17	22	32	36	37	1	3	49
4	10	15	18	21	25	28	29	30	34	0	3	6	9	14	19	24	27	38	39	0	1	95
0	1	2	3	15	17	19	20	28	32	5	6	7	14	18	21	23	24	25	38	3	0	27
6	7	14	15	19	24	28	29	36	37	1	2	3	8	17	21	26	33	38	39	0	2	89
3	5	9	11	16	30	31	35	37	38	0	1	2	23	24	26	27	28	33	36	2	3	62
3	10	13	15	20	23	27	28	29	37	6	7	11	19	21	25	30	31	33	36	1	1	55
3	4	10	12	13	15	23	27	30	35	2	5	8	14	17	25	26	28	37	39	0	3	51
0	2	3	5	12	14	27	32	33	36	8	11	15	16	30	31	34	35	38	39	3	2	67
9	10	15	24	25	26	29	31	33	34	1	3	4	5	7	16	20	23	35	37	0	3	62
8	9	14	18	20	21	29	30	31	33	3	5	10	12	16	22	23	24	36	37	3	0	18
9	14	18	23	29	31	33	34	35	38	0	5	8	11	15	21	28	36	37	39	3	0	111
2	3	5	7	9	27	30	31	35	39	1	10	12	16	22	23	25	29	34	37	2	2	30
0	9	10	16	20	25	29	32	36	37	1	2	7	15	17	22	24	30	31	34	2	3	40
9	10	11	13	26	33	34	35	36	37	3	8	14	17	20	23	27	28	32	39	2	1	70
3	13	15	24	25	27	30	32	34	38	1	7	19	21	23	28	29	35	37	39	2	1	65
0	6	7	8	15	20	21	31	34	35	3	4	9	10	11	13	14	18	22	36	1	0	61
3	7	10	13	15	24	31	32	34	39	0	5	6	12	14	16	17	22	23	33	1	0	47
0	11	13	14	16	24	31	32	34	38	7	8	9	17	18	20	21	22	25	36	0	1	40
1	4	16	17	23	24	31	35	36	39	0	3	5	10	12	22	27	28	37	38	2	2	35
3	9	13	15	16	17	21	23	24	36	2	5	6	11	14	27	28	30	38	39	1	1	70
14	16	19	20	21	23	33	34	37	39	0	1	7	13	15	18	25	30	31	38	0	2	61
4	8	14	16	19	20	24	31	35	36	1	7	9	12	22	26	27	28	34	38	1	2	82
8	16	17	18	22	27	32	33	34	37	1	2	9	11	14	19	23	24	25	26	3	3	65
8	10	11	13	15	24	27	31	33	37	5	9	12	17	21	22	26	29	35	36	2	3	50
1	5	10	12	14	20	25	26	27	35	0	2	11	13	15	19	23	28	32	37	2	3	65
3	8	23	24	26	27	34	36	37	38	0	1	10	14	16	19	21	30	31	32	1	2	38
1	6	10	16	21	25	26	31	32	33	2	7	12	13	17	22	24	34	35	39	1	0	10
3	5	6	13	17	19	23	28	31	38	1	2	7	12	14	16	20	36	37	39	0	0	53
2	4	10	16	23	29	30	36	38	39	3	6	7	11	13	19	24	28	31	37	2	0	81
2	4	8	10	11	12	15	30	33	39	1	6	16	17	18	20	29	32	35	37	3	3	58
1	4	8	10	11	17	19	22	35	38	3	5	7	15	24	25	27	28	31	36	0	1	54
11	12	13	14	15	21	32	33	34	37	1	2	3	5	10	19	26	28	30	31	3	0	63
0	2	4	6	7	9	10	23	32	37	12	13	17	19	20	25	27	30	31	34	3	1	61
2	3	5	7	9	16	17	29	35	37	0	1	4	8	14	22	24	27	30	38	1	1	53
1	4	8	13	14	16	20	24	28	33	6	17	21	22	26	27	32	34	37	38	3	2	44
0	1	3	9	14	20	25	35	36	38	2	7	8	10	17	18	24	27	28	34	3	2	79
6	8	12	15	16	20	22	25	27	32	2	11	13	17	21	28	31	34	35	38	0	1	34
0	2	15	19	20	25	30	31	33	38	1	4	7	9	13	17	18	29	32	39	0	2	114
0	2	7	14	17	21	23	30	33	35	1	3	5	10	16	18	20	34	38	39	3	3	63
1	4	7	11	13	18	20	21	33	37	0	6	10	12	16	19	24	25	26	27	0	3	20
7	9	11	14	19	20	21	27	32	36	1	15	16	17	23	30	33	35	37	39	0	2	75
7	8	9	12	13	20	21	23	27	38	0	1	2	4	15	18	26	32	35	36	0	3	48
1	8	13	20	21	22	27	30	31	34	4	7	10	12	17	28	29	32	36	39	3	0	62
1	2	5	7	12	14	20	21	27	35	0	3	11	15	17	18	26	29	31	32	2	3	30
0	4	6	16	18	26	29	32	34	38	7	8	9	10	17	21	23	27	31	37	3	0	66
2	9	12	13	20	26	30	31	34	37	0	3	5	6	14	24	28	32	38	39	3	0	92
5	15	18	22	24	25	30	36	37	39	3	4	6	7	9	13	23	31	33	38	3	1	70
3	4	7	9	10	12	18	34	37	39	1	2	6	8	15	26	27	29	30	33	1	1	70
1	2	6	8	12	17	19	20	22	39	4	10	23	24	25	28	29	30	33	36	1	0	84
1	2	13	20	22	23	25	26	27	31	4	6	7	8	11	18	28	29	34	38	3	1	44
2	6	9	18	21	26	28	31	38	39	7	8	14	15	16	20	24	27	32	37	3	2	45
9	10	15	17	19	27	29	30	31	32	0	1	4	6	8	16	28	34	36	38	1	3	100
1	13	14	15	19	21	22	24	32	39	0	4	5	11	23	25	26	29	31	35	2	2	74
3	4	6	12	23	28	32	35	37	38	0	5	15	16	18	20	21	25	30	33	1	1	23
0	3	5	6	25	27	30	34	36	39	1	7	10	14	15	17	26	28	32	33	0	2	61
0	2	4	5	10	15	21	24	30	33	1	7	11	17	19	20	25	29	34	37	0	3	34
1	4	8	10	12	13	14	21	25	29	5	7	17	22	23	26	27	32	36	37	3	2	20
5	7	17	20	22	26	30	34	38	39	3	4	10	12	13	15	19	21	24	27	0	3	36
8	9	12	15	16	20	24	26	30	35	0	2	11	13	17	23	25	27	37	39	1	0	43
1	2	7	9	15	24	26	30	33	34	0	4	16	17	19	25	31	35	38	39	1	3	58
3	6	8	9	25	28	31	32	37	38	4	10	11	15	17	21	24	30	34	35	2	1	40
0	1	2	8	15	21	22	23	34	36	4	5	6	16	17	24	27	29	31	37	2	0	75
3	4	7	18	25	30	35	37	38	39	0	5	9	10	12	15	17	29	31	33	0	0	84
0	2	3	4	6	18	20	27	30	33	7	9	10	12	13	16	17	22	31	37	0	0	48
5	7	9	11	14	18	25	27	29	38	2	4	10	12	23	28	30	33	34	39	3	2	85
0	3	11	12	19	24	26	27	29	38	1	5	10	15	16	21	25	30	31	32	1	1	39
0	13	14	15	24	26	29	30	34	38	2	5	6	9	11	18	19	22	31	39	0	1	99
1	2	7	12	18	23	29	32	33	35	10	11	13	14	21	22	30	36	38	39	3	3	97
2	7	9	12	15	16	21	32	37	38	1	6	8	10	20	22	24	27	30	35	1	1	20
0	5	7	10	11	19	21	24	31	35	12	13	14	16	17	20	23	25	28	33	3	2	0
2	3	4	9	15	16	19	22	30	37	6	7	12	13	14	23	24	27	34	39	2	3	55
5	10	11	14	17	18	35	36	37	39	0	2	3	7	12	19	21	26	28	31	3	2	103
3	4	5	9	16	19	21	22	23	27	0	6	7	13	18	30	31	34	35	39	0	0	101
0	6	10	14	15	23	25	28	29	32	4	12	16	19	22	26	33	35	36	38	3	3	96
8	16	20	21	22	26	28	32	37	38	0	1	4	5	9	10	12	13	24	33	3	0	44
5	12	24	25	27	31	33	35	37	38	7	10	13	14	17	19	30	32	36	39	2	2	23
2	4	7	12	16	17	22	24	33	37	1	6	8	13	14	18	19	26	27	34	3	1	11
3	4	8	12	19	20	22	31	33	38	7	9	13	16	17	18	21	25	26	28	2	0	88
1	4	15	19	22	25	26	29	32	35	0	2	3	6	11	12	17	23	24	36	2	1	51
2	5	12	17	19	28	29	32	33	34	4	8	13	20	22	25	26	27	35	37	0	2	52
5	10	12	14	15	16	19	21	22	39	0	1	6	7	8	9	17	27	33	38	3	3	59
6	9	13	18	22	23	25	26	27	35	1	2	8	20	21	28	30	32	33	37	3	1	76
5	9	15	19	20	21	22	24	27	32	1	6	14	16	17	23	30	36	37	38	2	2	50
7	9	17	19	23	25	32	33	34	39	0	5	12	15	21	24	28	29	30	37	0	0	95
0	5	9	11	17	23	27	35	36	39	3	7	8	14	25	26	28	30	31	33	0	3	79
0	5	10	11	14	19	25	29	34	38	4	8	12	16	21	24	26	33	35	39	0	1	65
0	1	10	13	16	18	19	21	34	37	6	8	9	11	15	22	24	27	28	33	2	2	52
2	4	8	9	17	19	25	26	33	39	3	10	14	15	16	18	24	30	34	38	3	3	77
4	6	11	12	14	15	16	20	23	33	0	1	2	5	10	25	27	28	32	38	2	3	32
8	13	18	20	21	23	27	31	33	38	4	5	6	10	12	15	25	29	36	39	1	2	64
3	13	14	15	16	22	28	29	34	36	0	1	4	6	7	20	23	25	26	35	2	0	76
0	2	7	12	13	14	29	30	35	37	4	5	8	18	19	21	24	27	28	36	3	0	63
0	2	3	8	15	23	28	31	33	37	1	4	10	12	13	14	19	27	30	36	0	3	23
1	7	8	23	24	27	28	29	33	36	4	11	12	13	15	17	20	26	32	38	3	0	40
3	7	8	11	17	26	28	31	38	39	2	10	16	19	20	24	27	33	35	37	0	1	71
1	13	18	19	23	25	27	32	35	37	3	4	7	9	15	22	30	31	34	39	2	0	59
6	9	14	21	23	27	31	32	34	36	2	3	4	5	7	15	18	19	26	33	2	1	38
0	5	9	10	11	29	33	35	36	38	4	6	7	16	19	23	25	27	30	37	3	1	67
0	12	13	18	24	28	29	32	34	38	3	7	14	15	16	20	21	25	26	39	2	2	89
0	4	12	15	16	21	23	24	32	35	2	3	6	10	22	25	26	37	38	39	3	3	37
4	5	8	9	23	24	26	29	34	38	1	2	7	13	16	17	21	25	35	36	3	2	69
2	3	10	11	13	23	24	25	29	38	4	5	7	16	19	28	31	35	37	39	2	3	52
5	6	7	9	10	11	13	15	17	22	2	4	18	25	26	28	30	31	33	38	1	2	66
1	2	4	5	20	26	29	33	36	39	6	8	12	23	24	25	27	28	31	38	3	0	75
6	10	12	15	16	22	25	28	31	39	3	4	5	8	13	14	26	30	33	35	0	3	53
0	12	16	23	27	28	29	34	36	37	5	10	14	17	18	19	20	31	38	39	0	1	79
5	9	10	13	14	25	26	32	34	35	1	3	4	8	11	19	23	27	28	36	1	1	58
5	14	15	18	21	25	26	29	36	38	0	3	4	6	10	19	23	24	27	28	2	0	82
4	14	17	20	26	31	35	36	38	39	0	1	9	10	11	13	23	25	29	32	3	2	78
8	13	15	26	28	34	36	37	38	39	5	7	9	11	12	16	18	21	23	31	2	0	66
0	9	11	17	19	20	22	27	28	33	1	3	6	8	23	24	29	34	38	39	2	2	95
1	2	7	22	23	29	32	33	36	37	3	5	8	10	11	16	20	24	38	39	2	1	79
1	6	9	25	27	34	36	37	38	39	2	3	4	5	7	15	22	28	30	35	2	1	93
1	5	6	7	14	15	20	28	35	36	0	3	11	16	19	21	26	30	37	39	3	3	62
2	3	5	6	15	22	26	32	34	37	0	4	8	10	11	14	16	20	23	35	1	2	4
5	6	8	10	12	17	30	31	34	37	0	1	3	4	18	19	23	26	35	36	2	0	28
1	5	6	7	8	9	12	29	33	39	11	13	15	20	23	27	31	34	37	38	2	3	73
1	5	6	11	14	15	19	35	37	39	9	10	12	17	25	28	31	32	34	38	2	2	65
6	7	14	31	32	33	34	35	36	38	0	3	16	17	18	19	20	24	25	37	0	3	18
1	3	6	9	16	22	23	24	25	32	0	2	4	5	10	20	26	28	31	35	1	3	0
3	4	10	15	17	20	25	30	33	37	2	5	8	9	14	16	19	27	29	35	2	0	65
0	2	14	19	28	29	31	32	34	36	3	7	8	9	11	15	16	20	35	38	1	1	75
3	4	11	19	22	23	28	35	36	37	2	8	12	15	21	24	25	29	32	33	3	0	63
0	6	14	17	20	22	28	30	36	38	1	2	3	11	12	24	25	29	34	37	1	2	39
1	9	15	16	19	20	24	25	27	39	2	5	6	7	11	23	28	33	37	38	3	0	76
4	6	7	19	20	25	26	34	35	37	3	5	8	11	12	21	27	30	31	38	3	3	54
4	8	13	14	19	21	27	29	34	37	2	6	10	16	17	18	20	23	36	38	3	1	63
3	6	14	15	16	17	24	31	36	39	5	8	18	20	21	23	25	32	33	38	0	1	56
4	7	9	16	17	26	30	33	36	37	3	6	13	14	19	20	21	22	27	28	2	0	75
2	5	6	12	20	22	30	32	33	38	1	3	4	8	11	15	24	29	34	37	1	2	28
1	7	12	15	16	19	23	26	27	29	9	10	11	13	17	18	28	34	36	39	3	1	94
0	4	10	12	18	25	26	28	36	37	1	5	7	8	20	21	23	24	30	38	2	1	80
