Mode: 16 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
2	4	6	16	20	23	24	26	34	39	0	14	17	21	22	25	30	31	37	38	3	3	60
0	4	5	7	17	20	23	33	35	36	1	11	12	16	25	26	27	30	32	37	2	3	39
2	15	18	19	21	22	30	31	37	38	4	9	12	13	20	25	26	27	28	39	0	3	90
3	5	12	14	15	17	19	20	32	39	2	7	22	23	24	28	30	33	35	36	3	2	31
8	9	11	18	21	23	25	26	29	32	1	7	12	15	16	20	27	31	34	38	1	0	73
1	8	10	11	14	16	20	23	26	37	0	2	7	18	21	22	24	30	35	39	2	3	61
1	5	10	21	22	24	28	32	34	35	2	3	6	13	18	25	27	33	38	39	1	0	59
2	5	6	13	18	21	22	26	38	39	4	14	20	27	28	30	31	33	34	36	3	0	87
2	3	10	12	14	17	22	24	28	36	5	13	15	16	21	23	27	29	34	37	3	1	56
4	14	19	20	25	29	30	31	33	37	0	8	12	15	17	23	24	28	32	34	2	1	48
5	7	9	14	16	19	20	26	31	38	8	12	13	15	18	21	23	24	25	36	3	0	59
5	6	12	15	17	21	23	24	27	32	4	7	9	11	16	18	19	20	22	29	2	1	81
4	12	13	21	24	29	31	33	35	38	3	7	16	18	20	23	28	30	36	37	2	2	55
4	6	7	11	13	16	27	33	35	39	5	8	9	19	20	22	24	30	32	38	3	2	83
0	7	12	13	20	21	28	32	37	39	1	2	5	6	9	17	30	33	35	36	3	1	72
1	2	5	6	13	17	21	29	33	38	4	7	12	14	15	16	23	25	32	37	0	3	30
5	8	9	15	18	22	24	30	37	38	2	12	14	17	20	23	27	28	32	35	3	3	65
2	3	5	6	11	14	20	21	24	31	4	8	12	18	22	27	29	33	35	37	0	2	66
2	8	13	16	17	30	33	34	37	39	6	9	11	14	15	18	24	26	28	36	0	2	54
13	15	20	25	26	28	34	35	37	38	1	7	9	14	18	19	22	27	36	39	0	0	64
0	11	12	18	20	21	22	23	28	32	3	7	8	15	26	30	34	36	37	39	2	3	57
1	2	3	8	9	14	17	26	33	38	5	12	15	18	25	28	30	32	37	39	2	0	76
9	12	13	17	20	24	30	31	32	34	1	4	7	8	10	11	19	23	27	39	0	3	58
1	8	10	12	13	18	23	28	33	35	3	7	14	21	25	26	30	32	34	38	1	1	75
1	3	8	21	22	27	28	31	34	37	2	4	5	7	16	23	26	30	35	39	2	1	74
2	3	4	15	16	24	32	33	35	38	7	11	19	22	23	25	26	28	34	37	2	0	43
1	4	8	14	18	21	26	27	35	39	2	3	5	11	23	29	30	33	34	38	0	2	37
4	5	10	16	17	20	21	25	27	32	0	3	7	9	14	19	22	26	31	35	0	1	54
0	8	17	20	21	23	24	34	35	38	2	5	7	9	12	15	18	33	36	39	1	3	52
10	11	16	21	24	26	27	32	34	38	2	4	5	7	13	14	15	31	36	39	2	0	50
1	3	6	8	10	12	16	22	30	31	0	2	4	5	9	11	21	27	37	38	3	2	75
3	5	14	17	18	20	25	29	30	37	1	10	12	15	16	22	28	32	33	35	3	1	44
0	3	4	12	17	18	26	28	29	35	2	5	7	9	10	16	22	23	36	39	0	0	57
5	12	13	20	21	25	26	31	35	39	10	11	16	17	23	24	27	32	34	38	0	2	14
0	5	7	12	14	15	22	30	33	39	1	2	3	9	10	18	25	29	36	38	1	3	55
1	5	10	18	19	22	27	30	38	39	6	12	16	24	28	32	33	34	35	36	2	3	70
0	1	3	11	14	21	25	27	31	38	12	13	15	20	23	28	29	34	37	39	1	1	71
6	9	12	17	18	23	25	26	28	29	0	4	7	11	20	21	27	32	34	37	3	2	60
1	4	6	10	11	21	22	25	28	34	5	20	23	29	30	32	33	37	38	39	3	0	99
9	11	16	22	31	32	33	35	38	39	0	1	6	8	19	20	26	27	34	36	0	2	65
1	3	9	10	11	12	15	20	24	36	5	6	7	8	14	18	23	25	37	38	1	1	51
4	5	7	11	12	16	17	19	35	39	6	8	9	10	15	18	23	24	26	31	3	3	59
0	2	9	11	14	16	22	24	32	36	6	8	12	17	20	21	25	27	30	33	2	0	79
8	14	15	18	23	28	31	33	35	36	0	4	6	11	17	20	21	22	24	38	1	3	33
5	16	17	18	19	22	23	24	31	39	1	4	8	12	15	26	30	32	34	36	3	2	65
5	6	11	15	16	22	25	31	34	38	0	2	9	12	17	19	26	27	29	39	0	1	101
2	7	9	12	14	19	30	32	33	39	1	3	4	16	20	24	29	36	37	38	3	0	91
0	1	4	6	15	17	32	33	34	37	11	12	14	16	25	29	31	35	36	38	0	0	0
1	3	14	16	18	22	26	29	33	35	0	5	17	21	24	27	28	31	32	36	1	3	17
4	5	7	14	17	20	26	30	31	36	12	13	15	18	23	27	28	29	32	39	0	2	39
1	9	12	13	18	22	27	30	31	37	0	4	16	19	20	21	28	29	33	34	0	1	59
5	8	11	15	25	29	31	37	38	39	0	1	4	10	14	16	19	23	26	36	2	3	79
5	7	14	20	22	26	28	34	37	39	1	8	10	12	16	17	21	27	32	38	1	1	67
5	8	9	10	19	21	24	25	26	37	0	2	4	15	16	27	28	32	33	34	3	0	57
1	7	10	13	14	21	24	29	35	37	2	15	16	17	20	22	23	27	38	39	1	2	50
2	15	17	21	24	25	26	30	32	35	3	6	7	9	16	18	23	27	33	38	0	3	62
0	3	15	16	18	21	24	25	33	39	4	5	10	12	22	27	28	29	32	36	0	1	61
3	8	13	17	18	21	27	32	33	39	5	9	14	15	16	25	28	29	31	35	0	0	77
0	2	5	11	16	20	28	32	33	38	9	10	17	18	22	23	25	35	36	37	2	0	59
4	10	11	13	14	16	17	19	26	37	3	5	6	12	15	22	24	31	32	35	2	2	3
0	9	14	23	26	28	29	33	36	39	2	4	5	8	16	21	24	27	31	38	3	1	73
3	4	19	21	24	29	31	32	33	36	7	9	10	13	14	15	17	20	23	35	3	3	72
2	8	12	15	16	19	21	23	28	39	0	3	7	9	17	18	20	24	25	29	3	2	80
5	6	8	11	19	20	24	28	37	38	0	1	3	4	21	23	25	26	33	39	3	1	70
1	3	4	11	17	18	22	25	27	39	7	9	10	14	16	19	23	26	35	36	2	3	73
0	2	6	20	24	29	30	33	36	38	3	4	11	12	13	15	23	27	28	39	1	2	59
5	8	16	19	20	21	24	31	32	33	1	2	10	11	14	25	26	27	28	37	0	2	53
0	6	23	24	28	30	32	36	38	39	1	2	10	11	19	20	25	31	34	37	3	0	78
4	8	9	16	23	26	31	33	38	39	0	1	2	5	6	10	13	19	22	36	1	0	41
5	6	15	17	18	24	30	32	33	36	7	12	14	19	20	23	29	34	38	39	2	1	54
0	4	10	15	16	17	30	34	37	38	1	5	12	14	23	27	28	29	31	39	0	3	62
0	1	2	6	8	10	20	32	34	36	3	4	7	9	11	14	15	37	38	39	3	3	65
0	1	7	14	15	16	24	25	30	31	9	10	19	21	22	23	29	34	35	37	0	1	44
10	15	18	21	25	26	29	34	37	39	5	8	11	16	17	22	30	31	32	38	3	2	99
3	7	13	17	18	20	23	25	28	36	4	5	10	12	14	22	24	29	32	34	2	0	73
5	8	16	19	23	29	30	36	37	39	1	6	12	13	14	20	25	26	33	38	0	0	49
0	1	9	17	18	20	23	33	34	39	2	4	5	13	21	22	28	29	36	37	1	2	71
0	4	6	11	12	14	15	25	27	38	2	7	8	21	23	24	32	34	37	39	1	3	47
0	4	5	7	10	11	15	26	35	38	6	9	14	16	18	27	32	34	37	39	2	3	41
3	8	9	16	19	25	30	36	37	38	0	2	5	10	12	14	21	24	26	35	0	1	59
9	14	16	19	20	24	32	34	36	39	0	12	13	17	25	26	28	33	35	37	2	1	53
7	9	10	13	16	19	20	32	34	39	0	2	3	15	24	25	29	30	31	38	3	0	91
3	10	16	19	20	25	28	35	36	38	2	5	8	12	17	18	21	23	29	32	2	0	69
2	8	9	17	21	28	31	32	34	39	6	7	12	14	15	20	23	27	29	30	3	2	71
3	6	7	8	13	15	25	29	31	38	9	10	11	14	21	22	32	33	35	36	1	1	68
5	11	13	18	19	22	29	32	34	39	1	3	7	9	17	21	24	27	28	35	3	2	52
0	4	13	16	20	25	28	34	38	39	7	9	10	19	22	23	26	31	36	37	2	3	56
4	11	14	19	25	31	33	35	37	39	1	5	10	13	20	23	27	30	32	38	0	0	25
6	14	17	21	24	25	29	32	33	39	1	3	4	7	19	20	23	28	31	37	3	1	65
6	8	12	18	22	26	28	34	37	38	2	7	9	19	21	23	31	32	35	36	1	2	36
0	2	7	8	12	19	23	24	31	33	1	4	9	11	13	15	20	21	29	39	0	3	80
1	4	10	13	15	23	26	35	36	37	5	7	9	11	17	18	19	29	30	34	2	3	53
1	3	5	11	14	17	18	25	36	38	2	4	9	21	27	30	31	32	34	35	0	1	52
2	4	6	9	17	18	21	22	25	30	0	1	5	8	11	15	20	26	28	34	2	2	30
4	5	6	8	21	26	27	28	29	30	0	2	17	22	24	25	31	33	38	39	3	0	96
1	4	5	9	11	13	19	29	32	39	0	14	16	17	22	23	25	28	31	36	3	2	63
1	4	7	9	15	19	21	24	38	39	3	11	12	14	22	25	27	28	32	33	0	0	62
6	7	11	15	20	22	23	27	29	39	3	5	9	14	19	24	31	33	36	37	1	3	78
4	5	9	12	13	19	22	32	37	38	1	2	3	6	14	15	18	30	31	35	0	1	53
2	6	9	18	19	25	27	32	36	37	1	8	11	17	20	21	22	23	24	26	1	0	48
6	12	13	14	19	20	25	27	28	38	2	4	8	9	15	16	17	30	34	35	1	3	63
1	5	17	21	22	23	30	32	35	37	10	12	13	16	19	29	33	34	38	39	1	1	56
1	5	6	12	16	32	34	36	37	38	3	9	11	13	17	18	19	21	24	39	1	2	98
9	16	17	18	20	27	29	34	35	37	0	2	6	7	12	21	23	26	31	36	2	1	57
2	5	6	8	12	19	22	30	33	39	0	3	11	13	14	21	24	25	26	27	0	2	52
2	5	8	16	17	21	27	33	34	38	4	7	9	11	14	23	26	30	32	39	3	3	56
6	15	19	21	26	31	35	37	38	39	4	5	9	13	14	24	27	28	33	36	0	0	61
0	4	14	15	18	21	22	23	30	38	1	5	9	10	12	17	19	27	31	39	0	0	72
0	1	6	11	13	20	26	27	31	32	3	9	10	19	21	22	29	30	34	35	3	1	55
9	13	24	25	28	30	34	35	37	38	0	16	17	18	19	21	22	31	32	36	2	3	70
1	9	10	14	24	28	30	31	33	35	0	2	11	12	13	17	19	20	22	26	3	2	64
0	11	12	17	19	21	28	30	32	37	5	6	7	8	15	20	22	29	34	38	1	1	79
3	9	10	12	13	15	20	22	27	37	1	6	18	19	24	25	26	31	33	38	0	0	76
12	13	19	23	25	26	27	28	34	36	0	1	6	16	17	22	24	35	37	39	0	2	52
1	2	7	12	15	16	17	21	27	30	8	11	13	19	22	24	25	29	32	35	0	2	40
8	12	14	15	16	17	21	22	28	36	4	7	9	18	19	25	29	32	33	39	1	3	109
2	8	11	14	17	25	29	31	35	37	1	5	10	12	13	15	18	23	27	39	0	3	73
9	20	21	23	31	32	33	35	36	37	3	8	10	11	16	22	25	27	28	38	3	1	85
0	2	15	16	23	25	29	34	37	38	5	11	13	18	24	28	30	32	33	39	2	3	64
0	2	3	13	17	18	25	30	38	39	4	11	15	20	21	22	23	26	34	36	1	0	45
6	13	20	21	24	25	27	28	32	38	0	2	4	7	9	11	23	36	37	39	3	2	40
12	14	16	17	22	24	26	28	32	39	0	1	2	9	10	20	27	30	33	37	3	0	44
10	11	13	17	18	23	24	29	36	38	3	7	15	16	20	21	22	25	30	35	1	0	73
0	3	8	10	15	20	23	24	38	39	2	7	13	14	18	19	27	32	34	36	2	1	40
2	4	5	7	11	14	24	27	31	34	6	10	13	19	21	22	23	26	37	38	2	3	64
1	2	11	15	24	25	31	33	37	39	5	10	14	19	20	23	26	29	35	38	2	1	87
0	4	6	7	8	12	28	32	33	37	1	10	15	17	18	23	27	29	30	31	0	1	65
6	20	21	22	26	27	32	33	37	38	0	2	4	7	14	23	25	29	30	34	3	2	68
4	5	14	18	24	29	30	36	37	39	7	8	12	13	16	22	27	31	33	35	0	0	55
2	3	13	14	28	29	30	33	36	37	0	1	4	10	11	17	19	25	27	38	2	2	68
3	6	13	18	20	23	26	28	37	38	0	1	2	9	11	15	16	19	22	39	2	3	84
0	1	3	16	17	22	30	35	38	39	7	12	14	15	19	26	27	32	33	36	1	3	47
2	3	22	23	24	28	30	34	35	37	0	6	9	16	18	25	31	32	36	39	0	1	46
3	4	5	10	16	19	28	33	37	38	6	18	20	21	22	23	26	27	34	35	1	2	56
6	9	10	12	16	18	20	23	25	35	1	14	17	21	26	28	31	32	33	39	0	3	34
6	11	21	22	23	26	28	33	35	37	1	5	9	12	15	16	17	20	30	39	2	0	72
1	3	7	15	22	24	26	30	32	36	5	10	20	21	25	28	29	33	35	39	2	0	52
2	7	10	12	20	21	22	28	30	38	3	5	8	9	15	25	31	33	34	36	0	2	81
2	3	5	6	13	18	21	22	26	35	4	10	15	17	28	31	32	34	37	39	3	0	57
2	3	5	11	16	22	24	26	29	39	0	6	10	14	18	20	21	23	27	38	2	1	74
1	4	9	10	28	30	35	37	38	39	2	11	14	15	19	22	23	26	27	32	2	1	43
2	6	11	12	21	23	26	29	33	37	3	8	10	13	19	20	25	28	30	38	0	1	57
3	5	12	20	21	25	26	28	34	38	7	10	11	16	18	19	27	30	36	39	3	3	78
9	17	19	24	28	29	30	34	37	39	2	8	11	14	16	21	26	27	33	35	1	2	84
7	14	17	19	22	23	29	32	33	35	2	9	10	13	16	18	21	24	28	34	1	2	106
3	6	13	15	21	22	25	28	31	38	8	12	14	16	17	18	24	27	34	39	2	2	69
4	5	9	13	18	19	21	24	28	36	0	2	7	8	11	14	22	23	31	38	1	0	82
2	3	4	5	12	18	21	22	24	31	8	10	23	25	26	27	29	30	35	37	2	3	38
5	10	15	16	30	33	34	35	38	39	7	12	14	18	21	23	25	26	31	32	1	3	22
0	16	18	19	21	26	28	30	35	38	2	3	4	7	8	10	11	27	34	36	1	3	54
4	5	7	9	11	20	23	32	33	35	3	14	17	18	22	27	29	34	38	39	0	0	60
2	8	9	16	18	20	23	27	28	36	4	12	13	14	17	19	24	31	33	34	3	0	52
0	4	6	7	10	12	13	17	23	36	2	3	5	14	18	20	25	27	29	33	2	1	50
7	12	13	16	17	21	22	25	28	35	1	5	10	18	27	30	31	32	34	37	1	0	32
11	23	24	25	27	29	34	35	37	39	0	1	5	9	19	20	22	26	28	32	2	1	78
0	2	3	14	16	18	20	22	26	33	1	8	9	12	15	21	23	25	30	35	2	1	54
0	1	9	17	19	20	22	30	31	39	4	5	6	11	13	14	21	25	37	38	1	2	73
1	3	7	14	17	19	21	24	26	27	5	16	18	22	23	25	31	32	37	38	3	2	45
1	3	11	18	24	26	27	31	34	36	8	9	13	15	17	19	20	22	28	32	3	1	53
1	4	5	6	16	26	30	31	33	39	0	8	10	12	19	20	23	28	32	35	3	2	52
1	4	9	14	18	19	20	22	24	37	5	6	10	13	16	17	21	29	31	35	3	3	58
0	1	2	3	8	18	19	20	21	38	5	6	9	22	26	29	30	35	36	39	1	3	91
3	6	8	13	15	19	22	24	31	34	4	5	7	10	18	25	26	29	32	33	3	2	62
1	6	9	10	16	24	30	34	37	39	2	5	11	12	13	20	23	26	27	33	3	0	72
2	4	6	9	16	19	20	23	37	39	0	1	21	25	26	28	30	34	35	38	2	3	59
2	5	14	19	21	22	28	29	34	39	6	8	9	16	23	32	33	36	37	38	1	3	85
4	10	13	17	21	22	24	30	34	37	0	1	5	7	15	19	25	27	31	36	0	0	33
0	2	4	8	10	14	18	23	26	36	3	13	15	17	21	22	25	28	32	35	3	1	19
4	6	7	8	12	23	24	26	28	36	0	2	3	11	13	15	20	21	29	35	2	0	78
0	1	2	12	18	23	24	34	35	36	3	4	6	16	25	26	30	31	37	39	1	1	10
2	11	13	17	21	23	28	33	35	39	0	4	5	6	10	12	20	22	31	34	1	2	37
4	5	7	8	10	15	16	18	31	37	2	3	13	24	26	29	34	35	38	39	2	0	43
8	10	11	13	25	31	33	34	35	38	0	4	9	15	16	22	26	28	32	39	0	1	71
1	5	6	7	9	19	22	26	30	39	0	2	8	17	25	27	31	35	36	37	1	2	50
0	1	3	11	17	19	21	27	30	37	7	12	13	14	22	23	25	28	34	39	1	3	63
2	5	7	11	22	25	29	30	31	35	13	18	19	20	21	23	28	33	36	37	3	1	96
1	5	13	18	21	23	31	32	33	36	0	3	8	9	11	22	27	30	38	39	0	2	60
2	5	6	8	12	20	21	31	32	35	1	14	16	17	22	25	33	34	37	38	1	0	30
4	17	18	21	23	26	30	34	36	37	0	2	3	5	7	20	28	32	35	38	3	3	66
2	5	10	14	15	20	22	23	32	39	0	3	8	11	19	21	28	29	34	38	1	1	67
2	5	12	18	22	25	33	34	36	38	11	16	20	21	23	24	27	29	32	37	1	3	36
2	4	5	16	18	29	30	32	35	36	6	7	12	15	17	19	25	28	31	38	1	2	74
0	2	3	7	9	20	24	33	34	39	13	14	16	17	21	29	30	32	36	38	3	0	97
0	1	3	13	15	20	28	29	31	38	4	6	7	16	22	23	24	35	36	37	1	0	46
2	4	11	13	15	25	33	35	36	39	1	6	7	18	21	23	24	26	32	37	3	2	39
3	8	9	16	23	26	28	35	38	39	1	7	10	17	20	24	25	31	33	36	1	3	68
3	4	11	12	15	16	17	21	37	39	5	8	13	14	24	25	26	32	35	38	3	1	49
2	4	12	14	16	22	23	24	37	38	0	7	8	9	10	15	25	29	32	34	1	0	31
1	16	17	22	24	25	26	27	36	37	7	8	12	13	15	23	28	30	33	34	2	1	40
8	11	13	14	16	17	29	37	38	39	0	6	22	25	26	27	31	32	33	36	1	3	75
0	2	4	10	14	22	27	32	38	39	3	11	12	16	21	29	31	35	36	37	1	2	29
5	6	9	18	20	21	23	24	32	38	0	1	2	3	14	17	25	29	33	39	1	1	70
7	8	9	11	14	18	20	24	28	38	0	1	10	16	17	22	26	32	35	39	0	0	77
2	4	12	21	22	26	30	32	36	39	6	9	11	13	14	24	27	28	37	38	0	2	64
0	1	2	8	10	18	19	20	25	39	6	7	12	14	24	26	29	30	33	38	2	2	76
4	6	9	16	17	26	31	32	38	39	0	1	3	10	12	15	20	22	34	36	1	3	51
2	4	6	8	17	19	21	24	28	32	0	10	12	14	16	26	31	35	38	39	0	3	82
0	5	8	9	11	13	14	26	27	32	6	7	12	16	17	18	21	28	35	38	1	1	85
4	5	9	10	16	20	28	34	35	38	6	7	11	12	14	15	22	27	31	33	2	3	44
1	7	10	16	17	19	30	35	38	39	3	4	8	12	14	15	20	26	29	31	2	0	56
0	3	10	11	19	21	27	30	33	37	4	6	8	13	20	22	23	31	34	38	2	2	51
0	4	7	14	15	24	29	31	34	36	1	2	6	11	16	22	25	30	35	38	3	0	51
5	9	11	18	20	21	24	25	34	35	7	8	14	22	27	28	29	32	36	38	3	0	69
1	12	15	16	21	29	30	31	33	37	0	7	8	11	14	26	27	34	35	36	1	3	59
3	9	11	15	17	24	26	28	33	38	1	2	4	5	8	12	30	34	35	37	1	1	50
1	3	4	6	8	10	14	27	36	37	11	18	20	23	24	25	26	31	32	38	2	1	68
5	15	20	22	25	30	33	34	35	39	6	14	18	19	21	23	28	29	31	38	0	1	55
0	12	13	16	18	20	22	25	26	35	7	9	15	19	23	29	30	31	37	39	3	2	88
1	5	11	13	17	21	22	25	27	29	0	2	6	19	28	31	33	34	37	39	0	0	37
0	10	11	12	14	18	21	28	33	38	1	2	6	8	13	26	27	32	37	39	2	2	70
1	4	6	8	9	10	17	28	29	35	7	20	24	25	26	27	32	33	34	39	0	2	85
