Mode: 8 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
5	6	10	12	17	19	21	30	37	39	1	9	11	13	14	18	22	24	28	36	2	2	93
0	3	4	5	7	8	9	22	23	30	11	12	14	20	21	26	27	29	32	34	0	0	104
1	5	16	18	20	26	27	28	29	35	3	4	6	8	9	10	14	19	36	37	1	0	96
5	11	12	15	18	21	22	27	31	33	1	4	8	10	13	26	29	32	34	36	2	3	50
4	6	9	10	17	22	26	29	35	37	11	14	16	19	20	21	27	28	30	34	2	3	85
2	3	14	17	18	23	25	26	27	36	0	7	10	12	30	31	33	35	37	38	3	1	85
6	10	19	21	22	23	24	25	30	35	1	7	8	12	17	27	28	29	38	39	2	1	120
1	3	4	12	17	21	23	24	26	38	6	11	15	20	22	28	30	31	36	37	0	0	33
3	10	14	16	21	22	25	26	36	37	4	7	8	9	18	23	29	31	33	34	1	0	46
6	9	12	13	14	16	19	22	35	38	0	2	4	7	11	18	27	29	36	37	2	2	66
8	9	13	14	17	19	32	35	36	38	0	1	2	5	7	10	16	28	29	34	2	2	47
3	4	7	12	18	19	23	27	32	35	0	5	8	11	13	21	22	25	29	34	1	1	71
0	2	8	14	18	24	30	32	35	36	4	10	11	12	16	20	22	28	33	34	0	1	49
2	7	8	9	11	12	16	19	34	36	0	3	4	13	17	18	20	23	32	33	2	3	37
0	9	13	18	24	27	33	36	38	39	2	3	4	8	10	15	25	30	31	37	2	3	52
0	2	14	24	27	28	35	36	37	38	3	4	5	8	18	19	22	31	33	39	2	2	71
1	9	10	13	14	20	22	25	28	31	2	3	6	7	8	15	26	30	33	35	0	0	70
1	3	4	5	6	7	8	22	29	30	0	12	13	14	15	24	26	34	37	39	1	2	47
0	5	9	12	15	19	23	30	32	38	6	8	10	11	20	24	29	33	35	36	3	0	80
0	5	7	9	13	15	25	28	29	35	1	2	4	6	8	10	14	19	23	30	1	3	97
7	12	14	16	23	24	29	32	33	39	3	13	15	17	20	21	22	25	28	38	1	3	58
4	6	9	16	23	24	25	27	30	33	2	10	15	17	18	21	22	31	34	37	0	1	30
0	3	5	8	9	24	30	32	34	36	6	13	16	17	19	20	29	33	37	39	1	1	89
8	10	13	16	19	25	27	31	32	38	0	2	4	5	17	21	24	28	33	35	3	0	59
2	6	10	13	15	16	25	33	35	39	9	12	14	18	22	29	31	32	36	37	3	0	78
12	14	18	21	22	24	28	29	34	39	0	5	6	11	15	16	17	23	26	38	2	2	114
2	5	10	25	26	27	29	31	32	39	4	8	12	13	14	20	28	30	35	36	2	2	67
0	7	13	17	18	19	21	22	35	37	1	2	4	5	10	14	16	25	33	38	3	1	52
2	3	5	9	17	19	20	25	32	33	0	4	12	14	21	23	26	27	31	37	2	3	65
2	4	6	7	10	22	25	29	30	39	14	18	23	26	27	28	31	35	36	38	1	1	54
0	8	10	11	18	22	24	28	29	32	3	12	13	15	16	25	26	30	35	37	1	3	47
2	3	7	16	20	22	29	35	37	38	4	5	8	10	14	21	23	24	31	39	0	2	85
7	8	10	14	16	17	20	22	29	33	0	1	6	18	25	26	31	32	37	39	3	2	62
1	3	5	16	22	23	25	27	28	37	6	13	17	18	21	30	32	33	36	39	0	0	56
4	6	13	16	17	19	23	29	34	39	1	2	5	8	9	18	21	25	26	37	1	0	91
8	10	11	12	15	23	26	34	36	39	3	4	7	18	22	28	29	33	37	38	2	3	100
1	2	6	9	19	28	31	32	33	35	5	8	13	14	25	29	30	34	37	39	1	3	66
1	4	13	16	18	24	30	36	37	39	5	10	19	21	23	25	29	33	34	38	0	1	46
0	10	17	19	20	22	26	27	31	33	1	2	5	7	13	15	24	28	29	37	1	1	71
1	4	5	6	13	18	26	30	33	34	0	3	7	9	16	17	19	24	31	36	2	0	32
6	12	15	19	26	27	28	33	37	39	3	5	10	11	16	20	22	23	31	35	1	2	69
3	4	5	6	8	19	22	30	35	37	1	11	17	21	25	28	29	33	34	39	0	0	109
5	16	18	19	20	21	24	25	33	36	3	9	11	22	23	29	35	37	38	39	1	2	101
3	4	17	18	20	21	23	28	29	36	1	2	12	14	15	16	24	31	34	38	2	1	81
9	11	13	14	16	20	23	31	34	39	0	2	5	6	15	21	22	25	33	37	3	3	68
0	3	7	18	25	30	32	33	36	37	6	8	12	13	16	22	24	26	29	31	2	1	50
10	13	14	15	17	20	21	27	29	34	2	6	9	11	16	22	23	24	28	37	3	3	47
9	10	18	22	23	25	27	29	31	39	5	7	11	15	16	28	30	33	34	36	1	2	80
4	5	7	13	17	24	27	35	38	39	0	1	9	16	19	20	26	29	30	31	0	0	79
3	4	6	10	11	16	21	22	25	35	7	12	13	15	17	28	29	30	33	37	1	2	69
1	8	11	14	20	24	25	27	33	35	2	10	12	17	22	28	31	36	38	39	3	0	71
3	10	14	16	18	20	24	29	32	37	6	17	21	22	23	25	30	35	38	39	1	3	71
0	6	7	21	28	29	32	33	36	39	2	5	10	11	14	15	16	18	24	31	0	1	82
0	8	14	20	24	31	36	37	38	39	5	6	7	15	22	27	28	30	32	33	3	3	120
12	14	15	16	29	30	32	33	34	35	5	6	7	8	11	20	24	25	26	27	1	1	81
0	1	10	11	13	14	22	25	28	36	5	6	8	12	16	18	19	24	29	38	3	0	39
2	5	8	13	14	18	30	35	37	39	1	7	9	10	11	17	21	25	27	36	0	2	104
1	5	7	8	15	18	21	28	34	36	14	22	23	24	26	27	32	33	35	37	2	0	51
0	1	5	7	18	19	21	26	29	35	4	6	10	14	16	20	22	24	34	36	0	2	59
1	6	9	12	15	23	28	33	34	39	3	5	17	21	22	25	26	27	35	37	1	1	49
5	11	16	18	21	24	29	32	33	35	1	7	8	10	14	22	28	30	37	39	1	3	63
0	2	3	7	10	11	13	18	24	25	1	6	15	17	19	22	29	33	36	39	2	1	54
1	6	7	10	13	20	22	23	28	33	3	4	5	12	14	16	24	29	31	38	3	3	27
3	11	13	15	20	22	24	28	29	37	5	6	8	10	16	17	18	19	21	25	0	2	103
2	5	12	13	15	18	23	28	33	39	1	4	6	8	9	17	22	31	34	37	3	0	96
0	5	16	18	20	25	26	28	32	37	2	4	7	11	12	14	22	29	33	36	3	2	68
0	4	7	17	18	26	29	34	35	37	12	13	15	19	24	30	31	32	36	39	0	0	48
3	8	10	14	20	22	27	28	35	39	6	11	12	13	15	16	25	33	36	38	3	3	79
1	2	3	4	10	13	24	33	35	36	14	15	18	26	27	28	29	31	32	39	0	1	74
0	4	13	15	17	20	21	25	27	35	1	5	6	8	11	18	23	26	33	38	0	3	67
0	9	11	13	17	26	28	31	35	38	4	7	16	22	25	29	30	33	37	39	2	1	80
2	3	13	14	19	22	25	27	29	35	0	4	6	8	10	16	21	23	31	39	2	0	97
4	10	11	18	19	23	25	30	36	39	0	1	7	13	15	20	22	29	34	38	1	2	85
2	4	5	6	9	15	21	22	34	37	7	10	11	18	24	25	27	28	33	39	0	0	64
0	3	12	17	21	29	35	37	38	39	4	6	11	13	15	16	19	28	30	33	0	2	61
0	3	11	17	22	26	27	28	30	33	1	8	12	15	19	24	25	29	32	35	3	1	48
0	3	6	9	17	23	28	33	36	37	5	10	11	15	16	18	30	31	35	39	3	3	87
1	5	6	13	14	15	18	21	22	36	4	8	11	16	19	25	26	28	30	37	2	1	81
1	8	13	16	17	23	26	28	31	35	3	7	15	22	24	32	36	37	38	39	3	3	63
1	9	11	22	24	27	31	32	33	38	3	5	7	15	17	23	25	26	30	34	1	2	32
1	2	4	6	19	21	23	25	30	32	3	8	10	12	16	26	29	36	38	39	0	0	78
0	6	10	13	15	17	23	27	28	33	1	2	3	7	9	14	24	29	34	38	1	2	57
0	5	6	7	10	14	15	19	31	38	1	3	4	9	13	24	25	29	30	35	1	0	53
0	1	11	12	20	22	25	33	34	38	4	13	16	17	19	21	30	31	32	39	2	3	40
4	5	6	9	16	17	22	29	33	35	0	7	11	13	15	18	19	25	28	32	0	1	106
0	6	8	10	17	22	23	30	37	39	1	3	5	11	12	13	16	18	20	28	0	3	42
0	8	12	13	16	17	26	30	34	38	1	15	20	22	23	25	29	31	36	37	1	1	60
5	10	11	14	21	25	29	33	35	38	3	8	12	13	17	22	23	30	36	39	1	0	77
5	7	9	19	21	22	23	25	27	33	1	3	6	12	18	24	26	30	32	39	0	2	51
3	4	8	10	11	14	17	18	23	33	1	15	19	20	24	26	27	28	29	36	3	0	30
0	2	8	14	17	22	28	29	34	35	7	9	13	20	21	23	24	26	27	32	3	2	67
0	3	4	11	13	14	26	31	36	39	1	6	9	18	19	24	27	32	33	35	3	1	96
3	6	15	19	23	25	26	29	30	34	1	4	9	11	16	21	33	35	38	39	3	3	93
3	4	6	14	20	21	29	30	33	37	1	9	15	22	23	24	26	31	32	39	1	1	75
7	9	13	21	27	28	30	34	35	39	1	3	6	8	12	14	15	22	23	36	1	3	49
13	14	15	17	18	19	21	22	25	32	2	4	7	9	24	27	29	34	36	38	1	2	103
2	6	7	15	17	19	20	26	28	30	5	8	9	12	18	21	24	27	31	35	3	0	61
1	5	6	15	18	19	22	30	31	37	0	3	9	11	16	23	28	32	33	35	2	2	56
1	4	9	16	18	21	24	25	26	31	12	15	27	29	30	32	34	36	37	39	2	0	99
2	5	6	9	12	15	16	29	36	39	0	4	18	21	23	24	28	33	34	37	0	3	95
3	7	16	18	22	26	28	31	35	36	0	13	14	17	19	23	30	33	37	39	3	1	98
8	12	15	17	21	28	30	34	36	38	0	1	2	9	16	24	26	29	32	37	1	3	67
2	6	7	15	17	26	29	34	36	38	4	9	10	12	19	22	27	33	35	37	3	1	82
1	2	3	5	16	25	30	32	34	35	6	10	13	14	18	19	20	28	29	31	3	0	47
5	7	12	15	19	21	30	32	33	35	3	8	16	20	23	25	26	27	36	38	0	2	34
2	3	10	11	14	16	19	20	28	31	6	8	17	21	23	30	34	35	36	38	3	0	73
4	5	14	15	24	25	29	32	34	36	2	7	8	11	12	19	22	27	30	33	2	2	41
0	9	16	17	19	20	28	32	33	34	1	2	5	11	18	24	30	31	37	38	3	1	80
2	3	5	7	11	15	17	18	23	38	0	8	12	20	21	25	32	33	37	39	2	3	61
4	7	9	20	26	27	28	30	34	39	2	3	8	10	11	12	13	22	24	35	1	1	53
0	9	11	12	14	18	19	24	33	39	3	21	23	26	28	31	32	35	37	38	0	3	75
0	4	5	7	11	14	21	22	24	25	2	6	27	29	31	33	34	35	36	39	3	2	79
2	10	11	22	28	29	30	34	38	39	3	4	14	15	17	19	20	21	23	37	3	0	69
11	16	19	24	29	32	33	36	37	38	0	1	4	6	9	13	21	25	34	35	1	2	63
2	3	4	7	17	20	24	25	28	31	0	1	14	21	22	23	27	30	32	37	1	0	7
6	8	9	15	18	21	24	26	36	39	10	12	14	19	22	25	29	30	33	35	0	3	84
0	5	7	11	20	24	25	26	36	37	2	3	9	10	12	19	22	30	31	38	2	1	59
1	2	3	9	15	16	20	21	22	39	5	11	17	24	26	28	31	32	33	37	2	3	72
1	5	7	15	17	18	19	20	23	25	0	6	24	26	27	29	30	31	35	37	1	1	81
4	9	12	18	21	23	25	28	32	37	0	2	6	8	20	24	29	34	35	36	2	0	92
8	12	14	18	22	23	26	32	38	39	1	7	13	17	19	20	21	24	30	35	2	0	70
1	4	15	18	19	22	24	27	29	31	0	2	8	10	13	14	16	23	28	32	0	2	79
3	6	8	12	15	20	22	25	37	38	1	14	16	17	18	26	27	29	34	39	1	2	71
0	1	3	8	17	22	23	33	35	39	6	9	10	12	16	21	26	30	36	37	1	1	64
0	2	14	19	22	24	28	29	31	33	1	3	6	10	12	13	34	37	38	39	3	1	99
0	3	5	7	15	17	19	26	28	32	1	9	14	16	23	27	30	35	36	39	0	3	74
2	4	8	10	16	21	22	28	29	31	3	5	9	11	12	14	24	26	30	34	1	3	41
2	5	7	10	18	24	25	32	38	39	1	11	15	16	17	23	29	35	36	37	0	2	75
0	1	4	9	16	23	29	31	33	36	2	6	10	13	17	25	26	27	30	38	1	2	48
0	2	7	9	17	20	21	25	30	38	1	6	12	14	19	22	23	28	29	37	3	0	70
1	10	17	18	21	22	23	28	29	32	2	4	8	9	13	15	20	25	35	38	1	0	92
5	9	10	11	15	17	22	24	27	33	4	6	19	20	21	26	30	31	32	39	1	3	61
5	6	8	10	16	23	28	30	31	34	2	3	12	18	21	24	29	32	38	39	2	3	59
1	5	9	10	11	17	21	27	31	36	7	8	15	16	24	25	26	28	32	39	2	1	74
0	6	9	15	21	23	25	27	30	35	4	5	12	13	14	19	20	33	37	39	1	1	90
1	5	11	15	16	18	25	29	31	39	3	8	9	14	22	23	24	26	27	35	3	0	75
6	8	9	14	18	24	25	31	32	35	2	4	15	16	17	23	28	29	38	39	3	0	66
3	9	13	22	24	28	29	31	32	33	4	5	6	8	11	15	30	34	36	37	0	2	70
0	3	9	15	19	21	25	30	33	38	1	5	8	11	12	24	27	28	32	39	0	2	86
1	2	13	15	17	23	28	32	33	34	5	6	7	8	11	16	22	26	29	35	3	1	48
2	9	11	18	28	30	34	35	37	39	0	6	8	15	17	20	21	23	31	33	1	1	44
2	3	5	8	12	15	18	22	27	39	6	7	11	19	21	30	31	32	35	37	3	3	73
3	7	10	11	14	15	17	20	27	28	0	2	4	5	16	19	23	25	31	36	1	3	64
3	7	13	15	26	29	30	37	38	39	9	11	16	18	19	22	27	33	34	35	1	2	93
0	2	3	8	12	15	19	29	34	36	4	5	7	9	10	11	17	25	32	39	2	2	74
3	5	9	11	13	18	22	25	36	38	1	2	15	17	23	24	30	31	35	37	2	0	42
0	13	19	22	23	25	29	33	34	39	4	5	12	14	16	24	27	28	31	37	1	0	41
2	9	15	16	18	21	22	26	31	34	0	1	5	6	10	28	30	33	37	39	3	3	61
0	3	5	10	12	14	19	20	38	39	6	11	16	21	22	26	27	31	33	36	2	3	62
1	4	8	15	16	17	22	26	33	37	2	3	6	9	11	27	31	32	35	38	1	1	77
0	1	4	11	20	22	25	32	33	34	3	7	8	16	27	30	31	37	38	39	3	1	43
3	5	13	20	22	25	30	32	38	39	2	4	7	8	11	19	26	27	31	37	0	0	75
7	10	14	17	22	24	25	30	31	38	1	4	5	11	15	18	19	20	28	35	1	0	58
3	9	11	12	24	26	29	33	34	38	5	7	8	13	14	18	21	32	35	39	0	2	99
0	3	4	13	22	24	28	31	35	38	1	5	7	8	12	18	27	29	30	33	2	2	84
4	5	14	16	29	30	31	32	36	37	0	1	2	6	19	23	24	33	35	38	1	1	44
0	2	8	9	13	18	21	32	34	38	3	6	17	19	20	22	24	25	31	36	0	1	85
2	6	12	13	14	17	20	24	32	33	0	1	7	9	19	22	23	29	35	36	0	3	69
6	7	9	11	15	16	19	28	32	38	0	2	3	4	8	17	18	24	26	31	0	3	120
0	2	9	22	23	29	35	36	38	39	4	7	8	10	17	19	25	30	33	37	1	2	105
4	7	8	22	26	29	32	34	36	38	2	11	12	15	19	20	21	24	25	35	0	2	67
2	9	10	14	15	21	26	28	29	37	3	6	13	18	22	23	24	27	32	39	3	0	36
1	2	4	5	11	12	13	21	32	37	9	14	17	18	19	27	30	33	35	38	2	0	45
2	3	8	13	19	20	21	22	25	32	1	6	11	12	14	28	29	30	34	38	2	3	91
1	8	14	16	22	29	30	33	38	39	5	7	9	15	17	18	25	31	36	37	0	3	104
0	5	7	12	15	24	26	27	29	34	8	9	14	20	22	23	25	35	37	39	1	1	45
6	7	10	12	13	17	26	28	30	37	5	15	20	22	25	32	33	34	36	39	1	1	34
2	4	8	11	12	16	33	34	36	37	3	5	6	7	20	23	24	31	38	39	2	0	17
3	4	6	13	16	19	21	22	32	33	14	15	18	20	23	24	28	30	36	39	0	0	67
0	3	6	7	9	15	20	32	36	38	4	14	16	24	26	28	33	35	37	39	3	2	105
1	7	13	19	22	26	27	32	36	38	0	3	5	6	8	10	21	24	29	31	0	2	107
6	7	8	11	16	21	29	33	35	37	9	12	14	19	22	24	27	28	30	32	3	1	65
1	8	9	13	15	18	21	26	30	36	0	2	5	10	20	22	29	33	35	38	3	1	72
4	5	9	11	18	19	26	28	37	38	0	3	8	10	12	20	22	23	27	30	1	3	71
1	8	16	17	21	31	32	33	36	38	2	12	13	15	19	24	25	35	37	39	1	3	110
0	11	14	18	19	21	23	25	27	28	1	3	4	5	6	10	13	22	24	30	0	2	42
4	9	15	18	20	22	35	36	37	38	0	2	5	8	14	16	17	27	31	32	2	2	45
1	3	7	13	18	19	20	21	24	28	12	15	22	25	26	29	34	36	37	38	2	0	96
3	5	7	8	16	21	22	23	27	35	1	2	11	14	18	19	20	25	26	33	2	0	72
0	1	4	7	14	17	25	26	31	36	11	12	15	21	23	24	27	28	34	39	3	3	57
1	9	13	18	28	32	33	34	35	37	5	7	14	19	20	21	24	25	30	31	3	3	71
1	11	15	18	21	24	26	30	35	36	0	6	10	12	13	16	17	20	27	28	1	1	75
0	3	4	8	11	12	25	29	32	36	1	5	7	15	20	23	27	33	35	38	2	1	79
2	3	10	16	19	23	28	29	36	37	1	7	12	13	15	17	18	22	27	35	2	0	91
0	2	3	4	7	16	21	25	34	36	5	11	12	13	15	18	19	27	30	32	3	0	23
1	5	6	10	11	25	26	27	29	31	2	8	12	18	19	20	22	28	36	39	3	2	65
1	4	10	14	17	23	29	31	36	39	3	5	7	12	25	28	30	32	33	35	1	2	49
0	9	13	14	15	16	18	23	28	36	6	26	27	29	30	31	33	34	38	39	3	1	120
0	7	13	18	24	29	32	33	35	36	1	9	10	12	16	17	20	23	37	39	0	1	75
2	5	8	13	15	17	19	20	28	38	3	11	12	21	23	26	29	31	35	36	1	3	106
7	12	14	17	19	21	23	24	30	36	3	4	5	9	22	25	29	32	33	39	0	3	78
4	5	10	13	21	25	26	31	32	33	3	11	20	23	27	29	30	35	38	39	0	2	44
4	7	11	12	17	24	26	28	38	39	3	5	15	20	21	23	25	31	34	35	2	2	73
2	4	15	17	19	21	26	30	32	34	1	6	7	16	24	29	35	36	37	38	3	0	76
5	7	12	19	21	22	25	28	35	37	0	1	3	4	6	9	11	16	24	27	3	0	55
0	3	7	16	20	21	22	25	28	34	1	6	12	18	27	29	30	35	37	38	3	3	76
3	15	17	20	22	25	26	30	31	35	0	2	8	9	10	12	14	37	38	39	2	3	53
0	8	10	13	16	23	26	34	36	38	2	6	12	15	17	18	24	27	29	31	0	1	28
10	13	24	28	29	31	32	33	34	37	0	3	6	7	11	12	14	16	19	35	0	1	66
2	6	7	10	11	14	20	23	25	37	0	4	8	9	15	19	24	30	33	38	0	0	72
3	8	14	17	21	23	24	26	29	38	2	4	5	11	16	19	20	31	32	39	2	0	91
2	3	7	8	9	10	12	18	23	24	1	4	6	13	15	28	32	33	36	39	3	2	76
0	5	7	11	18	19	26	27	32	39	1	2	4	10	15	22	23	25	28	35	2	2	74
2	4	8	19	22	24	25	30	38	39	1	5	11	20	21	26	27	32	33	34	2	1	84
5	6	8	14	16	19	27	30	31	36	3	11	13	15	20	22	25	26	28	33	3	1	28
3	7	15	16	17	20	29	35	36	38	2	4	10	12	13	18	19	27	30	32	3	3	60
4	6	17	20	26	31	32	37	38	39	1	8	10	12	14	18	22	25	35	36	0	3	48
2	7	12	18	20	21	26	34	35	36	1	3	6	8	14	15	17	25	32	37	2	2	12
1	2	4	9	11	12	20	21	24	36	0	3	5	6	10	22	23	33	34	37	3	2	6
2	12	14	15	18	28	29	31	36	39	1	6	8	10	16	17	19	27	32	37	1	0	95
2	5	7	11	14	15	20	23	25	39	4	6	19	22	27	29	30	33	34	37	2	0	77
3	6	9	18	20	27	28	29	36	38	0	4	7	8	14	17	32	34	35	37	2	3	110
3	7	11	12	13	21	32	36	37	39	2	5	9	14	19	20	23	27	29	30	0	3	94
0	1	2	5	12	14	16	19	22	27	8	10	11	13	20	23	29	33	35	39	0	1	68
0	2	10	11	12	14	20	22	23	32	5	8	13	16	17	24	26	27	30	36	0	1	15
3	6	8	10	16	19	23	24	30	31	1	7	13	14	17	22	26	27	33	34	0	0	77
9	11	15	16	22	27	31	32	37	39	0	4	6	12	13	17	18	19	25	38	0	0	75
2	3	7	8	10	12	15	23	24	31	4	6	9	11	14	17	26	27	34	35	2	2	37
7	15	19	27	28	29	32	33	35	38	1	2	3	6	14	17	18	24	31	37	1	2	83
4	11	12	18	24	25	30	32	33	38	2	6	10	15	16	19	23	27	28	34	2	1	63
6	10	11	16	17	21	23	35	37	39	5	7	8	12	18	28	30	31	32	34	1	1	75
3	6	9	10	13	21	28	35	36	38	2	4	7	12	20	25	26	32	33	39	1	3	42
1	4	11	19	20	25	29	30	34	36	5	6	15	16	21	23	28	32	37	39	1	3	62
4	5	11	12	17	27	31	32	38	39	7	16	22	23	28	29	30	34	36	37	1	2	71
1	2	3	4	6	9	13	15	18	31	8	12	16	19	23	26	28	30	36	38	3	2	88
2	4	9	15	17	23	35	37	38	39	7	10	11	13	20	21	22	29	33	34	2	0	75
3	4	14	18	23	24	26	27	29	38	2	7	9	16	17	19	20	25	35	39	3	0	80
2	4	7	10	19	29	31	34	36	38	5	8	11	12	15	21	25	27	30	33	2	3	59
4	10	11	12	14	15	18	20	21	39	2	5	7	8	13	17	19	25	30	36	3	3	52
3	9	15	20	23	24	25	27	29	34	2	4	8	10	13	18	19	28	33	35	2	1	120
3	5	7	8	11	14	15	26	30	38	2	9	13	16	23	24	27	29	33	36	0	1	64
0	1	2	3	16	25	27	29	36	37	6	8	10	15	19	21	24	31	33	38	3	0	58
0	5	13	15	21	22	26	31	34	37	7	12	14	16	17	24	32	33	35	36	1	0	10
0	2	7	8	25	31	34	35	36	38	3	9	11	12	23	24	27	29	33	37	0	2	120
1	2	10	14	18	23	27	28	30	35	3	4	6	8	12	20	29	31	37	39	0	2	69
6	7	17	18	22	26	27	30	32	33	2	5	11	15	21	23	25	29	37	39	0	1	72
0	4	10	15	16	18	19	32	36	39	1	2	5	7	9	11	20	27	28	38	1	1	91
1	3	15	19	20	23	24	25	27	33	0	2	4	6	8	9	28	34	38	39	0	3	118
0	4	7	12	16	19	23	25	34	38	3	8	9	15	20	21	24	32	37	39	1	3	69
0	5	7	8	15	18	33	35	36	37	1	4	13	16	20	21	25	26	28	39	1	2	30
0	2	8	11	12	13	17	20	25	27	9	10	14	15	18	19	21	31	32	39	1	2	114
0	3	14	18	21	25	26	33	36	39	6	8	13	19	23	24	28	30	35	38	3	0	64
1	10	12	14	22	23	25	29	32	39	0	4	5	6	9	13	15	18	28	37	2	0	64
9	12	16	17	19	21	24	25	33	39	2	8	13	14	31	32	34	35	37	38	2	3	50
3	11	12	14	16	28	29	34	36	38	0	1	4	5	13	18	21	25	30	35	3	3	43
1	3	9	14	25	31	32	33	36	37	6	11	13	20	21	26	28	29	35	38	3	1	89
2	4	8	10	12	15	18	23	24	29	7	11	17	19	27	28	31	34	38	39	2	1	67
0	1	3	5	18	24	25	29	33	36	7	13	14	15	19	26	28	31	37	39	2	0	83
0	10	14	15	17	26	28	31	32	33	1	3	8	13	16	18	19	24	35	37	3	0	44
0	3	6	11	14	15	18	22	25	33	1	4	8	10	12	16	26	30	35	39	0	2	44
0	5	11	15	16	18	21	24	32	33	2	3	4	9	12	13	23	29	35	38	0	1	59
2	6	13	19	20	21	30	31	35	38	11	12	14	15	18	24	25	28	33	37	1	2	92
1	2	6	9	10	21	23	24	25	33	13	16	17	19	22	29	34	35	37	39	3	1	98
9	11	17	20	21	22	29	34	35	38	0	2	4	6	7	12	14	24	37	39	0	3	94
0	4	5	8	16	24	25	28	31	32	1	7	9	15	17	19	22	23	27	30	1	2	53
3	6	11	15	23	26	31	35	36	38	0	2	4	8	12	16	18	25	33	39	0	3	52
0	3	8	14	21	24	26	30	31	38	2	5	9	12	15	16	29	33	35	36	2	2	69
1	3	11	14	22	31	33	34	35	38	0	2	8	9	10	19	24	27	28	29	0	0	108
0	3	11	14	21	26	27	31	33	38	1	5	8	10	12	17	19	25	37	39	1	3	99
2	10	20	27	29	30	31	35	36	38	3	4	7	11	12	14	22	26	28	39	1	0	42
0	3	7	8	16	17	21	32	34	39	2	4	18	20	22	26	27	30	36	37	1	3	63
1	11	13	16	19	20	26	30	32	33	0	5	9	12	22	23	25	34	35	39	2	1	60
3	8	14	18	22	23	25	27	29	36	6	12	13	20	21	26	31	33	38	39	0	0	60
0	3	4	5	7	10	17	32	36	38	1	2	8	9	15	16	21	22	25	29	2	1	75
2	3	5	8	10	21	24	33	34	38	0	9	11	14	17	19	20	26	27	36	0	0	80
3	6	10	12	13	17	20	26	32	34	9	11	18	19	22	25	28	30	33	37	3	2	47
