Mode: 14 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
3	5	6	10	14	20	21	27	31	37	2	9	13	16	22	26	29	32	36	38	2	3	64
2	3	6	9	12	14	21	27	28	38	8	10	16	22	25	26	31	32	34	39	0	0	65
11	12	14	20	23	25	32	33	34	37	0	1	16	17	19	21	22	24	27	39	3	0	51
1	6	7	9	16	17	27	30	37	38	0	2	10	11	12	19	23	24	35	39	2	1	65
2	12	14	18	20	24	29	34	35	39	0	1	4	8	13	23	26	30	31	33	0	0	66
4	9	15	16	24	29	31	32	33	37	6	7	17	20	25	28	34	35	36	38	1	2	58
7	8	16	17	18	19	20	25	26	31	3	5	6	9	12	27	28	29	38	39	2	1	106
2	5	7	8	10	15	16	28	31	34	9	17	19	22	25	27	32	33	36	39	2	3	83
5	7	8	19	21	31	34	36	37	38	0	1	9	10	11	13	18	20	24	28	0	2	79
4	13	22	24	29	30	31	33	37	39	0	2	6	7	10	16	20	23	34	35	2	1	67
6	7	10	11	16	21	22	27	33	39	1	2	5	12	13	15	17	25	34	36	2	3	23
2	5	9	10	12	14	15	16	21	36	3	8	11	17	18	22	26	30	33	35	1	0	95
3	5	6	13	21	26	27	35	36	38	4	8	12	15	18	24	25	30	31	32	0	2	61
5	6	9	10	11	14	17	19	24	36	2	7	13	21	23	26	27	28	38	39	3	2	67
0	1	4	17	20	25	28	30	31	32	2	8	12	14	16	18	22	24	26	33	0	3	43
5	7	8	10	19	20	21	35	36	39	3	4	6	11	14	16	22	26	27	32	3	1	78
1	3	7	15	25	29	31	33	35	38	0	2	17	18	21	23	27	28	36	39	0	0	69
5	8	17	18	24	27	30	36	38	39	4	6	7	9	16	19	26	28	32	35	3	3	100
1	12	13	18	21	25	31	35	36	38	2	3	7	8	10	14	20	22	33	34	2	2	14
7	11	16	23	24	25	26	31	33	35	5	6	8	9	17	19	27	28	29	36	1	0	82
3	14	16	18	24	25	28	31	35	38	1	2	5	6	13	22	23	26	32	33	1	3	50
7	8	18	20	23	24	25	27	28	35	0	2	3	6	9	17	19	21	33	38	1	0	99
3	7	10	17	18	19	21	26	27	34	0	4	5	6	9	16	20	23	36	39	1	1	94
3	6	9	13	15	16	18	25	29	35	5	10	14	17	20	23	27	32	34	39	3	1	59
14	21	26	27	28	31	35	37	38	39	0	2	15	16	17	18	23	24	25	36	2	2	96
1	2	7	9	12	23	26	27	28	33	6	14	15	17	22	24	32	35	37	39	1	0	58
3	4	5	7	12	15	23	24	33	35	6	8	9	17	22	25	26	27	29	36	0	1	73
4	9	12	13	17	22	27	31	35	38	2	5	14	18	19	20	23	25	29	37	2	2	82
0	1	17	20	22	27	28	30	35	39	3	6	8	9	12	16	21	25	26	32	0	1	56
1	9	11	13	16	18	19	27	35	38	4	5	14	15	22	23	24	25	36	39	2	3	68
2	4	5	14	15	16	33	36	37	38	6	11	12	17	19	24	25	27	31	34	3	2	69
6	7	14	16	17	22	23	26	36	37	4	10	11	13	15	18	19	34	38	39	3	3	94
10	11	12	19	24	33	34	36	37	38	0	9	15	17	22	23	27	29	30	35	0	2	55
2	5	12	13	14	15	18	25	27	37	0	7	9	16	19	21	23	26	30	36	2	0	59
4	7	10	22	27	29	30	32	33	39	5	6	13	14	23	24	28	31	34	36	3	3	68
3	7	8	9	11	15	16	29	32	36	0	2	10	13	17	18	19	20	31	33	0	0	99
0	8	9	12	24	26	30	32	34	36	4	6	18	19	22	23	27	33	35	37	1	1	60
5	6	10	15	17	28	29	31	34	37	0	1	3	7	13	16	19	20	24	35	2	3	49
1	2	4	9	14	15	24	25	27	29	3	6	13	18	21	30	31	35	36	38	0	0	79
11	16	17	18	19	22	24	25	31	38	1	2	7	13	14	20	21	23	26	30	3	2	51
1	5	8	11	15	18	24	28	34	36	0	3	17	19	22	29	31	33	38	39	2	1	87
4	8	16	20	21	24	25	31	34	36	6	9	10	12	14	17	22	27	33	38	2	0	51
2	12	16	17	20	22	25	33	35	37	5	7	10	11	13	18	19	32	34	39	3	1	30
1	5	12	17	19	24	32	33	34	35	6	10	13	14	18	23	25	28	29	31	0	3	44
8	16	18	23	26	27	31	33	36	39	3	4	14	15	20	25	28	29	30	34	3	2	71
3	4	5	20	22	27	29	33	36	38	0	1	6	7	10	13	17	19	35	37	2	1	75
2	3	7	11	12	20	23	27	30	38	4	8	9	10	15	16	18	25	33	35	0	3	78
5	6	7	12	22	24	25	27	33	36	0	2	4	11	14	16	17	23	34	39	3	2	32
1	2	6	13	25	28	29	33	36	38	4	5	8	14	16	17	20	27	30	31	1	0	84
1	4	5	8	11	17	20	23	26	30	10	12	14	15	21	22	28	31	32	36	1	2	74
0	2	4	7	13	18	23	24	31	34	6	10	11	21	28	29	32	36	37	38	3	3	101
2	3	9	14	17	22	25	26	38	39	1	5	7	10	11	21	27	28	31	32	1	3	55
2	11	14	16	18	20	23	24	31	39	3	4	5	10	12	19	33	35	37	38	1	0	72
1	5	6	14	16	23	26	34	37	38	3	4	10	13	19	21	22	27	28	39	3	1	66
5	19	20	21	24	25	27	31	33	34	3	6	9	10	11	13	18	22	29	35	1	0	84
0	5	8	9	11	18	21	27	29	34	1	2	4	10	19	23	24	25	28	36	3	0	68
7	8	11	23	28	33	35	36	37	38	0	2	4	6	17	18	21	22	26	29	0	1	71
1	6	8	11	13	16	27	29	35	38	3	10	18	20	21	26	31	33	37	39	0	2	58
1	4	8	9	15	27	30	33	35	36	2	3	10	14	20	23	24	26	31	34	3	1	54
1	5	9	10	11	13	14	24	34	38	3	8	15	17	19	23	25	35	37	39	3	1	68
12	14	16	21	22	24	27	29	37	38	1	2	4	5	7	15	17	18	25	30	2	2	92
14	20	21	23	24	25	26	31	34	35	7	10	11	13	16	18	19	28	33	37	2	2	70
0	3	10	12	14	19	25	29	35	36	11	13	15	18	21	23	24	27	28	37	3	2	21
3	11	21	22	24	30	31	33	35	36	5	6	7	8	17	20	23	29	34	39	0	3	73
0	3	5	12	14	20	21	29	33	36	2	16	17	18	22	23	24	26	32	38	1	3	65
5	11	17	20	22	24	29	30	33	35	3	8	9	13	14	26	28	34	37	38	3	3	76
2	12	15	19	20	26	28	33	37	38	3	4	5	6	13	16	18	21	30	32	1	3	83
3	8	10	14	19	20	22	25	29	39	0	2	12	16	17	27	30	31	32	33	2	0	82
2	3	4	14	16	20	22	27	30	31	5	7	8	15	18	21	24	25	29	33	2	1	71
3	4	7	9	10	11	31	35	38	39	0	8	12	15	19	20	25	29	33	37	3	0	117
0	22	25	26	28	29	30	32	36	39	2	4	10	15	16	17	21	23	27	33	3	0	89
7	8	10	13	16	17	19	24	30	36	3	6	9	12	18	22	26	27	28	29	0	0	117
1	5	8	10	19	22	26	27	28	32	0	4	9	16	23	24	33	34	36	39	0	2	93
10	11	17	18	19	22	27	28	34	37	0	1	4	5	8	16	21	25	35	38	1	1	104
4	6	12	15	16	22	24	27	32	34	2	3	8	9	21	23	28	33	38	39	2	1	68
4	5	6	7	9	11	16	18	21	33	1	3	13	14	23	32	34	35	37	39	0	1	77
0	4	8	9	16	24	25	32	36	39	2	3	12	15	20	23	26	27	35	38	0	3	78
3	10	13	18	19	21	22	34	38	39	2	7	9	12	14	15	24	26	28	33	3	2	75
0	5	10	22	24	27	33	34	37	38	1	6	8	17	25	28	31	32	36	39	2	2	60
1	3	11	12	17	24	25	31	35	39	4	6	10	14	19	20	22	30	33	38	1	2	62
0	1	6	12	15	20	21	24	27	31	5	16	17	18	19	23	25	29	30	33	1	0	73
0	3	4	7	8	20	22	23	25	33	2	6	16	21	28	30	31	32	36	37	2	3	41
0	3	6	9	15	20	24	27	35	39	1	4	8	14	18	31	32	33	37	38	0	3	74
3	8	11	15	21	22	23	25	38	39	6	7	9	10	12	30	33	34	35	36	3	1	96
1	11	12	14	15	23	31	34	37	39	0	2	8	9	21	25	29	35	36	38	2	3	82
0	6	10	18	19	23	28	30	33	34	3	4	7	11	16	17	21	22	25	36	1	0	72
0	2	10	11	15	16	19	21	28	33	8	14	18	23	26	27	29	31	35	38	0	0	50
4	9	10	14	17	18	33	35	36	39	1	2	3	7	20	21	23	25	26	38	1	2	98
2	3	6	16	18	19	21	26	32	37	7	8	15	20	27	30	33	35	36	39	3	0	55
1	3	7	17	24	26	33	35	36	37	0	4	18	20	23	25	27	29	34	38	0	1	65
4	14	18	24	27	29	35	36	37	39	0	2	3	7	8	11	16	23	25	33	1	1	54
6	10	16	17	18	25	29	31	34	35	5	7	9	12	13	28	30	33	37	38	0	1	77
0	8	10	11	14	26	31	32	34	37	4	5	7	9	13	15	17	23	30	39	2	3	35
0	5	7	9	11	18	26	28	36	37	3	6	8	14	16	23	27	29	30	33	2	2	96
5	6	8	9	10	19	24	27	35	39	1	4	13	14	18	20	29	30	33	38	3	2	91
1	4	8	11	13	14	15	18	26	37	0	6	7	10	17	21	22	29	38	39	3	2	94
0	1	8	10	18	20	22	25	33	37	2	7	9	11	12	17	21	24	29	38	1	3	100
0	6	7	10	11	13	20	25	33	37	1	5	8	9	12	18	26	35	38	39	2	3	44
7	8	15	18	20	22	24	26	29	37	0	3	5	10	11	16	17	19	21	34	0	0	59
1	2	5	14	18	19	24	32	33	35	4	9	10	11	16	21	22	26	37	39	2	3	71
3	12	18	19	21	23	25	27	35	38	2	5	10	16	17	24	28	30	32	39	0	1	41
0	7	9	11	12	15	23	26	27	39	2	3	5	13	16	20	24	28	32	37	3	0	48
3	5	6	15	20	22	31	32	33	39	1	2	10	17	24	26	27	30	34	37	0	0	40
4	5	9	10	13	20	30	34	36	39	1	12	14	26	27	28	31	32	33	37	0	2	48
5	6	11	13	16	25	26	27	28	29	0	15	20	22	24	32	33	34	36	39	2	0	107
1	10	12	13	15	26	31	32	34	39	4	6	14	16	21	23	27	29	30	33	0	1	51
1	3	4	5	11	22	23	24	25	27	7	10	14	15	18	31	32	36	38	39	3	1	81
1	2	5	15	20	23	31	35	38	39	3	4	6	10	17	25	26	28	30	33	1	3	31
8	15	16	18	27	28	30	31	33	38	1	3	6	9	10	11	32	35	36	39	0	1	110
3	4	6	14	16	25	32	33	37	38	2	9	15	17	20	22	26	28	30	34	2	2	55
0	2	3	5	12	16	18	26	35	39	1	11	17	20	22	23	24	25	29	38	0	0	57
2	7	9	10	12	16	19	34	35	39	0	4	6	15	25	27	30	31	33	36	0	2	66
1	3	8	9	12	21	26	27	32	37	2	11	13	14	19	20	22	24	30	36	3	2	66
1	4	7	12	19	20	22	27	29	32	0	5	8	10	13	17	26	33	34	35	2	1	61
3	4	7	13	21	25	30	36	37	38	10	16	17	18	19	22	23	27	28	35	0	3	76
0	1	8	19	20	25	28	31	34	35	5	10	13	16	18	24	26	33	36	39	3	3	82
2	8	15	18	22	23	29	30	33	35	1	3	7	9	10	14	17	20	21	34	1	0	75
1	4	5	6	8	14	21	30	32	34	0	2	11	13	15	17	18	29	36	39	0	2	87
0	1	2	10	13	14	16	19	20	39	4	6	7	11	12	17	22	29	30	35	1	0	107
2	6	10	18	19	26	30	32	34	38	4	5	11	12	17	21	25	29	33	37	1	1	72
4	9	13	24	26	31	33	35	38	39	15	16	17	20	21	23	25	32	34	36	0	3	30
5	6	9	11	12	17	27	29	36	38	2	4	7	14	15	25	31	32	34	39	0	1	66
0	6	14	15	16	19	22	25	32	39	12	18	21	27	28	29	30	31	34	35	1	3	103
2	6	9	16	23	26	27	29	33	35	1	12	13	14	17	22	24	25	36	38	0	0	52
4	9	21	23	26	29	32	34	36	39	5	6	14	15	16	17	18	22	25	38	1	2	94
0	3	11	12	18	20	21	23	28	38	1	2	4	7	14	16	24	25	26	32	1	2	23
1	4	8	16	20	21	25	34	35	36	3	6	10	11	18	22	23	32	37	38	0	1	31
2	7	16	18	19	26	31	35	36	38	1	3	11	12	20	27	29	30	37	39	3	3	92
2	8	10	12	13	18	22	23	37	39	0	3	5	11	21	24	25	29	32	35	3	3	48
4	6	13	23	25	29	30	33	36	39	2	7	9	10	11	12	19	22	27	32	1	0	89
7	8	10	12	17	19	28	29	34	36	2	3	5	21	23	24	25	26	32	35	0	1	85
4	15	22	26	30	32	35	37	38	39	1	2	3	9	10	13	14	18	21	24	0	2	66
7	8	13	20	24	25	26	29	33	35	2	5	6	12	17	18	19	21	27	38	2	0	82
8	13	17	23	26	35	36	37	38	39	2	3	12	14	16	18	28	30	32	33	3	0	90
2	7	12	17	18	20	21	22	37	39	0	4	6	14	19	31	32	33	34	38	3	1	101
3	7	11	21	27	33	35	36	37	39	4	5	6	12	16	19	20	24	26	30	1	2	46
6	11	16	20	21	22	25	26	27	28	1	2	5	9	13	17	32	34	36	39	0	3	80
7	10	13	14	29	30	31	35	36	37	4	12	15	21	22	24	25	27	32	33	2	1	40
5	6	8	13	19	22	24	27	31	39	2	3	4	11	14	16	20	23	32	37	3	0	67
0	4	7	9	15	16	18	27	28	29	2	5	10	14	17	22	31	34	36	38	0	3	92
1	4	10	13	14	16	21	25	26	31	6	8	17	28	30	33	34	36	37	39	3	2	88
0	1	2	5	8	14	21	27	28	29	7	20	22	23	24	31	34	35	36	39	0	2	102
1	4	5	15	17	25	26	31	32	39	0	3	8	9	11	16	18	20	23	38	1	1	63
0	3	4	5	7	13	26	28	30	32	14	20	22	23	29	34	35	36	38	39	1	0	47
7	8	10	15	25	26	31	33	35	37	1	5	9	13	17	19	24	30	34	36	3	3	90
6	7	8	11	14	20	23	27	28	38	1	2	3	15	17	24	25	29	33	34	3	1	69
5	6	8	10	12	18	19	21	26	27	0	3	9	13	15	20	23	28	30	31	2	3	98
0	4	6	10	13	14	17	25	31	34	1	3	5	16	19	22	27	29	37	39	2	2	80
7	10	12	13	14	19	23	25	27	35	2	16	18	20	21	22	24	33	34	38	3	0	76
5	7	9	22	27	31	32	35	36	39	1	3	6	11	13	17	18	28	30	38	1	2	99
2	5	8	10	17	25	26	28	33	38	0	1	9	12	20	29	30	32	35	36	0	3	84
7	13	14	21	23	24	27	31	35	37	1	3	16	19	20	22	25	29	34	36	1	3	49
4	6	9	10	11	14	22	27	29	37	3	8	13	16	18	19	25	30	35	39	1	1	109
6	14	16	23	24	25	30	34	35	38	1	2	3	5	9	11	12	15	19	28	2	0	72
1	2	5	6	8	15	18	19	20	36	4	12	16	17	21	22	24	26	31	34	3	0	43
1	4	6	7	14	17	20	22	31	34	2	3	5	16	18	19	23	25	26	39	2	0	67
0	5	9	21	24	26	30	33	35	36	6	8	14	16	19	20	22	27	28	34	2	2	85
2	4	6	12	16	17	29	31	33	37	1	3	10	11	14	19	23	26	28	39	2	1	83
0	3	6	12	18	19	23	25	33	35	1	2	4	7	21	22	26	27	29	31	1	1	36
0	3	6	7	17	18	23	25	28	29	8	9	10	15	16	24	33	34	36	37	2	1	93
0	6	7	19	28	29	31	34	37	39	2	10	12	13	15	22	27	35	36	38	3	3	104
1	7	11	13	15	19	25	26	28	35	0	5	6	8	14	20	23	33	37	38	3	2	70
2	5	8	11	14	15	20	29	36	39	0	13	17	21	22	23	24	25	32	37	1	3	59
2	4	6	11	14	24	25	27	30	31	3	5	7	9	16	18	20	23	32	36	2	2	89
9	14	16	17	20	21	22	33	34	37	8	10	13	23	27	28	31	35	36	39	2	2	63
1	3	7	10	15	16	18	21	32	39	0	5	8	9	17	23	25	26	28	35	2	0	88
6	11	12	17	19	20	21	27	35	39	0	1	2	4	24	25	26	29	31	38	0	0	85
1	7	15	17	19	20	21	27	29	39	2	8	12	16	18	25	31	34	35	37	2	3	78
2	6	8	13	20	21	22	28	30	39	7	10	14	15	16	17	23	24	26	33	2	3	60
3	11	12	19	20	22	23	32	34	36	4	8	9	13	16	24	25	28	35	39	0	1	59
0	4	10	17	22	23	28	34	36	38	1	3	9	11	13	15	19	21	31	35	0	1	47
5	6	14	16	17	21	23	26	28	35	0	3	4	8	9	12	13	29	31	32	0	0	81
1	2	6	8	9	14	21	23	24	29	0	4	5	11	12	16	19	20	27	28	0	2	116
0	4	5	9	11	15	16	29	35	36	3	7	13	17	18	22	31	33	38	39	3	0	82
6	7	8	10	16	18	22	32	36	37	1	4	9	12	17	20	21	26	31	34	1	1	79
6	7	8	13	17	22	25	27	33	37	0	10	11	19	21	29	30	31	32	35	3	2	92
2	7	9	10	13	15	24	28	31	33	1	4	6	11	14	17	19	26	37	38	2	3	66
0	1	6	9	10	26	27	28	30	35	7	8	11	13	18	19	20	21	25	32	1	2	97
6	15	20	23	24	25	27	29	30	31	1	2	5	8	10	11	12	13	34	39	0	1	76
0	1	2	6	8	10	13	15	16	21	4	7	12	19	20	22	25	35	38	39	3	3	72
3	4	6	12	13	27	31	32	34	36	7	11	14	16	18	20	24	26	28	39	3	3	41
1	5	10	15	22	23	29	33	34	35	2	3	4	11	18	19	24	27	36	39	1	2	83
3	4	7	10	14	23	24	33	34	38	2	6	8	16	20	22	27	29	31	36	2	0	63
4	14	17	19	20	22	29	31	32	34	3	11	13	27	28	30	33	35	37	38	3	0	93
2	3	9	11	19	21	30	35	36	37	7	10	13	15	16	17	18	24	25	31	1	0	103
0	1	12	13	15	20	21	29	32	39	2	5	9	11	16	18	23	24	33	38	2	1	72
1	12	14	16	18	19	20	21	23	38	0	4	8	9	15	17	22	25	26	32	2	1	78
2	4	5	8	10	16	18	22	31	38	3	12	14	15	19	20	24	25	26	29	2	3	112
0	11	16	18	20	22	24	27	29	39	6	8	14	15	19	21	23	28	33	37	3	1	77
1	4	5	8	11	12	15	18	22	34	0	6	10	14	16	19	25	30	33	38	2	2	41
12	14	19	21	23	32	34	35	37	39	0	2	3	5	13	17	20	30	31	33	0	2	46
6	8	10	20	21	23	24	31	33	38	0	4	7	14	16	18	28	34	36	39	0	0	74
2	4	8	10	14	28	29	32	36	37	5	11	12	16	19	21	27	30	35	39	3	3	94
6	7	10	11	16	24	30	36	37	39	2	8	9	13	15	17	18	25	33	38	3	2	81
0	3	11	18	21	22	27	28	32	36	1	2	7	12	14	15	23	24	33	34	3	1	25
0	2	3	6	7	11	15	22	27	36	8	14	19	23	25	30	32	33	37	38	2	3	23
5	6	10	12	17	19	22	27	30	37	7	8	11	15	24	25	31	34	35	39	2	3	50
4	6	11	12	17	18	27	28	29	34	1	3	10	13	19	20	22	32	33	38	3	0	46
0	4	10	11	14	21	23	32	35	36	8	9	12	20	24	25	26	28	33	39	0	0	56
2	3	9	12	18	19	20	28	32	38	0	1	14	17	22	24	25	33	36	37	2	0	81
2	4	6	23	24	29	30	31	37	39	0	9	16	19	21	25	27	35	36	38	0	1	87
1	10	11	14	18	20	23	27	33	37	0	2	5	12	21	22	26	29	38	39	2	1	92
2	5	10	20	22	28	33	35	37	38	0	6	12	13	17	21	27	29	30	36	2	1	34
0	3	6	11	12	13	30	34	38	39	1	2	7	8	15	18	21	22	23	27	1	2	67
1	5	6	18	26	29	30	31	34	38	0	2	3	12	17	22	27	32	36	39	1	2	52
1	3	14	16	28	31	32	33	34	39	0	6	8	18	21	23	25	29	37	38	0	3	76
5	14	18	20	30	32	33	34	37	39	4	8	11	12	13	16	22	24	25	28	3	2	48
3	4	8	9	18	23	32	34	35	38	0	2	5	6	7	16	20	29	37	39	0	2	120
0	13	15	17	18	19	27	28	35	38	2	6	7	9	10	12	20	23	25	31	2	3	78
7	9	15	17	20	23	24	25	26	34	0	3	13	18	19	22	27	29	35	38	1	3	99
1	6	10	12	15	23	24	25	26	28	2	3	9	11	17	18	22	31	34	35	0	0	28
1	5	11	13	15	17	18	27	28	38	0	2	6	7	8	12	20	22	24	35	3	3	14
2	11	12	14	15	21	24	29	36	39	0	6	17	18	22	23	25	26	35	38	3	0	76
3	4	6	12	14	20	21	24	31	38	5	9	15	16	17	23	25	28	33	34	0	1	71
3	4	8	11	17	22	27	30	35	39	1	5	9	13	14	20	25	29	32	38	1	0	67
3	4	7	16	21	25	31	35	36	39	5	6	9	11	14	15	17	24	32	37	0	1	93
4	7	9	11	12	15	18	24	27	37	0	8	10	16	17	25	28	29	31	36	0	0	84
2	4	13	18	19	21	25	31	34	39	1	5	10	16	17	23	28	30	33	35	3	2	75
0	3	4	8	16	18	21	30	34	39	1	2	5	6	9	15	19	23	26	37	3	1	55
7	9	12	13	14	15	18	32	35	38	4	6	11	20	22	24	25	26	31	34	1	2	84
0	5	9	25	26	30	31	32	36	38	1	2	4	15	19	21	23	24	29	33	1	1	57
2	7	12	20	26	27	28	29	34	36	1	5	6	10	13	18	19	23	31	33	1	2	77
1	4	5	8	16	23	24	31	35	37	7	11	13	17	26	28	33	34	36	39	0	2	70
1	4	9	11	15	21	26	27	28	33	2	3	5	6	10	12	20	29	34	35	0	3	69
0	9	14	15	17	21	24	25	29	39	4	7	8	11	12	22	27	31	37	38	3	3	102
1	10	17	19	20	23	28	30	33	35	6	9	11	12	15	26	31	34	36	39	3	3	99
2	6	15	17	27	29	30	32	33	36	3	4	5	11	13	14	16	31	34	37	1	0	46
6	8	13	15	16	25	26	29	35	36	9	10	12	14	18	19	20	27	30	39	0	3	88
1	3	9	11	14	15	19	22	24	30	5	6	7	10	12	18	36	37	38	39	2	0	45
0	4	5	10	13	23	24	26	34	36	1	6	8	11	12	14	22	31	33	39	1	0	55
3	4	5	13	17	20	24	28	32	38	16	18	23	26	31	33	34	35	36	37	3	1	76
2	5	6	9	10	15	17	19	29	33	8	12	14	24	26	31	34	35	38	39	0	0	109
5	8	10	16	17	18	19	20	26	38	2	4	14	15	21	25	27	29	30	37	2	1	67
6	9	12	15	26	27	30	32	35	38	1	3	8	14	16	19	31	33	34	39	1	1	91
5	7	8	9	11	12	13	19	27	31	15	20	21	22	25	28	32	33	35	36	3	1	78
2	4	11	12	15	17	20	30	33	34	1	3	9	14	18	19	28	35	37	39	2	2	59
0	4	6	11	13	18	23	26	34	35	1	2	7	9	10	14	15	20	21	28	2	2	76
0	1	8	10	21	23	25	28	33	36	2	6	7	9	12	14	16	17	34	38	0	2	68
1	5	9	10	14	15	16	20	24	26	0	6	7	12	13	31	33	37	38	39	0	3	66
1	2	5	10	23	30	32	34	36	38	0	3	4	6	20	22	24	29	35	39	1	2	60
1	2	10	12	14	17	23	24	32	39	0	8	11	18	22	25	28	29	34	36	2	3	93
1	4	7	9	17	19	25	30	31	32	3	5	6	11	13	22	23	27	28	29	0	3	79
0	3	5	14	17	20	23	25	37	38	8	9	11	15	21	31	32	33	35	36	3	0	86
0	12	18	20	22	24	27	31	36	39	1	2	6	8	11	15	23	30	34	38	2	0	59
3	5	9	13	15	16	21	27	35	38	2	4	8	14	17	20	24	25	31	33	3	3	58
1	4	7	16	17	21	23	27	35	38	0	10	15	18	20	24	25	28	32	36	3	0	41
5	7	13	15	18	19	20	21	22	26	1	3	4	12	16	17	23	29	36	39	2	1	77
1	9	12	14	16	17	24	27	33	34	0	2	8	11	18	19	20	21	29	35	0	1	108
0	7	9	12	13	14	15	21	28	37	2	17	19	20	22	25	31	34	36	38	0	0	73
1	6	7	12	13	16	21	28	38	39	9	10	15	18	20	27	29	30	34	35	2	1	75
1	2	7	8	12	13	19	24	25	35	0	6	14	22	26	28	31	32	33	34	3	1	62
3	9	14	17	18	20	28	29	36	37	0	1	5	6	8	19	25	26	30	38	1	2	87
5	10	12	15	18	22	23	26	29	32	1	6	8	13	21	24	25	30	35	38	3	2	68
3	9	12	23	24	25	26	34	36	39	1	8	10	16	17	20	22	28	31	32	3	3	63
0	2	4	7	9	12	14	24	26	38	6	8	22	23	28	29	31	32	35	36	0	2	116
0	2	3	4	14	16	19	25	29	37	5	7	8	9	10	18	20	22	24	32	3	0	68
5	14	25	27	28	29	31	33	34	36	2	8	11	13	18	19	20	23	32	38	0	2	58
0	1	7	12	18	23	26	31	34	35	3	6	8	11	13	15	20	32	37	38	3	3	71
