Mode: 5 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
0	8	10	12	20	27	35	36	37	39	4	11	13	16	21	25	26	28	32	34	2	3	19
9	14	15	16	18	23	27	31	33	39	2	4	5	6	13	22	24	25	34	36	3	0	79
17	20	22	24	30	32	34	35	37	39	3	4	6	7	8	13	21	25	33	38	3	1	65
4	7	8	9	17	20	25	32	37	39	12	15	16	18	21	24	28	30	34	36	1	3	87
11	12	18	19	22	24	26	34	37	39	1	3	5	8	13	20	23	25	31	35	3	0	67
8	11	19	23	26	29	31	34	36	38	0	5	7	21	25	28	32	33	35	39	3	0	82
3	5	9	12	15	17	20	28	29	39	4	7	13	18	19	21	24	30	33	34	1	2	110
0	2	6	13	15	16	20	33	35	36	1	5	12	17	22	25	28	29	30	39	1	1	71
2	5	6	7	16	19	29	34	36	39	14	17	18	24	25	28	32	35	37	38	3	1	108
6	7	12	14	17	18	21	28	38	39	0	3	10	13	23	24	26	27	32	33	2	1	61
3	4	9	16	18	25	30	36	37	38	6	11	15	20	21	24	28	29	31	39	0	0	51
15	16	19	20	23	28	30	34	36	38	0	1	7	8	12	24	26	33	35	39	2	3	88
8	10	15	16	17	18	24	30	38	39	2	6	13	20	22	25	26	31	33	34	2	2	19
0	10	11	18	21	23	24	27	29	39	1	2	4	15	19	20	28	30	31	38	0	2	82
6	13	14	16	25	30	32	33	37	39	1	5	9	10	12	15	18	19	28	35	3	1	95
5	7	13	15	19	26	28	30	33	35	0	8	10	17	21	29	34	37	38	39	2	2	61
11	15	16	19	21	22	29	30	38	39	5	7	12	20	24	28	32	34	36	37	0	0	85
0	1	5	7	10	21	25	32	33	37	9	12	14	16	19	22	28	29	35	38	3	3	76
0	2	3	8	13	26	31	34	35	36	6	11	12	14	16	17	19	23	24	32	1	3	70
1	2	5	11	15	16	21	25	26	32	3	7	8	9	22	27	30	34	37	39	1	3	52
5	7	10	11	13	15	19	22	29	30	3	4	6	8	18	20	25	26	28	39	2	1	103
6	9	13	16	17	20	25	26	28	38	3	7	8	14	21	24	27	30	36	39	3	0	71
0	5	7	8	10	12	15	18	19	29	2	4	9	23	25	26	27	30	31	35	1	2	113
1	8	13	16	20	23	25	27	29	33	7	9	10	12	15	19	31	32	35	39	0	1	83
1	4	6	9	14	20	26	31	32	36	0	2	5	7	8	11	12	15	16	17	0	0	65
4	10	11	20	23	25	28	30	37	39	7	8	9	14	15	19	31	32	34	36	2	3	69
0	1	5	10	17	24	25	31	33	35	3	4	13	18	20	21	30	32	37	38	0	1	23
0	1	2	9	10	16	19	34	36	37	3	5	7	11	17	18	20	25	26	27	2	2	92
1	7	18	20	22	23	24	26	37	38	2	5	9	14	15	19	27	29	31	32	3	2	52
0	7	13	15	16	17	22	30	37	38	4	8	18	19	21	25	27	29	33	39	3	0	76
7	8	16	17	20	24	25	30	38	39	2	5	11	12	14	15	26	32	34	35	3	3	45
1	3	8	9	15	16	19	29	31	38	4	6	12	17	24	25	26	28	35	37	2	3	91
9	21	22	25	28	29	32	35	37	39	2	4	6	7	8	11	19	20	24	33	2	0	120
9	12	17	18	19	27	29	33	34	36	0	1	3	7	16	20	21	23	24	28	1	1	88
0	3	11	14	19	27	33	34	35	38	6	7	8	9	12	16	17	21	30	31	2	0	50
5	9	14	18	22	27	29	31	33	38	1	2	3	4	8	16	17	30	35	39	0	0	87
2	4	12	17	21	27	29	30	34	36	0	11	15	23	31	33	35	37	38	39	3	2	83
4	5	7	10	14	20	29	31	32	34	1	8	12	17	19	21	22	33	36	37	1	2	71
2	4	13	14	16	26	28	30	32	35	3	9	11	15	18	19	27	29	34	38	2	1	68
5	7	9	11	15	24	29	37	38	39	0	1	2	3	4	6	8	18	22	30	3	1	94
0	1	6	9	14	21	24	27	28	32	3	4	13	15	16	17	19	29	30	34	2	1	92
4	12	13	26	30	31	32	33	34	38	0	5	10	16	17	21	27	28	36	39	2	2	28
0	1	6	7	13	19	23	26	29	36	3	5	10	16	17	21	25	27	28	35	2	3	61
4	8	10	12	13	14	22	25	32	37	2	6	11	17	18	20	23	24	27	28	3	2	10
3	6	14	21	23	24	25	32	33	38	0	4	9	18	22	27	29	30	34	37	0	3	59
1	2	5	9	17	18	20	21	22	38	4	7	12	14	15	23	24	28	30	31	2	0	44
5	8	10	18	20	21	25	27	29	38	1	3	4	6	11	13	19	22	26	32	1	3	47
7	14	16	17	21	24	25	27	29	39	6	9	10	12	18	19	22	26	30	33	2	3	120
3	4	5	10	16	21	22	25	37	39	11	14	15	17	19	24	26	27	33	35	3	2	53
3	4	6	21	22	26	27	28	34	35	1	9	10	12	16	17	20	24	25	32	3	1	40
5	17	20	23	27	28	30	34	37	39	2	6	8	9	10	11	22	25	33	35	1	0	40
3	9	13	19	20	31	34	35	38	39	1	2	5	7	11	17	23	26	27	37	3	0	94
0	1	2	4	5	13	14	20	29	35	3	7	9	10	17	23	25	34	37	38	1	2	53
2	4	8	9	10	12	14	17	29	37	5	6	15	18	20	21	27	28	34	38	3	1	65
4	5	9	14	21	25	27	33	34	37	3	8	11	15	18	22	24	26	28	35	2	1	85
11	12	14	18	25	28	29	30	32	34	1	3	7	8	13	16	17	21	37	39	3	0	71
5	7	12	13	14	16	19	21	31	35	2	9	10	11	15	22	23	30	36	39	2	2	56
1	8	11	17	23	26	28	32	34	36	0	3	5	13	15	21	22	24	37	38	0	3	60
4	6	7	8	12	15	23	33	35	37	11	17	26	27	28	29	31	32	34	38	1	3	69
0	1	7	8	11	19	21	22	33	37	3	4	6	9	15	16	20	30	38	39	2	2	37
4	6	8	10	14	24	27	28	33	37	3	9	17	22	25	30	32	34	36	39	3	3	95
7	8	11	21	22	29	30	33	37	39	2	5	12	14	17	19	24	31	32	34	3	1	96
3	11	12	13	16	17	30	32	33	38	2	5	7	10	15	19	24	25	29	35	2	0	29
1	2	7	9	10	16	22	26	29	31	0	5	8	12	17	20	25	34	37	38	3	0	62
1	5	18	23	24	26	27	31	32	35	0	2	4	16	19	29	30	36	37	39	1	2	82
12	13	14	17	23	28	30	34	35	36	0	4	6	7	10	11	15	20	24	33	0	1	13
0	10	13	19	20	22	25	30	34	39	1	6	11	12	15	26	28	31	33	37	3	3	63
2	9	11	12	15	16	20	23	32	34	3	4	13	14	24	25	30	31	35	39	1	2	40
3	6	9	14	16	17	20	27	30	34	0	2	7	10	13	24	25	32	35	39	3	3	88
9	13	16	17	26	27	30	31	34	39	1	3	7	10	14	15	18	24	28	35	0	1	63
0	4	5	7	8	9	16	17	26	37	3	13	21	22	24	25	27	28	38	39	0	0	76
3	8	9	16	21	28	30	34	35	38	1	2	6	10	11	15	19	29	33	37	3	3	74
1	4	5	6	8	16	20	21	30	36	0	2	7	9	12	17	19	32	37	38	3	0	109
4	8	10	12	15	16	19	25	33	38	0	7	9	11	13	22	23	26	28	30	0	0	63
4	5	10	12	16	22	24	26	28	37	0	2	3	7	11	13	18	29	33	35	0	0	38
0	2	15	19	24	29	32	36	37	38	3	9	10	11	14	18	20	26	28	39	0	1	80
1	2	8	10	26	27	28	33	34	39	13	15	16	17	19	20	29	30	35	37	3	1	99
2	8	15	18	22	33	35	36	37	39	3	4	5	9	16	17	19	24	28	31	1	2	98
0	1	5	8	12	16	18	32	33	38	6	7	10	19	24	26	28	30	35	39	1	1	73
1	3	11	14	15	16	19	26	32	33	0	4	7	13	17	18	23	28	35	37	3	1	32
2	11	18	20	25	29	31	34	35	38	5	6	10	15	16	22	23	28	32	33	2	2	54
0	2	3	4	6	9	11	30	31	37	5	12	13	14	18	21	28	34	35	38	1	2	86
3	5	9	14	23	24	30	31	32	33	0	4	13	15	18	22	27	28	38	39	2	3	55
0	1	5	10	11	13	22	27	31	33	9	15	17	25	26	29	35	36	37	39	0	2	55
1	11	13	21	23	24	27	31	36	39	2	6	7	8	10	12	26	33	34	37	0	3	83
0	5	6	8	12	15	16	17	19	36	1	9	11	24	25	26	29	33	34	35	2	2	80
4	5	8	12	17	23	28	29	30	35	6	7	9	10	11	13	25	26	31	38	3	0	40
0	3	4	8	10	13	18	27	28	30	14	15	19	21	26	31	33	34	35	38	0	3	77
5	7	8	9	10	24	30	33	36	39	3	12	13	14	19	23	27	28	29	37	1	3	100
0	4	15	17	18	21	26	29	30	31	1	2	3	14	16	19	24	25	33	37	0	3	43
2	4	5	7	11	15	18	21	23	34	0	1	3	6	8	12	20	27	29	36	3	0	20
6	16	20	21	22	24	34	35	38	39	0	8	11	17	18	26	29	32	36	37	1	0	57
4	5	7	15	16	18	19	20	29	39	8	11	24	27	28	32	33	34	36	38	2	0	91
1	9	11	14	17	19	20	24	30	34	0	2	10	13	22	23	26	28	32	36	2	1	52
5	6	12	13	14	17	20	21	28	29	2	24	30	31	32	34	36	37	38	39	1	0	64
0	4	11	14	19	21	25	34	37	38	6	12	15	16	18	20	27	28	31	39	1	1	89
2	7	10	22	27	28	30	33	34	35	8	11	12	18	23	26	32	37	38	39	2	1	30
1	2	10	13	17	18	21	23	29	31	4	5	8	9	15	24	25	27	33	35	0	2	63
3	11	17	18	23	28	29	32	35	36	2	4	5	6	8	9	21	22	37	38	2	1	94
5	12	14	23	25	28	29	33	34	39	3	7	9	15	18	19	20	21	22	37	3	2	81
3	11	12	19	20	21	27	32	33	36	7	8	10	14	15	23	26	31	37	39	1	3	41
4	9	10	16	19	20	29	32	33	39	1	5	7	11	13	14	17	31	36	38	2	1	44
0	1	4	5	12	14	17	18	22	34	2	3	9	11	16	27	29	33	35	36	1	2	96
4	6	8	10	13	14	15	24	29	32	0	5	16	20	25	27	34	35	37	39	3	2	78
2	7	10	11	14	15	28	29	32	38	8	9	12	18	19	21	23	24	25	36	0	3	75
5	7	13	14	15	25	26	30	31	32	6	8	9	10	23	24	28	34	35	36	2	3	38
4	10	16	19	22	24	29	31	36	38	1	3	7	14	18	20	25	34	37	39	1	3	74
4	6	9	15	17	22	23	28	31	37	2	5	11	12	18	20	21	26	27	33	0	0	37
4	6	11	12	17	21	33	36	37	39	0	3	9	13	18	24	27	28	32	38	0	2	70
7	8	13	19	20	22	24	25	29	35	5	10	15	18	27	30	31	34	36	38	0	0	44
0	6	10	22	24	25	27	31	35	38	3	7	13	15	18	32	33	34	36	39	0	1	43
1	6	11	19	20	24	27	28	35	38	4	5	12	14	15	16	22	32	34	39	2	0	61
1	5	6	9	11	18	22	30	37	39	3	7	12	17	24	27	32	33	36	38	2	1	69
7	9	10	14	17	19	25	30	31	33	2	3	13	15	22	26	28	36	37	38	1	1	81
1	7	10	12	14	16	17	21	26	28	3	5	9	11	13	19	31	35	36	37	3	0	45
1	3	4	6	12	20	21	29	36	37	2	7	8	10	13	15	17	26	31	38	2	2	50
4	6	7	10	14	16	17	22	23	32	1	8	9	15	20	27	30	33	34	35	2	3	30
8	11	13	18	26	27	29	32	34	37	2	5	12	16	23	24	25	33	38	39	3	0	62
2	7	9	11	22	23	25	27	32	35	5	10	13	15	19	28	30	36	38	39	2	1	107
1	3	7	8	9	21	27	32	35	37	0	2	4	6	19	23	25	31	38	39	0	2	93
4	6	9	10	18	19	20	21	24	31	3	11	12	17	23	28	29	32	35	39	0	2	87
6	9	14	15	18	29	30	31	32	35	0	1	7	13	16	20	21	28	36	39	0	1	82
12	17	18	19	20	27	28	31	34	37	2	11	13	14	23	33	35	36	38	39	1	3	101
7	12	13	15	19	23	25	28	30	31	1	2	8	16	21	22	34	35	36	38	2	2	63
0	1	5	10	19	21	22	26	30	34	3	7	11	13	14	15	18	32	33	37	3	3	62
6	8	11	13	18	21	25	35	36	37	0	4	7	9	12	27	30	33	38	39	3	3	91
2	8	10	11	12	18	24	25	31	37	1	3	4	5	14	19	20	30	34	39	2	2	63
3	14	24	26	28	31	32	34	35	39	2	8	11	15	20	29	30	33	36	37	1	3	67
1	4	7	12	19	20	32	33	37	39	0	3	6	8	11	21	28	29	35	38	3	0	106
4	7	21	23	28	32	33	34	35	36	0	6	12	13	14	15	24	29	37	38	0	0	57
5	8	12	16	17	22	28	32	36	37	6	7	14	20	24	25	27	34	38	39	0	0	51
4	8	12	15	20	21	24	30	33	34	3	5	11	14	18	25	27	28	36	37	1	0	20
0	6	11	17	22	28	29	30	35	37	7	8	16	20	21	26	27	33	36	38	1	1	37
1	5	9	16	20	24	29	31	34	37	2	6	12	15	17	26	30	33	35	39	1	3	72
3	4	8	9	20	23	25	28	31	38	5	6	10	11	12	16	17	19	24	32	0	1	88
3	12	19	24	28	30	32	35	37	38	0	8	10	17	18	25	26	27	34	39	0	1	64
0	10	12	13	14	15	18	21	28	29	8	9	16	19	20	24	26	32	35	38	1	1	113
0	1	7	11	17	18	24	25	28	29	5	6	10	14	20	23	30	31	36	39	3	2	46
2	6	7	9	11	14	20	21	29	33	3	4	8	10	16	22	23	30	32	35	1	0	61
6	12	15	21	28	30	32	33	36	37	0	4	8	10	14	17	22	29	31	34	2	2	36
0	4	7	8	9	11	12	21	26	29	1	10	16	18	23	24	27	28	37	39	3	2	42
0	2	6	22	25	27	31	33	36	37	4	7	8	9	10	17	19	28	32	39	1	3	75
1	3	5	13	16	19	21	23	25	36	2	4	7	26	29	33	35	37	38	39	0	2	79
2	3	6	8	10	11	14	25	30	31	4	7	16	18	19	23	28	33	36	37	2	3	39
9	10	12	15	19	21	23	26	29	32	1	4	8	16	22	24	25	27	33	34	1	3	51
1	3	4	6	9	18	24	28	32	36	10	20	21	22	23	29	30	31	38	39	2	1	116
1	4	15	17	18	26	28	35	38	39	2	5	7	19	23	25	32	33	36	37	3	0	74
4	10	12	21	22	27	31	33	35	36	2	6	7	11	13	15	23	24	25	29	3	0	82
2	3	10	11	22	23	26	28	29	34	4	6	7	18	19	30	32	33	37	38	3	3	86
1	3	9	22	24	29	30	35	36	39	0	6	8	10	14	15	21	23	25	28	2	0	99
1	9	14	15	20	23	24	35	36	39	5	6	8	13	17	25	27	29	32	34	0	1	71
0	5	7	14	18	20	24	25	26	39	2	11	15	16	19	27	28	33	36	37	3	2	58
10	12	15	16	17	24	26	30	33	38	3	7	8	11	18	21	22	27	35	37	0	1	28
2	10	11	14	16	18	25	29	38	39	4	15	17	19	20	21	22	26	34	37	3	1	70
5	7	9	12	21	25	33	34	35	38	0	3	4	17	22	26	27	28	31	36	3	2	68
2	5	14	16	18	25	26	27	29	39	0	3	4	9	10	11	19	21	24	37	1	3	104
2	8	11	14	18	22	31	34	35	38	1	7	9	10	15	21	24	26	28	36	1	0	27
4	7	8	10	11	13	16	19	24	33	1	5	15	17	20	21	31	35	36	37	2	2	29
2	6	7	9	12	14	15	26	31	37	4	8	16	19	23	27	33	36	38	39	0	2	101
8	10	11	14	20	21	26	27	29	31	0	7	12	18	22	23	24	28	30	39	2	3	68
2	4	10	14	17	27	28	31	35	39	6	7	11	18	20	22	25	30	32	38	2	3	78
1	3	4	8	12	16	21	23	26	34	6	7	9	11	20	24	28	29	33	39	0	0	92
3	4	6	10	11	19	25	31	34	39	2	8	13	16	20	28	32	33	35	38	3	1	65
3	6	10	18	20	23	29	30	37	38	1	2	5	13	21	22	26	31	34	36	1	3	29
2	7	11	19	23	25	30	33	37	38	0	9	12	14	17	18	21	24	28	31	0	1	56
1	7	10	21	23	24	25	27	33	36	5	6	8	11	14	17	22	26	31	32	2	0	68
2	3	5	6	13	27	30	31	33	38	1	8	9	16	17	19	20	24	34	36	3	0	49
0	4	8	12	16	17	21	30	32	35	3	5	10	13	23	25	28	29	34	39	3	2	39
3	4	11	12	15	16	17	19	24	28	0	8	9	21	23	31	32	34	38	39	0	0	78
4	5	9	16	21	23	25	26	28	38	1	2	3	10	17	22	29	31	32	36	0	2	99
1	6	8	9	11	12	18	23	26	32	0	5	7	10	17	24	25	35	36	37	0	1	65
2	4	7	11	13	19	29	34	36	37	0	3	8	12	17	20	22	31	33	35	3	3	57
1	2	12	13	22	25	27	28	34	35	5	10	18	19	23	24	29	36	37	38	0	1	54
4	8	12	20	22	25	31	33	37	38	2	6	10	16	17	23	28	32	35	36	3	1	47
3	5	6	10	26	27	31	32	35	39	1	8	11	13	16	17	21	23	29	36	1	3	86
1	5	15	18	22	23	30	37	38	39	0	3	8	13	14	17	20	26	28	32	3	2	60
4	9	10	12	21	22	26	27	37	38	0	1	6	8	20	28	30	31	33	34	1	2	61
5	8	12	13	17	19	26	27	29	30	2	14	15	21	22	32	33	34	35	36	3	0	36
2	9	13	14	19	24	27	28	31	37	0	4	10	16	26	29	30	32	33	39	1	3	74
0	13	14	15	19	27	29	33	35	36	2	6	7	17	21	25	26	30	32	34	3	2	65
1	4	7	9	13	17	19	21	32	36	3	5	6	8	10	24	25	28	30	31	2	3	40
0	19	20	24	27	32	35	36	37	38	2	5	7	10	13	18	23	26	29	31	3	0	76
1	2	4	7	16	20	29	30	35	37	0	6	15	17	21	23	24	26	27	36	1	3	30
0	7	11	12	20	21	24	28	29	39	2	3	8	13	14	18	26	33	36	38	3	1	83
2	3	4	11	17	20	22	31	33	37	7	12	14	26	27	28	32	34	38	39	1	0	48
1	5	9	14	15	17	24	29	35	37	4	8	11	13	16	19	27	28	31	33	1	1	81
1	15	16	17	22	27	28	33	38	39	2	3	4	8	18	24	25	31	32	35	0	0	65
