Mode: 5 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
0	3	8	12	13	19	23	29	32	39	2	6	9	10	11	16	21	24	27	33	2	3	85
1	2	8	15	18	21	23	24	36	37	0	4	5	9	10	11	13	26	32	33	2	1	7
1	6	9	11	13	20	23	25	28	32	2	3	8	12	24	26	29	30	35	37	3	2	62
5	7	10	14	17	20	28	30	37	39	2	3	4	6	8	15	29	32	33	36	1	0	69
1	7	13	14	17	20	21	28	32	35	3	9	11	12	19	22	23	30	36	37	0	2	76
0	9	15	16	20	22	23	26	35	38	3	8	12	18	21	25	28	30	36	39	1	2	73
4	6	12	17	19	23	26	28	32	36	1	2	3	9	13	14	15	18	22	34	1	3	92
1	3	6	7	9	11	17	18	28	38	10	19	21	22	23	25	30	31	36	37	2	1	73
6	8	10	11	12	16	21	26	28	39	1	4	15	17	18	31	32	34	37	38	1	3	87
0	3	9	17	21	23	29	34	35	39	5	7	14	18	20	22	26	32	37	38	1	3	64
5	14	19	20	21	22	28	30	32	35	10	12	13	17	23	24	27	31	33	38	1	0	30
0	2	10	12	15	23	24	28	31	34	3	5	8	16	17	20	21	29	37	38	2	2	105
2	5	15	18	28	30	32	35	36	38	1	3	4	9	10	11	13	17	21	33	0	3	67
3	4	6	7	8	15	21	24	29	31	0	2	9	11	13	14	25	28	35	36	3	1	54
0	1	5	11	17	19	28	29	32	38	9	10	14	15	16	20	26	31	33	34	3	0	56
10	17	18	23	26	31	32	34	36	38	6	7	8	9	19	20	21	24	25	30	3	0	90
3	4	10	15	23	26	27	32	37	39	0	2	7	13	16	24	25	30	34	38	1	1	32
2	5	14	21	25	29	31	33	35	38	4	6	8	13	16	20	22	26	27	32	1	0	65
4	16	23	24	25	31	33	37	38	39	1	2	3	11	13	14	17	18	30	36	1	1	88
0	5	6	11	16	18	21	33	35	36	1	3	7	15	20	25	27	28	29	39	1	2	52
2	5	6	11	12	14	18	22	33	37	0	9	13	15	17	27	29	32	38	39	3	2	90
1	5	8	15	19	25	26	27	36	38	2	6	11	12	13	22	31	33	35	37	0	3	36
8	10	11	12	22	25	26	29	31	37	5	9	17	19	20	24	27	30	36	39	1	2	77
0	3	11	17	19	27	29	30	36	38	1	2	7	8	12	23	24	26	37	39	2	3	103
0	1	7	8	14	24	29	36	38	39	3	9	19	20	21	22	25	27	32	37	0	3	120
0	7	9	10	15	16	18	20	23	29	5	6	8	11	13	26	30	31	32	39	2	1	55
3	5	10	11	14	23	27	31	35	38	2	8	15	19	22	25	26	29	32	34	0	0	60
2	6	13	15	19	28	30	31	35	37	0	7	12	14	16	22	24	29	34	38	2	0	55
1	6	7	9	14	20	24	29	36	39	4	8	10	15	18	19	26	32	37	38	2	2	88
3	10	11	12	17	19	20	29	33	36	1	2	9	13	14	21	28	32	34	38	0	1	94
2	5	6	10	20	27	31	33	34	35	1	3	9	14	15	16	18	36	38	39	2	0	62
7	8	16	21	23	27	28	33	35	37	3	10	13	14	20	25	31	32	36	38	1	1	19
2	9	13	24	25	27	31	33	34	36	0	1	6	10	20	23	30	35	38	39	3	2	48
0	7	10	15	16	17	25	26	27	34	1	2	8	11	14	20	29	32	35	37	1	1	59
0	3	11	16	21	27	28	30	34	39	1	5	8	9	10	12	14	15	17	22	2	3	76
0	2	13	18	22	23	29	36	37	38	3	8	10	14	16	19	20	21	27	33	1	2	64
1	7	13	21	22	23	27	28	30	36	4	5	6	9	16	20	25	31	34	38	3	3	54
3	5	15	16	19	26	29	30	36	39	4	6	9	10	13	22	27	28	33	37	2	3	105
6	16	19	21	25	26	29	31	33	39	0	2	3	4	7	15	18	24	32	38	2	0	90
4	5	12	14	18	22	26	36	37	39	0	1	2	3	6	9	30	31	33	35	0	2	110
1	5	9	13	14	18	29	34	36	38	0	6	7	12	16	19	21	25	27	30	0	0	64
0	9	11	16	18	20	25	26	30	39	4	5	10	12	17	19	22	24	27	32	0	3	63
7	8	9	11	15	20	26	30	32	38	16	17	18	19	21	22	25	28	35	37	0	1	72
3	5	6	9	13	20	21	24	27	32	1	4	8	10	14	23	30	31	36	37	1	1	36
16	22	23	26	29	30	31	33	36	39	2	11	12	13	14	18	20	32	35	38	2	0	78
5	9	11	12	14	21	26	27	29	36	0	3	10	22	25	28	30	34	38	39	3	0	107
1	2	12	19	22	23	24	36	37	39	3	8	13	14	18	20	26	28	31	38	0	2	89
3	8	13	20	23	24	26	27	33	38	2	6	15	16	19	21	29	34	35	37	1	1	81
4	7	8	17	28	31	32	36	37	39	1	3	10	16	18	23	26	27	35	38	1	1	69
0	6	10	13	16	26	34	36	37	38	3	5	8	12	14	19	22	27	29	35	3	2	52
1	3	8	14	15	22	23	24	26	37	4	5	9	10	17	21	25	27	30	33	0	3	33
2	5	8	9	13	18	24	25	32	38	6	10	11	15	17	23	27	28	33	37	3	3	67
1	4	9	11	12	18	23	30	37	38	0	3	10	13	16	20	22	33	35	39	2	0	45
4	5	6	15	20	21	24	25	28	37	0	9	10	11	12	13	17	27	32	39	3	2	50
5	7	8	9	14	15	31	34	35	37	2	6	17	19	20	22	25	26	32	36	0	2	56
8	9	11	12	18	21	23	24	25	31	1	2	14	16	20	27	30	33	38	39	3	0	70
0	2	4	6	7	11	12	13	24	28	1	9	10	15	26	27	33	35	38	39	3	1	61
0	3	4	7	9	13	26	28	34	35	1	5	10	12	18	23	30	31	38	39	1	1	102
0	5	6	14	15	22	32	34	38	39	3	4	7	10	12	21	28	29	35	36	2	3	77
11	12	15	16	20	29	34	35	37	39	3	4	5	9	10	21	26	27	30	33	1	3	75
0	3	4	9	15	18	28	37	38	39	5	6	7	19	22	24	32	34	35	36	3	0	81
0	6	15	16	17	19	26	32	38	39	2	5	8	9	10	12	18	21	29	33	1	0	120
2	3	4	5	13	15	16	17	18	29	0	1	7	9	12	14	19	23	27	33	2	2	20
0	6	10	11	13	14	30	31	37	39	7	16	17	18	20	24	25	26	34	35	1	2	72
1	5	6	18	23	25	26	27	31	35	4	9	14	19	22	24	28	29	37	38	1	3	71
0	1	7	15	18	21	25	26	32	39	8	16	22	23	24	28	33	36	37	38	0	1	78
4	11	15	17	19	21	23	27	29	37	1	6	13	14	20	25	28	36	38	39	2	3	106
0	1	10	11	14	17	18	21	28	30	12	13	15	16	22	24	25	32	35	39	2	1	49
6	8	9	10	11	17	21	28	29	36	0	3	12	14	15	23	25	30	32	37	1	2	69
2	6	10	19	20	23	24	27	38	39	3	4	5	13	14	16	28	32	33	36	2	3	63
0	9	13	17	22	26	29	32	38	39	2	5	6	15	16	19	31	34	35	36	3	0	106
9	10	16	18	28	30	34	37	38	39	2	4	5	8	14	15	17	24	26	27	3	0	77
2	5	16	22	23	25	28	30	37	38	7	12	17	18	21	32	33	34	36	39	1	2	76
13	14	15	16	17	23	28	30	36	39	3	11	12	18	22	26	32	35	37	38	0	0	38
5	12	13	15	17	18	23	32	35	36	2	4	7	8	11	20	26	31	34	39	0	1	86
7	10	21	23	31	33	35	36	37	39	2	3	5	6	15	17	18	20	27	34	0	1	80
3	6	17	22	23	27	29	32	33	36	1	7	9	12	14	15	16	20	25	34	2	3	65
10	11	19	23	28	31	33	35	37	38	2	9	14	15	20	21	24	26	34	36	2	1	84
4	9	11	16	18	26	28	29	32	39	3	6	12	15	20	24	31	33	36	38	0	2	61
2	7	8	19	21	23	25	27	33	36	1	4	10	11	15	17	24	26	32	39	2	0	64
0	2	7	12	15	18	20	33	35	36	1	4	6	8	16	19	22	23	28	39	2	2	65
0	3	6	13	22	23	30	32	35	38	1	2	7	8	9	24	28	33	34	39	2	1	94
0	1	4	5	6	16	23	24	29	31	2	13	14	17	21	28	32	33	36	38	0	3	48
2	4	22	23	25	27	33	35	36	38	8	12	16	17	24	30	31	32	34	37	2	2	28
0	1	4	5	8	11	19	27	35	39	2	7	12	13	25	26	29	31	34	38	0	3	96
2	8	12	18	19	21	28	30	33	34	3	5	9	15	16	23	25	27	31	35	1	2	71
5	6	14	16	23	29	30	34	35	36	1	7	10	11	15	21	26	27	28	37	1	3	22
6	13	15	17	19	29	32	33	35	36	1	8	9	11	14	23	24	25	37	39	0	3	116
6	11	14	15	17	19	22	26	31	38	5	9	10	13	25	28	29	32	33	36	2	0	95
0	3	11	14	19	21	29	30	35	37	6	7	8	10	12	13	23	26	27	39	2	1	80
1	6	7	8	12	16	23	26	29	32	2	3	4	9	11	19	24	25	34	35	3	0	48
1	9	11	12	13	24	27	28	31	33	2	4	7	8	14	15	19	20	32	39	2	0	101
5	6	11	13	18	24	29	31	32	35	0	2	7	10	14	20	21	25	34	39	0	2	30
4	10	12	14	15	22	23	24	37	39	3	17	18	20	27	28	29	31	32	35	1	1	80
4	7	10	12	13	14	20	23	25	31	0	1	16	17	18	19	34	37	38	39	2	1	39
2	4	7	9	11	20	22	26	29	33	1	5	6	12	15	17	18	25	36	39	1	0	68
3	9	15	19	21	29	30	32	37	38	12	14	17	20	22	23	24	28	31	36	3	2	97
1	3	4	5	16	17	20	22	32	36	9	11	14	18	24	27	29	31	35	38	2	3	56
2	9	11	13	21	24	26	32	34	36	0	6	12	18	19	25	29	30	35	39	2	2	51
1	2	3	6	9	12	14	16	20	32	0	17	25	26	27	28	33	37	38	39	0	1	88
1	2	4	12	15	22	26	30	34	38	3	5	9	14	16	23	27	31	32	33	2	0	55
2	6	10	12	13	25	28	33	34	36	1	11	14	15	19	21	23	26	37	39	1	3	63
1	11	12	13	17	24	25	28	33	36	0	2	5	6	9	15	22	27	30	34	3	3	48
0	1	6	10	15	24	27	31	33	36	3	4	5	17	21	22	26	30	32	35	1	2	0
1	3	5	6	7	9	10	11	12	23	2	8	13	16	17	18	22	25	31	33	1	1	30
1	4	6	14	20	21	26	27	28	37	3	5	7	8	11	12	19	23	34	35	0	3	36
2	7	9	12	18	21	24	35	38	39	6	8	13	14	19	25	28	29	33	37	0	2	101
1	3	4	7	8	10	16	30	33	39	2	6	12	13	15	17	27	32	34	36	0	0	68
0	2	6	23	24	31	33	35	36	37	1	5	8	9	13	16	25	26	27	30	3	0	68
7	12	17	20	23	25	28	30	38	39	0	1	2	14	16	18	19	21	29	33	3	3	96
2	4	18	19	23	28	29	31	34	39	3	8	10	13	20	22	24	26	27	36	2	0	93
3	9	18	25	27	30	32	35	36	39	1	5	7	10	11	13	15	21	29	31	3	1	89
1	7	8	15	20	23	27	28	31	39	3	9	12	19	21	29	30	32	34	36	2	1	111
2	13	14	19	20	23	33	34	38	39	1	3	4	8	11	12	27	31	32	37	0	2	29
1	3	6	10	11	20	25	29	36	38	4	12	13	15	18	19	28	31	32	35	0	1	61
3	5	12	13	17	18	20	25	30	35	0	4	9	14	16	24	34	37	38	39	0	0	61
2	3	5	9	11	15	21	28	36	39	0	6	13	22	25	27	33	34	35	37	0	3	71
1	6	8	9	13	14	17	25	29	33	2	10	12	21	23	24	30	32	35	37	2	2	64
3	4	5	9	16	22	25	34	35	36	2	6	8	13	14	17	19	28	30	37	1	2	62
2	15	17	18	19	21	31	36	37	38	4	5	7	14	20	22	23	25	26	32	0	1	60
3	4	6	7	17	20	30	36	37	38	0	1	2	13	15	25	29	33	34	35	0	3	69
1	17	22	25	27	28	30	31	33	38	5	6	8	10	13	21	26	34	35	36	3	2	21
8	18	19	21	23	27	28	29	32	35	0	2	4	12	15	17	20	22	36	39	3	0	78
5	8	10	11	14	15	19	20	24	38	3	16	18	22	25	27	29	33	35	37	3	3	62
6	8	14	15	20	22	27	30	37	39	2	4	7	10	11	16	21	23	34	36	0	1	38
4	6	12	15	16	20	27	30	33	39	1	2	3	9	13	17	28	32	34	37	2	3	47
5	6	15	23	27	28	31	35	37	38	8	9	14	16	18	24	25	29	32	33	0	3	80
3	4	7	9	11	15	18	19	31	37	1	2	5	8	17	21	22	25	32	33	0	0	88
0	3	12	16	17	27	28	30	32	38	5	6	9	10	11	13	19	26	33	34	3	2	61
1	5	7	8	14	20	28	29	30	32	0	6	10	12	16	18	19	23	33	39	1	0	96
1	3	4	13	15	21	24	27	31	32	0	2	6	10	12	25	28	29	33	35	2	1	44
0	1	4	5	8	9	15	21	25	36	6	10	13	18	19	24	28	29	32	38	0	1	106
1	6	8	15	17	18	29	30	34	39	7	16	20	23	25	26	27	31	33	36	1	3	54
5	8	9	10	14	19	23	26	30	33	11	13	15	16	17	22	24	27	37	38	1	0	99
3	5	13	17	22	26	33	37	38	39	0	10	15	20	25	29	32	34	35	36	3	1	67
0	2	8	13	19	22	27	32	34	38	1	3	10	12	21	23	24	25	35	37	2	2	61
0	1	2	14	18	30	32	34	35	37	3	4	5	12	13	16	20	22	28	36	1	0	13
0	4	5	7	12	13	15	21	27	38	1	2	3	9	17	18	24	35	36	37	3	1	95
3	5	12	17	21	25	26	28	29	31	0	4	8	13	16	18	24	32	35	36	3	2	29
0	5	8	9	13	14	17	25	35	36	1	11	21	22	23	24	26	29	30	33	1	3	81
0	5	10	15	22	28	30	33	37	39	2	13	17	18	19	20	25	26	32	34	0	0	42
6	7	9	11	13	27	30	36	37	38	0	2	14	18	22	23	25	28	31	35	1	2	52
1	2	4	20	24	27	29	30	34	39	5	7	8	13	16	18	19	21	32	38	1	2	76
2	8	12	21	22	25	27	28	34	39	0	5	9	10	14	16	18	23	26	29	3	0	47
5	6	14	15	22	26	29	31	32	38	0	3	4	7	11	12	16	19	23	34	0	3	59
0	9	11	13	16	19	22	23	27	32	2	4	6	12	14	17	18	26	31	33	0	3	92
0	3	6	7	9	14	24	30	37	39	4	5	10	16	18	25	27	29	33	38	0	1	120
1	2	14	16	20	21	28	30	36	39	3	12	13	17	23	24	26	29	31	35	1	0	58
6	13	15	16	24	25	28	33	35	39	2	3	10	14	19	22	23	26	31	37	0	1	49
0	1	3	6	7	9	13	17	27	33	4	5	11	16	23	28	29	30	31	37	3	2	57
2	3	4	6	7	28	30	34	35	39	8	10	14	16	17	21	22	25	36	38	0	0	55
3	6	9	17	22	24	28	36	37	39	1	4	5	10	14	21	25	26	29	32	3	1	69
2	3	4	5	13	14	23	28	35	39	8	10	11	15	20	22	29	31	34	36	2	2	46
1	9	18	20	21	25	28	30	35	39	3	6	7	10	11	15	26	27	29	34	0	1	42
4	13	19	20	25	26	27	32	33	37	1	2	5	7	8	10	21	22	28	39	1	3	56
4	7	12	15	16	17	26	29	31	35	1	2	9	11	19	27	32	34	36	39	2	2	62
7	9	13	16	17	19	28	29	38	39	1	4	5	6	11	20	24	32	35	36	3	3	99
1	5	7	11	12	23	24	37	38	39	2	10	20	21	25	28	29	33	34	36	2	0	83
6	7	11	19	21	29	31	36	37	39	4	5	9	13	14	18	22	27	28	38	2	3	110
2	6	7	9	17	18	19	24	34	38	8	11	13	21	25	26	28	29	32	35	2	2	100
3	4	6	15	16	23	29	36	37	39	0	7	8	10	11	13	17	21	24	35	3	0	58
0	1	20	21	26	27	30	31	35	37	3	11	14	17	18	24	29	34	36	39	2	1	90
2	7	9	11	14	15	18	21	26	29	8	22	24	27	28	32	34	35	37	39	3	0	95
4	11	13	18	19	26	32	36	37	39	7	9	12	15	16	24	27	30	35	38	0	1	36
8	12	15	16	17	20	25	26	32	35	2	3	6	7	11	23	28	29	38	39	0	2	76
3	10	14	16	17	20	24	28	31	33	0	11	18	19	21	23	27	29	35	38	1	3	109
15	16	17	18	19	23	25	30	31	35	3	4	6	11	12	20	27	33	36	37	0	1	28
4	7	10	12	13	15	24	25	26	30	9	11	16	23	27	33	34	36	37	38	0	2	30
9	11	12	15	16	19	29	32	34	38	0	1	5	7	14	27	33	36	37	39	3	3	81
1	5	7	8	14	16	19	21	22	28	2	9	11	12	15	24	25	26	29	38	1	0	110
2	3	10	12	20	29	33	35	37	39	4	6	9	13	17	24	26	30	32	36	3	2	61
3	5	12	14	17	20	21	31	35	39	0	2	4	15	24	28	29	30	32	33	2	0	48
1	2	3	8	11	16	18	23	24	26	10	12	20	21	28	29	32	33	37	39	2	3	93
7	9	12	16	17	26	27	35	36	38	0	1	5	6	18	19	20	28	33	39	3	1	95
0	4	6	9	10	11	12	23	29	36	7	13	14	18	21	24	25	26	31	34	0	3	75
0	1	2	3	5	20	28	35	37	39	9	11	12	17	23	27	29	34	36	38	1	1	58
2	4	7	10	13	20	25	31	37	39	8	9	11	12	15	19	23	27	36	38	1	0	73
0	10	12	14	15	16	25	26	36	38	2	8	17	19	20	24	27	28	32	34	1	0	42
0	6	7	8	12	13	24	30	35	37	18	21	23	26	27	29	32	33	34	39	2	1	61
0	1	2	11	15	19	21	30	34	36	4	6	7	9	22	28	32	33	35	37	0	2	67
3	4	8	9	15	18	19	20	30	33	0	1	2	21	27	29	31	32	35	37	2	2	58
2	5	6	7	17	20	28	32	35	38	9	11	13	15	19	22	27	30	31	37	3	1	77
1	11	16	20	22	23	30	31	33	37	4	6	9	12	14	18	21	27	35	36	3	3	51
2	9	10	14	17	18	19	37	38	39	0	4	8	11	25	26	30	31	35	36	3	3	114
15	16	17	18	29	30	32	33	37	38	3	6	8	12	21	24	26	31	35	36	1	2	92
1	2	5	9	13	16	20	22	24	30	11	19	26	28	29	32	33	36	38	39	2	2	120
3	6	13	18	21	22	27	29	34	38	1	4	14	15	20	26	31	32	36	39	1	0	58
2	5	12	15	20	23	24	26	32	39	1	3	4	7	14	17	25	28	34	35	2	3	48
0	3	4	5	6	13	15	24	28	31	1	8	9	14	17	19	29	30	33	35	0	0	74
2	3	6	12	14	17	24	25	31	38	0	4	7	8	11	16	21	34	36	37	0	3	40
4	6	11	13	14	24	27	30	36	39	0	1	5	9	16	19	28	31	32	34	0	0	76
4	5	12	17	18	21	26	29	33	35	10	13	23	24	28	31	34	36	38	39	0	1	50
0	1	8	13	17	23	28	31	34	35	6	7	14	16	18	19	21	25	26	36	1	1	61
2	18	23	26	27	28	29	32	33	37	4	5	9	15	20	21	22	24	30	36	0	1	49
1	6	7	9	16	26	31	32	33	36	5	12	14	18	21	28	29	34	35	38	1	0	68
2	5	15	20	28	29	30	31	32	39	3	4	8	12	16	19	22	24	27	34	3	2	82
1	6	7	16	19	26	28	29	34	38	3	4	5	8	10	11	20	25	32	37	1	3	68
1	9	10	12	13	18	19	22	30	31	0	3	4	15	17	24	27	29	33	37	0	2	55
1	4	7	8	13	22	25	27	35	39	0	2	3	5	6	9	12	30	34	38	2	1	38
14	16	17	19	21	22	29	33	35	37	0	3	6	12	20	25	26	28	34	38	3	2	93
3	8	9	15	21	24	30	35	36	37	1	5	10	11	14	22	25	26	32	33	3	0	48
1	2	3	6	7	8	11	27	32	37	4	14	15	16	18	19	20	29	31	39	2	3	55
2	4	11	16	19	21	24	26	31	38	1	7	8	13	14	25	27	29	35	36	1	3	61
1	2	9	13	15	17	20	25	32	33	16	19	21	22	23	24	28	31	36	39	2	1	73
1	5	10	13	16	17	18	21	22	29	6	8	15	25	26	27	32	33	37	39	2	2	73
2	16	18	21	23	25	29	30	33	39	0	6	8	13	17	19	20	32	34	38	3	0	102
0	2	9	12	19	21	25	34	37	38	1	5	8	14	16	17	18	20	26	31	3	0	64
0	6	12	17	21	23	25	32	35	37	5	7	8	10	11	14	16	27	30	31	0	1	26
4	7	13	15	16	19	22	26	27	37	5	12	14	20	21	23	25	31	35	39	1	3	63
2	5	6	9	10	13	18	27	32	34	3	16	19	20	23	26	28	29	31	33	2	1	91
3	9	11	13	19	28	29	30	31	32	2	22	24	25	27	33	34	35	36	38	3	2	103
0	8	11	14	22	23	27	30	31	39	1	2	4	12	16	19	28	29	32	33	2	2	73
2	3	10	13	18	25	29	30	33	38	0	5	9	12	14	17	21	22	35	36	1	0	47
3	7	10	13	15	16	19	21	24	30	2	4	5	14	20	26	28	33	36	38	0	2	65
0	6	9	12	16	19	21	22	24	39	4	7	10	15	25	27	28	31	32	38	1	1	87
4	7	9	17	18	21	22	24	25	38	0	5	6	8	12	15	16	20	28	32	0	3	75
4	12	16	20	25	26	27	31	34	39	0	3	10	13	14	28	29	30	36	37	1	3	66
0	5	7	13	15	16	28	31	32	37	8	12	18	20	25	26	30	33	35	36	0	0	16
1	2	15	23	24	26	33	34	35	37	3	4	6	10	12	14	18	25	29	39	0	0	33
2	5	15	20	22	25	26	28	31	36	0	8	9	10	21	23	24	27	33	38	2	2	83
0	3	4	6	11	14	15	16	32	34	7	10	18	19	23	24	31	35	36	39	2	3	20
1	10	11	22	23	25	29	32	33	35	0	4	9	16	19	20	28	30	34	38	0	1	71
3	5	17	20	22	26	28	30	35	37	0	1	2	10	21	23	31	33	34	36	2	1	28
0	7	17	18	20	30	33	34	35	39	2	3	4	6	13	21	26	27	28	37	1	3	31
2	8	9	12	14	17	20	21	24	25	0	6	7	15	19	22	26	33	37	38	3	2	62
0	4	11	14	16	19	23	28	32	37	2	3	5	10	12	18	21	33	35	39	3	2	62
3	5	7	8	12	31	33	36	37	39	9	13	17	18	21	22	23	29	30	35	1	0	92
0	11	12	18	21	32	34	35	36	39	4	6	8	10	16	17	19	23	26	29	0	0	79
2	6	10	11	20	24	25	29	34	37	4	5	8	9	16	17	22	26	32	33	1	3	77
6	7	12	13	18	19	27	33	35	37	2	3	5	14	15	17	20	25	32	39	0	1	54
3	10	11	14	19	26	31	35	38	39	4	6	18	21	23	27	29	32	33	37	0	3	81
1	19	26	28	29	32	33	34	36	38	0	2	4	5	10	12	18	27	30	31	0	1	71
7	9	11	21	23	28	33	34	37	38	0	4	6	14	17	22	30	31	32	35	1	0	46
1	2	13	14	19	21	26	27	28	39	0	5	7	8	11	17	18	23	29	38	3	0	66
5	13	19	21	26	27	31	34	37	38	3	7	9	10	12	20	25	29	32	36	3	2	83
2	3	7	14	16	20	21	22	31	35	5	9	15	23	28	30	32	34	36	38	0	1	40
1	3	4	5	11	13	19	21	28	30	7	17	18	22	26	29	31	35	36	39	2	1	88
6	12	14	19	20	21	24	25	27	29	2	4	5	11	13	16	17	31	33	35	3	2	59
3	13	15	19	25	28	31	33	37	39	0	4	7	8	14	18	20	22	29	38	1	3	85
