Mode: 12 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
5	7	9	11	14	29	33	34	35	37	1	2	4	6	8	17	18	22	26	36	2	0	39
0	9	11	15	18	20	21	26	30	34	1	4	5	7	16	23	31	33	36	38	1	2	62
2	4	9	11	12	19	22	26	33	36	6	8	10	16	21	27	28	29	30	37	2	1	99
1	3	4	6	8	10	16	21	23	25	5	9	12	13	15	24	27	31	32	34	0	3	68
3	7	10	13	19	21	22	27	29	36	1	2	4	15	23	31	32	33	37	39	3	1	92
4	12	13	17	18	24	26	28	29	39	0	5	6	15	19	20	31	33	35	38	0	3	52
1	2	5	6	21	22	26	30	31	37	3	12	14	16	18	24	27	28	35	38	0	2	46
3	4	7	10	20	21	24	28	35	39	0	5	8	11	14	17	18	22	25	38	0	0	74
11	13	14	15	21	24	28	32	35	37	1	7	10	16	18	19	29	30	31	36	3	2	62
5	10	18	22	28	33	35	36	37	39	0	1	2	4	17	23	25	27	29	31	0	0	63
7	9	20	23	24	25	27	31	32	36	1	5	6	12	13	16	21	28	29	38	0	3	70
1	2	10	11	18	19	22	23	29	34	0	4	9	13	14	15	28	32	33	37	1	1	89
0	8	16	17	23	24	29	30	31	36	2	3	5	11	15	22	28	33	34	39	1	3	56
3	13	14	16	19	21	27	28	33	38	6	7	9	12	20	23	26	35	36	37	3	1	74
6	9	17	20	21	22	25	27	34	36	1	4	5	8	10	24	31	32	35	38	3	0	50
0	1	11	12	15	30	32	33	38	39	3	6	16	19	22	24	26	28	31	36	3	2	81
7	9	13	21	23	24	25	33	38	39	0	4	5	11	15	18	22	27	30	32	2	0	80
4	14	16	17	18	20	24	25	27	28	6	9	12	13	19	22	23	30	33	39	1	2	90
4	7	13	14	17	19	21	25	28	34	6	16	18	26	29	30	31	32	36	38	2	1	79
5	13	14	18	24	26	28	30	34	39	1	7	12	16	19	21	22	23	35	37	3	3	54
2	7	11	12	17	18	22	24	30	31	5	6	8	9	10	13	20	23	25	38	2	1	57
5	8	13	16	21	24	32	34	36	39	3	9	10	17	19	20	26	30	33	35	3	3	80
0	5	10	13	15	20	21	23	28	39	6	7	12	16	24	25	29	30	31	32	1	2	38
4	8	9	11	15	22	26	30	32	39	1	10	14	19	21	24	28	29	34	37	3	0	93
0	13	21	22	25	26	30	32	36	37	6	7	12	16	19	20	23	28	31	38	2	2	36
0	1	3	11	14	15	20	21	22	36	7	9	16	18	19	27	30	33	34	35	3	0	85
0	8	11	13	15	17	18	22	26	32	1	2	3	9	10	12	14	20	21	38	3	3	44
5	7	8	9	11	26	27	30	33	36	0	2	13	20	21	22	23	29	31	38	0	1	52
0	3	6	7	9	13	24	26	28	34	2	4	5	15	16	21	22	27	29	36	3	3	22
3	4	7	8	12	14	15	22	25	30	0	5	10	18	24	29	32	35	36	37	1	1	74
1	5	8	17	21	24	26	31	36	37	6	7	14	15	18	19	27	28	35	38	2	0	59
1	2	8	13	14	15	18	19	22	23	0	5	16	29	32	34	36	37	38	39	2	2	67
3	5	6	8	19	20	23	25	29	30	10	13	16	18	21	22	31	32	33	34	3	0	41
1	2	4	13	18	25	26	27	33	39	5	7	14	17	19	23	24	32	34	38	1	2	51
5	7	11	12	15	19	20	24	27	33	14	17	21	26	30	34	35	36	37	39	2	1	49
1	4	9	13	15	18	26	31	32	37	3	7	8	10	12	14	17	21	24	25	0	3	55
5	11	13	20	21	23	25	27	34	35	1	2	9	14	15	32	33	36	37	39	2	1	61
8	9	11	12	13	20	27	29	34	38	3	6	14	16	21	23	28	32	33	36	3	3	58
8	13	17	19	21	22	24	32	35	39	0	3	5	7	10	23	26	29	31	38	0	2	85
1	5	8	11	22	23	24	34	36	37	0	4	10	14	18	21	26	30	33	39	2	0	38
0	4	5	7	8	12	15	17	18	28	1	3	6	9	14	16	20	26	32	33	1	2	70
8	11	15	16	18	19	21	23	27	39	0	3	5	7	10	12	25	30	35	37	1	0	87
3	11	12	17	21	23	24	26	27	36	0	1	2	5	8	16	18	28	32	34	1	3	20
1	5	9	19	20	23	25	30	34	36	4	6	13	16	21	24	27	28	29	39	2	1	103
1	6	10	12	13	18	21	29	31	33	0	3	4	8	14	19	23	26	32	36	0	3	75
0	3	6	10	15	17	18	19	23	27	4	5	11	16	24	29	30	32	35	36	0	1	53
6	7	10	14	17	22	23	33	36	38	1	3	4	5	8	9	13	28	30	34	3	0	16
0	2	4	20	24	26	27	28	33	38	1	3	6	9	14	15	22	25	29	31	1	2	36
0	1	2	16	22	29	30	32	35	36	3	5	6	7	9	13	15	20	24	26	1	0	18
0	11	13	15	19	21	23	26	32	39	4	8	12	14	17	25	27	29	30	37	1	1	74
6	7	10	14	16	18	24	25	34	38	4	8	13	20	21	30	31	32	33	37	2	2	51
2	4	22	24	26	28	32	34	35	39	0	1	5	7	15	18	21	27	30	36	3	3	47
0	2	6	9	15	30	32	36	38	39	1	7	16	18	21	22	23	26	28	35	1	1	74
6	9	11	15	20	25	26	31	36	37	3	5	7	13	16	19	23	24	28	35	0	3	44
0	1	6	14	15	17	27	30	33	39	7	13	19	21	22	25	26	29	34	35	3	2	86
0	3	4	7	12	16	17	18	22	24	5	11	27	29	30	33	36	37	38	39	3	0	115
4	7	8	11	13	25	26	28	35	38	0	2	6	15	17	18	20	21	27	30	2	2	64
10	12	16	17	28	31	34	35	36	39	2	5	7	9	20	23	24	27	32	33	2	0	86
4	8	13	20	23	24	28	32	35	36	2	12	17	18	19	22	25	26	37	38	2	3	60
7	8	17	19	21	23	30	33	37	39	2	5	6	10	12	13	16	20	26	38	3	1	68
2	6	14	15	19	21	22	29	31	34	4	24	25	27	30	32	35	36	38	39	3	3	83
0	12	15	16	20	23	25	26	28	38	1	6	8	13	18	22	31	33	35	36	0	1	40
0	4	5	6	8	20	22	24	31	34	12	13	14	16	17	19	21	33	35	37	3	0	24
4	7	8	14	21	22	26	31	32	33	3	9	23	24	27	30	34	36	38	39	2	2	48
1	5	7	16	21	23	25	26	31	35	3	9	12	24	27	28	32	33	34	39	0	0	52
1	4	6	7	19	20	30	33	35	37	2	8	10	14	16	21	25	28	31	36	2	2	31
0	5	14	22	24	26	28	29	33	39	2	4	6	13	21	25	32	36	37	38	1	1	48
4	6	7	11	12	15	25	26	31	32	0	5	9	16	24	27	29	30	34	37	2	3	95
0	5	9	10	19	21	24	27	35	39	7	12	13	14	18	25	26	29	32	34	3	1	86
5	6	9	12	14	15	17	26	33	37	3	18	19	20	23	24	25	29	36	39	2	3	96
3	6	16	17	20	22	29	31	35	38	1	4	5	13	15	18	23	30	33	37	2	2	34
6	15	16	17	20	22	24	26	31	35	1	2	7	8	9	10	14	28	30	34	2	0	22
7	9	14	15	20	26	28	30	36	38	0	6	8	11	12	13	18	23	24	29	3	2	56
1	13	17	18	25	26	27	29	32	35	2	7	8	11	15	19	20	22	30	37	0	0	59
8	12	13	14	20	25	26	30	34	38	9	10	11	16	19	22	27	32	36	37	0	3	37
0	1	2	5	9	19	20	22	25	33	12	14	17	18	21	23	31	32	35	36	0	1	61
2	6	8	16	22	24	26	33	35	37	1	14	15	19	20	25	27	28	31	38	1	3	41
0	2	8	10	13	21	29	31	35	37	3	5	7	9	12	14	18	27	33	36	2	1	31
0	5	6	9	15	24	26	29	30	35	1	3	7	12	14	18	27	28	31	39	3	0	78
0	11	14	18	20	25	26	32	35	36	4	5	8	12	13	23	28	29	31	38	2	2	65
0	1	10	11	16	17	19	26	32	37	2	3	6	8	9	12	25	30	35	38	0	0	103
5	14	19	21	23	25	30	32	34	37	0	4	6	10	17	22	26	28	31	39	1	2	41
1	3	12	13	14	16	19	23	25	26	0	2	7	15	27	28	30	34	38	39	2	1	58
4	6	10	11	14	23	27	30	35	37	7	9	12	15	17	18	20	24	38	39	1	3	65
1	6	8	9	16	27	30	32	35	39	0	2	11	12	14	15	17	21	26	34	0	1	52
0	1	11	12	13	14	19	25	34	36	5	16	18	20	23	29	31	33	35	37	1	3	86
9	14	16	19	21	22	31	34	36	37	0	6	10	12	17	18	20	25	26	38	1	2	60
1	4	15	18	19	29	30	34	37	39	2	8	9	10	13	20	22	23	24	26	3	0	87
1	3	6	7	11	12	22	35	36	37	0	4	9	14	17	21	23	24	29	32	0	2	95
0	1	3	5	12	16	19	22	28	34	9	17	18	21	23	25	29	30	33	39	3	0	57
0	4	6	11	16	20	21	24	35	36	1	2	12	13	15	23	26	30	31	38	1	3	10
0	3	6	8	13	15	18	22	27	32	2	4	5	7	9	12	25	28	35	39	3	3	79
4	6	13	17	25	31	34	35	38	39	1	8	10	11	12	20	24	27	30	37	3	1	55
1	2	6	9	11	13	24	32	33	36	4	8	12	14	16	21	26	30	35	39	3	1	41
1	13	16	17	18	20	22	23	35	39	0	2	6	10	15	21	24	26	33	37	2	0	72
1	2	10	14	16	22	25	35	37	38	4	5	6	7	9	19	21	27	28	29	2	2	106
3	6	10	11	15	18	21	22	26	29	2	8	13	23	25	33	34	37	38	39	1	0	75
3	6	11	19	20	23	24	27	30	36	0	7	12	13	21	26	28	32	33	34	0	2	25
1	4	5	14	18	22	24	27	30	33	6	11	15	17	25	28	32	36	37	38	3	1	42
6	9	14	17	20	21	22	36	37	39	1	2	4	12	13	15	24	28	31	38	1	3	57
1	2	10	16	17	23	26	29	33	34	3	4	19	20	22	25	30	32	36	39	3	1	67
0	2	10	11	12	21	29	35	37	39	1	6	7	8	14	15	26	28	31	38	0	3	93
2	4	9	12	18	19	20	22	27	39	1	6	7	13	21	23	26	29	31	38	2	2	80
12	13	16	18	21	29	31	32	33	38	1	3	9	10	11	14	20	22	34	39	1	0	84
1	13	15	16	21	27	28	30	38	39	0	5	10	17	22	23	24	33	34	35	3	2	54
0	5	6	11	14	18	20	24	37	39	3	12	17	21	25	26	31	34	35	36	1	0	49
0	2	4	9	11	14	28	30	31	35	1	7	10	17	20	26	33	36	38	39	0	3	78
2	5	12	15	24	27	30	31	36	38	0	1	3	6	8	13	14	22	32	35	2	3	0
2	3	13	16	17	25	27	31	33	37	1	4	8	14	19	21	23	24	29	36	0	1	62
1	4	6	13	14	18	20	21	23	37	0	2	7	10	11	12	17	19	28	36	3	1	28
12	19	20	26	30	31	33	34	35	39	1	3	5	6	8	10	17	24	28	32	1	0	55
2	7	9	10	13	19	22	25	32	33	0	4	12	20	27	28	29	30	35	37	0	0	73
0	4	9	11	12	17	19	28	30	36	3	5	6	8	14	21	23	25	35	39	0	2	120
3	4	7	9	11	19	25	29	35	38	0	5	10	13	17	18	22	31	32	34	3	2	69
5	6	7	10	14	20	23	27	32	36	0	8	9	13	24	28	33	35	37	38	2	1	63
0	12	16	17	18	24	25	31	37	38	2	3	5	8	11	13	19	28	29	35	2	1	63
9	10	20	24	26	31	33	34	37	39	4	7	11	12	13	14	19	27	30	36	1	3	89
5	6	11	20	21	29	34	37	38	39	2	3	12	13	17	18	25	28	30	33	1	3	61
18	19	20	21	28	29	30	31	34	36	1	2	6	7	11	15	16	23	38	39	0	2	67
2	10	11	22	23	24	25	26	27	32	3	4	8	12	13	14	15	16	34	38	0	2	37
2	5	7	9	12	14	22	27	34	36	0	1	8	11	15	19	26	31	35	39	3	0	68
6	7	9	10	14	18	28	32	37	39	1	2	5	8	13	21	30	31	35	36	2	0	55
0	2	5	7	10	11	17	19	35	39	12	15	16	18	20	25	26	27	34	38	3	3	70
1	2	10	12	13	21	24	29	30	31	4	7	9	18	20	23	27	28	32	34	0	3	35
2	7	11	21	23	24	26	30	32	35	0	5	10	12	13	14	15	16	22	31	1	1	63
1	9	11	12	16	25	27	32	36	37	4	6	7	14	19	20	23	26	34	35	3	1	37
5	10	20	24	25	27	28	29	30	31	1	2	7	14	15	21	32	34	35	36	2	0	67
0	7	10	18	26	27	35	37	38	39	3	13	14	19	20	23	25	29	30	34	0	0	50
0	1	10	13	15	28	33	35	37	39	2	7	8	18	20	24	25	29	32	34	1	2	75
0	7	8	18	20	21	22	25	27	37	5	6	17	26	28	29	32	33	34	38	3	2	86
1	2	14	15	16	18	22	25	31	36	3	6	9	11	13	21	26	27	30	32	2	1	25
6	7	9	12	13	17	21	27	29	30	1	2	10	16	22	23	24	25	26	31	3	1	33
3	7	9	10	20	23	27	33	35	37	0	1	4	5	12	15	18	26	30	38	0	3	66
0	1	6	10	22	23	26	29	31	38	8	11	14	16	17	20	30	33	35	37	1	3	27
0	4	5	20	21	25	32	35	37	38	6	10	13	17	18	19	24	26	27	33	1	2	88
0	2	6	20	24	27	29	33	35	39	1	5	13	14	15	16	18	19	34	37	2	0	79
0	1	2	4	7	10	12	14	24	37	3	8	18	21	22	29	33	34	36	38	1	2	61
4	14	22	23	27	28	29	33	35	38	2	5	6	9	10	13	19	36	37	39	0	0	96
4	6	13	15	16	27	28	30	32	36	0	7	8	9	10	12	14	19	31	39	0	3	83
3	7	8	14	18	23	25	33	38	39	0	1	5	12	16	21	22	30	31	35	1	3	40
2	5	12	22	23	26	31	32	36	37	3	4	10	16	19	20	25	27	29	35	0	1	25
1	3	16	17	20	24	26	27	37	38	4	6	7	8	9	14	21	22	33	35	2	1	48
0	2	8	17	18	19	20	21	24	27	1	4	6	7	11	16	22	26	34	38	0	0	57
2	6	7	10	18	21	23	26	30	31	1	3	13	16	20	28	33	34	36	38	0	0	32
6	8	12	16	20	25	27	28	33	39	1	3	5	11	14	15	21	22	30	32	2	2	62
5	6	7	10	13	17	23	34	36	37	3	4	14	15	21	25	28	33	35	39	0	2	20
2	10	16	22	28	31	33	35	36	39	1	3	7	15	21	23	27	29	32	38	2	1	79
1	2	7	10	14	20	21	29	38	39	0	8	12	19	22	24	28	32	34	36	3	1	86
0	2	11	12	14	21	28	30	35	36	4	13	15	19	20	22	23	32	33	39	1	3	55
1	3	5	8	13	25	26	27	34	35	0	12	16	17	18	20	21	22	29	32	3	3	56
1	5	6	7	10	11	13	17	20	31	0	2	3	4	8	9	12	18	28	34	2	2	31
0	3	6	7	9	14	18	31	37	39	1	4	13	17	19	20	21	28	30	36	2	0	69
1	18	19	20	22	26	27	29	32	38	11	12	13	14	16	25	33	34	36	37	1	2	111
0	9	12	14	17	20	25	28	32	38	2	4	5	10	21	22	30	31	34	35	3	0	75
1	17	24	25	26	28	29	32	38	39	0	2	4	7	11	12	27	30	34	35	2	3	74
4	8	10	12	23	25	28	30	36	39	0	1	13	14	15	16	20	24	35	37	1	3	60
2	3	5	8	21	25	27	31	33	34	4	7	11	16	24	26	30	32	35	38	3	1	36
0	8	9	15	16	18	19	32	36	38	2	4	5	11	13	23	24	28	29	33	1	1	79
5	8	11	18	24	30	32	33	35	37	2	3	4	14	20	21	22	28	29	31	2	0	51
5	6	7	8	12	21	25	27	31	32	2	10	11	14	20	23	26	28	36	39	3	0	45
2	5	9	10	11	12	19	23	26	33	0	1	3	4	8	17	18	32	36	39	1	2	56
0	5	7	9	17	19	24	25	35	36	6	8	15	18	21	23	28	32	33	39	2	2	97
0	2	3	6	9	18	19	27	29	36	8	13	15	16	17	20	23	26	37	39	3	1	95
3	4	10	14	15	21	28	33	38	39	7	13	18	23	26	29	31	34	35	36	1	1	47
0	12	15	23	26	27	30	34	35	39	2	7	11	17	21	24	31	33	37	38	3	3	75
4	6	11	19	21	27	31	34	37	38	8	12	13	14	18	20	24	25	29	33	0	3	65
6	8	12	13	19	25	26	35	37	39	1	3	5	10	11	14	17	27	28	29	1	2	92
4	8	10	11	12	14	15	18	19	28	0	2	3	5	16	23	24	31	33	39	3	2	15
1	4	11	13	15	17	20	29	30	37	8	12	16	18	21	22	26	28	34	39	2	0	99
3	8	12	16	17	20	22	26	35	38	6	10	11	15	18	19	21	27	30	33	0	0	62
5	12	15	23	27	28	30	31	32	39	0	1	8	11	18	25	29	34	37	38	0	3	62
4	15	18	19	25	26	29	34	35	39	0	1	6	10	11	12	13	17	28	31	3	3	95
1	3	7	13	22	23	24	29	30	33	0	4	5	11	18	20	27	32	35	38	3	1	65
0	1	4	7	8	15	18	21	28	29	2	3	10	12	13	17	20	31	33	37	0	1	94
2	4	7	15	26	27	28	31	32	39	1	10	11	17	18	29	30	36	37	38	0	0	45
0	6	9	13	16	17	21	27	33	36	7	8	14	15	18	22	25	30	32	38	2	0	27
2	3	11	12	19	27	29	31	36	38	7	8	10	14	18	22	25	28	30	34	1	2	79
1	2	4	9	10	11	14	18	31	33	0	3	6	7	8	22	26	27	34	36	2	2	13
3	7	8	10	17	18	29	31	35	39	1	5	12	14	15	21	26	28	32	38	2	1	98
2	7	9	20	24	26	28	29	30	36	4	5	11	12	14	15	18	22	23	32	0	1	76
1	7	12	16	21	22	30	31	37	38	3	5	9	11	15	17	25	26	32	39	1	3	77
2	5	6	7	18	19	22	25	33	38	0	3	10	13	15	16	20	28	30	31	2	3	38
5	6	10	11	16	17	19	23	28	36	1	3	13	21	27	29	30	32	38	39	2	2	71
4	6	9	13	14	20	21	22	30	32	0	2	5	12	19	25	35	36	38	39	2	2	64
6	7	10	11	13	20	24	30	33	39	0	4	9	12	14	16	23	31	32	37	0	0	58
7	8	11	12	17	20	23	25	26	36	0	1	13	14	16	27	31	32	33	39	3	0	59
2	5	7	11	16	21	22	26	32	35	1	3	6	8	9	28	29	36	37	39	0	3	120
2	5	10	17	22	25	30	35	37	39	0	11	15	16	21	24	29	33	34	38	1	3	50
7	9	17	19	26	27	28	30	32	34	1	3	4	12	16	18	21	24	31	39	3	1	89
3	4	6	9	15	20	21	23	24	35	1	5	11	13	16	28	30	32	36	37	2	1	43
9	12	16	17	24	28	29	30	33	35	2	4	8	11	18	19	21	25	27	31	1	0	89
7	8	12	14	17	21	22	26	28	37	1	2	9	11	16	23	32	35	38	39	3	0	95
3	8	10	12	15	21	24	25	30	35	11	14	16	19	22	29	31	36	37	38	2	2	59
0	3	6	14	22	24	25	27	29	36	4	8	12	16	18	21	26	28	30	33	2	2	107
4	17	19	20	21	25	31	34	37	39	6	8	9	22	26	27	28	29	33	35	3	1	107
5	9	13	17	19	22	27	29	33	34	0	1	3	8	15	16	18	25	31	37	1	3	96
2	4	8	12	22	25	30	32	34	36	0	1	10	15	19	24	26	28	31	37	2	3	20
0	5	6	8	12	14	21	26	28	36	1	4	15	18	19	25	27	31	33	34	2	2	36
1	2	4	12	23	24	29	37	38	39	0	6	10	11	13	15	17	18	33	36	3	0	57
4	5	15	19	20	21	25	35	36	39	1	8	9	11	13	16	17	26	27	38	2	0	68
3	5	7	13	16	18	22	27	29	30	0	2	4	8	10	11	21	23	26	35	3	3	50
4	6	13	15	16	17	18	32	37	39	0	8	9	11	19	28	29	30	33	38	2	1	77
4	5	9	24	27	30	31	34	37	38	2	12	14	19	22	23	28	33	35	36	2	1	48
0	2	7	9	10	12	14	22	30	38	4	6	16	20	25	27	28	29	31	39	0	0	80
4	11	14	19	20	23	24	31	35	39	1	5	7	9	26	28	29	32	33	38	3	2	68
8	9	13	15	22	25	29	30	36	37	6	10	12	14	19	21	23	26	32	34	0	2	69
8	9	11	13	18	22	29	32	33	39	2	6	14	15	24	26	27	34	35	37	2	1	99
3	15	19	20	21	26	27	34	36	37	5	6	7	8	9	12	17	33	35	38	0	1	104
0	3	6	7	14	22	24	27	34	38	2	8	9	11	17	20	29	30	32	37	3	3	35
1	2	3	9	13	14	32	36	38	39	0	4	16	24	26	27	28	29	31	33	2	3	112
7	8	9	11	15	16	19	20	21	35	2	3	5	18	23	25	31	33	36	38	2	2	70
3	7	9	10	18	19	22	28	34	36	0	5	8	13	15	17	23	30	33	38	3	2	86
2	6	13	14	16	18	22	24	30	35	3	4	7	12	15	29	31	34	37	38	3	0	59
1	4	7	10	13	14	23	27	29	38	0	6	15	17	18	19	25	26	34	39	3	0	72
7	10	11	12	15	20	23	24	25	28	1	6	8	13	14	19	22	29	34	37	2	3	87
0	6	23	24	27	29	33	34	35	38	2	5	10	12	13	14	19	21	30	31	2	3	47
0	1	3	6	9	19	20	21	28	35	4	11	14	18	25	26	31	33	34	37	2	1	52
4	12	15	21	24	26	27	29	33	36	1	3	8	11	14	17	20	22	34	37	3	1	21
2	3	8	10	17	20	22	27	29	34	1	6	14	16	28	33	35	36	37	39	0	0	72
0	1	7	9	15	22	24	29	38	39	4	6	8	13	17	18	27	30	32	35	3	0	107
5	17	18	20	25	33	34	35	36	37	2	9	12	15	16	19	23	31	32	38	1	2	69
5	8	9	14	17	20	21	24	26	32	6	10	11	15	18	22	23	36	37	38	0	2	55
4	9	10	15	17	19	25	31	36	37	0	1	7	12	13	20	23	27	35	39	0	1	79
0	5	10	20	21	24	27	30	31	36	6	11	14	16	17	28	29	34	35	38	1	1	36
2	9	12	18	19	20	23	32	36	37	0	3	4	5	7	10	21	28	34	38	2	3	39
5	7	14	16	18	21	26	31	32	38	2	6	9	10	17	23	30	33	36	39	2	3	48
0	4	9	17	18	25	28	32	33	38	8	11	12	13	15	19	22	23	35	37	1	2	78
3	5	6	11	20	22	24	32	36	38	9	12	14	17	18	21	30	31	35	37	3	2	42
0	12	13	19	20	22	23	26	28	38	2	6	10	21	25	27	30	33	35	39	2	0	86
3	5	9	13	16	18	21	27	36	37	0	6	7	10	14	26	28	29	31	35	1	0	56
0	2	9	11	14	18	24	35	36	39	1	5	6	7	13	23	25	26	30	38	3	3	96
3	5	7	15	16	17	19	23	25	26	0	1	4	11	18	27	30	32	36	38	0	3	56
2	13	18	19	21	22	24	26	31	33	1	3	6	8	14	16	23	28	32	36	2	1	53
0	1	3	4	5	7	18	30	32	37	8	9	11	15	17	20	21	24	29	31	2	1	77
0	3	7	10	12	17	18	19	23	39	1	8	9	11	24	25	29	33	34	37	0	0	104
5	6	10	13	21	22	30	32	33	36	0	1	3	4	15	18	20	27	28	35	3	0	42
3	4	6	21	28	30	31	33	37	38	5	12	13	19	20	23	34	35	36	39	3	2	69
7	10	17	19	26	31	34	35	36	37	0	1	3	4	11	13	15	16	21	27	2	2	30
0	1	15	18	21	22	28	29	30	39	4	5	11	12	19	24	26	32	33	34	3	1	61
4	5	10	11	13	19	23	24	27	32	6	7	8	9	15	20	28	30	35	37	0	1	84
3	6	14	21	27	28	29	31	36	37	0	7	11	13	19	20	23	25	35	38	3	3	52
2	6	17	18	22	23	26	27	28	39	1	4	10	11	14	24	25	31	35	36	3	3	42
1	3	7	8	10	13	30	31	34	35	0	4	5	12	21	22	26	28	32	38	2	2	32
0	5	6	16	18	26	28	29	31	35	1	8	9	12	15	21	24	32	36	37	2	2	64
3	6	14	17	18	23	30	31	35	39	1	5	7	8	10	16	19	26	34	36	1	0	82
6	7	9	10	12	15	16	26	31	34	0	1	2	13	14	17	20	29	30	37	0	0	63
1	3	9	10	23	30	31	32	37	39	2	6	7	8	11	14	25	26	29	38	1	3	59
0	1	8	11	15	24	25	27	31	36	6	10	14	16	23	26	29	35	37	39	0	3	30
0	2	8	14	15	16	17	18	20	23	1	7	11	13	22	24	26	30	31	36	2	1	39
0	1	4	6	19	24	25	29	32	39	2	3	7	13	15	22	26	28	33	35	1	1	46
2	3	10	12	17	21	24	35	37	38	5	14	19	20	23	25	30	31	32	34	2	0	54
0	4	8	12	19	20	23	26	29	31	2	10	13	14	16	17	18	25	33	36	3	2	41
0	12	13	14	15	16	19	21	34	39	2	3	5	7	9	11	23	25	26	27	3	2	25
2	5	13	14	20	22	27	28	30	35	0	3	7	8	11	12	23	26	31	32	2	1	31
5	16	20	21	22	25	32	35	37	38	2	4	10	11	12	13	15	27	29	31	2	0	68
1	5	10	15	17	18	25	29	30	36	0	11	12	13	19	20	21	31	37	39	0	3	53
5	9	10	12	16	19	22	27	36	39	0	8	15	17	21	23	30	31	34	37	2	3	79
