Mode: 11 #Games: 10000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
4	15	19	22	28	32	33	34	35	38	2	3	11	12	16	18	21	24	31	39	0	2	38
1	11	13	18	19	26	27	36	38	39	2	3	5	6	9	12	16	17	24	37	2	3	58
5	18	20	22	24	27	29	31	35	37	1	10	12	13	15	23	25	26	30	32	2	3	33
0	4	6	7	11	24	25	29	32	39	1	2	5	16	22	26	30	31	33	37	3	3	46
6	7	14	16	18	23	33	34	38	39	0	2	8	17	20	21	25	30	32	35	1	0	71
2	3	5	10	14	22	24	26	30	35	6	9	11	17	20	21	28	31	34	39	3	0	41
2	15	18	22	23	24	35	36	38	39	0	4	7	9	10	11	30	31	33	37	0	1	93
3	7	8	11	14	16	25	26	33	38	0	21	22	23	24	28	31	35	36	37	1	0	19
3	11	18	22	25	27	30	31	32	35	0	2	9	12	13	14	15	19	29	39	0	1	96
2	11	12	20	21	22	27	29	32	33	1	4	5	6	15	19	26	28	35	36	2	1	79
1	2	6	8	15	25	27	29	34	37	7	12	19	21	28	30	33	35	36	39	0	2	94
7	8	9	14	17	24	28	30	34	39	2	5	11	12	15	19	20	25	37	38	1	1	86
1	5	9	12	15	16	20	23	27	32	0	3	4	18	28	30	31	33	36	37	0	2	59
1	5	10	11	13	17	20	22	27	35	0	2	7	8	16	19	23	31	37	39	2	2	60
9	16	17	22	23	24	28	29	35	38	3	4	5	6	8	13	14	20	26	30	0	3	46
1	2	4	11	12	25	27	29	38	39	6	8	14	20	21	22	23	24	34	35	0	2	55
3	4	8	11	15	17	26	27	35	39	0	1	2	14	19	20	24	30	34	37	1	3	56
0	12	14	16	18	19	20	28	32	36	1	3	4	7	11	24	33	37	38	39	2	3	55
12	18	20	22	24	25	26	33	37	38	0	2	4	9	13	14	15	19	28	31	3	0	45
0	2	10	12	15	16	19	22	23	39	6	7	11	18	24	27	28	30	35	37	2	3	56
0	2	3	5	20	21	27	28	35	37	6	9	10	18	24	25	26	31	34	39	2	0	86
3	8	11	14	19	22	26	27	34	39	2	6	9	12	20	23	29	32	36	37	3	0	86
4	8	9	13	14	23	26	29	32	37	7	15	19	20	22	27	28	36	38	39	3	1	96
11	12	19	20	23	25	27	31	32	37	0	5	8	9	13	14	29	30	38	39	1	0	72
1	2	8	11	12	23	24	32	33	37	3	14	17	18	20	22	27	28	30	39	3	1	53
0	2	3	4	8	15	17	25	30	35	7	10	11	18	19	22	23	27	28	36	3	1	40
1	2	3	8	9	13	15	20	22	32	6	7	16	25	31	33	34	35	36	37	2	2	28
1	11	12	17	24	27	29	33	34	39	13	14	15	16	18	19	23	28	30	32	3	1	67
0	1	6	21	25	31	32	35	38	39	4	5	7	15	17	19	20	23	34	37	2	2	29
2	7	8	17	22	23	29	30	35	36	0	1	5	12	16	20	24	31	32	37	3	2	32
11	16	19	20	22	23	25	26	31	32	0	4	17	18	21	28	33	36	37	39	1	3	49
7	10	14	16	19	20	24	30	33	38	3	4	5	8	15	22	29	35	36	37	0	2	34
0	2	4	5	10	14	18	21	24	27	1	6	12	13	15	16	19	23	28	32	0	3	55
3	7	16	21	22	28	29	30	32	39	13	15	18	20	24	31	35	36	37	38	1	3	89
7	8	17	21	22	30	33	34	35	39	3	9	11	13	18	25	26	27	28	31	0	0	53
2	4	5	7	10	11	17	19	36	39	6	12	13	15	16	22	24	28	29	30	0	3	75
6	10	15	17	22	23	27	29	32	36	1	4	7	13	21	25	26	28	30	35	0	0	67
2	4	7	10	11	14	18	22	24	33	0	1	9	17	20	23	27	30	36	38	2	0	49
3	4	5	9	11	15	18	21	24	30	0	1	10	12	13	19	34	35	36	39	0	1	71
1	5	8	16	17	19	20	25	31	38	4	9	15	18	22	24	27	28	35	37	3	0	60
3	7	8	11	14	27	29	30	31	32	2	4	5	6	13	18	19	22	28	35	3	1	42
0	4	6	9	13	16	17	20	23	26	1	8	10	12	14	25	28	29	30	33	3	1	15
1	2	3	5	18	22	23	27	33	35	6	7	10	20	25	28	31	32	36	39	0	2	27
7	9	15	18	19	23	29	37	38	39	0	1	6	11	12	20	25	32	35	36	2	1	50
5	17	20	23	24	26	28	30	32	39	1	3	6	7	11	15	22	25	27	35	2	2	52
1	4	12	16	19	21	27	32	38	39	0	3	14	18	24	25	28	33	35	37	1	2	59
4	14	16	18	21	22	26	31	35	38	0	2	6	8	9	10	20	25	32	37	0	3	41
1	2	5	8	9	16	19	24	36	38	14	15	17	18	20	25	27	28	35	37	2	2	103
2	9	11	16	21	23	25	26	27	31	0	4	6	8	12	22	24	34	38	39	0	3	78
4	9	11	16	17	20	31	34	36	38	5	8	10	13	14	15	24	27	30	32	0	3	62
2	7	8	12	14	20	21	26	28	37	10	11	13	15	16	17	18	25	34	38	2	0	36
4	8	12	18	26	27	28	32	35	37	5	6	7	10	14	15	29	30	36	38	0	3	74
1	5	9	17	19	21	27	29	34	37	0	4	7	8	10	15	23	24	25	28	0	0	120
0	1	10	13	18	23	31	34	37	38	3	9	11	16	19	20	22	25	27	35	1	0	56
0	4	10	21	22	29	30	34	37	39	3	5	11	12	25	26	28	32	35	38	3	1	76
1	8	10	14	17	23	24	31	37	39	4	5	16	19	20	21	22	29	30	32	0	0	41
1	3	10	11	18	22	31	33	37	38	4	5	9	14	15	16	17	23	32	39	3	1	70
9	16	17	19	22	27	31	32	35	36	0	6	10	11	14	18	20	25	34	39	0	1	41
2	5	8	10	11	16	17	22	33	37	0	7	12	14	21	25	26	30	35	38	0	2	37
1	7	10	18	21	23	28	30	37	38	3	5	9	12	13	15	16	19	27	35	3	1	67
5	9	10	15	28	31	32	34	36	39	0	6	12	13	14	27	30	35	37	38	0	2	18
1	5	10	11	15	22	28	29	33	35	0	4	12	24	25	26	30	34	38	39	3	2	70
1	3	5	7	16	18	26	36	38	39	0	2	6	10	13	21	28	30	31	34	0	3	51
4	5	12	13	16	18	22	25	30	39	2	7	8	9	10	21	27	28	31	35	1	2	103
5	6	9	11	17	26	27	29	37	38	0	1	2	10	13	24	28	32	35	36	2	3	50
1	4	6	8	9	14	18	27	32	36	5	10	19	20	22	25	30	35	37	39	1	3	64
2	7	8	10	19	20	25	26	27	35	4	6	13	15	18	22	31	32	33	36	0	0	43
10	13	15	16	17	18	21	22	31	36	2	3	6	7	9	19	29	32	34	37	1	3	96
1	4	6	19	20	22	25	29	30	31	5	9	12	14	15	18	24	28	32	34	0	0	55
0	1	3	12	17	18	19	29	32	35	5	6	10	11	13	25	28	30	33	37	1	0	57
0	7	15	18	22	24	27	35	36	37	1	2	3	10	12	17	20	21	38	39	2	1	29
0	1	6	7	8	14	17	20	25	39	3	4	5	10	13	15	32	33	34	36	0	0	70
3	5	9	12	13	15	21	29	32	38	6	8	17	24	25	27	30	33	34	35	0	1	34
5	6	10	16	18	20	25	28	36	38	0	3	11	15	24	27	29	33	35	39	3	1	77
0	2	3	6	20	24	30	31	33	34	9	11	12	13	15	17	19	26	29	35	2	2	68
3	10	13	14	15	17	29	31	37	38	4	5	9	20	21	22	24	33	35	39	3	1	99
2	5	6	14	20	22	26	29	30	34	3	7	9	15	16	21	24	27	28	31	2	2	92
3	4	9	11	13	15	17	19	25	39	1	2	6	8	10	16	18	28	30	35	1	2	90
0	1	3	13	14	21	23	24	26	33	4	7	8	9	10	16	22	25	27	32	0	3	56
0	2	4	6	16	18	19	22	24	38	8	11	12	21	26	27	30	31	32	33	2	2	16
1	3	10	12	13	16	24	30	32	33	5	7	11	14	15	21	26	29	31	39	3	3	40
7	14	17	19	22	24	27	32	34	38	1	3	5	15	26	28	30	33	36	39	0	3	23
4	9	11	16	19	20	21	27	29	35	0	3	6	13	22	23	26	31	32	34	2	0	74
1	8	15	16	20	21	22	24	36	38	2	3	6	9	10	11	19	25	28	33	0	0	66
2	3	5	12	13	19	24	29	33	37	4	7	8	9	14	15	18	31	32	36	1	3	95
1	2	12	18	24	29	33	34	36	39	4	6	9	16	17	20	23	25	26	28	2	0	72
0	3	11	12	13	20	23	29	30	39	1	2	4	6	7	15	17	24	26	34	2	1	34
2	5	15	16	18	24	25	26	27	36	6	7	8	9	10	13	19	20	22	31	0	1	83
0	5	8	9	11	15	22	25	26	29	6	10	14	18	21	24	27	28	30	33	3	0	29
1	2	5	6	11	12	16	25	26	38	3	8	10	15	21	24	28	29	32	36	3	1	28
0	2	22	25	27	28	30	32	33	35	3	5	6	14	17	18	20	26	34	37	3	2	35
0	2	3	5	7	14	15	24	29	30	1	13	18	21	22	25	32	34	36	37	3	2	32
7	16	17	18	24	27	31	32	34	37	1	5	10	12	15	22	26	29	33	35	3	1	36
6	7	8	9	13	15	17	18	25	37	2	10	12	20	21	24	33	36	38	39	1	2	85
0	3	5	14	18	19	22	24	25	28	1	4	7	16	29	30	31	33	38	39	2	3	78
2	5	6	9	11	12	22	32	34	36	3	8	13	16	17	19	21	29	31	38	3	3	86
12	13	16	21	22	32	33	34	36	39	2	6	10	11	15	19	24	28	30	31	1	2	45
0	3	4	16	19	20	23	25	27	32	2	6	7	11	13	24	26	31	33	37	2	3	58
3	11	14	19	20	24	25	30	33	36	6	10	12	15	17	23	26	31	32	34	3	0	32
5	6	7	14	20	28	30	31	32	35	3	9	12	15	21	23	27	29	36	38	2	3	62
4	11	13	17	18	20	23	24	27	30	3	5	6	7	12	14	22	32	35	37	1	0	49
0	2	4	6	17	18	28	33	35	39	7	9	10	12	15	16	21	24	30	36	1	0	86
0	3	6	12	18	22	25	26	27	28	1	5	8	9	13	20	21	29	30	35	1	1	25
0	1	9	10	11	13	17	18	26	27	2	5	19	20	21	28	29	30	32	34	2	0	69
6	8	12	16	17	23	25	30	33	38	5	14	18	20	24	28	32	35	37	39	2	1	88
1	2	12	16	19	23	28	33	35	39	4	8	10	13	18	20	22	24	27	30	1	1	82
0	8	9	10	18	19	20	21	28	35	4	11	12	15	23	25	32	33	38	39	2	2	77
1	5	14	16	21	29	33	37	38	39	0	2	3	10	18	24	25	30	35	36	2	1	43
3	9	18	22	26	29	30	31	32	36	1	10	13	14	19	27	28	34	35	38	1	2	94
5	7	10	13	18	19	23	27	29	33	0	3	4	17	20	22	34	35	36	38	2	2	42
8	11	12	13	14	15	23	27	34	38	1	2	10	20	22	25	32	33	36	37	0	3	0
9	10	11	14	24	25	27	28	35	39	0	2	3	4	7	13	17	21	22	26	0	2	68
5	6	7	13	16	19	26	33	37	38	0	3	9	10	12	14	24	25	29	32	1	3	66
8	11	14	19	25	26	29	32	34	37	0	4	6	7	12	17	27	31	33	35	2	3	36
1	4	7	11	18	21	27	29	30	38	5	6	10	13	14	15	22	28	32	33	3	0	52
1	13	14	16	21	26	27	29	33	39	3	7	9	12	18	24	31	34	36	37	2	3	64
1	7	13	20	23	24	26	31	34	37	0	6	10	21	27	30	32	33	35	38	2	0	28
0	1	18	20	28	31	33	34	36	38	2	6	11	12	15	22	23	25	30	35	0	0	35
7	9	12	13	14	15	20	28	31	36	2	5	8	21	22	23	26	34	35	37	0	1	30
0	6	8	9	13	20	26	27	37	39	1	2	3	12	17	18	22	29	30	34	0	0	73
2	4	9	13	19	24	27	35	36	37	0	1	8	12	16	26	29	31	33	38	2	1	72
6	14	15	17	20	21	29	33	34	36	0	4	10	13	19	27	28	31	32	39	1	1	76
1	2	3	7	11	15	17	30	34	38	0	4	6	8	12	21	24	25	35	36	0	2	57
0	1	7	13	14	19	21	23	34	38	6	9	12	16	17	22	24	28	31	35	3	1	52
1	4	6	15	16	17	20	23	34	39	3	7	8	13	25	27	28	29	31	36	1	2	51
1	4	8	10	11	16	21	23	32	39	3	12	15	17	18	20	27	33	34	35	3	2	59
3	8	9	12	19	20	24	26	29	38	2	6	7	11	15	17	22	23	34	37	3	3	58
0	3	11	13	15	17	23	30	36	39	1	5	9	14	18	22	25	31	32	37	0	2	75
0	15	16	17	20	22	25	28	33	37	3	4	5	7	10	18	23	24	31	39	3	3	51
4	18	20	23	25	26	28	29	32	34	0	1	2	3	11	13	16	30	33	35	0	3	7
1	5	12	19	21	25	26	30	33	35	0	3	11	18	22	27	28	29	37	39	0	0	39
0	3	4	8	14	19	21	32	36	38	1	5	10	12	16	17	18	22	29	31	0	3	109
7	9	13	16	19	25	28	34	35	38	0	1	3	4	12	14	17	22	24	31	1	0	49
1	5	10	13	14	16	25	26	28	35	0	9	12	17	20	27	29	30	32	33	3	0	57
0	2	4	5	7	9	14	22	27	36	6	8	15	17	18	20	21	33	37	38	3	1	54
0	5	6	14	16	17	18	26	31	32	1	4	8	21	22	23	27	30	34	35	2	0	47
14	16	18	21	27	28	30	33	37	39	3	4	9	12	15	22	23	24	25	29	0	1	50
5	11	17	19	20	26	27	29	33	37	0	12	13	14	16	21	23	30	34	38	3	1	82
2	8	11	17	20	21	28	36	37	38	3	5	9	12	13	15	16	19	22	39	3	2	77
1	2	6	9	14	17	24	25	29	30	5	10	11	15	16	21	31	33	38	39	2	1	49
3	5	21	23	24	28	29	34	35	39	1	4	11	18	19	20	27	31	32	37	1	2	69
3	10	13	19	22	30	33	35	37	38	1	4	5	6	15	16	17	18	25	29	3	2	71
1	3	12	13	14	15	20	30	32	35	0	6	9	11	17	18	22	27	31	34	0	3	18
2	6	10	11	14	15	17	18	34	36	3	5	9	13	16	25	26	31	33	38	2	2	30
0	1	3	7	15	17	24	26	33	35	4	8	9	11	12	20	23	28	34	39	1	3	42
0	4	8	9	11	12	16	21	34	36	2	13	14	17	19	20	23	26	31	37	3	3	45
0	2	7	9	23	25	34	35	37	38	10	11	13	16	17	18	22	26	27	28	2	0	82
0	6	13	14	17	18	19	22	36	39	1	4	5	7	15	16	21	26	27	38	3	3	51
4	6	8	9	10	14	15	24	28	34	1	13	18	20	22	23	27	31	35	36	0	0	41
2	5	13	14	26	28	29	30	31	38	0	1	3	6	9	19	21	36	37	39	2	0	70
0	4	9	10	13	14	19	22	23	37	5	11	15	16	20	21	24	27	29	36	2	1	75
0	1	3	9	11	14	26	29	32	35	2	4	6	7	8	23	28	34	37	38	0	0	62
3	9	11	15	16	22	24	25	35	38	5	7	8	13	18	19	20	21	23	36	3	1	46
0	2	4	8	12	14	16	24	26	32	1	9	13	19	22	25	27	28	29	39	2	1	96
0	3	4	10	14	18	21	26	29	39	5	12	23	24	25	28	30	33	36	37	3	2	57
0	1	2	11	15	16	21	23	28	32	7	8	9	13	14	22	24	25	35	37	1	1	30
13	14	15	21	25	26	28	32	33	35	1	2	4	17	19	27	30	36	37	39	0	2	35
7	8	11	14	15	29	30	31	33	37	1	4	10	22	25	27	28	32	34	36	1	2	21
1	6	7	20	22	26	28	29	30	31	5	9	14	19	21	25	33	36	37	39	1	3	35
0	4	5	10	16	17	19	20	34	35	6	7	18	24	29	30	31	36	37	39	1	2	64
1	7	12	13	14	21	31	33	36	39	5	8	16	17	20	23	29	32	35	38	2	3	25
2	11	14	18	24	26	29	34	35	36	4	10	13	15	16	25	31	33	38	39	2	3	42
3	10	20	22	25	26	27	33	37	39	2	6	9	11	13	19	21	23	28	36	3	0	66
3	8	14	18	19	21	29	33	34	38	2	4	6	9	11	17	25	26	27	37	3	3	81
3	4	10	16	19	21	33	34	36	37	0	5	7	12	13	18	20	26	29	32	2	0	41
0	2	4	8	15	17	19	28	31	34	1	9	18	22	24	26	32	33	38	39	2	0	61
5	9	14	16	17	28	32	36	37	39	0	7	15	18	21	25	33	34	35	38	2	1	24
1	2	3	7	10	20	25	31	36	39	4	9	14	16	17	23	24	27	32	37	1	0	50
0	4	6	10	12	19	24	28	33	38	2	9	13	14	16	18	21	22	27	32	3	1	44
1	6	14	15	19	24	25	27	37	39	5	10	12	13	17	21	26	28	34	35	3	1	60
3	4	11	15	16	17	19	32	33	34	0	2	9	13	24	29	30	36	37	39	2	2	36
0	2	3	9	24	30	31	32	37	38	1	4	7	17	20	21	23	25	29	36	1	1	57
4	6	9	14	22	25	26	31	35	37	1	10	11	12	16	19	30	32	38	39	0	2	79
1	4	10	12	16	19	20	21	34	38	0	5	14	15	18	22	27	29	33	37	3	2	40
0	10	13	14	18	23	24	27	33	38	1	3	4	6	16	21	31	34	35	39	0	3	49
6	10	12	13	19	20	23	27	30	36	2	3	7	14	17	22	25	29	34	39	0	3	65
2	3	5	7	8	9	13	20	22	31	4	6	11	16	21	24	27	32	33	36	0	2	69
3	4	11	15	17	20	27	28	32	39	5	7	19	24	25	26	30	34	36	37	3	3	62
7	13	14	17	21	28	33	36	38	39	1	2	4	9	12	15	24	26	27	35	1	0	75
5	6	10	17	18	21	25	29	31	39	7	8	13	16	20	33	34	35	36	38	1	0	48
1	3	10	11	19	21	30	31	38	39	0	2	5	9	20	22	23	32	35	36	0	3	62
0	3	8	13	24	25	28	33	35	36	7	17	20	26	30	32	34	37	38	39	1	0	18
4	6	7	11	13	14	26	27	32	34	1	2	9	10	15	24	30	36	37	38	0	1	47
6	7	8	18	21	24	32	33	34	35	3	5	10	12	13	16	25	27	30	31	2	1	8
0	3	6	14	17	20	22	27	29	38	2	5	8	10	21	23	25	28	31	39	3	0	58
6	9	10	13	14	15	23	24	35	36	1	2	4	8	17	18	20	26	32	33	0	1	47
1	9	12	17	21	26	31	33	36	37	0	3	5	13	16	18	22	23	27	34	3	2	50
4	9	19	20	22	32	34	35	36	37	3	6	18	23	27	28	29	30	38	39	3	2	107
2	5	6	11	12	19	21	23	25	33	8	20	26	27	28	29	31	32	34	38	0	1	14
1	13	17	18	19	22	23	29	32	33	0	7	9	10	11	20	28	31	37	38	2	2	81
1	7	14	19	21	22	29	30	31	34	6	11	13	16	17	18	23	33	35	39	3	3	39
3	4	6	7	8	15	17	20	25	30	0	5	16	23	26	32	35	36	37	39	0	3	54
1	11	14	16	17	18	25	29	33	34	0	2	3	5	19	20	28	30	32	37	3	2	53
0	2	3	4	14	18	23	35	36	37	11	12	15	17	22	25	27	28	30	32	1	3	42
0	6	12	15	16	18	26	29	36	38	2	3	5	9	17	23	25	28	31	37	1	0	82
0	2	3	12	17	21	22	27	33	38	7	8	9	11	24	30	31	34	35	36	3	0	72
3	4	7	12	14	21	25	29	35	37	1	2	10	15	19	22	23	26	28	30	2	3	44
2	4	6	8	11	21	28	32	36	39	10	15	17	20	22	31	33	35	37	38	1	0	38
1	13	17	20	22	25	31	32	36	37	12	14	16	18	19	26	28	30	38	39	3	1	90
0	2	6	8	17	21	23	26	31	34	3	4	5	7	10	12	19	22	35	36	2	1	37
0	3	6	10	18	19	20	34	38	39	2	9	12	14	16	21	24	28	29	32	2	0	102
1	12	17	25	26	28	30	31	35	36	4	6	7	8	13	16	21	34	37	38	0	1	34
0	2	3	6	12	13	15	16	29	30	14	18	20	21	23	27	32	33	36	39	0	2	56
6	7	8	14	17	18	21	23	29	34	1	4	11	13	16	20	25	26	33	35	2	1	60
0	2	4	11	20	32	35	36	37	39	5	8	9	14	16	19	21	24	25	33	1	2	71
1	6	21	22	26	28	29	31	34	37	2	5	7	12	13	16	18	19	20	39	3	2	66
0	1	3	5	9	20	29	32	38	39	7	11	13	16	18	19	21	30	36	37	3	3	100
4	5	11	14	20	26	30	31	34	35	0	2	7	8	10	16	18	27	32	38	2	2	31
1	5	7	9	11	15	23	28	29	36	0	4	6	12	14	17	19	24	33	38	2	3	74
3	12	16	17	18	19	22	24	26	39	5	7	9	15	20	25	27	29	30	34	2	3	108
0	4	6	7	20	21	29	30	32	37	1	12	16	18	25	26	27	33	36	38	2	0	73
0	8	12	19	20	25	26	28	30	37	4	7	10	13	17	22	24	29	33	35	0	3	23
8	17	20	21	26	27	31	33	34	35	5	10	11	12	15	16	23	25	37	38	2	0	23
0	7	10	11	16	18	22	26	29	38	2	4	13	14	15	17	19	20	28	32	1	0	72
5	8	9	15	16	23	30	35	37	39	0	1	2	10	18	22	29	31	33	38	3	1	84
0	2	4	7	9	13	21	28	34	39	3	10	12	14	17	20	24	30	31	38	0	0	63
0	1	2	4	5	6	11	14	21	26	7	12	13	15	19	20	24	25	33	39	2	1	35
0	1	3	6	10	12	15	27	36	39	5	9	14	16	17	21	29	30	32	34	2	1	39
1	4	8	14	17	28	30	32	33	34	2	3	11	18	19	20	21	22	31	35	2	2	30
4	9	10	13	18	25	31	32	34	38	0	2	5	12	15	16	26	28	35	39	2	1	48
0	5	7	15	16	18	21	24	33	35	1	3	4	8	19	23	28	29	32	39	0	2	102
2	4	5	7	15	19	24	28	32	36	0	3	8	12	14	16	20	25	31	35	0	2	68
9	10	12	15	17	19	21	25	27	35	13	14	18	22	24	26	28	34	36	37	3	3	54
1	8	11	17	20	24	26	32	34	36	3	5	10	14	15	22	23	25	29	31	0	2	24
0	2	5	7	8	13	22	28	34	38	3	4	6	10	12	16	26	33	36	39	1	3	42
0	2	7	10	11	13	20	23	25	31	15	17	18	28	30	32	33	34	35	39	2	3	38
0	1	5	8	10	21	28	29	37	38	9	11	12	17	19	20	22	31	34	36	2	0	82
2	12	14	18	27	30	32	33	34	37	3	4	10	11	13	21	25	29	35	38	3	3	79
6	11	16	17	18	20	25	31	33	38	1	5	14	19	22	24	32	34	36	39	3	0	103
0	12	16	18	21	27	29	31	33	38	2	4	5	8	9	10	17	35	37	39	0	0	85
3	6	11	19	26	32	34	35	36	38	0	2	4	9	17	18	23	28	31	33	3	1	78
1	7	12	16	20	22	23	25	32	35	0	4	6	11	19	21	33	34	36	37	2	0	19
2	9	10	11	21	29	30	34	35	37	8	19	20	25	26	31	33	36	38	39	0	1	109
2	9	12	17	19	21	22	29	30	38	0	4	10	11	23	25	26	28	32	36	2	1	87
7	18	20	23	24	28	29	31	35	37	1	2	6	10	12	14	26	32	36	38	2	2	30
1	3	4	5	11	18	22	33	37	39	0	6	14	16	19	25	29	35	36	38	2	1	66
0	1	2	5	10	16	18	20	26	39	8	9	11	19	23	28	29	31	32	38	0	2	120
2	8	9	15	16	17	19	22	25	39	5	6	13	20	23	24	26	28	33	38	1	2	99
0	1	16	17	20	28	30	33	35	38	3	5	6	8	9	14	15	18	19	34	3	3	61
4	6	10	18	19	20	25	32	34	35	0	2	5	8	9	11	13	14	17	29	3	2	75
1	3	4	7	13	17	29	30	32	38	2	5	8	9	18	21	23	26	28	34	2	3	76
6	9	13	17	20	23	26	29	36	37	2	7	10	11	14	16	24	27	33	38	0	3	50
6	15	16	19	20	23	25	28	38	39	0	2	4	10	11	14	17	22	31	36	1	0	79
7	13	20	23	24	28	30	31	33	39	4	5	8	9	14	17	18	21	29	36	0	3	79
2	4	10	14	15	24	26	27	30	37	0	6	16	17	18	22	29	31	35	36	1	0	52
2	3	8	13	17	22	32	33	35	37	0	10	11	14	15	16	18	26	29	38	2	0	23
