Mode: 13 #Games: 1000
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp
1	4	5	9	10	12	14	15	16	23	2	3	11	13	19	21	25	29	30	39	3	3	61
3	9	10	14	16	17	29	32	35	37	1	4	6	20	23	25	30	31	34	36	1	3	58
3	4	8	16	17	21	22	27	34	37	0	1	9	11	15	18	24	29	31	32	3	2	42
5	6	10	12	14	15	18	20	33	36	7	8	9	17	21	22	25	29	30	38	1	3	89
0	1	6	19	20	25	26	30	32	39	11	13	16	17	28	29	31	34	37	38	3	3	93
3	4	16	17	25	31	32	34	37	39	0	5	15	22	23	26	28	29	30	35	2	0	81
3	12	26	27	31	32	33	34	35	38	8	10	13	14	17	18	19	23	24	25	3	0	52
5	6	12	14	16	20	28	35	38	39	1	4	17	18	26	27	31	32	33	36	0	1	44
0	9	12	14	16	17	20	28	30	33	2	3	19	21	22	23	25	31	34	38	0	0	71
7	10	11	12	15	16	21	31	32	38	3	8	18	20	25	27	28	30	34	39	2	1	58
0	5	14	18	21	24	26	29	33	37	1	3	4	6	7	13	17	27	30	36	3	2	47
0	1	3	10	11	17	20	30	36	38	4	6	14	18	21	26	28	29	33	37	3	2	65
10	14	15	22	24	28	30	31	33	36	0	9	11	18	20	23	29	32	34	37	3	0	21
5	6	10	12	14	19	24	31	35	39	2	8	16	20	21	25	26	27	33	36	2	1	68
3	9	14	17	24	28	30	32	33	37	0	7	10	15	21	26	27	31	34	38	1	1	29
3	10	14	19	20	22	24	26	30	36	4	5	8	12	18	28	29	32	34	37	3	2	68
2	3	4	7	13	14	22	23	26	28	0	8	11	20	21	27	29	31	35	37	2	3	80
0	3	4	17	19	26	28	31	36	39	1	6	9	12	13	15	16	24	25	37	3	2	80
0	12	15	18	24	26	30	35	38	39	3	8	9	13	14	25	28	29	32	37	3	3	90
0	4	10	17	18	19	25	28	31	38	1	5	6	7	11	12	13	22	29	36	1	3	63
1	3	4	14	18	26	28	29	35	38	5	8	9	15	16	19	21	23	30	39	0	0	107
4	6	12	16	27	29	33	34	35	36	7	8	13	17	19	20	24	25	31	39	3	0	46
3	5	6	15	22	27	31	36	37	39	2	4	11	12	14	17	20	25	33	35	1	3	61
5	6	11	13	16	17	18	27	34	38	1	2	12	14	15	20	24	35	36	37	3	1	39
3	12	13	16	19	20	22	29	37	39	0	2	21	23	27	31	34	35	36	38	1	0	64
3	4	5	10	13	21	23	29	32	39	1	9	11	15	16	19	22	25	27	30	2	1	71
2	11	14	17	19	28	29	30	33	39	1	7	8	9	15	16	22	27	35	38	3	2	83
2	4	5	10	13	15	23	24	35	39	3	7	9	14	16	19	21	22	36	37	1	1	35
3	8	10	11	14	16	19	24	27	37	9	12	15	17	20	22	26	28	30	38	2	0	91
1	5	7	13	14	25	27	32	35	37	0	2	10	11	15	21	26	28	36	39	3	1	70
2	10	14	15	23	24	25	31	35	37	5	7	12	13	18	19	20	22	28	33	2	2	54
0	1	2	3	14	20	24	34	36	38	5	7	8	9	10	13	15	21	30	35	1	2	27
5	7	11	16	18	24	36	37	38	39	2	3	8	9	12	13	22	28	31	35	3	3	73
2	3	5	7	8	10	26	27	28	37	0	1	6	12	14	21	30	35	38	39	1	3	39
0	2	4	7	11	13	21	24	27	30	6	9	10	20	23	25	26	31	35	38	3	2	39
2	10	13	18	19	20	21	22	29	37	0	23	27	28	30	31	32	33	36	38	2	3	86
1	4	8	14	15	16	18	24	27	36	7	9	12	13	20	21	23	28	34	37	1	0	38
1	7	12	18	19	20	27	31	35	36	2	3	5	6	8	9	15	28	32	34	2	3	70
0	3	11	13	15	18	20	25	30	36	1	4	10	12	14	17	27	28	37	39	3	1	42
5	7	13	23	24	25	27	32	37	38	0	1	6	9	10	19	20	29	36	39	1	0	92
8	18	20	21	23	29	34	37	38	39	4	11	14	17	22	24	28	30	32	36	2	0	76
8	9	10	11	12	19	22	24	28	30	0	1	5	7	15	18	25	27	34	39	0	1	97
1	8	9	10	12	19	20	26	31	35	2	11	14	16	23	28	32	33	36	38	1	1	61
1	2	8	9	17	23	25	27	33	34	6	12	13	15	16	18	26	28	30	31	2	0	54
0	5	6	17	20	28	32	33	36	38	1	4	9	11	12	14	15	16	23	24	0	2	86
1	8	12	14	17	19	23	24	27	39	0	2	5	7	9	21	29	30	32	34	0	2	96
5	13	15	19	21	22	27	28	34	35	0	1	4	11	14	20	25	30	33	37	0	2	38
6	7	9	10	11	15	16	28	31	35	2	14	20	23	26	29	33	34	36	38	2	1	44
4	7	8	11	13	16	32	37	38	39	1	2	3	6	15	22	25	27	35	36	3	3	89
3	6	10	11	14	15	23	30	35	36	2	8	9	18	19	20	21	28	31	37	3	2	89
4	8	11	12	17	21	24	30	36	37	0	6	9	15	22	26	28	32	33	38	2	3	47
4	8	20	21	23	27	28	29	32	37	1	5	11	14	16	18	24	26	30	33	0	3	17
3	12	15	19	21	28	29	34	36	38	7	8	9	17	22	27	31	32	33	35	1	0	67
4	7	14	18	19	27	28	34	37	38	0	5	9	20	21	23	26	29	30	32	1	3	82
5	7	10	14	15	16	19	20	32	34	2	3	11	13	17	26	29	31	33	35	0	0	54
2	3	6	7	9	11	13	17	27	35	0	1	4	5	16	18	19	20	23	33	3	0	29
4	5	6	8	12	13	15	17	19	36	0	1	7	9	18	21	22	26	37	38	3	1	77
4	8	10	12	14	18	24	29	31	33	0	2	3	9	15	17	21	23	34	35	2	1	63
8	13	14	15	17	27	30	37	38	39	0	1	3	11	12	16	20	22	35	36	2	0	42
1	3	10	12	14	17	20	22	23	36	0	2	9	13	21	26	31	33	35	39	0	1	43
0	4	6	7	12	17	23	31	33	34	11	18	22	25	26	27	28	35	36	38	3	1	51
0	2	5	6	10	13	19	30	31	38	15	21	23	24	25	27	29	32	36	39	2	2	90
5	7	15	16	22	27	32	33	36	39	0	3	9	23	25	28	29	30	34	37	1	2	25
4	7	13	15	18	20	23	32	34	37	2	3	12	14	16	19	25	26	29	30	1	2	79
2	4	6	8	10	14	22	23	24	25	0	3	5	7	16	19	33	34	36	39	3	2	84
10	14	19	20	21	25	27	29	30	34	2	3	4	9	11	13	22	36	37	39	2	3	74
0	4	7	9	12	18	24	28	36	39	8	14	15	16	19	27	29	30	33	37	0	3	102
3	4	6	7	9	10	15	17	35	37	0	2	12	13	19	24	25	28	36	39	1	3	100
8	10	22	23	29	31	32	34	35	38	1	2	7	13	16	18	20	21	25	37	0	0	47
0	2	4	6	13	16	25	26	28	35	5	10	11	19	21	22	27	29	36	38	1	3	46
0	3	5	20	22	26	28	33	36	37	1	2	6	7	8	12	13	19	23	25	0	0	92
0	2	4	7	8	10	13	30	32	39	3	12	17	20	26	29	31	34	35	36	2	0	72
2	7	10	12	14	23	28	29	32	33	1	5	8	13	18	24	35	36	37	38	2	0	62
9	14	16	20	25	26	27	30	35	38	3	5	7	11	18	19	22	29	33	36	0	1	76
4	7	14	18	21	29	34	35	38	39	2	3	8	10	12	17	25	27	28	32	0	1	61
0	13	14	15	19	21	23	25	30	34	4	5	8	9	11	12	16	29	37	39	0	2	120
5	6	7	9	15	18	22	24	30	37	1	2	3	11	12	16	17	23	27	29	1	1	81
5	7	9	12	15	20	22	25	34	38	14	16	17	21	23	27	29	31	37	39	3	1	53
11	13	14	17	18	23	24	31	34	37	3	10	12	20	21	25	28	29	35	38	1	2	67
1	4	5	8	13	16	21	23	26	36	0	11	22	27	28	31	32	35	37	39	0	3	80
3	8	12	23	24	25	28	29	34	35	1	6	11	13	20	21	27	37	38	39	1	3	57
0	2	11	12	14	18	22	31	36	37	1	8	9	16	20	23	24	33	35	39	2	2	20
0	5	8	9	20	24	33	35	38	39	1	2	16	18	21	30	32	34	36	37	0	2	70
5	7	9	11	12	13	23	31	33	38	1	4	6	18	20	21	22	28	37	39	0	0	84
4	5	8	17	25	27	30	32	34	38	7	11	12	18	19	21	26	29	31	37	1	0	46
2	11	15	16	18	22	24	27	33	34	1	17	19	28	29	30	31	32	37	38	2	1	63
13	18	21	24	25	27	28	32	35	38	0	1	2	3	6	7	12	20	29	30	3	3	63
1	11	13	16	21	22	27	31	34	38	5	7	12	15	23	24	29	32	33	35	3	3	56
2	5	14	16	22	26	27	33	35	36	0	1	7	8	15	21	28	31	34	39	0	0	63
9	11	17	18	20	23	24	27	34	37	0	1	6	8	15	19	22	33	36	38	2	2	70
3	4	8	12	17	29	30	36	38	39	1	5	6	9	10	13	18	19	21	34	1	1	120
7	9	15	21	22	23	26	31	33	35	0	1	5	12	17	20	30	32	38	39	3	0	69
3	7	12	15	16	19	22	24	36	39	0	1	6	8	17	20	28	29	31	33	1	2	77
0	3	5	9	18	22	30	33	36	39	8	10	11	14	21	23	24	26	27	29	0	1	78
1	7	8	9	11	16	24	30	31	34	0	4	5	15	19	27	28	35	36	37	3	1	73
7	12	13	18	20	23	24	27	29	32	0	2	10	21	22	26	31	33	37	39	3	3	62
5	11	13	15	17	19	20	31	32	33	1	2	4	6	9	25	26	29	34	39	0	0	81
0	1	2	10	16	17	21	32	34	39	3	13	15	18	23	25	29	31	35	37	2	3	29
11	13	17	18	20	23	29	30	34	36	1	2	4	5	8	21	27	35	37	39	2	2	64
2	4	6	7	8	10	16	18	30	37	9	20	24	25	26	27	31	32	33	36	1	2	73
1	3	5	9	15	19	21	24	36	38	2	6	7	8	13	14	27	29	32	37	3	1	68
6	8	11	15	18	22	25	29	30	32	0	10	12	16	17	24	26	31	34	35	0	3	30
0	3	4	5	17	19	21	22	31	38	10	12	20	23	24	26	30	32	34	35	1	2	15
0	2	9	15	18	20	23	34	36	39	3	7	13	17	22	24	25	27	31	33	3	0	42
2	3	8	15	17	22	25	26	30	39	11	14	19	21	24	27	28	33	34	36	3	3	86
1	9	12	13	15	16	26	30	35	39	5	10	11	14	23	24	32	33	34	38	2	0	29
2	5	12	14	20	24	26	28	35	37	3	8	13	17	21	22	27	30	36	39	0	0	48
7	9	13	14	21	26	28	30	37	38	1	2	3	4	8	15	16	18	20	32	3	1	67
7	9	11	12	14	15	26	30	31	36	2	3	5	8	18	19	23	27	29	38	2	1	102
0	1	3	6	9	10	20	27	32	33	11	12	16	22	26	29	34	35	36	39	2	2	59
2	3	11	16	24	26	28	33	35	39	9	14	15	18	19	20	25	27	36	38	1	2	105
2	5	8	22	25	30	32	33	38	39	1	3	6	10	13	16	17	27	35	36	0	3	25
1	5	6	12	18	20	30	32	34	39	0	2	3	8	11	17	22	23	24	37	2	1	26
1	3	4	8	12	13	15	29	31	36	0	9	10	14	23	24	28	30	32	39	0	0	71
2	3	5	10	14	15	20	24	26	31	1	8	13	17	19	21	23	27	35	36	3	3	29
7	8	15	19	20	23	27	29	35	36	2	5	9	12	13	16	30	31	33	38	1	3	72
7	8	9	10	20	27	28	32	33	34	1	4	5	13	19	21	22	29	31	38	0	2	52
0	6	9	12	13	15	23	27	28	30	1	2	8	10	11	14	25	29	31	38	2	0	63
5	7	18	19	20	24	26	28	33	37	2	6	12	15	21	22	23	25	27	38	3	1	33
0	3	7	10	15	22	23	25	35	37	2	5	8	9	12	19	21	28	32	34	1	3	35
0	4	6	16	22	26	32	33	34	39	1	5	9	11	12	20	23	27	31	35	0	0	50
4	7	16	18	21	22	24	35	37	39	0	1	5	23	25	28	29	30	34	38	0	1	75
0	2	4	13	28	31	33	36	38	39	3	5	8	11	15	17	18	21	35	37	2	2	50
1	4	9	10	12	13	15	16	18	32	0	3	6	8	14	17	19	22	24	30	1	1	110
0	4	13	14	18	22	24	31	35	37	11	12	15	23	27	28	29	33	34	38	0	0	27
0	2	7	18	22	23	26	30	34	35	4	6	13	15	17	20	21	33	38	39	1	1	23
2	3	5	7	20	22	26	28	34	36	0	14	16	18	24	29	31	32	37	38	0	3	58
1	6	8	17	19	20	22	28	32	35	0	2	4	5	7	13	27	29	30	36	0	2	87
2	4	6	7	9	10	22	29	31	39	1	8	12	15	19	21	23	33	36	37	2	2	87
3	5	12	17	23	27	28	29	31	34	1	4	6	7	14	16	19	20	32	39	2	3	60
0	1	7	20	21	23	25	27	29	31	5	8	12	14	19	32	34	36	38	39	0	2	79
1	7	13	14	16	17	20	24	25	26	2	3	5	8	10	19	21	30	36	37	3	0	47
3	4	7	11	12	13	14	31	34	35	0	17	18	21	22	23	25	27	32	36	0	3	27
2	5	11	18	21	28	35	36	38	39	3	9	12	13	14	17	20	24	32	33	0	3	75
8	15	17	18	19	20	29	31	38	39	2	4	5	9	16	23	24	30	35	37	1	0	117
5	6	7	11	17	18	20	21	23	39	0	2	10	12	13	27	28	29	30	32	2	1	74
7	11	13	14	17	18	22	27	29	36	0	3	5	6	9	15	20	26	32	35	0	1	75
0	5	7	17	18	19	27	28	37	38	4	6	8	10	11	14	22	30	32	33	3	0	50
1	10	17	21	22	23	24	27	31	39	7	11	12	13	18	20	25	30	32	33	1	0	63
