Mode: 18 #Games: 1000 Notes: u2-2Trick-500
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
17	43	42	18	15	15	0	0	5	2	0	3	0	2	1	1	1	1	2	0	0	4	4	3	4	0	0	1	0	83
27	31	31	31	12	0	11	7	2	2	4	2	1	0	2	1	1	2	0	1	1	4	4	4	4	1	0	0	0	68
25	26	47	22	0	3	12	15	4	2	2	2	1	1	1	1	1	0	3	0	0	4	4	4	4	1	0	0	0	46
19	44	13	44	14	16	0	0	5	3	1	1	1	0	1	2	0	3	0	1	1	3	4	4	4	0	0	1	0	49
53	22	25	20	10	15	3	2	3	4	2	1	1	1	1	1	4	0	0	0	0	4	4	4	4	0	1	0	0	54
33	31	38	18	4	3	23	0	2	2	4	2	0	1	2	1	2	1	1	0	1	4	4	4	4	0	0	0	1	63
28	51	24	17	0	17	13	0	2	4	3	1	1	1	1	1	1	3	0	0	1	4	4	4	4	0	1	0	0	38
35	41	8	36	11	14	3	2	1	5	2	2	1	2	0	1	2	1	0	1	1	4	3	4	4	0	0	0	1	43
23	21	29	47	6	0	3	21	4	2	1	3	1	1	1	1	0	0	1	3	0	4	4	4	4	0	0	1	0	59
28	34	25	33	2	18	10	0	2	4	3	1	1	2	0	1	1	0	2	1	0	4	4	4	4	0	0	0	1	63
25	45	37	13	5	11	14	0	3	3	3	1	1	3	0	0	0	1	3	0	0	4	4	4	3	0	0	1	0	71
22	26	22	50	14	0	5	11	3	2	3	2	0	0	1	3	1	2	0	1	0	4	4	4	3	1	0	0	0	58
49	51	4	16	2	21	0	7	2	3	3	2	1	3	0	0	3	1	0	0	0	4	4	4	4	0	1	0	0	49
37	21	18	44	0	15	13	2	2	3	3	2	1	1	0	2	2	0	1	1	0	4	3	4	4	1	0	0	0	32
21	32	36	31	0	7	13	10	3	2	4	1	1	0	2	1	0	2	1	1	1	4	4	4	4	0	0	0	1	89
12	22	47	39	4	2	21	3	2	3	3	2	0	0	3	1	0	1	1	2	1	4	4	4	4	1	0	0	0	75
29	8	37	46	5	4	21	0	2	3	3	2	0	0	2	2	1	0	1	2	1	4	4	4	4	0	1	0	0	84
36	53	5	26	3	27	0	0	3	4	2	1	1	2	0	1	1	2	0	1	0	4	4	4	4	0	0	1	0	16
34	57	9	20	15	12	0	3	4	2	2	2	2	2	0	0	0	3	0	1	1	4	4	4	4	0	0	1	0	69
21	18	42	39	3	11	4	12	2	3	3	2	0	1	2	1	1	0	1	2	0	4	4	4	4	0	1	0	0	65
52	24	26	18	11	3	4	12	3	3	2	2	2	1	1	0	3	0	0	1	1	4	4	4	4	0	0	1	0	66
34	33	37	16	10	6	11	3	2	2	4	2	1	0	3	0	1	2	0	1	1	4	4	4	4	1	0	0	0	99
10	21	50	39	4	13	0	13	3	2	1	4	0	1	2	1	0	0	2	2	0	4	4	4	4	0	0	0	1	44
32	27	21	40	15	0	5	10	2	3	3	2	1	1	1	1	1	1	0	2	1	3	4	3	4	0	0	0	1	64
24	48	27	21	10	11	6	3	4	3	2	1	0	3	1	0	2	0	1	1	0	4	4	4	4	0	0	0	1	48
43	31	13	33	14	3	2	11	3	2	2	3	2	1	0	1	1	1	0	2	0	4	4	4	3	0	1	0	0	42
50	45	14	11	21	0	9	0	4	2	4	0	3	1	0	0	1	3	0	0	1	3	4	4	3	1	0	0	0	67
50	31	21	18	2	11	7	10	1	2	3	4	2	2	0	0	2	0	1	1	0	4	4	4	4	1	0	0	0	49
27	31	23	39	0	10	5	15	0	2	5	3	0	1	1	2	1	2	0	1	0	3	4	3	4	1	0	0	0	49
