Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
2	8	13	14	17	18	24	26	29	39	1	3	5	7	10	11	16	19	20	38	1	0	106	294	0	858	16544	3	7	1	3	0	0	
1	6	9	15	22	23	28	29	30	33	0	13	14	19	20	21	24	26	31	37	3	1	90	70	0	182	85	0	61	3	1	0	0	
1	2	7	8	9	12	16	18	28	37	3	10	23	25	32	34	35	36	38	39	3	2	91	0	30134	186	0	0	36	1	1	0	0	
0	1	3	9	20	23	31	32	34	39	2	4	5	7	10	16	21	24	29	35	0	3	48	649	13234	148	160	218	0	4	1	0	0	
0	1	3	7	9	11	13	17	30	31	5	6	8	12	18	19	20	24	29	34	1	0	92	757	13530	586	164	0	0	2	1	0	0	
10	20	21	22	23	24	28	31	35	38	1	2	3	4	5	6	8	16	29	30	0	1	109	0	114	169	51	38	9	2	3	0	0	
4	6	8	12	13	21	28	31	35	38	2	3	16	17	19	20	24	27	36	37	1	2	53	91	0	53	1497	0	0	2	0	0	0	
2	3	5	7	8	13	19	23	24	32	1	12	14	16	21	22	30	31	35	38	1	3	43	280	0	17951	0	311	45	0	0	0	0	
1	7	9	11	15	34	35	37	38	39	4	10	12	17	24	28	30	31	32	36	0	0	47	530	8006	326	0	1531	175	15	1	0	0	
4	15	19	23	24	26	29	34	35	36	2	3	8	11	13	18	22	27	28	32	2	1	98	0	366	167	0	3	33	1	1	0	0	
0	2	8	20	26	29	31	34	37	39	3	10	15	17	22	24	28	35	36	38	2	2	104	211	3241	991	456	648	12	0	1	2	0	
3	7	19	21	22	26	35	36	37	38	5	6	8	9	10	18	25	27	31	32	2	3	58	74	0	107	121	445	11	2	2	0	0	
1	5	6	13	16	17	19	23	27	35	4	8	9	15	18	20	22	30	33	36	3	0	76	732	109	211	3494	0	46	7	0	0	0	
10	12	21	27	28	29	30	31	36	37	2	3	7	11	14	19	23	24	26	38	1	1	92	495	89	0	655	236	7	1	0	0	0	
0	5	6	7	10	15	22	27	30	37	1	2	4	8	11	16	23	32	38	39	3	2	37	185	315	0	499	131	8	0	1	0	0	
2	3	5	12	14	21	28	31	33	38	8	10	13	15	20	22	23	24	32	36	3	3	25	41	112	0	287	160	1	0	0	0	0	
2	3	8	14	16	17	19	21	25	26	4	5	7	9	11	18	27	30	31	36	0	0	82	663	3203	109	285	0	39	2	1	0	0	
0	8	10	18	24	25	29	32	33	35	3	4	6	7	12	20	22	23	28	38	2	1	86	51	0	15657	1183	172	0	8	0	0	0	
2	3	9	13	16	17	19	20	21	23	5	6	14	18	26	28	30	35	37	38	0	2	45	258	4373	240	0	511	20	1	0	0	0	
4	8	10	13	14	26	29	33	34	38	6	7	9	11	12	17	20	31	37	39	0	3	62	83	0	34759	88	468	0	2	0	0	0	
5	8	9	12	13	15	20	25	26	35	0	1	6	7	16	23	31	34	38	39	1	0	63	349	102	104	319	2	0	9	1	1	0	
0	3	8	9	13	18	20	24	28	37	4	7	11	16	19	21	26	32	33	39	2	1	43	0	537	113	98	0	8	3	0	0	0	
3	15	17	21	23	28	30	33	35	36	1	5	7	8	16	25	27	31	32	34	2	2	69	665	158	356	95	157	0	5	1	0	0	
1	7	11	15	16	24	26	31	32	33	2	5	9	18	22	23	29	30	36	37	0	3	38	69	146	0	108	42	0	1	0	0	0	
0	7	13	21	23	24	25	26	27	39	6	9	15	19	20	29	30	32	33	36	2	0	86	808	0	6213	480	3	28	17	0	1	0	
0	9	10	16	20	28	31	32	35	37	1	6	7	8	11	13	17	24	36	39	2	1	39	32	67	0	0	3	32	5	1	0	0	
0	5	6	7	9	11	23	27	30	39	4	12	17	21	22	26	28	29	35	37	1	2	69	168	0	268	835	0	11	6	0	0	0	
0	6	7	9	12	15	19	27	32	39	1	2	11	14	17	21	22	28	29	35	3	3	53	94	22939	95	0	4	0	4	0	0	0	
0	1	4	9	11	12	16	19	24	33	5	8	14	18	21	29	30	31	34	35	0	0	84	667	144	1298	0	3	24	0	0	1	0	
5	10	13	14	22	24	27	34	36	38	1	4	6	8	20	23	25	29	35	39	0	1	58	0	9012	0	233	1925	22	1	0	0	0	
5	7	19	22	23	26	28	29	34	37	3	9	13	15	16	20	24	27	30	39	3	2	80	193	0	22064	0	96	0	2	1	0	0	
4	12	21	25	31	33	35	36	37	39	1	3	8	9	11	14	20	24	26	27	2	3	57	338	210	0	14498	0	21	3	0	0	0	
8	9	14	18	19	25	26	28	32	36	0	4	5	7	11	21	27	33	38	39	2	0	91	167	814	137	0	63	2	1	0	0	0	
3	8	11	16	21	22	23	24	25	33	4	7	9	14	17	20	27	28	36	38	2	1	104	79	0	31	0	2	0	0	0	0	0	
1	4	5	6	12	20	24	32	33	39	3	7	8	9	16	19	21	22	30	34	0	2	64	62	98	38	0	0	2	1	0	0	0	
3	6	7	15	16	19	24	25	33	34	1	5	9	12	13	27	29	31	32	39	2	3	76	81	0	130	2484	236	0	0	1	0	0	
4	7	9	11	12	20	25	28	36	39	1	3	14	16	18	19	21	23	26	38	0	0	82	629	0	7703	0	239	9	0	0	0	0	
1	5	9	12	15	20	21	25	30	34	8	11	13	17	19	27	28	29	36	38	3	1	76	28	151	0	598	3	2	0	0	0	0	
0	2	11	14	22	25	26	32	33	37	1	3	6	24	27	29	30	31	38	39	0	2	72	25	103	292	0	36	0	1	0	0	0	
0	8	12	20	28	30	33	34	35	38	2	9	10	14	16	18	25	29	32	39	1	3	109	0	79	0	704	468	7	1	0	0	0	
10	11	18	19	20	22	25	28	37	38	1	3	5	7	26	29	31	34	36	39	3	0	87	477	170	67	0	3	2	1	0	0	0	
1	4	6	10	14	27	29	31	38	39	7	11	12	16	18	19	20	33	35	36	1	1	94	41	0	38211	0	354	15	0	1	0	0	
